Wavelength (nm),Sum(calc),Na I (5.9e-4),Na II (1.2e-2),Na III (4.5e-21),Mg I (2.5e-3),Mg II (2.0e-2),Mg III (1.2e-5),Al I (2.1e-2),Al II (1.4e-1),Al III (4.1e-6),Si I (2.1e-1),Si II (4.1e-1),Si III (1.9e-5),K I (1.5e-3),K II (4.7e-2),K III (1.3e-12),Ca I (6.2e-4),Ca II (1.5e-2),Ca III (2.1e-4),Cr I (0.0e+0),Cr II (0.0e+0),Mn I (1.1e-4),Mn II (8.7e-4),Fe I (7.6e-3),Fe II (4.2e-2),Fe III (5.7e-6),Cu I (7.1e-4),Cu II (1.7e-3),Zn I (2.9e-3),Zn II (4.6e-3),Y I (0.0e+0),Y II (0.0e+0),La I (1.1e-3),La II (4.9e-2),Ce I (0.0e+0),Ce II (0.0e+0),Pr II (0.0e+0),Nd I (0.0e+0),Nd II (0.0e+0),Eu I (0.0e+0),Eu II (0.0e+0),Dy I (0.0e+0),Dy II (0.0e+0),Ho I (0.0e+0),Ho II (0.0e+0),Er I (0.0e+0),Er II (0.0e+0),Tm I (0.0e+0),Tm II (0.0e+0),Yb I (0.0e+0),Yb II (0.0e+0),Lu I (0.0e+0),Lu II (0.0e+0)
773.63,4.462e+1,3.648e-14,,,3.112e-15,5.676e-16,,1.364e-14,2.539e-9,1.049e-25,4.456e+1,1.551e-16,1.112e-26,7.978e-10,,,,3.700e-15,2.332e-33,,,,6.785e-19,3.145e-15,1.423e-10,8.223e-28,,3.592e-19,,6.387e-2,,0,2.186e-15,,0,0,,,,0,,,,,,,,,,,,,
773.65,4.693e+1,3.648e-14,,,3.112e-15,5.677e-16,,1.364e-14,2.049e-9,1.055e-25,4.686e+1,1.551e-16,1.111e-26,5.892e-10,,,,3.700e-15,2.332e-33,,,,6.784e-19,3.145e-15,1.103e-10,8.221e-28,,3.576e-19,,6.195e-2,,0,2.184e-15,,0,0,,,,0,,,,,,,,,,,,,
773.67,4.927e+1,3.649e-14,,,3.111e-15,5.677e-16,,1.363e-14,1.651e-9,1.061e-25,4.921e+1,1.552e-16,1.111e-26,4.344e-10,,,,3.700e-15,2.332e-33,,,,6.782e-19,3.145e-15,8.530e-11,8.219e-28,,3.560e-19,,5.999e-2,,0,2.183e-15,,0,0,,,,0,,,,,,,,,,,,,
773.7,5.285e+1,3.649e-14,,,3.110e-15,5.678e-16,,1.363e-14,1.190e-9,1.071e-25,5.280e+1,1.553e-16,1.110e-26,2.742e-10,,,,3.701e-15,2.332e-33,,,,6.779e-19,3.145e-15,5.788e-11,8.216e-28,,3.537e-19,,5.700e-2,,0,2.181e-15,,0,0,,,,0,,,,,,,,,,,,,
773.72,5.528e+1,3.650e-14,,,3.109e-15,5.679e-16,,1.363e-14,9.552e-10,1.077e-25,5.522e+1,1.553e-16,1.110e-26,2.013e-10,,,,3.701e-15,2.332e-33,,,,6.777e-19,3.145e-15,4.460e-11,8.213e-28,,3.521e-19,,5.497e-2,,0,2.180e-15,,0,0,,,,0,,,,,,,,,,,,,
773.75,5.894e+1,3.651e-14,,,3.108e-15,5.680e-16,,1.362e-14,6.846e-10,1.087e-25,5.889e+1,1.554e-16,1.109e-26,1.263e-10,,,,3.701e-15,2.331e-33,,,,6.774e-19,3.145e-15,3.008e-11,8.210e-28,,3.497e-19,,5.192e-2,,0,2.178e-15,,0,0,,,,0,,,,,,,,,,,,,
773.77,6.140e+1,3.651e-14,,,3.107e-15,5.681e-16,,1.362e-14,5.472e-10,1.093e-25,6.135e+1,1.554e-16,1.108e-26,9.236e-11,,,,3.702e-15,2.331e-33,,,,6.772e-19,3.146e-15,2.308e-11,8.208e-28,,3.481e-19,,4.987e-2,,0,2.177e-15,,0,0,,,,0,,,,,,,,,,,,,
773.8,6.508e+1,3.652e-14,,,3.106e-15,5.682e-16,,1.362e-14,3.898e-10,1.103e-25,6.503e+1,1.555e-16,1.108e-26,5.759e-11,,,,3.702e-15,2.331e-33,,,,6.770e-19,3.146e-15,1.547e-11,8.205e-28,,3.457e-19,,4.681e-2,,0,2.175e-15,,0,0,,,,0,,,,,,,,,,,,,
773.82,6.752e+1,3.652e-14,,,3.105e-15,5.683e-16,,1.361e-14,3.103e-10,1.109e-25,6.747e+1,1.556e-16,1.107e-26,4.194e-11,,,,3.702e-15,2.331e-33,,,,6.768e-19,3.146e-15,1.183e-11,8.203e-28,,3.441e-19,,4.479e-2,,0,2.174e-15,,0,0,,,,0,,,,,,,,,,,,,
773.85,7.114e+1,3.653e-14,,,3.104e-15,5.684e-16,,1.361e-14,2.197e-10,1.119e-25,7.110e+1,1.556e-16,1.106e-26,2.599e-11,,,,3.703e-15,2.331e-33,,,,6.765e-19,3.146e-15,7.879e-12,8.200e-28,,3.417e-19,,4.180e-2,,0,2.172e-15,,0,0,,,,0,,,,,,,,,,,,,
773.87,7.351e+1,3.653e-14,,,3.103e-15,5.685e-16,,1.361e-14,1.742e-10,1.125e-25,7.347e+1,1.557e-16,1.106e-26,1.886e-11,,,,3.703e-15,2.331e-33,,,,6.763e-19,3.146e-15,5.998e-12,8.198e-28,,3.401e-19,,3.983e-2,,0,2.171e-15,,0,0,,,,0,,,,,,,,,,,,,
773.9,7.699e+1,3.654e-14,,,3.102e-15,5.686e-16,,1.360e-14,1.226e-10,1.135e-25,7.695e+1,1.558e-16,1.105e-26,1.162e-11,,,,3.703e-15,2.331e-33,,,,6.760e-19,3.146e-15,3.972e-12,8.194e-28,,3.378e-19,,3.694e-2,,0,2.169e-15,,0,0,,,,0,,,,,,,,,,,,,
773.92,7.924e+1,3.654e-14,,,3.101e-15,5.687e-16,,1.360e-14,9.682e-11,1.141e-25,7.920e+1,1.558e-16,1.105e-26,8.392e-12,,,,3.704e-15,2.331e-33,,,,6.758e-19,3.147e-15,3.012e-12,8.192e-28,,3.362e-19,,3.507e-2,,0,2.168e-15,,0,0,,,,0,,,,,,,,,,,,,
773.94,8.142e+1,3.655e-14,,,3.100e-15,5.688e-16,,1.360e-14,7.633e-11,1.147e-25,8.139e+1,1.559e-16,1.104e-26,6.053e-12,,,,3.704e-15,2.331e-33,,,,6.757e-19,3.147e-15,2.280e-12,8.190e-28,,3.346e-19,,3.323e-2,,0,2.166e-15,,0,0,,,,0,,,,,,,,,,,,,
773.97,8.456e+1,3.655e-14,,,3.099e-15,5.689e-16,,1.359e-14,5.327e-11,1.157e-25,8.453e+1,1.559e-16,1.103e-26,3.697e-12,,,,3.704e-15,2.331e-33,,,,6.754e-19,3.147e-15,1.497e-12,8.187e-28,,3.322e-19,,3.057e-2,,0,2.165e-15,,0,0,,,,0,,,,,,,,,,,,,
773.99,8.655e+1,3.656e-14,,,3.098e-15,5.690e-16,,1.359e-14,4.183e-11,1.163e-25,8.652e+1,1.560e-16,1.103e-26,2.656e-12,,,,3.705e-15,2.331e-33,,,,6.752e-19,3.147e-15,1.129e-12,8.185e-28,,3.306e-19,,2.885e-2,,0,2.163e-15,,0,0,,,,0,,,,,,,,,,,,,
774.02,8.935e+1,3.657e-14,,,3.097e-15,5.691e-16,,1.358e-14,2.902e-11,1.173e-25,8.932e+1,1.561e-16,1.102e-26,1.612e-12,,,,3.705e-15,2.331e-33,,,,6.749e-19,3.147e-15,7.365e-13,8.182e-28,,3.282e-19,,2.638e-2,,0,2.161e-15,,0,0,,,,0,,,,,,,,,,,,,
774.04,9.108e+1,3.657e-14,,,3.096e-15,5.692e-16,,1.358e-14,2.269e-11,1.179e-25,9.106e+1,1.561e-16,1.102e-26,1.154e-12,,,,3.705e-15,2.331e-33,,,,6.747e-19,3.147e-15,5.531e-13,8.180e-28,,3.266e-19,,2.481e-2,,0,2.160e-15,,0,0,,,,0,,,,,,,,,,,,,
774.07,9.346e+1,3.658e-14,,,3.095e-15,5.693e-16,,1.358e-14,1.565e-11,1.189e-25,9.344e+1,1.562e-16,1.101e-26,6.960e-13,,,,3.706e-15,2.331e-33,,,,6.744e-19,3.148e-15,3.588e-13,8.177e-28,,3.242e-19,,2.255e-2,,0,2.158e-15,,0,0,,,,0,,,,,,,,,,,,,
774.09,9.490e+1,3.658e-14,,,3.094e-15,5.694e-16,,1.357e-14,1.219e-11,1.195e-25,9.487e+1,1.562e-16,1.101e-26,4.960e-13,,,,3.706e-15,2.331e-33,,,,6.743e-19,3.148e-15,2.683e-13,8.174e-28,,3.227e-19,,2.112e-2,,0,2.157e-15,,0,0,,,,0,,,,,,,,,,,,,
774.12,9.679e+1,3.659e-14,,,3.093e-15,5.695e-16,,1.357e-14,8.353e-12,1.205e-25,9.678e+1,1.563e-16,1.100e-26,2.975e-13,,,,3.706e-15,2.330e-33,,,,6.740e-19,3.148e-15,1.730e-13,8.171e-28,,3.203e-19,,1.909e-2,,0,2.155e-15,,0,0,,,,0,,,,,,,,,,,,,
774.14,9.788e+1,3.659e-14,,,3.092e-15,5.696e-16,,1.357e-14,6.480e-12,1.211e-25,9.787e+1,1.563e-16,1.099e-26,2.973e-13,,,,3.707e-15,2.330e-33,,,,6.738e-19,3.148e-15,1.288e-13,8.169e-28,,3.187e-19,,1.782e-2,,0,2.154e-15,,0,0,,,,0,,,,,,,,,,,,,
774.16,9.883e+1,3.660e-14,,,3.091e-15,5.697e-16,,1.356e-14,5.019e-12,1.217e-25,9.881e+1,1.564e-16,1.099e-26,2.972e-13,,,,3.707e-15,2.330e-33,,,,6.736e-19,3.148e-15,9.581e-14,8.167e-28,,3.171e-19,,1.660e-2,,0,2.153e-15,,0,0,,,,0,,,,,,,,,,,,,
774.19,9.996e+1,3.660e-14,,,3.090e-15,5.698e-16,,1.356e-14,3.411e-12,1.227e-25,9.995e+1,1.565e-16,1.098e-26,2.970e-13,,,,3.707e-15,2.330e-33,,,,6.733e-19,3.148e-15,6.125e-14,8.164e-28,,3.147e-19,,1.489e-2,,0,2.151e-15,,0,0,,,,0,,,,,,,,,,,,,
774.21,1.005e+2,3.661e-14,,,3.089e-15,5.698e-16,,1.356e-14,2.631e-12,1.233e-25,1.005e+2,1.565e-16,1.098e-26,2.969e-13,,,,3.708e-15,2.330e-33,,,,6.731e-19,3.149e-15,4.536e-14,8.162e-28,,3.131e-19,,1.383e-2,,0,2.150e-15,,0,0,,,,0,,,,,,,,,,,,,
774.24,1.011e+2,3.662e-14,,,3.088e-15,5.700e-16,,1.355e-14,1.777e-12,1.243e-25,1.011e+2,1.566e-16,1.097e-26,2.967e-13,,,,3.708e-15,2.330e-33,,,,6.729e-19,3.149e-15,2.883e-14,8.159e-28,,3.107e-19,,1.234e-2,,0,2.148e-15,,0,0,,,,0,,,,,,,,,,,,,
774.26,1.012e+2,3.662e-14,,,3.087e-15,5.700e-16,,1.355e-14,1.365e-12,1.249e-25,1.012e+2,1.566e-16,1.096e-26,2.966e-13,,,,3.708e-15,2.330e-33,,,,6.727e-19,3.149e-15,2.126e-14,8.156e-28,,3.091e-19,,1.143e-2,,0,2.147e-15,,0,0,,,,0,,,,,,,,,,,,,
774.29,1.012e+2,3.663e-14,,,3.086e-15,5.702e-16,,1.354e-14,9.167e-13,1.259e-25,1.012e+2,1.567e-16,1.096e-26,2.964e-13,,,,3.709e-15,2.330e-33,,,,6.724e-19,3.149e-15,1.343e-14,8.153e-28,,3.068e-19,,1.016e-2,,0,2.145e-15,,0,0,,,,0,,,,,,,,,,,,,
774.31,1.009e+2,3.663e-14,,,3.085e-15,5.702e-16,,1.354e-14,7.014e-13,1.265e-25,1.009e+2,1.568e-16,1.095e-26,2.962e-13,,,,3.709e-15,2.330e-33,,,,6.722e-19,3.149e-15,9.866e-15,8.151e-28,,3.052e-19,,9.380e-3,,0,2.144e-15,,0,0,,,,0,,,,,,,,,,,,,
774.34,1.003e+2,3.664e-14,,,3.084e-15,5.704e-16,,1.354e-14,4.681e-13,1.275e-25,1.002e+2,1.568e-16,1.094e-26,2.960e-13,,,,3.710e-15,2.330e-33,,,,6.719e-19,3.150e-15,6.193e-15,8.148e-28,,3.028e-19,,8.312e-3,,0,2.142e-15,,0,0,,,,0,,,,,,,,,,,,,
774.36,9.962e+1,3.664e-14,,,3.083e-15,5.704e-16,,1.353e-14,3.567e-13,1.281e-25,9.961e+1,1.569e-16,1.094e-26,2.959e-13,,,,3.710e-15,2.330e-33,,,,6.717e-19,3.150e-15,4.532e-15,8.146e-28,,3.012e-19,,7.664e-3,,0,2.141e-15,,0,0,,,,0,,,,,,,,,,,,,
774.39,9.837e+1,3.665e-14,,,3.082e-15,5.706e-16,,1.353e-14,2.366e-13,1.291e-25,9.836e+1,1.570e-16,1.093e-26,2.957e-13,,,,3.710e-15,2.330e-33,,,,6.715e-19,3.150e-15,2.828e-15,8.143e-28,,2.988e-19,,6.783e-3,,0,2.139e-15,,0,0,,,,0,,,,,,,,,,,,,
774.41,9.735e+1,3.665e-14,,,3.081e-15,5.706e-16,,1.353e-14,1.796e-13,1.297e-25,9.734e+1,1.570e-16,1.093e-26,2.956e-13,,,,3.711e-15,2.330e-33,,,,6.713e-19,3.150e-15,2.061e-15,8.141e-28,,2.972e-19,,6.255e-3,,0,2.137e-15,,0,0,,,,0,,,,,,,,,,,,,
774.43,9.618e+1,3.666e-14,,,3.081e-15,5.707e-16,,1.352e-14,1.361e-13,1.303e-25,9.618e+1,1.571e-16,1.092e-26,2.955e-13,,,,3.711e-15,2.330e-33,,,,6.711e-19,3.150e-15,1.499e-15,8.139e-28,,2.956e-19,,5.770e-3,,0,2.136e-15,,0,0,,,,0,,,,,,,,,,,,,
774.46,9.418e+1,3.666e-14,,,3.079e-15,5.708e-16,,1.352e-14,8.952e-14,1.313e-25,9.417e+1,1.571e-16,1.091e-26,2.953e-13,,,,3.711e-15,2.330e-33,,,,6.708e-19,3.150e-15,9.275e-16,8.135e-28,,2.932e-19,,5.124e-3,,0,2.134e-15,,0,0,,,,0,,,,,,,,,,,,,
774.48,9.268e+1,3.667e-14,,,3.079e-15,5.709e-16,,1.352e-14,6.757e-14,1.319e-25,9.268e+1,1.572e-16,1.091e-26,2.952e-13,,,,3.712e-15,2.330e-33,,,,6.706e-19,3.150e-15,6.721e-16,8.133e-28,,2.917e-19,,4.744e-3,,0,2.133e-15,,0,0,,,,0,,,,,,,,,,,,,
774.51,9.021e+1,3.668e-14,,,3.077e-15,5.710e-16,,1.351e-14,4.417e-14,1.329e-25,9.020e+1,1.573e-16,1.090e-26,2.950e-13,,,,3.712e-15,2.329e-33,,,,6.703e-19,3.151e-15,4.133e-16,8.130e-28,,2.893e-19,,4.245e-3,,0,2.131e-15,,0,0,,,,0,,,,,,,,,,,,,
774.53,8.842e+1,3.668e-14,,,3.077e-15,5.711e-16,,1.351e-14,3.320e-14,1.335e-25,8.841e+1,1.573e-16,1.090e-26,2.948e-13,,,,3.712e-15,2.329e-33,,,,6.702e-19,3.151e-15,2.983e-16,8.128e-28,,2.877e-19,,3.959e-3,,0,2.130e-15,,0,0,,,,0,,,,,,,,,,,,,
774.56,8.554e+1,3.669e-14,,,3.075e-15,5.712e-16,,1.351e-14,2.158e-14,1.345e-25,8.554e+1,1.574e-16,1.089e-26,2.946e-13,,,,3.713e-15,2.329e-33,,,,6.699e-19,3.151e-15,1.823e-16,8.125e-28,,2.853e-19,,3.593e-3,,0,2.128e-15,,0,0,,,,0,,,,,,,,,,,,,
774.58,8.351e+1,3.669e-14,,,3.075e-15,5.713e-16,,1.350e-14,1.615e-14,1.351e-25,8.351e+1,1.574e-16,1.089e-26,2.945e-13,,,,3.713e-15,2.329e-33,,,,6.697e-19,3.151e-15,1.310e-16,8.123e-28,,2.837e-19,,3.391e-3,,0,2.127e-15,,0,0,,,,0,,,,,,,,,,,,,
774.61,8.031e+1,3.670e-14,,,3.073e-15,5.714e-16,,1.350e-14,1.043e-14,1.361e-25,8.031e+1,1.575e-16,1.088e-26,2.943e-13,,,,3.713e-15,2.329e-33,,,,6.694e-19,3.151e-15,7.961e-17,8.120e-28,,2.813e-19,,3.145e-3,,0,2.125e-15,,0,0,,,,0,,,,,,,,,,,,,
774.63,7.809e+1,3.670e-14,,,3.073e-15,5.715e-16,,1.350e-14,7.780e-15,1.367e-25,7.808e+1,1.575e-16,1.087e-26,2.942e-13,,,,3.714e-15,2.329e-33,,,,6.692e-19,3.152e-15,5.699e-17,8.117e-28,,2.797e-19,,3.017e-3,,0,2.124e-15,,0,0,,,,0,,,,,,,,,,,,,
774.66,7.465e+1,3.671e-14,,,3.071e-15,5.716e-16,,1.349e-14,4.994e-15,1.377e-25,7.464e+1,1.576e-16,1.087e-26,2.940e-13,,,,3.714e-15,2.329e-33,,,,6.689e-19,3.152e-15,3.441e-17,8.114e-28,,2.773e-19,,2.878e-3,,0,2.122e-15,,0,0,,,,0,,,,,,,,,,,,,
774.68,7.229e+1,3.671e-14,,,3.071e-15,5.717e-16,,1.349e-14,3.709e-15,1.383e-25,7.229e+1,1.577e-16,1.086e-26,2.939e-13,,,,3.714e-15,2.329e-33,,,,6.688e-19,3.152e-15,2.453e-17,8.112e-28,,2.758e-19,,2.818e-3,,0,2.121e-15,,0,0,,,,0,,,,,,,,,,,,,
774.7,6.990e+1,3.672e-14,,,3.070e-15,5.718e-16,,1.349e-14,2.750e-15,1.389e-25,6.989e+1,1.577e-16,1.086e-26,2.937e-13,,,,3.715e-15,2.329e-33,,,,6.686e-19,3.152e-15,1.746e-17,8.110e-28,,2.742e-19,,2.784e-3,,0,2.120e-15,,0,0,,,,0,,,,,,,,,,,,,
774.73,6.626e+1,3.672e-14,,,3.069e-15,5.719e-16,,1.348e-14,1.751e-15,1.399e-25,6.625e+1,1.578e-16,1.085e-26,2.936e-13,,,,3.715e-15,2.329e-33,,,,6.683e-19,3.152e-15,1.747e-17,8.107e-28,,2.718e-19,,2.777e-3,,0,2.118e-15,,0,0,,,,0,,,,,,,,,,,,,
774.75,6.381e+1,3.673e-14,,,3.068e-15,5.720e-16,,1.348e-14,1.293e-15,1.405e-25,6.380e+1,1.578e-16,1.084e-26,2.934e-13,,,,3.715e-15,2.329e-33,,,,6.681e-19,3.152e-15,1.748e-17,8.105e-28,,2.702e-19,,2.801e-3,,0,2.117e-15,,0,0,,,,0,,,,,,,,,,,,,
774.78,6.012e+1,3.674e-14,,,3.067e-15,5.721e-16,,1.347e-14,8.180e-16,1.415e-25,6.012e+1,1.579e-16,1.084e-26,2.932e-13,,,,3.716e-15,2.329e-33,,,,6.678e-19,3.153e-15,1.749e-17,8.102e-28,,2.678e-19,,2.879e-3,,0,2.115e-15,,0,0,,,,0,,,,,,,,,,,,,
774.8,5.767e+1,3.674e-14,,,3.066e-15,5.722e-16,,1.347e-14,6.012e-16,1.421e-25,5.766e+1,1.580e-16,1.083e-26,2.931e-13,,,,3.716e-15,2.329e-33,,,,6.676e-19,3.153e-15,1.749e-17,8.099e-28,,2.662e-19,,2.957e-3,,0,2.113e-15,,0,0,,,,0,,,,,,,,,,,,,
774.83,5.401e+1,3.675e-14,,,3.065e-15,5.723e-16,,1.347e-14,3.781e-16,1.431e-25,5.401e+1,1.580e-16,1.082e-26,2.929e-13,,,,3.716e-15,2.329e-33,,,,6.674e-19,3.153e-15,1.750e-17,8.096e-28,,2.638e-19,,3.112e-3,,0,2.112e-15,,0,0,,,,0,,,,,,,,,,,,,
774.85,5.160e+1,3.675e-14,,,3.064e-15,5.724e-16,,1.346e-14,2.770e-16,1.437e-25,5.160e+1,1.581e-16,1.082e-26,2.928e-13,,,,3.717e-15,2.329e-33,,,,6.672e-19,3.153e-15,1.751e-17,8.094e-28,,2.622e-19,,3.239e-3,,0,2.110e-15,,0,0,,,,0,,,,,,,,,,,,,
774.88,4.804e+1,3.676e-14,,,3.063e-15,5.725e-16,,1.346e-14,1.731e-16,1.447e-25,4.803e+1,1.582e-16,1.081e-26,2.926e-13,,,,3.717e-15,2.328e-33,,,,6.669e-19,3.153e-15,1.752e-17,8.091e-28,,2.599e-19,,3.465e-3,,0,2.108e-15,,0,0,,,,0,,,,,,,,,,,,,
774.9,4.571e+1,3.676e-14,,,3.062e-15,5.725e-16,,1.346e-14,1.263e-16,1.453e-25,4.570e+1,1.582e-16,1.081e-26,2.925e-13,,,,3.717e-15,2.328e-33,,,,6.667e-19,3.153e-15,1.752e-17,8.089e-28,,2.583e-19,,3.638e-3,,0,2.107e-15,,0,0,,,,0,,,,,,,,,,,,,
774.93,4.230e+1,3.677e-14,,,3.061e-15,5.727e-16,,1.345e-14,7.848e-17,1.463e-25,4.229e+1,1.583e-16,1.080e-26,2.923e-13,,,,3.718e-15,2.328e-33,,,,6.664e-19,3.154e-15,1.753e-17,8.086e-28,,2.559e-19,,3.929e-3,,0,2.105e-15,,0,0,,,,0,,,,,,,,,,,,,
774.95,4.009e+1,3.677e-14,,,3.060e-15,5.727e-16,,1.345e-14,5.703e-17,1.469e-25,4.008e+1,1.583e-16,1.079e-26,2.922e-13,,,,3.718e-15,2.328e-33,,,,6.662e-19,3.154e-15,1.754e-17,8.084e-28,,2.543e-19,,4.144e-3,,0,2.104e-15,,0,0,,,,0,,,,,,,,,,,,,
774.97,3.793e+1,3.678e-14,,,3.059e-15,5.728e-16,,1.345e-14,4.137e-17,1.475e-25,3.793e+1,1.584e-16,1.079e-26,2.920e-13,,,,3.718e-15,2.328e-33,,,,6.661e-19,3.154e-15,1.754e-17,8.081e-28,,2.527e-19,,4.375e-3,,0,2.103e-15,,0,0,,,,0,,,,,,,,,,,,,
775,3.481e+1,3.678e-14,,,3.058e-15,5.729e-16,,1.344e-14,2.549e-17,1.485e-25,3.480e+1,1.585e-16,1.078e-26,2.918e-13,,,,3.719e-15,2.328e-33,,,,6.658e-19,3.154e-15,1.755e-17,8.078e-28,,2.503e-19,,4.750e-3,,0,2.101e-15,,0,0,,,,0,,,,,,,,,,,,,
775.02,3.280e+1,3.679e-14,,,3.057e-15,5.730e-16,,1.344e-14,1.842e-17,1.491e-25,3.280e+1,1.585e-16,1.078e-26,2.917e-13,,,,3.719e-15,2.328e-33,,,,6.656e-19,3.154e-15,1.756e-17,8.076e-28,,2.487e-19,,5.017e-3,,0,2.100e-15,,0,0,,,,0,,,,,,,,,,,,,
775.05,2.992e+1,3.680e-14,,,3.056e-15,5.731e-16,,1.343e-14,1.128e-17,1.501e-25,2.992e+1,1.586e-16,1.077e-26,2.915e-13,,,,3.720e-15,2.328e-33,,,,6.653e-19,3.154e-15,1.757e-17,8.073e-28,,2.463e-19,,5.444e-3,,0,2.098e-15,,0,0,,,,0,,,,,,,,,,,,,
775.07,2.809e+1,3.680e-14,,,3.055e-15,5.732e-16,,1.343e-14,8.116e-18,1.507e-25,2.808e+1,1.586e-16,1.077e-26,2.914e-13,,,,3.720e-15,2.328e-33,,,,6.651e-19,3.155e-15,1.757e-17,8.071e-28,,2.447e-19,,5.745e-3,,0,2.097e-15,,0,0,,,,0,,,,,,,,,,,,,
775.1,2.547e+1,3.681e-14,,,3.054e-15,5.733e-16,,1.343e-14,4.940e-18,1.517e-25,2.546e+1,1.587e-16,1.076e-26,2.912e-13,,,,3.720e-15,2.328e-33,,,,6.648e-19,3.155e-15,1.758e-17,8.068e-28,,2.424e-19,,6.218e-3,,0,2.095e-15,,0,0,,,,0,,,,,,,,,,,,,
775.12,2.381e+1,3.681e-14,,,3.053e-15,5.734e-16,,1.342e-14,3.541e-18,1.523e-25,2.380e+1,1.587e-16,1.075e-26,2.911e-13,,,,3.721e-15,2.328e-33,,,,6.647e-19,3.155e-15,1.759e-17,8.066e-28,,2.408e-19,,6.546e-3,,0,2.094e-15,,0,0,,,,0,,,,,,,,,,,,,
775.15,2.146e+1,3.682e-14,,,3.052e-15,5.735e-16,,1.342e-14,2.142e-18,1.533e-25,2.145e+1,1.588e-16,1.075e-26,2.909e-13,,,,3.721e-15,2.328e-33,,,,6.644e-19,3.155e-15,1.760e-17,8.062e-28,,2.384e-19,,7.058e-3,,0,2.092e-15,,0,0,,,,0,,,,,,,,,,,,,
775.17,1.998e+1,3.682e-14,,,3.051e-15,5.736e-16,,1.342e-14,1.529e-18,1.539e-25,1.997e+1,1.589e-16,1.074e-26,2.907e-13,,,,3.721e-15,2.328e-33,,,,6.642e-19,3.155e-15,1.760e-17,8.060e-28,,2.368e-19,,7.409e-3,,0,2.091e-15,,0,0,,,,0,,,,,,,,,,,,,
775.19,1.858e+1,3.683e-14,,,3.050e-15,5.737e-16,,1.341e-14,1.090e-18,1.545e-25,1.857e+1,1.589e-16,1.074e-26,2.906e-13,,,,3.721e-15,2.328e-33,,,,6.640e-19,3.155e-15,1.761e-17,8.058e-28,,2.352e-19,,7.768e-3,,0,2.089e-15,,0,0,,,,0,,,,,,,,,,,,,
775.22,1.660e+1,3.683e-14,,,3.049e-15,5.738e-16,,1.341e-14,1.089e-18,1.555e-25,1.660e+1,1.590e-16,1.073e-26,2.904e-13,,,,3.722e-15,2.328e-33,,,,6.637e-19,3.156e-15,1.762e-17,8.055e-28,,2.328e-19,,8.319e-3,,0,2.088e-15,,0,0,,,,0,,,,,,,,,,,,,
775.24,1.538e+1,3.684e-14,,,3.048e-15,5.739e-16,,1.341e-14,1.089e-18,1.561e-25,1.537e+1,1.590e-16,1.072e-26,2.903e-13,,,,3.722e-15,2.327e-33,,,,6.635e-19,3.156e-15,1.763e-17,8.053e-28,,2.312e-19,,8.692e-3,,0,2.086e-15,,0,0,,,,0,,,,,,,,,,,,,
775.27,1.366e+1,3.684e-14,,,3.047e-15,5.740e-16,,1.340e-14,1.088e-18,1.571e-25,1.365e+1,1.591e-16,1.072e-26,2.901e-13,,,,3.723e-15,2.327e-33,,,,6.633e-19,3.156e-15,1.763e-17,8.050e-28,,2.289e-19,,9.258e-3,,0,2.084e-15,,0,0,,,,0,,,,,,,,,,,,,
775.29,1.260e+1,3.685e-14,,,3.046e-15,5.741e-16,,1.340e-14,1.088e-18,1.577e-25,1.259e+1,1.592e-16,1.071e-26,2.900e-13,,,,3.723e-15,2.327e-33,,,,6.631e-19,3.156e-15,1.764e-17,8.048e-28,,2.273e-19,,9.638e-3,,0,2.083e-15,,0,0,,,,0,,,,,,,,,,,,,
775.32,1.113e+1,3.686e-14,,,3.045e-15,5.742e-16,,1.339e-14,1.087e-18,1.587e-25,1.112e+1,1.592e-16,1.070e-26,2.898e-13,,,,3.723e-15,2.327e-33,,,,6.628e-19,3.156e-15,1.765e-17,8.045e-28,,2.249e-19,,1.021e-2,,0,2.081e-15,,0,0,,,,0,,,,,,,,,,,,,
775.34,1.022e+1,3.686e-14,,,3.044e-15,5.743e-16,,1.339e-14,1.087e-18,1.593e-25,1.021e+1,1.593e-16,1.070e-26,2.897e-13,,,,3.724e-15,2.327e-33,,,,6.626e-19,3.157e-15,1.765e-17,8.042e-28,,2.233e-19,,1.059e-2,,0,2.080e-15,,0,0,,,,0,,,,,,,,,,,,,
775.37,8.973e+0,3.687e-14,,,3.043e-15,5.744e-16,,1.339e-14,1.086e-18,1.603e-25,8.962e+0,1.594e-16,1.069e-26,2.895e-13,,,,3.724e-15,2.327e-33,,,,6.623e-19,3.157e-15,1.766e-17,8.039e-28,,2.209e-19,,1.115e-2,,0,2.078e-15,,0,0,,,,0,,,,,,,,,,,,,
775.39,8.211e+0,3.687e-14,,,3.042e-15,5.745e-16,,1.338e-14,1.086e-18,1.609e-25,8.199e+0,1.594e-16,1.069e-26,2.893e-13,,,,3.724e-15,2.327e-33,,,,6.621e-19,3.157e-15,1.767e-17,8.037e-28,,2.193e-19,,1.152e-2,,0,2.077e-15,,0,0,,,,0,,,,,,,,,,,,,
