Wavelength (nm),Sum(calc),Na I (5.2e-4),Na II (1.1e-2),Na III (4.0e-21),Mg I (4.2e-3),Mg II (3.4e-2),Mg III (2.1e-5),Al I (1.3e-2),Al II (8.9e-2),Al III (2.5e-6),Si I (1.5e-1),Si II (2.9e-1),Si III (1.4e-5),K I (7.7e-4),K II (2.5e-2),K III (6.9e-13),Ca I (7.8e-3),Ca II (1.9e-1),Ca III (2.7e-3),Mn I (3.2e-4),Mn II (2.6e-3),Fe I (2.1e-2),Fe II (1.1e-1),Fe III (1.5e-5),Cu I (8.5e-3),Cu II (2.1e-2),Zn I (5.7e-4),Zn II (8.9e-4),Mo I (9.1e-6),Pb I (2.5e-5),Pb II (1.5e-4)
359.81,7.296e+1,5.158e-30,5.712e-28,,7.965e-15,7.040e-17,,1.495e-12,1.963e-6,3.003e-7,6.160e-13,2.029e-15,2.915e-12,,7.574e-13,,9.999e-14,3.525e-12,1.317e-27,1.596e+0,1.629e-18,7.117e+1,2.243e-15,2.580e-22,3.617e-12,8.244e-19,1.173e-14,3.182e-17,1.961e-1,1.137e-15,
359.83,7.407e+1,5.157e-30,5.670e-28,,7.843e-15,7.044e-17,,1.495e-12,1.103e-6,3.589e-7,6.161e-13,2.031e-15,1.948e-12,,1.319e-12,,1.001e-13,3.523e-12,1.316e-27,1.422e+0,1.629e-18,7.244e+1,2.235e-15,2.578e-22,3.616e-12,8.244e-19,1.173e-14,3.181e-17,2.022e-1,1.144e-15,
359.85,7.636e+1,5.156e-30,5.628e-28,,7.722e-15,7.047e-17,,1.496e-12,6.133e-7,4.244e-7,6.162e-13,2.032e-15,1.288e-12,,2.272e-12,,1.001e-13,3.521e-12,1.316e-27,1.272e+0,1.629e-18,7.488e+1,2.226e-15,2.577e-22,3.614e-12,8.244e-19,1.173e-14,3.181e-17,2.078e-1,1.152e-15,
359.88,8.208e+1,5.155e-30,5.564e-28,,7.539e-15,7.053e-17,,1.496e-12,2.494e-7,5.353e-7,6.163e-13,2.034e-15,6.790e-13,,5.041e-12,,1.002e-13,3.518e-12,1.315e-27,1.091e+0,1.629e-18,8.077e+1,2.214e-15,2.575e-22,3.611e-12,8.244e-19,1.173e-14,3.181e-17,2.148e-1,1.163e-15,
359.9,8.744e+1,5.154e-30,5.522e-28,,7.418e-15,7.057e-17,,1.497e-12,1.352e-7,6.168e-7,6.164e-13,2.036e-15,4.374e-13,,8.464e-12,,1.003e-13,3.516e-12,1.314e-27,9.997e-1,1.629e-18,8.622e+1,2.205e-15,2.573e-22,3.609e-12,8.243e-19,1.173e-14,3.180e-17,2.186e-1,1.170e-15,
359.93,9.786e+1,5.153e-30,5.458e-28,,7.235e-15,7.063e-17,,1.497e-12,5.289e-8,7.483e-7,6.166e-13,2.038e-15,2.217e-13,,1.806e-11,,1.004e-13,3.512e-12,1.313e-27,9.007e-1,1.628e-18,9.674e+1,2.192e-15,2.571e-22,3.607e-12,8.243e-19,1.173e-14,3.180e-17,2.228e-1,1.181e-15,
359.95,1.065e+2,5.152e-30,5.416e-28,,7.114e-15,7.067e-17,,1.498e-12,2.793e-8,8.401e-7,6.167e-13,2.039e-15,1.391e-13,,2.955e-11,,1.004e-13,3.510e-12,1.313e-27,8.572e-1,1.628e-18,1.054e+2,2.184e-15,2.569e-22,3.605e-12,8.243e-19,1.173e-14,3.180e-17,2.248e-1,1.189e-15,
359.98,1.219e+2,5.150e-30,5.353e-28,,6.931e-15,7.072e-17,,1.498e-12,1.051e-8,9.802e-7,6.168e-13,2.041e-15,6.782e-14,,6.065e-11,,1.005e-13,3.507e-12,1.312e-27,8.194e-1,1.628e-18,1.208e+2,2.171e-15,2.567e-22,3.602e-12,8.243e-19,1.173e-14,3.179e-17,2.266e-1,1.200e-15,
360,1.339e+2,5.150e-30,5.310e-28,,6.810e-15,7.076e-17,,1.499e-12,5.410e-9,1.072e-6,6.169e-13,2.043e-15,4.146e-14,,9.669e-11,,1.006e-13,3.505e-12,1.311e-27,8.087e-1,1.628e-18,1.329e+2,2.163e-15,2.565e-22,3.601e-12,8.243e-19,1.173e-14,3.179e-17,2.272e-1,1.207e-15,
360.03,1.548e+2,5.148e-30,5.247e-28,,6.628e-15,7.082e-17,,1.500e-12,1.959e-9,1.203e-6,6.170e-13,2.045e-15,1.943e-14,,1.909e-10,,1.007e-13,3.502e-12,1.310e-27,8.083e-1,1.628e-18,1.538e+2,2.150e-15,2.563e-22,3.598e-12,8.242e-19,1.173e-14,3.179e-17,2.275e-1,1.218e-15,
360.05,1.706e+2,5.147e-30,5.205e-28,,6.506e-15,7.086e-17,,1.500e-12,9.822e-10,1.283e-6,6.171e-13,2.046e-15,1.157e-14,,2.965e-10,,1.007e-13,3.500e-12,1.310e-27,8.154e-1,1.627e-18,1.696e+2,2.141e-15,2.562e-22,3.596e-12,8.242e-19,1.173e-14,3.178e-17,2.273e-1,1.226e-15,
360.08,1.974e+2,5.146e-30,5.141e-28,,6.324e-15,7.091e-17,,1.501e-12,3.421e-10,1.384e-6,6.173e-13,2.048e-15,5.214e-15,,5.631e-10,,1.008e-13,3.497e-12,1.309e-27,8.335e-1,1.627e-18,1.964e+2,2.129e-15,2.559e-22,3.594e-12,8.242e-19,1.173e-14,3.178e-17,2.268e-1,1.237e-15,
360.1,2.174e+2,5.145e-30,5.099e-28,,6.202e-15,7.095e-17,,1.501e-12,1.672e-10,1.438e-6,6.174e-13,2.050e-15,3.025e-15,,8.524e-10,,1.009e-13,3.494e-12,1.308e-27,8.494e-1,1.627e-18,2.163e+2,2.120e-15,2.558e-22,3.592e-12,8.242e-19,1.173e-14,3.178e-17,2.264e-1,1.244e-15,
360.12,2.391e+2,5.144e-30,5.057e-28,,6.080e-15,7.099e-17,,1.501e-12,8.085e-11,1.478e-6,6.175e-13,2.051e-15,1.737e-15,,1.277e-9,,1.010e-13,3.492e-12,1.307e-27,8.684e-1,1.627e-18,2.380e+2,2.112e-15,2.556e-22,3.590e-12,8.242e-19,1.173e-14,3.177e-17,2.259e-1,1.251e-15,
360.15,2.751e+2,5.143e-30,4.993e-28,,5.898e-15,7.105e-17,,1.502e-12,2.667e-11,1.511e-6,6.176e-13,2.053e-15,7.407e-16,,2.297e-9,,1.011e-13,3.489e-12,1.306e-27,9.051e-1,1.627e-18,2.740e+2,2.099e-15,2.554e-22,3.587e-12,8.241e-19,1.172e-14,3.177e-17,2.250e-1,1.263e-15,
360.17,3.015e+2,5.142e-30,4.951e-28,,5.777e-15,7.109e-17,,1.503e-12,1.257e-11,1.513e-6,6.177e-13,2.055e-15,4.142e-16,,3.353e-9,,1.011e-13,3.487e-12,1.306e-27,9.382e-1,1.626e-18,3.004e+2,2.090e-15,2.552e-22,3.586e-12,8.241e-19,1.172e-14,3.177e-17,2.242e-1,1.270e-15,
360.2,3.451e+2,5.141e-30,4.888e-28,,5.594e-15,7.114e-17,,1.503e-12,3.988e-12,1.487e-6,6.178e-13,2.057e-15,1.699e-16,,5.799e-9,,1.012e-13,3.484e-12,1.305e-27,1.009e+0,1.626e-18,3.438e+2,2.078e-15,2.550e-22,3.583e-12,8.241e-19,1.172e-14,3.176e-17,2.227e-1,1.281e-15,
360.22,3.769e+2,5.140e-30,4.845e-28,,5.473e-15,7.118e-17,,1.504e-12,1.831e-12,1.451e-6,6.179e-13,2.058e-15,9.254e-17,,8.249e-9,,1.013e-13,3.482e-12,1.304e-27,1.078e+0,1.626e-18,3.756e+2,2.069e-15,2.549e-22,3.581e-12,8.241e-19,1.172e-14,3.176e-17,2.212e-1,1.288e-15,
360.25,4.291e+2,5.138e-30,4.782e-28,,5.290e-15,7.124e-17,,1.504e-12,5.589e-13,1.372e-6,6.181e-13,2.060e-15,3.649e-17,,1.373e-8,,1.014e-13,3.479e-12,1.303e-27,1.228e+0,1.626e-18,4.276e+2,2.056e-15,2.546e-22,3.579e-12,8.241e-19,1.172e-14,3.176e-17,2.180e-1,1.299e-15,
360.27,4.672e+2,5.138e-30,4.740e-28,,5.169e-15,7.128e-17,,1.505e-12,2.501e-13,1.305e-6,6.182e-13,2.062e-15,1.937e-17,,1.903e-8,,1.014e-13,3.477e-12,1.303e-27,1.370e+0,1.626e-18,4.656e+2,2.048e-15,2.545e-22,3.577e-12,8.240e-19,1.172e-14,3.175e-17,2.150e-1,1.307e-15,
360.3,5.298e+2,5.136e-30,4.676e-28,,4.986e-15,7.134e-17,,1.505e-12,7.341e-14,1.187e-6,6.183e-13,2.064e-15,7.342e-18,,3.045e-8,,1.015e-13,3.473e-12,1.302e-27,1.667e+0,1.625e-18,5.279e+2,2.035e-15,2.543e-22,3.574e-12,8.240e-19,1.172e-14,3.175e-17,2.092e-1,1.318e-15,
360.32,5.755e+2,5.135e-30,4.634e-28,,4.865e-15,7.137e-17,,1.506e-12,3.063e-14,1.099e-6,6.184e-13,2.065e-15,3.796e-18,,4.113e-8,,1.016e-13,3.471e-12,1.301e-27,1.936e+0,1.625e-18,5.734e+2,2.027e-15,2.541e-22,3.572e-12,8.240e-19,1.172e-14,3.175e-17,2.043e-1,1.325e-15,
360.35,6.506e+2,5.134e-30,4.571e-28,,4.682e-15,7.143e-17,,1.507e-12,8.547e-15,9.615e-7,6.185e-13,2.067e-15,1.384e-18,,6.331e-8,,1.017e-13,3.468e-12,1.300e-27,2.470e+0,1.625e-18,6.479e+2,2.014e-15,2.539e-22,3.570e-12,8.240e-19,1.172e-14,3.174e-17,1.954e-1,1.336e-15,
360.37,7.052e+2,5.133e-30,4.528e-28,,4.561e-15,7.147e-17,,1.507e-12,2.674e-15,8.680e-7,6.186e-13,2.069e-15,6.968e-19,,8.332e-8,,1.018e-13,3.466e-12,1.300e-27,2.928e+0,1.625e-18,7.021e+2,2.005e-15,2.537e-22,3.568e-12,8.240e-19,1.172e-14,3.174e-17,1.884e-1,1.344e-15,
360.39,7.638e+2,5.132e-30,4.486e-28,,4.439e-15,7.151e-17,,1.507e-12,2.655e-15,7.756e-7,6.187e-13,2.070e-15,3.473e-19,,1.085e-7,,1.018e-13,3.464e-12,1.299e-27,3.481e+0,1.625e-18,7.601e+2,1.997e-15,2.536e-22,3.566e-12,8.239e-19,1.172e-14,3.174e-17,1.807e-1,1.351e-15,
360.42,8.593e+2,5.131e-30,4.423e-28,,4.257e-15,7.157e-17,,1.508e-12,2.627e-15,6.424e-7,6.189e-13,2.072e-15,1.198e-19,,1.582e-7,,1.019e-13,3.461e-12,1.298e-27,4.506e+0,1.624e-18,8.546e+2,1.984e-15,2.533e-22,3.564e-12,8.239e-19,1.172e-14,3.173e-17,1.680e-1,1.362e-15,
360.44,9.282e+2,5.130e-30,4.380e-28,,4.135e-15,7.161e-17,,1.509e-12,2.609e-15,5.594e-7,6.190e-13,2.074e-15,5.818e-20,,2.008e-7,,1.020e-13,3.459e-12,1.297e-27,5.332e+0,1.624e-18,9.227e+2,1.976e-15,2.532e-22,3.562e-12,8.239e-19,1.172e-14,3.173e-17,1.589e-1,1.370e-15,
360.47,1.039e+3,5.129e-30,4.317e-28,,3.953e-15,7.166e-17,,1.509e-12,2.581e-15,4.458e-7,6.191e-13,2.076e-15,1.930e-20,,2.816e-7,,1.021e-13,3.455e-12,1.296e-27,6.797e+0,1.624e-18,1.032e+3,1.963e-15,2.530e-22,3.559e-12,8.239e-19,1.172e-14,3.172e-17,1.449e-1,1.381e-15,
360.49,1.119e+3,5.128e-30,4.275e-28,,3.831e-15,7.170e-17,,1.510e-12,2.562e-15,3.784e-7,6.192e-13,2.077e-15,9.128e-21,,3.483e-7,,1.021e-13,3.453e-12,1.296e-27,7.928e+0,1.624e-18,1.111e+3,1.954e-15,2.528e-22,3.557e-12,8.239e-19,1.172e-14,3.172e-17,1.355e-1,1.388e-15,
360.52,1.245e+3,5.126e-30,4.211e-28,,3.649e-15,7.176e-17,,1.510e-12,2.534e-15,2.904e-7,6.193e-13,2.079e-15,2.912e-21,,4.698e-7,,1.022e-13,3.450e-12,1.295e-27,9.849e+0,1.624e-18,1.235e+3,1.942e-15,2.526e-22,3.555e-12,8.238e-19,1.172e-14,3.172e-17,1.217e-1,1.399e-15,
360.54,1.333e+3,5.126e-30,4.169e-28,,3.527e-15,7.180e-17,,1.511e-12,2.516e-15,2.406e-7,6.194e-13,2.081e-15,1.341e-21,,5.662e-7,,1.023e-13,3.448e-12,1.294e-27,1.127e+1,1.623e-18,1.322e+3,1.933e-15,2.524e-22,3.553e-12,8.238e-19,1.171e-14,3.171e-17,1.130e-1,1.406e-15,
360.57,1.471e+3,5.124e-30,4.106e-28,,3.345e-15,7.185e-17,,1.511e-12,2.488e-15,1.786e-7,6.196e-13,2.083e-15,4.114e-22,,7.346e-7,,1.024e-13,3.445e-12,1.293e-27,1.358e+1,1.623e-18,1.457e+3,1.920e-15,2.522e-22,3.550e-12,8.238e-19,1.171e-14,3.171e-17,1.011e-1,1.418e-15,
360.59,1.566e+3,5.123e-30,4.063e-28,,3.224e-15,7.189e-17,,1.512e-12,2.469e-15,1.452e-7,6.197e-13,2.084e-15,1.847e-22,,8.626e-7,,1.024e-13,3.443e-12,1.293e-27,1.522e+1,1.623e-18,1.550e+3,1.912e-15,2.520e-22,3.548e-12,8.238e-19,1.171e-14,3.171e-17,9.401e-2,1.425e-15,
360.62,1.710e+3,5.122e-30,4.000e-28,,3.041e-15,7.195e-17,,1.513e-12,2.441e-15,1.059e-7,6.198e-13,2.086e-15,5.445e-23,,1.077e-6,,1.025e-13,3.440e-12,1.292e-27,1.777e+1,1.623e-18,1.692e+3,1.899e-15,2.518e-22,3.546e-12,8.237e-19,1.171e-14,3.170e-17,8.488e-2,1.436e-15,
360.64,1.806e+3,5.121e-30,3.958e-28,,2.920e-15,7.199e-17,,1.513e-12,2.423e-15,8.623e-8,6.199e-13,2.088e-15,2.381e-23,,1.232e-6,,1.026e-13,3.438e-12,1.291e-27,1.949e+1,1.623e-18,1.786e+3,1.891e-15,2.517e-22,3.544e-12,8.237e-19,1.171e-14,3.170e-17,7.985e-2,1.443e-15,
360.66,1.901e+3,5.120e-30,3.915e-28,,2.798e-15,7.203e-17,,1.513e-12,2.404e-15,7.117e-8,6.200e-13,2.089e-15,1.031e-23,,1.395e-6,,1.027e-13,3.435e-12,1.291e-27,2.119e+1,1.622e-18,1.879e+3,1.882e-15,2.515e-22,3.542e-12,8.237e-19,1.171e-14,3.170e-17,7.567e-2,1.451e-15,
360.69,2.038e+3,5.119e-30,3.852e-28,,2.616e-15,7.208e-17,,1.514e-12,2.376e-15,5.641e-8,6.201e-13,2.091e-15,2.903e-24,,1.649e-6,,1.028e-13,3.432e-12,1.290e-27,2.366e+1,1.622e-18,2.014e+3,1.870e-15,2.513e-22,3.540e-12,8.237e-19,1.171e-14,3.169e-17,7.093e-2,1.462e-15,
360.71,2.124e+3,5.118e-30,3.810e-28,,2.494e-15,7.212e-17,,1.515e-12,2.358e-15,5.130e-8,6.202e-13,2.093e-15,1.273e-24,,1.819e-6,,1.028e-13,3.430e-12,1.289e-27,2.519e+1,1.622e-18,2.099e+3,1.861e-15,2.511e-22,3.538e-12,8.237e-19,1.171e-14,3.169e-17,6.870e-2,1.469e-15,
360.74,2.241e+3,5.117e-30,3.746e-28,,2.312e-15,7.218e-17,,1.515e-12,2.330e-15,5.014e-8,6.204e-13,2.095e-15,1.993e-25,,2.068e-6,,1.029e-13,3.427e-12,1.288e-27,2.725e+1,1.622e-18,2.213e+3,1.848e-15,2.509e-22,3.535e-12,8.236e-19,1.171e-14,3.169e-17,6.659e-2,1.480e-15,
360.76,2.308e+3,5.116e-30,3.704e-28,,2.190e-15,7.222e-17,,1.516e-12,2.311e-15,5.352e-8,6.205e-13,2.096e-15,4.312e-25,,2.224e-6,,2.415e-13,3.425e-12,1.287e-27,2.843e+1,1.622e-18,2.280e+3,1.840e-15,2.508e-22,3.533e-12,8.236e-19,1.171e-14,3.168e-17,6.587e-2,1.488e-15,
360.79,2.390e+3,5.114e-30,3.640e-28,,2.008e-15,7.228e-17,,1.516e-12,2.284e-15,6.470e-8,6.206e-13,2.098e-15,1.346e-24,,2.432e-6,,8.518e-13,3.422e-12,1.286e-27,2.983e+1,1.621e-18,2.360e+3,1.827e-15,2.505e-22,3.531e-12,8.236e-19,1.171e-14,3.168e-17,6.560e-2,1.499e-15,
360.81,2.429e+3,5.114e-30,3.598e-28,,1.886e-15,7.231e-17,,1.517e-12,2.265e-15,7.629e-8,6.207e-13,2.100e-15,2.837e-24,,2.548e-6,,1.948e-12,3.420e-12,1.286e-27,3.051e+1,1.621e-18,2.398e+3,1.819e-15,2.504e-22,3.529e-12,8.236e-19,1.171e-14,3.168e-17,6.582e-2,1.506e-15,
360.84,2.461e+3,5.112e-30,3.535e-28,,1.704e-15,7.237e-17,,1.517e-12,2.237e-15,1.001e-7,6.208e-13,2.102e-15,8.520e-24,,2.680e-6,,6.611e-12,3.416e-12,1.285e-27,3.110e+1,1.621e-18,2.430e+3,1.806e-15,2.501e-22,3.526e-12,8.236e-19,1.171e-14,3.167e-17,6.658e-2,1.517e-15,
360.86,2.464e+3,5.111e-30,3.492e-28,,1.582e-15,7.241e-17,,1.518e-12,2.219e-15,1.204e-7,6.209e-13,2.103e-15,1.751e-23,,2.736e-6,,1.474e-11,3.414e-12,1.284e-27,3.119e+1,1.621e-18,2.432e+3,1.797e-15,2.500e-22,3.525e-12,8.236e-19,1.171e-14,3.167e-17,6.725e-2,1.525e-15,
360.89,2.437e+3,5.110e-30,3.429e-28,,1.400e-15,7.247e-17,,1.518e-12,2.191e-15,1.577e-7,6.211e-13,2.105e-15,5.058e-23,,2.768e-6,,4.812e-11,3.411e-12,1.283e-27,3.091e+1,1.621e-18,2.406e+3,1.785e-15,2.498e-22,3.522e-12,8.235e-19,1.171e-14,3.167e-17,6.839e-2,1.536e-15,
360.91,2.400e+3,5.109e-30,3.387e-28,,1.278e-15,7.251e-17,,1.519e-12,2.172e-15,1.872e-7,6.212e-13,2.107e-15,1.013e-22,,2.754e-6,,1.045e-10,3.409e-12,1.283e-27,3.044e+1,1.620e-18,2.369e+3,1.776e-15,2.496e-22,3.520e-12,8.235e-19,1.171e-14,3.166e-17,6.917e-2,1.543e-15,
360.93,2.346e+3,5.108e-30,3.345e-28,,1.157e-15,7.254e-17,,1.519e-12,2.154e-15,2.204e-7,6.212e-13,2.108e-15,2.008e-22,,2.712e-6,,2.248e-10,3.407e-12,1.282e-27,2.976e+1,1.620e-18,2.316e+3,1.768e-15,2.495e-22,3.518e-12,8.235e-19,1.170e-14,3.166e-17,6.994e-2,1.550e-15,
360.96,2.237e+3,5.107e-30,3.281e-28,,9.744e-16,7.260e-17,,1.520e-12,2.126e-15,2.766e-7,6.214e-13,2.110e-15,5.497e-22,,2.599e-6,,6.955e-10,3.404e-12,1.281e-27,2.838e+1,1.620e-18,2.209e+3,1.755e-15,2.492e-22,3.516e-12,8.235e-19,1.170e-14,3.166e-17,7.100e-2,1.561e-15,
360.98,2.148e+3,5.106e-30,3.239e-28,,8.528e-16,7.264e-17,,1.520e-12,2.107e-15,3.178e-7,6.215e-13,2.112e-15,1.062e-21,,2.493e-6,,1.458e-9,3.402e-12,1.281e-27,2.726e+1,1.620e-18,2.120e+3,1.746e-15,2.491e-22,3.514e-12,8.235e-19,1.170e-14,3.165e-17,7.164e-2,1.569e-15,
361.01,1.992e+3,5.105e-30,3.175e-28,,6.705e-16,7.270e-17,,1.521e-12,2.079e-15,3.842e-7,6.216e-13,2.114e-15,2.797e-21,,2.299e-6,,4.339e-9,3.399e-12,1.280e-27,2.532e+1,1.620e-18,1.966e+3,1.734e-15,2.488e-22,3.511e-12,8.234e-19,1.170e-14,3.165e-17,7.247e-2,1.580e-15,
361.03,1.876e+3,5.104e-30,3.133e-28,,5.489e-16,7.274e-17,,1.522e-12,2.061e-15,4.304e-7,6.217e-13,2.115e-15,5.267e-21,,2.150e-6,,8.863e-9,3.396e-12,1.279e-27,2.390e+1,1.619e-18,1.852e+3,1.725e-15,2.487e-22,3.510e-12,8.234e-19,1.170e-14,3.165e-17,7.292e-2,1.587e-15,
361.06,1.691e+3,5.103e-30,3.070e-28,,3.665e-16,7.279e-17,,1.522e-12,2.033e-15,5.007e-7,6.219e-13,2.117e-15,1.335e-20,,1.909e-6,,2.538e-8,3.393e-12,1.278e-27,2.162e+1,1.619e-18,1.670e+3,1.712e-15,2.485e-22,3.507e-12,8.234e-19,1.170e-14,3.164e-17,7.343e-2,1.598e-15,
361.08,1.563e+3,5.102e-30,3.027e-28,,2.450e-16,7.283e-17,,1.523e-12,2.014e-15,5.467e-7,6.219e-13,2.119e-15,2.450e-20,,1.741e-6,,5.054e-8,3.391e-12,1.277e-27,2.005e+1,1.619e-18,1.543e+3,1.704e-15,2.483e-22,3.505e-12,8.234e-19,1.170e-14,3.164e-17,7.365e-2,1.606e-15,
361.11,1.369e+3,5.100e-30,2.964e-28,,8.819e-16,7.289e-17,,1.523e-12,1.987e-15,6.117e-7,6.221e-13,2.121e-15,5.975e-20,,1.492e-6,,1.393e-7,3.388e-12,1.276e-27,1.768e+1,1.619e-18,1.352e+3,1.691e-15,2.481e-22,3.503e-12,8.233e-19,1.170e-14,3.163e-17,7.377e-2,1.617e-15,
361.13,1.242e+3,5.099e-30,2.922e-28,,2.045e-15,7.293e-17,,1.524e-12,1.968e-15,6.509e-7,6.222e-13,2.122e-15,1.069e-19,,1.331e-6,,2.702e-7,3.386e-12,1.276e-27,1.611e+1,1.619e-18,1.226e+3,1.683e-15,2.479e-22,3.501e-12,8.233e-19,1.170e-14,3.163e-17,7.369e-2,1.624e-15,
361.16,1.059e+3,5.098e-30,2.858e-28,,7.085e-15,7.299e-17,,1.524e-12,1.940e-15,7.007e-7,6.223e-13,2.124e-15,2.508e-19,,1.109e-6,,7.166e-7,3.383e-12,1.275e-27,1.383e+1,1.618e-18,1.045e+3,1.670e-15,2.477e-22,3.498e-12,8.233e-19,1.170e-14,3.163e-17,7.335e-2,1.635e-15,
361.18,9.439e+2,5.097e-30,2.816e-28,,1.601e-14,7.302e-17,,1.525e-12,1.922e-15,7.265e-7,6.224e-13,2.126e-15,4.373e-19,,9.775e-7,,1.355e-6,3.381e-12,1.274e-27,1.239e+1,1.618e-18,9.314e+2,1.661e-15,2.476e-22,3.496e-12,8.233e-19,1.170e-14,3.162e-17,7.295e-2,1.643e-15,
361.2,8.363e+2,5.096e-30,2.774e-28,,3.583e-14,7.306e-17,,1.525e-12,1.903e-15,7.455e-7,6.225e-13,2.127e-15,7.546e-19,,8.623e-7,,2.537e-6,3.379e-12,1.274e-27,1.102e+1,1.618e-18,8.252e+2,1.653e-15,2.474e-22,3.495e-12,8.233e-19,1.170e-14,3.162e-17,7.243e-2,1.650e-15,
361.23,6.911e+2,5.095e-30,2.710e-28,,1.176e-13,7.312e-17,,1.526e-12,1.875e-15,7.601e-7,6.227e-13,2.129e-15,1.678e-18,,7.257e-7,,6.373e-6,3.375e-12,1.273e-27,9.121e+0,1.618e-18,6.819e+2,1.640e-15,2.472e-22,3.492e-12,8.232e-19,1.170e-14,3.162e-17,7.141e-2,1.661e-15,
361.25,6.060e+2,5.094e-30,2.668e-28,,2.565e-13,7.316e-17,,1.526e-12,1.857e-15,7.601e-7,6.227e-13,2.131e-15,2.822e-18,,6.624e-7,,1.163e-5,3.373e-12,1.272e-27,7.974e+0,1.618e-18,5.979e+2,1.632e-15,2.470e-22,3.490e-12,8.232e-19,1.170e-14,3.161e-17,7.059e-2,1.668e-15,
361.28,4.972e+2,5.093e-30,2.605e-28,,8.101e-13,7.322e-17,,1.527e-12,1.829e-15,7.455e-7,6.229e-13,2.133e-15,6.039e-18,,6.153e-7,,2.810e-5,3.370e-12,1.271e-27,6.441e+0,1.617e-18,4.907e+2,1.619e-15,2.468e-22,3.488e-12,8.232e-19,1.170e-14,3.161e-17,6.917e-2,1.680e-15,
361.3,4.378e+2,5.092e-30,2.562e-28,,1.722e-12,7.325e-17,,1.528e-12,1.810e-15,7.265e-7,6.230e-13,2.134e-15,9.901e-18,,6.198e-7,,4.997e-5,3.368e-12,1.271e-27,5.545e+0,1.617e-18,4.322e+2,1.610e-15,2.466e-22,3.486e-12,8.232e-19,1.170e-14,3.161e-17,6.810e-2,1.687e-15,
361.33,3.690e+2,5.091e-30,2.499e-28,,5.234e-12,7.331e-17,,1.528e-12,1.782e-15,6.854e-7,6.231e-13,2.136e-15,2.039e-17,,6.885e-7,,1.162e-4,3.365e-12,1.270e-27,4.385e+0,1.617e-18,3.645e+2,1.598e-15,2.464e-22,3.483e-12,8.232e-19,1.169e-14,3.160e-17,6.637e-2,1.698e-15,
361.35,3.368e+2,5.090e-30,2.457e-28,,1.084e-11,7.335e-17,,1.529e-12,1.764e-15,6.509e-7,6.232e-13,2.138e-15,3.259e-17,,7.809e-7,,2.014e-4,3.363e-12,1.269e-27,3.729e+0,1.617e-18,3.330e+2,1.589e-15,2.463e-22,3.481e-12,8.231e-19,1.169e-14,3.160e-17,6.513e-2,1.705e-15,
361.38,3.096e+2,5.088e-30,2.393e-28,,3.171e-11,7.341e-17,,1.529e-12,1.736e-15,5.907e-7,6.234e-13,2.140e-15,6.458e-17,,9.999e-7,,4.508e-4,3.360e-12,1.268e-27,2.907e+0,1.616e-18,3.067e+2,1.576e-15,2.460e-22,3.479e-12,8.231e-19,1.169e-14,3.160e-17,6.314e-2,1.716e-15,
361.4,3.058e+2,5.087e-30,2.351e-28,,6.403e-11,7.345e-17,,1.530e-12,1.717e-15,5.466e-7,6.234e-13,2.141e-15,1.006e-16,,1.206e-6,,7.614e-4,3.357e-12,1.267e-27,2.457e+0,1.616e-18,3.033e+2,1.568e-15,2.459e-22,3.477e-12,8.231e-19,1.169e-14,3.159e-17,6.173e-2,1.724e-15,
361.43,3.222e+2,5.086e-30,2.288e-28,,1.802e-10,7.350e-17,,1.530e-12,1.689e-15,4.772e-7,6.236e-13,2.143e-15,1.919e-16,,1.619e-6,,1.639e-3,3.354e-12,1.266e-27,1.911e+0,1.616e-18,3.203e+2,1.555e-15,2.456e-22,3.474e-12,8.231e-19,1.169e-14,3.159e-17,5.945e-2,1.735e-15,
361.45,3.483e+2,5.085e-30,2.245e-28,,3.547e-10,7.354e-17,,1.531e-12,1.671e-15,4.303e-7,6.237e-13,2.145e-15,2.914e-16,,1.969e-6,,2.699e-3,3.352e-12,1.266e-27,1.620e+0,1.616e-18,3.467e+2,1.547e-15,2.455e-22,3.472e-12,8.231e-19,1.169e-14,3.159e-17,5.781e-2,1.742e-15,
361.47,3.869e+2,5.084e-30,5.279e-28,,6.909e-10,7.358e-17,,1.531e-12,1.652e-15,3.840e-7,6.238e-13,2.146e-15,4.380e-16,,2.385e-6,,4.398e-3,3.350e-12,1.265e-27,1.379e+0,1.616e-18,3.854e+2,1.538e-15,2.453e-22,3.471e-12,8.230e-19,1.169e-14,3.158e-17,5.606e-2,1.750e-15,
361.5,4.685e+2,5.083e-30,1.867e-27,,1.842e-9,7.364e-17,,1.532e-12,1.624e-15,3.176e-7,6.239e-13,2.148e-15,7.919e-16,,3.138e-6,,8.972e-3,3.347e-12,1.264e-27,1.095e+0,1.615e-18,4.674e+2,1.525e-15,2.451e-22,3.468e-12,8.230e-19,1.169e-14,3.158e-17,5.320e-2,1.761e-15,
361.52,5.390e+2,5.082e-30,4.277e-27,,3.498e-9,7.368e-17,,1.532e-12,1.606e-15,2.762e-7,6.240e-13,2.150e-15,1.161e-15,,3.728e-6,,1.425e-2,3.345e-12,1.264e-27,9.478e-1,1.615e-18,5.380e+2,1.517e-15,2.450e-22,3.466e-12,8.230e-19,1.169e-14,3.158e-17,5.112e-2,1.768e-15,
