Wavelength (nm),Sum(calc),Na I (5.2e-4),Na II (1.1e-2),Na III (4.0e-21),Mg I (4.2e-3),Mg II (3.4e-2),Mg III (2.1e-5),Al I (1.3e-2),Al II (8.9e-2),Al III (2.5e-6),Si I (1.5e-1),Si II (2.9e-1),Si III (1.4e-5),K I (7.7e-4),K II (2.5e-2),K III (6.9e-13),Ca I (7.8e-3),Ca II (1.9e-1),Ca III (2.7e-3),Mn I (3.2e-4),Mn II (2.6e-3),Fe I (2.1e-2),Fe II (1.1e-1),Fe III (1.5e-5),Cu I (8.5e-3),Cu II (2.1e-2),Zn I (5.7e-4),Zn II (8.9e-4),Mo I (9.1e-6),Pb I (2.5e-5),Pb II (1.5e-4)
761.81,1.122e-3,2.990e-14,,,1.086e-14,1.145e-15,,1.223e-14,3.027e-4,3.775e-14,1.408e-14,1.208e-16,1.393e-11,3.268e-13,,,,5.149e-14,4.466e-32,,4.080e-18,2.373e-14,3.481e-17,3.449e-27,,1.170e-16,,8.194e-4,7.302e-18,,
761.83,1.109e-3,2.990e-14,,,1.086e-14,1.145e-15,,1.222e-14,3.393e-4,4.603e-14,1.408e-14,1.208e-16,1.302e-11,3.269e-13,,,,5.149e-14,4.465e-32,,4.079e-18,2.373e-14,3.490e-17,3.448e-27,,1.733e-16,,7.694e-4,7.306e-18,,
761.86,1.098e-3,2.991e-14,,,1.086e-14,1.146e-15,,1.222e-14,4.010e-4,6.171e-14,1.408e-14,1.209e-16,1.172e-11,3.271e-13,,,,5.150e-14,4.465e-32,,4.077e-18,2.373e-14,3.504e-17,3.447e-27,,3.112e-16,,6.971e-4,7.312e-18,,
761.88,1.098e-3,2.991e-14,,,1.085e-14,1.146e-15,,1.222e-14,4.470e-4,7.480e-14,1.407e-14,1.209e-16,1.089e-11,3.272e-13,,,,5.150e-14,4.465e-32,,4.076e-18,2.372e-14,3.514e-17,3.447e-27,,4.583e-16,,6.508e-4,7.317e-18,,
761.91,1.108e-3,2.992e-14,,,1.085e-14,1.146e-15,,1.222e-14,5.238e-4,9.941e-14,1.407e-14,1.210e-16,9.710e-12,3.273e-13,,,,5.151e-14,4.464e-32,,4.074e-18,2.372e-14,3.528e-17,3.446e-27,,8.158e-16,,5.845e-4,7.323e-18,,
761.93,1.123e-3,2.992e-14,,,1.085e-14,1.146e-15,,1.222e-14,5.806e-4,1.198e-13,1.406e-14,1.211e-16,8.971e-12,3.274e-13,,,,5.151e-14,4.464e-32,,4.073e-18,2.372e-14,3.537e-17,3.445e-27,,1.195e-15,,5.425e-4,7.327e-18,,
761.96,1.158e-3,2.993e-14,,,1.084e-14,1.147e-15,,1.221e-14,6.746e-4,1.579e-13,1.406e-14,1.211e-16,7.931e-12,3.276e-13,,,,5.152e-14,4.464e-32,,4.071e-18,2.371e-14,3.551e-17,3.444e-27,,2.108e-15,,4.830e-4,7.333e-18,,
761.98,1.189e-3,2.993e-14,,,1.084e-14,1.147e-15,,1.221e-14,7.436e-4,1.892e-13,1.405e-14,1.212e-16,7.285e-12,3.277e-13,,,,5.152e-14,4.463e-32,,4.070e-18,2.371e-14,3.561e-17,3.444e-27,,3.070e-15,,4.457e-4,7.337e-18,,
762.01,1.250e-3,2.994e-14,,,1.084e-14,1.147e-15,,1.221e-14,8.568e-4,2.471e-13,1.405e-14,1.213e-16,6.384e-12,3.278e-13,,,,5.153e-14,4.463e-32,,4.068e-18,2.371e-14,3.575e-17,3.443e-27,,5.371e-15,,3.934e-4,7.343e-18,,
762.03,1.300e-3,2.994e-14,,,1.084e-14,1.147e-15,,1.221e-14,9.391e-4,2.943e-13,1.404e-14,1.213e-16,5.830e-12,3.279e-13,,,,5.153e-14,4.463e-32,,4.067e-18,2.371e-14,3.584e-17,3.442e-27,,7.775e-15,,3.609e-4,7.347e-18,,
762.05,1.357e-3,2.994e-14,,,1.083e-14,1.147e-15,,1.221e-14,1.027e-3,3.499e-13,1.404e-14,1.214e-16,5.311e-12,3.280e-13,,,,5.154e-14,4.462e-32,,4.066e-18,2.370e-14,3.593e-17,3.442e-27,,1.123e-14,,3.303e-4,7.351e-18,,
762.08,1.458e-3,2.995e-14,,,1.083e-14,1.148e-15,,1.220e-14,1.170e-3,4.515e-13,1.404e-14,1.214e-16,4.598e-12,3.282e-13,,,,5.154e-14,4.462e-32,,4.064e-18,2.370e-14,3.608e-17,3.441e-27,,1.941e-14,,2.880e-4,7.358e-18,,
762.1,1.534e-3,2.995e-14,,,1.083e-14,1.148e-15,,1.220e-14,1.272e-3,5.336e-13,1.403e-14,1.215e-16,4.165e-12,3.283e-13,,,,5.155e-14,4.462e-32,,4.063e-18,2.370e-14,3.617e-17,3.440e-27,,2.788e-14,,2.621e-4,7.362e-18,,
762.13,1.664e-3,2.996e-14,,,1.082e-14,1.148e-15,,1.220e-14,1.437e-3,6.825e-13,1.403e-14,1.215e-16,3.574e-12,3.284e-13,,,,5.155e-14,4.461e-32,,4.061e-18,2.370e-14,3.631e-17,3.439e-27,,4.777e-14,,2.265e-4,7.368e-18,,
762.15,1.760e-3,2.996e-14,,,1.082e-14,1.148e-15,,1.220e-14,1.555e-3,8.020e-13,1.402e-14,1.216e-16,3.219e-12,3.285e-13,,,,5.156e-14,4.461e-32,,4.060e-18,2.369e-14,3.640e-17,3.439e-27,,6.820e-14,,2.049e-4,1.105e-17,,
762.18,1.918e-3,2.997e-14,,,1.082e-14,1.148e-15,,1.219e-14,1.742e-3,1.017e-12,1.402e-14,1.217e-16,2.738e-12,3.287e-13,,,,5.156e-14,4.460e-32,,4.058e-18,2.369e-14,3.654e-17,3.438e-27,,1.159e-13,,1.756e-4,2.021e-17,,
762.2,2.032e-3,2.997e-14,,,1.081e-14,1.149e-15,,1.219e-14,1.875e-3,1.188e-12,1.401e-14,1.217e-16,2.452e-12,3.288e-13,,,,5.157e-14,4.460e-32,,4.057e-18,2.369e-14,3.664e-17,3.437e-27,,1.645e-13,,1.579e-4,3.013e-17,,
762.23,2.218e-3,2.998e-14,,,1.081e-14,1.149e-15,,1.219e-14,2.084e-3,1.494e-12,1.401e-14,1.218e-16,2.068e-12,3.289e-13,,,,5.157e-14,4.460e-32,,4.055e-18,2.368e-14,3.678e-17,3.436e-27,,2.770e-13,,1.341e-4,5.462e-17,,
762.25,2.351e-3,2.998e-14,,,1.081e-14,1.149e-15,,1.219e-14,2.231e-3,1.735e-12,1.400e-14,1.218e-16,1.840e-12,3.290e-13,,,,5.158e-14,4.459e-32,,4.054e-18,2.368e-14,3.687e-17,3.436e-27,,3.910e-13,,1.199e-4,8.098e-17,,
762.28,2.562e-3,2.999e-14,,,1.080e-14,1.149e-15,,1.219e-14,2.461e-3,2.163e-12,1.400e-14,1.219e-16,1.538e-12,3.292e-13,,,,5.158e-14,4.459e-32,,4.052e-18,2.368e-14,3.701e-17,3.435e-27,,6.529e-13,,1.010e-4,1.456e-16,,
762.3,2.710e-3,2.999e-14,,,1.080e-14,1.149e-15,,1.218e-14,2.620e-3,2.497e-12,1.400e-14,1.220e-16,1.361e-12,3.293e-13,,,,5.159e-14,4.459e-32,,4.051e-18,2.368e-14,3.711e-17,3.434e-27,,9.162e-13,,8.976e-5,2.145e-16,,
762.32,2.864e-3,2.999e-14,,,1.080e-14,1.150e-15,,1.218e-14,2.785e-3,2.877e-12,1.399e-14,1.220e-16,1.202e-12,3.294e-13,,,,5.159e-14,4.458e-32,,4.050e-18,2.367e-14,3.720e-17,3.434e-27,,1.283e-12,,7.962e-5,3.155e-16,,
762.35,3.106e-3,3.000e-14,,,1.079e-14,1.150e-15,,1.218e-14,3.040e-3,3.543e-12,1.399e-14,1.221e-16,9.926e-13,3.295e-13,,,,5.160e-14,4.458e-32,,4.048e-18,2.367e-14,3.734e-17,3.433e-27,,2.116e-12,,6.622e-5,5.603e-16,,
762.37,3.273e-3,3.000e-14,,,1.079e-14,1.150e-15,,1.218e-14,3.215e-3,4.059e-12,1.398e-14,1.221e-16,8.712e-13,3.296e-13,,,,5.160e-14,4.458e-32,,4.047e-18,2.367e-14,3.743e-17,3.432e-27,,2.946e-12,,5.839e-5,8.193e-16,,
762.4,3.532e-3,3.001e-14,,,1.079e-14,1.150e-15,,1.218e-14,3.484e-3,4.955e-12,1.398e-14,1.222e-16,7.132e-13,3.298e-13,,,,5.161e-14,4.457e-32,,4.045e-18,2.367e-14,3.758e-17,3.431e-27,,4.818e-12,,4.814e-5,1.442e-15,,
762.42,3.709e-3,3.001e-14,,,1.079e-14,1.150e-15,,1.217e-14,3.667e-3,5.643e-12,1.397e-14,1.222e-16,6.224e-13,3.299e-13,,,,5.161e-14,4.457e-32,,4.044e-18,2.366e-14,3.767e-17,3.431e-27,,6.668e-12,,4.220e-5,2.097e-15,,
762.45,3.981e-3,3.002e-14,,,1.078e-14,1.151e-15,,1.217e-14,3.947e-3,6.829e-12,1.397e-14,1.223e-16,5.051e-13,3.300e-13,,,,5.162e-14,4.457e-32,,4.042e-18,2.366e-14,3.781e-17,3.430e-27,,1.081e-11,,3.449e-5,3.660e-15,,
762.47,4.166e-3,3.002e-14,,,1.078e-14,1.151e-15,,1.217e-14,4.136e-3,7.733e-12,1.396e-14,1.224e-16,4.382e-13,3.301e-13,,,,5.162e-14,4.456e-32,,4.041e-18,2.366e-14,3.790e-17,3.429e-27,,1.488e-11,,3.006e-5,5.290e-15,,
762.5,4.446e-3,3.003e-14,,,1.078e-14,1.151e-15,,1.217e-14,4.422e-3,9.278e-12,1.396e-14,1.224e-16,3.525e-13,3.303e-13,,,,5.163e-14,4.456e-32,,4.039e-18,2.365e-14,3.804e-17,3.428e-27,,2.391e-11,,2.436e-5,9.154e-15,,
762.52,4.635e-3,3.003e-14,,,1.077e-14,1.151e-15,,1.217e-14,4.613e-3,1.045e-11,1.396e-14,1.225e-16,3.040e-13,3.304e-13,,,,5.163e-14,4.456e-32,,4.038e-18,2.365e-14,3.814e-17,3.428e-27,,3.272e-11,,2.111e-5,1.316e-14,,
762.55,4.919e-3,3.003e-14,,,1.077e-14,1.151e-15,,1.216e-14,4.902e-3,1.242e-11,1.395e-14,1.226e-16,2.425e-13,3.305e-13,,,,5.164e-14,4.455e-32,,4.036e-18,2.365e-14,3.828e-17,3.427e-27,,5.214e-11,,1.695e-5,2.257e-14,,
762.57,5.109e-3,3.004e-14,,,1.077e-14,1.152e-15,,1.216e-14,5.095e-3,1.391e-11,1.395e-14,1.226e-16,2.079e-13,3.306e-13,,,,5.164e-14,4.455e-32,,4.035e-18,2.365e-14,3.837e-17,3.426e-27,,7.093e-11,,1.460e-5,3.225e-14,,
762.59,5.299e-3,3.004e-14,,,1.076e-14,1.152e-15,,1.216e-14,5.286e-3,1.553e-11,1.394e-14,1.226e-16,1.779e-13,3.307e-13,,,,5.165e-14,4.455e-32,,4.033e-18,2.364e-14,3.847e-17,3.426e-27,,9.627e-11,,1.255e-5,4.597e-14,,
762.62,5.583e-3,3.005e-14,,,1.076e-14,1.152e-15,,1.216e-14,5.573e-3,1.825e-11,1.394e-14,1.227e-16,1.401e-13,3.309e-13,,,,5.165e-14,4.454e-32,,4.032e-18,2.364e-14,3.861e-17,3.425e-27,,1.516e-10,,9.958e-6,7.792e-14,,
762.64,5.771e-3,3.005e-14,,,1.076e-14,1.152e-15,,1.216e-14,5.763e-3,2.026e-11,1.393e-14,1.228e-16,1.192e-13,3.310e-13,,,,5.166e-14,4.454e-32,,4.030e-18,2.364e-14,3.870e-17,3.424e-27,,2.045e-10,,8.509e-6,1.104e-13,,
762.67,6.051e-3,3.006e-14,,,1.075e-14,1.152e-15,,1.215e-14,6.044e-3,2.361e-11,1.393e-14,1.228e-16,9.308e-14,3.311e-13,,,,5.166e-14,4.453e-32,,4.029e-18,2.364e-14,3.884e-17,3.423e-27,,3.192e-10,,6.692e-6,1.856e-13,,
762.69,6.236e-3,3.006e-14,,,1.075e-14,1.153e-15,,1.215e-14,6.230e-3,2.606e-11,1.392e-14,1.229e-16,7.871e-14,3.312e-13,,,,5.167e-14,4.453e-32,,4.028e-18,2.363e-14,3.894e-17,3.423e-27,,4.283e-10,,5.685e-6,2.615e-13,,
762.72,6.509e-3,3.006e-14,,,1.075e-14,1.153e-15,,1.215e-14,6.505e-3,3.010e-11,1.392e-14,1.230e-16,6.094e-14,3.314e-13,,,,5.167e-14,4.453e-32,,4.026e-18,2.363e-14,3.908e-17,3.422e-27,,6.627e-10,,4.432e-6,4.357e-13,,
762.74,6.690e-3,3.007e-14,,,1.074e-14,1.153e-15,,1.215e-14,6.686e-3,3.303e-11,1.392e-14,1.230e-16,5.123e-14,3.315e-13,,,,5.168e-14,4.452e-32,,4.025e-18,2.363e-14,3.917e-17,3.421e-27,,8.840e-10,,3.744e-6,6.105e-13,,
762.77,6.956e-3,3.007e-14,,,1.074e-14,1.153e-15,,1.215e-14,6.953e-3,3.782e-11,1.391e-14,1.231e-16,3.931e-14,3.316e-13,,,,5.168e-14,4.452e-32,,4.023e-18,2.362e-14,3.931e-17,3.420e-27,,1.356e-9,,2.893e-6,1.008e-12,,
762.79,7.131e-3,3.008e-14,,,1.074e-14,1.153e-15,,1.214e-14,7.129e-3,4.127e-11,1.391e-14,1.231e-16,3.286e-14,3.317e-13,,,,5.169e-14,4.452e-32,,4.022e-18,2.362e-14,3.940e-17,3.420e-27,,1.799e-9,,2.430e-6,1.405e-12,,
762.82,7.391e-3,3.008e-14,,,1.073e-14,1.154e-15,,1.214e-14,7.389e-3,4.684e-11,1.390e-14,1.232e-16,2.500e-14,3.319e-13,,,,5.169e-14,4.451e-32,,4.020e-18,2.362e-14,3.954e-17,3.419e-27,,2.736e-9,,1.861e-6,2.300e-12,,
762.84,7.561e-3,3.009e-14,,,1.073e-14,1.154e-15,,1.214e-14,7.559e-3,5.082e-11,1.390e-14,1.232e-16,2.077e-14,3.320e-13,,,,5.170e-14,4.451e-32,,4.019e-18,2.362e-14,3.964e-17,3.418e-27,,3.607e-9,,1.554e-6,3.186e-12,,
762.87,7.813e-3,3.009e-14,,,1.073e-14,1.154e-15,,1.214e-14,7.812e-3,5.719e-11,1.389e-14,1.233e-16,1.566e-14,3.321e-13,,,,5.170e-14,4.450e-32,,4.017e-18,2.361e-14,3.978e-17,3.417e-27,,5.439e-9,,1.180e-6,5.171e-12,,
762.89,7.978e-3,3.010e-14,,,1.072e-14,1.154e-15,,1.213e-14,7.977e-3,6.169e-11,1.389e-14,1.234e-16,1.294e-14,3.322e-13,,,,5.171e-14,4.450e-32,,4.016e-18,2.361e-14,3.987e-17,3.417e-27,,7.131e-9,,9.795e-7,7.122e-12,,
762.91,8.142e-3,3.010e-14,,,1.072e-14,1.154e-15,,1.213e-14,8.141e-3,6.639e-11,1.388e-14,1.234e-16,1.067e-14,3.323e-13,,,,5.171e-14,4.450e-32,,4.014e-18,2.361e-14,3.997e-17,3.416e-27,,9.328e-9,,8.111e-7,9.786e-12,,
762.94,8.384e-3,3.010e-14,,,1.072e-14,1.155e-15,,1.213e-14,8.384e-3,7.381e-11,1.388e-14,1.235e-16,7.946e-15,3.325e-13,,,,5.172e-14,4.449e-32,,4.013e-18,2.361e-14,4.011e-17,3.415e-27,,1.389e-8,,6.085e-7,1.569e-11,,
762.96,8.544e-3,3.011e-14,,,1.072e-14,1.155e-15,,1.213e-14,8.543e-3,7.898e-11,1.388e-14,1.235e-16,6.511e-15,4.993e-13,,,,5.172e-14,4.449e-32,,4.011e-18,2.360e-14,4.020e-17,3.415e-27,,1.807e-8,,5.009e-7,2.144e-11,,
762.99,8.780e-3,3.011e-14,,,1.071e-14,1.155e-15,,1.213e-14,8.779e-3,8.704e-11,1.387e-14,1.236e-16,4.808e-15,9.151e-13,,,,5.173e-14,4.449e-32,,4.010e-18,2.360e-14,4.034e-17,3.414e-27,,2.669e-8,,3.726e-7,3.409e-11,,
763.01,8.934e-3,3.012e-14,,,1.071e-14,1.155e-15,,1.212e-14,8.934e-3,9.260e-11,1.387e-14,1.237e-16,3.917e-15,1.366e-12,,,,5.173e-14,4.448e-32,,4.008e-18,2.360e-14,4.044e-17,3.413e-27,,3.451e-8,,3.049e-7,4.630e-11,,
763.04,9.162e-3,3.012e-14,,,1.071e-14,1.156e-15,,1.212e-14,9.162e-3,1.012e-10,1.386e-14,1.237e-16,2.868e-15,2.483e-12,,,,5.174e-14,4.448e-32,,4.007e-18,2.359e-14,4.058e-17,3.412e-27,,5.053e-8,,2.248e-7,7.299e-11,,
763.06,9.311e-3,3.013e-14,,,1.070e-14,1.156e-15,,1.212e-14,9.311e-3,1.070e-10,1.386e-14,1.238e-16,2.322e-15,3.686e-12,,,,5.174e-14,4.448e-32,,4.005e-18,2.359e-14,4.067e-17,3.412e-27,,6.496e-8,,1.829e-7,9.857e-11,,
763.09,9.530e-3,3.013e-14,,,1.070e-14,1.156e-15,,1.212e-14,9.530e-3,1.159e-10,1.385e-14,1.238e-16,1.685e-15,6.639e-12,,,,5.175e-14,4.447e-32,,4.004e-18,2.359e-14,4.081e-17,3.411e-27,,9.429e-8,,1.337e-7,1.540e-10,,
763.11,9.672e-3,3.014e-14,,,1.070e-14,1.156e-15,,1.212e-14,9.671e-3,1.219e-10,1.385e-14,1.239e-16,1.357e-15,9.801e-12,,,,5.175e-14,4.447e-32,,4.003e-18,2.359e-14,4.090e-17,3.410e-27,,1.205e-7,,1.082e-7,2.068e-10,,
763.14,9.877e-3,3.014e-14,,,1.069e-14,1.156e-15,,1.211e-14,9.877e-3,1.309e-10,1.384e-14,1.240e-16,9.763e-16,1.750e-11,,,,5.176e-14,4.447e-32,,4.001e-18,2.358e-14,4.104e-17,3.409e-27,,1.734e-7,,7.835e-8,3.205e-10,,
763.16,1.001e-2,3.014e-14,,,1.069e-14,1.157e-15,,1.211e-14,1.001e-2,1.369e-10,1.384e-14,1.240e-16,7.816e-16,2.569e-11,,,,5.176e-14,4.446e-32,,4.000e-18,2.358e-14,4.114e-17,3.409e-27,,2.204e-7,,6.302e-8,4.278e-10,,
763.18,1.013e-2,3.015e-14,,,1.069e-14,1.157e-15,,1.211e-14,1.013e-2,1.428e-10,1.384e-14,1.241e-16,6.242e-16,3.762e-11,,,,5.176e-14,4.446e-32,,3.998e-18,2.358e-14,4.123e-17,3.408e-27,,2.795e-7,,5.057e-8,5.699e-10,,
763.21,1.031e-2,3.015e-14,,,1.068e-14,1.157e-15,,1.211e-14,1.031e-2,1.515e-10,1.383e-14,1.241e-16,4.436e-16,6.638e-11,,,,5.177e-14,4.446e-32,,3.997e-18,2.358e-14,4.137e-17,3.407e-27,,3.974e-7,,3.619e-8,8.723e-10,,
763.23,1.042e-2,3.016e-14,,,1.068e-14,1.157e-15,,1.211e-14,1.042e-2,1.571e-10,1.383e-14,1.242e-16,3.522e-16,9.664e-11,,,,5.177e-14,4.445e-32,,3.995e-18,2.357e-14,4.147e-17,3.407e-27,,5.009e-7,,2.887e-8,1.155e-9,,
763.26,1.057e-2,3.016e-14,,,1.068e-14,1.157e-15,,1.210e-14,1.057e-2,1.652e-10,1.382e-14,1.242e-16,2.482e-16,1.691e-10,,,,5.178e-14,4.445e-32,,3.994e-18,2.357e-14,4.161e-17,3.406e-27,,7.061e-7,,2.048e-8,1.753e-9,,
763.28,1.066e-2,3.017e-14,,,1.067e-14,1.158e-15,,1.210e-14,1.066e-2,1.704e-10,1.382e-14,1.243e-16,1.959e-16,2.447e-10,,,,5.178e-14,4.445e-32,,3.992e-18,2.357e-14,4.170e-17,3.405e-27,,8.850e-7,,1.625e-8,2.308e-9,,
763.31,1.078e-2,3.017e-14,,,1.067e-14,1.158e-15,,1.210e-14,1.078e-2,1.777e-10,1.381e-14,1.244e-16,1.368e-16,4.244e-10,,,,5.179e-14,4.444e-32,,3.991e-18,2.356e-14,4.184e-17,3.404e-27,,1.237e-6,,1.142e-8,3.473e-9,,
763.33,1.084e-2,3.018e-14,,,1.067e-14,1.158e-15,,1.210e-14,1.084e-2,1.821e-10,1.381e-14,1.244e-16,1.074e-16,6.109e-10,,,,5.179e-14,4.444e-32,,3.989e-18,2.356e-14,4.194e-17,3.404e-27,,1.541e-6,,9.009e-9,4.547e-9,,
763.36,1.092e-2,3.018e-14,,,1.066e-14,1.158e-15,,1.210e-14,1.091e-2,1.883e-10,1.380e-14,1.245e-16,7.433e-17,1.050e-9,,,,5.180e-14,4.443e-32,,3.988e-18,2.356e-14,4.208e-17,3.403e-27,,2.135e-6,,6.281e-9,6.782e-9,,
763.38,1.095e-2,3.018e-14,,,1.066e-14,1.158e-15,,1.209e-14,1.095e-2,1.919e-10,1.380e-14,1.245e-16,5.800e-17,1.503e-9,,,,5.180e-14,4.443e-32,,3.986e-18,2.356e-14,4.217e-17,3.402e-27,,2.645e-6,,4.924e-9,8.827e-9,,
763.41,1.097e-2,3.019e-14,,,1.066e-14,1.159e-15,,1.209e-14,1.097e-2,1.967e-10,1.379e-14,1.246e-16,3.980e-17,2.562e-9,,,,5.181e-14,4.443e-32,,3.985e-18,2.355e-14,4.231e-17,3.401e-27,,3.633e-6,,3.403e-9,1.305e-8,,
763.43,1.097e-2,3.019e-14,,,1.066e-14,1.159e-15,,1.209e-14,1.096e-2,1.993e-10,1.379e-14,1.247e-16,3.088e-17,3.646e-9,,,,5.181e-14,4.442e-32,,3.983e-18,2.355e-14,4.240e-17,3.401e-27,,4.476e-6,,2.652e-9,1.689e-8,,
763.45,1.095e-2,3.020e-14,,,1.065e-14,1.159e-15,,1.209e-14,1.095e-2,2.015e-10,1.379e-14,1.247e-16,2.390e-17,5.176e-9,,,,5.182e-14,4.442e-32,,3.982e-18,2.355e-14,4.250e-17,3.400e-27,,5.502e-6,,2.062e-9,2.181e-8,,
763.48,1.089e-2,3.020e-14,,,1.065e-14,1.159e-15,,1.209e-14,1.089e-2,2.040e-10,1.378e-14,1.248e-16,1.620e-17,8.718e-9,,,,5.182e-14,4.442e-32,,3.980e-18,2.355e-14,4.264e-17,3.399e-27,,7.465e-6,,1.408e-9,3.187e-8,,
763.5,1.084e-2,3.021e-14,,,1.065e-14,1.159e-15,,1.208e-14,1.083e-2,2.051e-10,1.378e-14,1.248e-16,1.246e-17,1.230e-8,,,,5.183e-14,4.441e-32,,3.979e-18,2.354e-14,4.273e-17,3.399e-27,,9.123e-6,,1.088e-9,4.091e-8,,
763.53,1.072e-2,3.021e-14,,,1.064e-14,1.160e-15,,1.208e-14,1.071e-2,2.059e-10,1.377e-14,1.249e-16,8.377e-18,2.055e-8,,,,5.183e-14,4.441e-32,,3.978e-18,2.354e-14,4.287e-17,3.398e-27,,1.227e-5,,7.366e-10,5.926e-8,,
763.55,1.062e-2,3.022e-14,,,1.064e-14,1.160e-15,,1.208e-14,1.061e-2,2.058e-10,1.377e-14,1.249e-16,6.408e-18,2.883e-8,,,,5.184e-14,4.441e-32,,3.976e-18,2.354e-14,4.297e-17,3.397e-27,,1.491e-5,,5.661e-10,7.564e-8,,
763.58,1.044e-2,3.022e-14,,,1.064e-14,1.160e-15,,1.208e-14,1.042e-2,2.047e-10,1.376e-14,1.250e-16,4.269e-18,4.773e-8,,,,5.184e-14,4.440e-32,,3.975e-18,2.353e-14,4.311e-17,3.396e-27,,1.988e-5,,3.798e-10,1.086e-7,,
763.6,1.030e-2,3.022e-14,,,1.063e-14,1.160e-15,,1.208e-14,1.028e-2,2.035e-10,1.376e-14,1.251e-16,3.247e-18,6.661e-8,,,,5.185e-14,4.440e-32,,3.973e-18,2.353e-14,4.320e-17,3.396e-27,,2.402e-5,,2.902e-10,1.378e-7,,
763.63,1.006e-2,3.023e-14,,,1.063e-14,1.160e-15,,1.207e-14,1.003e-2,2.007e-10,1.375e-14,1.251e-16,2.144e-18,1.093e-7,,,,5.185e-14,4.440e-32,,3.972e-18,2.353e-14,4.334e-17,3.395e-27,,3.176e-5,,1.930e-10,1.962e-7,,
763.65,9.888e-3,3.023e-14,,,1.063e-14,1.161e-15,,1.207e-14,9.849e-3,1.983e-10,1.375e-14,1.252e-16,1.621e-18,1.517e-7,,,,5.186e-14,4.439e-32,,3.970e-18,2.353e-14,4.344e-17,3.394e-27,,3.815e-5,,1.466e-10,2.476e-7,,
763.68,9.597e-3,3.024e-14,,,1.062e-14,1.161e-15,,1.207e-14,9.547e-3,1.939e-10,1.374e-14,1.253e-16,1.061e-18,2.468e-7,,,,5.186e-14,4.439e-32,,3.969e-18,2.352e-14,4.358e-17,3.393e-27,,5.000e-5,,9.666e-11,3.495e-7,,
763.7,9.389e-3,3.024e-14,,,1.062e-14,1.161e-15,,1.207e-14,9.328e-3,1.905e-10,1.374e-14,1.253e-16,7.978e-19,3.404e-7,,,,5.187e-14,4.439e-32,,3.967e-18,2.352e-14,4.367e-17,3.393e-27,,5.971e-5,,7.300e-11,4.384e-7,,
763.72,9.169e-3,3.025e-14,,,1.062e-14,1.161e-15,,1.207e-14,9.096e-3,1.867e-10,1.374e-14,1.253e-16,5.983e-19,4.685e-7,,,,5.187e-14,4.438e-32,,3.966e-18,2.352e-14,4.376e-17,3.392e-27,,7.115e-5,,5.501e-11,5.488e-7,,
763.75,8.821e-3,3.025e-14,,,1.061e-14,1.161e-15,,1.206e-14,8.727e-3,1.804e-10,1.373e-14,1.254e-16,3.869e-19,7.532e-7,,,,5.188e-14,4.438e-32,,3.964e-18,2.352e-14,4.390e-17,3.391e-27,,9.213e-5,,3.582e-11,7.652e-7,,
763.77,8.579e-3,3.026e-14,,,1.061e-14,1.162e-15,,1.206e-14,8.468e-3,1.758e-10,1.373e-14,1.255e-16,2.885e-19,1.031e-6,,,,5.188e-14,4.438e-32,,3.963e-18,2.351e-14,4.400e-17,3.391e-27,,1.091e-4,,2.684e-11,9.523e-7,,
763.8,8.206e-3,3.026e-14,,,1.061e-14,1.162e-15,,1.206e-14,8.063e-3,1.683e-10,1.372e-14,1.255e-16,1.849e-19,1.643e-6,,,,5.189e-14,4.437e-32,,3.961e-18,2.351e-14,4.414e-17,3.390e-27,,1.401e-4,,1.733e-11,1.316e-6,,
763.82,7.952e-3,3.026e-14,,,1.061e-14,1.162e-15,,1.206e-14,7.783e-3,1.631e-10,1.372e-14,1.256e-16,1.371e-19,2.235e-6,,,,5.189e-14,4.437e-32,,3.960e-18,2.351e-14,4.423e-17,3.389e-27,,1.650e-4,,1.290e-11,1.629e-6,,
763.85,7.569e-3,3.027e-14,,,1.060e-14,1.162e-15,,1.205e-14,7.353e-3,1.549e-10,1.371e-14,1.257e-16,8.712e-20,3.532e-6,,,,5.190e-14,4.436e-32,,3.958e-18,2.351e-14,4.437e-17,3.388e-27,,2.101e-4,,8.258e-12,2.233e-6,,
763.87,7.315e-3,3.027e-14,,,1.060e-14,1.162e-15,,1.205e-14,7.061e-3,1.492e-10,1.371e-14,1.257e-16,6.421e-20,4.778e-6,,,,5.190e-14,4.436e-32,,3.957e-18,2.350e-14,4.447e-17,3.388e-27,,2.460e-4,,6.115e-12,2.747e-6,,
763.9,6.940e-3,3.028e-14,,,1.060e-14,1.163e-15,,1.205e-14,6.618e-3,1.404e-10,1.370e-14,1.258e-16,4.045e-20,7.485e-6,,,,5.191e-14,4.436e-32,,3.955e-18,2.350e-14,4.461e-17,3.387e-27,,3.104e-4,,3.879e-12,3.732e-6,,
763.92,6.697e-3,3.028e-14,,,1.059e-14,1.163e-15,,1.205e-14,6.321e-3,1.345e-10,1.370e-14,1.258e-16,2.964e-20,1.007e-5,,,,5.191e-14,4.435e-32,,3.954e-18,2.350e-14,4.470e-17,3.386e-27,,3.614e-4,,2.856e-12,4.565e-6,,
