Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
204.11,1.557e+2,,,6.743e-42,9.557e-12,,3.618e-25,,2.989e-16,,,2.129e-16,2.224e-24,,1.076e-10,,,,8.438e-14,,1.506e+0,,1.542e+2,2.609e-5,0,0,,0,,4.887e-15,
204.15,1.284e+2,,,1.006e-41,9.551e-12,,2.043e-25,,3.062e-16,,,2.069e-16,3.321e-23,,3.080e-10,,,,8.990e-14,,9.840e-1,,1.274e+2,2.051e-5,0,0,,0,,4.921e-15,
204.19,9.336e+1,,,1.408e-41,9.545e-12,,1.016e-25,,3.136e-16,,,2.010e-16,4.373e-22,,9.302e-10,,,,8.438e-14,,5.702e-1,,9.279e+1,1.633e-5,0,0,,0,,4.956e-15,
204.22,6.765e+1,,,1.727e-41,9.541e-12,,5.534e-26,,3.191e-16,,,1.965e-16,2.783e-21,,1.985e-9,,,,7.404e-14,,3.493e-1,,6.730e+1,1.500e-5,0,0,,0,,4.981e-15,
204.26,3.941e+1,,,2.110e-41,9.536e-12,,2.203e-26,,3.264e-16,,,1.905e-16,2.941e-20,,4.900e-9,,,,5.567e-14,,1.628e-1,,3.925e+1,1.642e-5,0,0,,0,,5.016e-15,
204.3,2.023e+1,,,2.351e-41,9.530e-12,,7.726e-27,,3.338e-16,,,1.846e-16,2.741e-19,,1.068e-8,,,,3.689e-14,,6.689e-2,,2.016e+1,2.163e-5,0,0,,0,,5.050e-15,
204.34,9.147e+0,,,2.372e-41,9.524e-12,,2.386e-27,,3.412e-16,,,1.786e-16,2.252e-18,,2.054e-8,,,,2.155e-14,,2.421e-2,,9.123e+0,2.979e-5,0,0,,0,,5.084e-15,
204.37,4.641e+0,,,2.234e-41,9.520e-12,,9.094e-28,,3.467e-16,,,1.741e-16,1.006e-17,,3.092e-8,,,,1.329e-14,,1.040e-2,,4.631e+0,3.678e-5,0,0,,0,,5.110e-15,
204.41,1.681e+0,,,1.895e-41,9.515e-12,,2.249e-28,,3.540e-16,,,1.681e-16,6.636e-17,,4.779e-8,,,,6.314e-15,,3.015e-3,,1.678e+0,4.531e-5,0,0,,0,,9.717e-14,
204.45,5.365e-1,,,1.473e-41,9.509e-12,,4.897e-29,,3.614e-16,,,1.622e-16,3.859e-16,,6.518e-8,,,,2.772e-15,,7.700e-4,,5.357e-1,5.074e-5,0,0,,0,,1.630e-12,
204.49,1.509e-1,,,1.072e-41,9.503e-12,,9.392e-30,,3.687e-16,,,1.562e-16,1.979e-15,,7.842e-8,,,,1.263e-15,,1.732e-4,,1.507e-1,5.145e-5,0,0,,0,,2.413e-11,
204.52,5.379e-2,,,8.202e-42,9.499e-12,,2.504e-30,,3.743e-16,,,1.517e-16,6.209e-15,,8.296e-8,,,,8.222e-16,,5.205e-5,,5.369e-2,4.871e-5,0,0,,0,,1.677e-10,
204.56,1.318e-2,,,5.634e-42,9.494e-12,,3.846e-31,,3.816e-16,,,1.458e-16,2.555e-14,,8.013e-8,,,,6.367e-16,,9.375e-6,,1.313e-2,4.156e-5,0,0,,0,,1.993e-9,
204.6,7.954e-3,,,3.824e-42,9.488e-12,,5.202e-32,,3.890e-16,,,1.398e-16,9.271e-14,,6.825e-8,,,,6.057e-16,,1.487e-6,,7.920e-3,3.227e-5,0,0,,0,,2.089e-8,
204.64,2.541e-2,,,2.564e-42,9.482e-12,,6.196e-33,,3.963e-16,,,1.338e-16,2.967e-13,,5.126e-8,,,,5.831e-16,,2.078e-7,,2.538e-2,2.302e-5,0,0,,0,,1.933e-7,
204.67,7.132e-2,,,1.888e-42,9.478e-12,,1.156e-33,,4.019e-16,,,1.294e-16,6.536e-13,,3.808e-8,,,,5.434e-16,,4.370e-8,,7.130e-2,1.720e-5,0,0,,0,,9.442e-7,
204.71,2.580e-1,,,1.281e-42,9.473e-12,,1.111e-34,,4.092e-16,,,1.234e-16,1.678e-12,,2.295e-8,,,,4.589e-16,,4.889e-9,,2.580e-1,1.178e-5,0,0,,0,,7.014e-6,
204.75,8.246e-1,,,9.540e-43,9.467e-12,,2.028e-35,,4.166e-16,,,1.174e-16,3.800e-12,,1.219e-8,,,,3.537e-16,,4.818e-10,,8.245e-1,9.295e-6,0,0,,0,,4.596e-5,
204.79,2.324e+0,,,8.267e-43,9.461e-12,,1.270e-34,,4.239e-16,,,1.115e-16,7.589e-12,,5.712e-9,,,,2.480e-16,,4.182e-11,,2.324e+0,9.451e-6,0,0,,0,,2.657e-4,
204.82,4.656e+0,,,8.022e-43,9.457e-12,,7.246e-34,,4.294e-16,,,1.070e-16,1.174e-11,,2.977e-9,,,,1.784e-16,,6.152e-12,,4.655e+0,1.082e-5,0,0,,0,,9.125e-4,
204.86,1.054e+1,,,7.894e-43,9.452e-12,,6.670e-33,,4.368e-16,,5.467e-13,1.010e-16,1.881e-11,,1.119e-9,,,,1.052e-16,,4.276e-13,,1.053e+1,1.339e-5,0,0,,0,,4.237e-3,
204.9,2.103e+1,,,7.465e-43,9.446e-12,,5.418e-32,,4.442e-16,,9.938e-12,9.506e-17,2.658e-11,,3.705e-10,,,,5.596e-17,,2.617e-14,,2.102e+1,1.562e-5,0,0,,0,,1.735e-2,
204.94,3.705e+1,,,6.635e-43,9.440e-12,,3.884e-31,,4.515e-16,,1.595e-10,8.909e-17,3.313e-11,,1.082e-10,,,,2.672e-17,,1.411e-15,,3.699e+1,1.644e-5,0,0,,0,,6.270e-2,
204.97,5.219e+1,,,5.922e-43,9.436e-12,,1.568e-30,,4.570e-16,,1.178e-9,8.462e-17,3.597e-11,,3.955e-11,,,,1.427e-17,,1.396e-15,,5.204e+1,1.581e-5,0,0,,0,,1.514e-1,
205.01,7.395e+1,,,5.197e-43,9.430e-12,,9.029e-30,,4.644e-16,,1.520e-8,7.865e-17,3.597e-11,,9.261e-12,,,,5.600e-18,,1.377e-15,,7.351e+1,1.348e-5,0,0,,0,,4.392e-1,
205.05,9.271e+1,,,4.997e-43,9.425e-12,,4.589e-29,,4.717e-16,,1.730e-7,7.268e-17,3.172e-11,,1.911e-12,,,,1.958e-18,,1.357e-15,,9.159e+1,1.015e-5,0,0,,0,,1.124e+0,
205.09,1.032e+2,,,5.320e-43,9.419e-12,,2.058e-28,,4.791e-16,,1.739e-6,6.672e-17,2.467e-11,,3.477e-13,,,,6.085e-19,,1.338e-15,,1.007e+2,6.750e-6,0,0,,0,,2.539e+0,
205.12,1.038e+2,,,5.732e-43,9.415e-12,,5.844e-28,,4.846e-16,,9.046e-6,6.224e-17,1.881e-11,,8.916e-14,,,,2.343e-19,,1.323e-15,,9.952e+1,4.586e-6,0,0,,0,,4.308e+0,
205.16,9.576e+1,,,6.180e-43,9.409e-12,,2.106e-27,,4.920e-16,,7.309e-5,5.628e-17,1.174e-11,,1.301e-14,,,,5.910e-20,,1.303e-15,,8.794e+1,2.492e-6,0,0,,0,,7.814e+0,
205.2,8.141e+1,,,6.233e-43,9.404e-12,,6.696e-27,,4.993e-16,,5.214e-4,5.031e-17,6.460e-12,,1.672e-15,,,,1.321e-20,,1.284e-15,,6.891e+1,1.308e-6,0,0,,0,,1.250e+1,
205.24,6.626e+1,,,5.875e-43,9.398e-12,,1.879e-26,,5.067e-16,,3.282e-3,4.434e-17,3.135e-12,,1.895e-16,,,,2.617e-21,,1.264e-15,,4.861e+1,9.151e-7,0,0,,0,,1.765e+1,
205.27,5.699e+1,,,5.513e-43,9.394e-12,,3.753e-26,,5.122e-16,,1.202e-2,3.987e-17,1.678e-12,,3.407e-17,,,,7.172e-22,,1.249e-15,,3.593e+1,1.117e-6,0,0,,0,,2.105e+1,
205.31,4.908e+1,,,5.294e-43,9.388e-12,,8.460e-26,,5.196e-16,,6.084e-2,7.165e-16,6.536e-13,,3.096e-18,,,,1.147e-22,,1.230e-15,,2.517e+1,2.224e-6,0,0,,0,,2.386e+1,
205.35,4.641e+1,,,5.767e-43,9.383e-12,,1.683e-25,,5.269e-16,,2.718e-1,1.137e-14,2.244e-13,,2.480e-19,,,,1.624e-23,,1.210e-15,,2.228e+1,4.820e-6,0,0,,0,,2.386e+1,
205.39,4.826e+1,,,7.073e-43,9.377e-12,,2.955e-25,,5.343e-16,,1.072e+0,1.594e-13,6.797e-14,,1.751e-20,,,,2.032e-24,,1.190e-15,,2.614e+1,9.824e-6,0,0,,0,,2.105e+1,
205.42,5.228e+1,,,8.436e-43,9.373e-12,,4.151e-25,,5.398e-16,,2.765e+0,1.064e-12,2.555e-14,,2.207e-21,,,,3.956e-25,,1.176e-15,,3.187e+1,1.578e-5,0,0,,0,,1.765e+1,
205.46,6.172e+1,,,1.026e-42,9.367e-12,,5.855e-25,,5.472e-16,,8.765e+0,1.200e-11,6.209e-15,,1.249e-22,,,,5.255e-26,,1.156e-15,,4.045e+1,2.722e-5,0,0,,0,,1.250e+1,
205.5,7.910e+1,,,1.141e-42,9.362e-12,,7.288e-25,,5.545e-16,,2.453e+1,1.196e-10,1.331e-15,,1.210e-22,,,,1.307e-25,,1.136e-15,,4.676e+1,4.236e-5,0,0,,0,,7.814e+0,
205.54,1.130e+2,,,1.137e-42,9.356e-12,,8.004e-25,,5.619e-16,,6.059e+1,1.052e-9,2.515e-16,,1.171e-22,,,,1.119e-24,,1.117e-15,,4.810e+1,5.953e-5,0,0,,0,,4.308e+0,
205.57,1.579e+2,,,1.054e-42,9.352e-12,,7.911e-25,,5.674e-16,,1.100e+2,4.951e-9,6.636e-17,,1.142e-22,,,,5.266e-24,,1.102e-15,,4.533e+1,7.204e-5,0,0,,0,,2.539e+0,
205.61,2.572e+2,,,8.704e-43,9.346e-12,,6.981e-25,,5.748e-16,,2.185e+2,3.504e-8,1.006e-17,,1.103e-22,,,,3.727e-23,,1.082e-15,,3.756e+1,8.588e-5,0,0,,0,,1.124e+0,
205.65,4.109e+2,,,6.720e-43,9.341e-12,,5.436e-25,,5.821e-16,,3.830e+2,2.190e-7,1.346e-18,,1.064e-22,,,,2.330e-22,,1.063e-15,,2.747e+1,9.492e-5,0,0,,0,,4.392e-1,
205.69,6.105e+2,,,5.302e-43,9.335e-12,,3.735e-25,,5.895e-16,,5.927e+2,1.209e-6,1.587e-19,,1.026e-22,,,,1.286e-21,,1.043e-15,,1.773e+1,9.976e-5,0,0,,0,,1.514e-1,
205.72,7.695e+2,,,4.894e-43,9.331e-12,,2.597e-25,,5.950e-16,,7.576e+2,4.013e-6,2.941e-20,,9.965e-23,,,,4.270e-21,,1.029e-15,,1.176e+1,1.026e-4,0,0,,0,,6.270e-2,
205.76,9.486e+2,,,5.328e-43,9.325e-12,,1.434e-25,,6.023e-16,,9.425e+2,1.783e-5,2.783e-21,,9.577e-23,,,,1.897e-20,,1.009e-15,,6.100e+0,1.107e-4,0,0,,0,,1.735e-2,
205.8,1.038e+3,,,6.747e-43,9.320e-12,,6.985e-26,,6.097e-16,,1.035e+3,6.992e-5,2.323e-22,,9.190e-23,,,,7.440e-20,,9.893e-16,,2.791e+0,1.346e-4,0,0,,0,,4.237e-3,
205.84,1.004e+3,,,8.852e-43,9.314e-12,,3.003e-26,,6.171e-16,,1.003e+3,2.422e-4,1.709e-23,,8.802e-23,,,,2.578e-19,,9.696e-16,,1.128e+0,1.969e-4,0,0,,0,,9.125e-4,
205.87,9.034e+2,,,1.067e-42,9.310e-12,,1.469e-26,,6.226e-16,,9.029e+2,5.669e-4,2.224e-24,,8.511e-23,,,,6.033e-19,,9.549e-16,,5.294e-1,2.934e-4,0,0,,0,,2.657e-4,
205.91,7.037e+2,,,1.312e-42,9.304e-12,,5.082e-27,,6.299e-16,,7.036e+2,1.580e-3,1.313e-25,,8.124e-23,,,,1.682e-18,,9.353e-16,,1.865e-1,5.392e-4,0,0,,0,,4.596e-5,
205.95,4.840e+2,,,1.523e-42,9.299e-12,,1.598e-27,,6.373e-16,,4.839e+2,3.889e-3,1.233e-25,,7.736e-23,,,,4.140e-18,,9.157e-16,,1.110e-1,9.885e-4,0,0,,0,,7.014e-6,
205.99,2.941e+2,,,1.656e-42,9.293e-12,,6.732e-28,,6.446e-16,,2.938e+2,8.455e-3,1.153e-25,,7.348e-23,,,,9.000e-18,,8.961e-16,,2.273e-1,1.697e-3,0,0,,0,,9.442e-7,
206.02,1.867e+2,,,1.682e-42,9.289e-12,,9.370e-28,,6.502e-16,,1.862e+2,1.395e-2,1.093e-25,,7.057e-23,,,,1.485e-17,,8.813e-16,,5.066e-1,2.389e-3,0,0,,0,,1.933e-7,
206.06,9.231e+1,,,1.607e-42,9.283e-12,,3.231e-27,,6.575e-16,,9.089e+1,2.441e-2,1.013e-25,,6.670e-23,,,,2.598e-17,,8.617e-16,,1.400e+0,3.424e-3,0,0,,0,,2.089e-8,
206.1,4.264e+1,,,1.431e-42,9.278e-12,,1.141e-26,,6.649e-16,,3.916e+1,3.770e-2,9.327e-26,,6.282e-23,,,,4.013e-17,,8.421e-16,,3.440e+0,4.365e-3,0,0,,0,,1.993e-9,
206.14,2.242e+1,,,1.214e-42,9.272e-12,,3.587e-26,,6.722e-16,,1.489e+1,5.143e-2,8.525e-26,,5.894e-23,,,,5.475e-17,,8.225e-16,,7.473e+0,4.930e-3,0,0,,0,,1.677e-10,
206.17,1.904e+1,,,1.066e-42,9.268e-12,,7.812e-26,,6.778e-16,,6.646e+0,5.984e-2,7.924e-26,,5.603e-23,,,,6.370e-17,,8.078e-16,,1.233e+1,4.984e-3,0,0,,0,,2.413e-11,
206.21,2.368e+1,,,9.307e-43,9.262e-12,,1.979e-25,,6.851e-16,,2.032e+0,6.569e-2,7.122e-26,,5.216e-23,,,,6.992e-17,,7.881e-16,,2.158e+1,4.540e-3,0,0,,0,,1.630e-12,
206.25,3.404e+1,,,8.938e-43,9.257e-12,,4.428e-25,,6.925e-16,,5.483e-1,6.368e-2,6.320e-26,,4.828e-23,,,,6.779e-17,,7.685e-16,,3.342e+1,3.654e-3,0,0,,0,,9.717e-14,
206.29,4.605e+1,,,1.004e-42,9.251e-12,,8.755e-25,,6.998e-16,,1.306e-1,5.452e-2,5.519e-26,,4.440e-23,,,,5.803e-17,,7.489e-16,,4.586e+1,2.598e-3,0,0,,0,,9.735e-14,
206.32,5.389e+1,,,1.264e-42,9.247e-12,,1.346e-24,,7.053e-16,,4.104e-2,4.472e-2,4.917e-26,,4.150e-23,,,,4.761e-17,,7.342e-16,,5.380e+1,1.855e-3,0,0,,0,,9.748e-14,
206.36,6.037e+1,,,2.097e-42,9.241e-12,,2.142e-24,,7.127e-16,,7.860e-3,3.081e-2,4.116e-26,,3.762e-23,,,,3.279e-17,,7.145e-16,,6.033e+1,1.063e-3,0,0,,0,,9.766e-14,
206.4,6.107e+1,,,3.979e-42,9.236e-12,,3.011e-24,,7.201e-16,4.656e-26,1.329e-3,1.874e-2,3.314e-26,,3.374e-23,,,,1.995e-17,,6.949e-16,,6.105e+1,5.428e-4,0,0,,0,,9.784e-14,
206.44,5.688e+1,,,7.615e-42,9.230e-12,,3.741e-24,,7.274e-16,8.424e-25,1.983e-4,1.007e-2,2.512e-26,,2.986e-23,,,,1.072e-17,,6.753e-16,,5.687e+1,2.622e-4,0,0,,0,,9.802e-14,
206.47,5.210e+1,,,1.187e-41,9.226e-12,,4.058e-24,,6.413e-15,6.819e-24,4.386e-5,5.824e-3,1.911e-26,,2.696e-23,,,,6.199e-18,,6.606e-16,,5.210e+1,1.742e-4,0,0,,0,,9.815e-14,
206.51,4.594e+1,,,1.970e-41,9.220e-12,,4.058e-24,,1.049e-13,9.953e-23,5.262e-6,2.518e-3,1.109e-26,,2.308e-23,,,,2.680e-18,,6.410e-16,,4.594e+1,1.957e-4,0,0,,0,,9.833e-14,
206.55,4.194e+1,,,2.921e-41,9.215e-12,,3.585e-24,,1.517e-12,1.285e-21,5.572e-7,9.621e-4,3.074e-27,,1.920e-23,,,,1.023e-18,,6.213e-16,,4.194e+1,3.972e-4,0,0,,0,,9.851e-14,
206.58,4.088e+1,,,3.632e-41,9.210e-12,,3.011e-24,,1.038e-11,8.075e-21,9.530e-8,4.340e-4,2.663e-26,,1.629e-23,,,,4.579e-19,,6.066e-16,,4.088e+1,7.126e-4,0,0,,0,,9.864e-14,
206.62,4.184e+1,,,4.370e-41,9.205e-12,,2.142e-24,,1.211e-10,8.411e-20,8.113e-9,1.556e-4,4.255e-25,,1.242e-23,,,,1.407e-19,,5.870e-16,,4.184e+1,1.438e-3,0,0,,0,,9.882e-14,
206.66,4.472e+1,,,4.655e-41,9.199e-12,,1.346e-24,,1.250e-9,7.750e-19,6.096e-10,1.684e-4,6.017e-24,,8.540e-24,,,,3.815e-20,,5.674e-16,,4.472e+1,2.582e-3,0,0,,0,,9.900e-14,
206.7,4.823e+1,,,4.388e-41,9.194e-12,,7.469e-25,,1.141e-8,6.316e-18,4.043e-11,6.750e-4,7.526e-23,,4.663e-24,,,,9.141e-21,,1.011e-14,,4.823e+1,4.100e-3,0,0,,0,,9.918e-14,
206.73,5.031e+1,,,3.872e-41,9.189e-12,,4.428e-25,,5.525e-8,2.811e-17,4.869e-12,2.071e-3,4.619e-22,,4.279e-23,,,,2.885e-21,,8.095e-14,,5.030e+1,5.350e-3,0,0,,0,,9.931e-14,
206.77,5.100e+1,,,2.944e-41,9.184e-12,,1.979e-25,,4.066e-7,1.848e-16,4.828e-12,8.433e-3,4.663e-21,,7.385e-22,,,,5.566e-22,,1.164e-12,,5.098e+1,6.848e-3,0,0,,0,,9.949e-14,
206.81,4.835e+1,,,1.979e-41,9.178e-12,,7.812e-26,,2.647e-6,1.075e-15,4.787e-12,3.054e-2,4.164e-20,,1.128e-20,,,,9.931e-23,,1.481e-11,,4.831e+1,7.748e-3,0,0,,0,,9.967e-14,
206.85,4.250e+1,,,1.177e-41,9.173e-12,,2.725e-26,,1.524e-5,5.530e-15,4.746e-12,9.829e-2,3.290e-19,,1.523e-19,,,,4.842e-23,,1.668e-10,,4.239e+1,7.749e-3,0,0,,0,,9.984e-14,
206.88,3.684e+1,,,7.353e-42,9.168e-12,,1.140e-26,,5.226e-5,1.743e-14,4.715e-12,2.187e-1,1.431e-18,,9.904e-19,,,,1.440e-22,,9.455e-10,,3.662e+1,7.148e-3,0,0,,0,,9.998e-14,
206.92,2.924e+1,,,3.543e-42,9.163e-12,,3.201e-27,,2.426e-4,7.233e-14,4.674e-12,5.740e-1,9.125e-18,,1.080e-17,,,,8.350e-22,,8.588e-9,,2.866e+1,5.765e-3,0,0,,0,,1.002e-13,
206.96,2.313e+1,,,1.555e-42,9.157e-12,,7.939e-28,,9.965e-4,2.656e-13,4.633e-12,1.342e+0,5.148e-17,,1.041e-16,,,,4.377e-21,,6.901e-8,,2.178e+1,4.113e-3,0,0,,0,,1.003e-13,
207,1.940e+1,,,7.139e-43,9.152e-12,,1.740e-28,,3.619e-3,8.624e-13,4.592e-12,2.799e+0,2.569e-16,,8.885e-16,,,,2.030e-20,,4.905e-7,,1.660e+1,2.600e-3,0,0,,0,,1.005e-13,
207.03,1.818e+1,,,5.263e-43,9.147e-12,,5.137e-29,,8.785e-3,1.925e-12,4.561e-12,4.509e+0,7.917e-16,,4.093e-15,,,,5.918e-20,,1.970e-6,,1.366e+1,1.705e-3,0,0,,0,,1.006e-13,
207.07,1.826e+1,,,6.243e-43,9.142e-12,,9.062e-30,,2.574e-2,5.044e-12,4.520e-12,7.713e+0,3.189e-15,,2.819e-14,,,,2.214e-19,,1.130e-5,,1.052e+1,8.780e-4,0,0,,0,,1.008e-13,
207.11,1.968e+1,,,9.760e-43,9.136e-12,,1.412e-30,,6.668e-2,1.169e-11,4.479e-12,1.179e+1,1.137e-14,,1.717e-13,,,,7.328e-19,,5.734e-5,,7.822e+0,4.059e-4,0,0,,0,,1.010e-13,
207.15,2.171e+1,,,1.475e-42,9.131e-12,,1.944e-31,,1.528e-1,2.397e-11,4.438e-12,1.613e+1,3.584e-14,,9.257e-13,,,,2.145e-18,,2.574e-4,,5.426e+0,1.708e-4,0,0,,0,,1.012e-13,
207.18,2.310e+1,,,1.875e-42,9.126e-12,,4.052e-32,,2.625e-1,3.789e-11,4.407e-12,1.895e+1,7.825e-14,,3.022e-12,,,,4.428e-18,,7.324e-4,,3.880e+0,8.508e-5,0,0,,0,,1.013e-13,
207.22,2.407e+1,,,2.324e-42,9.121e-12,,4.491e-33,,4.852e-1,6.267e-11,4.366e-12,2.132e+1,1.991e-13,,1.315e-11,,,,1.046e-17,,2.653e-3,,2.260e+0,3.238e-5,0,0,,0,,1.015e-13,
207.26,2.343e+1,,,2.548e-42,9.115e-12,,4.398e-34,,7.930e-1,9.169e-11,4.324e-12,2.145e+1,4.483e-13,,5.063e-11,,,,2.184e-17,,8.501e-3,,1.174e+0,1.229e-5,0,0,,0,,1.017e-13,
207.3,2.100e+1,,,2.471e-42,9.109e-12,,3.804e-35,,1.146e+0,1.187e-10,4.283e-12,1.929e+1,8.930e-13,,1.726e-10,,,,4.034e-17,,2.410e-2,,5.411e-1,4.898e-6,0,0,,0,,1.019e-13,
207.33,1.827e+1,,,2.227e-42,9.105e-12,,5.595e-36,,1.394e+0,1.329e-10,4.252e-12,1.655e+1,1.382e-12,,3.996e-10,,,,5.898e-17,,4.857e-2,,2.796e-1,2.688e-6,0,0,,0,,1.020e-13,
207.37,1.405e+1,,,1.742e-42,9.100e-12,,3.896e-37,,1.626e+0,1.387e-10,4.211e-12,1.221e+1,2.221e-12,,1.101e-9,,,,8.791e-17,,1.111e-1,,1.042e-1,1.658e-6,0,0,,0,,1.022e-13,
207.41,9.969e+0,,,1.204e-42,9.094e-12,,2.397e-38,,1.676e+0,1.282e-10,4.170e-12,8.033e+0,3.159e-12,,2.691e-9,,,,1.160e-16,,2.248e-1,,3.436e-2,2.156e-6,0,0,,0,,1.023e-13,
207.45,6.652e+0,,,7.362e-43,9.088e-12,,1.303e-39,,1.529e+0,1.047e-10,4.129e-12,4.711e+0,3.975e-12,,5.842e-9,,,,1.356e-16,,4.024e-1,,1.018e-2,5.716e-6,0,0,,0,,1.025e-13,
207.48,4.820e+0,,,4.696e-43,9.084e-12,,1.119e-39,,1.316e+0,8.303e-11,4.098e-12,2.925e+0,4.357e-12,,9.685e-9,,,,1.413e-16,,5.747e-1,,4.283e-3,1.396e-5,0,0,,0,,1.027e-13,
207.52,3.201e+0,,,2.315e-43,9.079e-12,,8.734e-40,,9.682e-1,5.474e-11,4.057e-12,1.399e+0,4.425e-12,,1.724e-8,,,,1.366e-16,,8.301e-1,,3.907e-3,4.542e-5,0,0,,0,,1.028e-13,
207.56,2.299e+0,,,1.009e-43,9.073e-12,,6.278e-40,,6.299e-1,3.192e-11,4.016e-12,5.946e-1,3.976e-12,,2.765e-8,,,,1.243e-16,,1.061e+0,,1.337e-2,1.349e-4,0,0,,0,,1.030e-13,
207.6,1.837e+0,,,3.891e-44,9.067e-12,,3.823e-40,,3.624e-1,1.647e-11,3.975e-12,2.245e-1,3.160e-12,,4.043e-8,,,,1.191e-16,,1.199e+0,,5.056e-2,3.576e-4,0,0,,0,,1.032e-13,
207.63,1.662e+0,,,1.756e-44,9.063e-12,,1.982e-40,,2.209e-1,9.248e-12,3.944e-12,9.999e-2,2.455e-12,,5.108e-8,,,,1.316e-16,,1.213e+0,,1.277e-1,6.866e-4,0,0,,0,,1.033e-13,
207.67,1.636e+0,,,5.458e-45,9.058e-12,,3.440e-39,,1.025e-1,3.849e-12,3.903e-12,3.063e-2,1.575e-12,,6.610e-8,,,,1.862e-16,,1.106e+0,,3.951e-1,1.473e-3,0,0,,0,,1.035e-13,
207.71,2.028e+0,,,1.500e-45,9.052e-12,,5.287e-38,,4.207e-2,1.417e-12,3.862e-12,8.318e-3,8.939e-13,,8.163e-8,,,,2.970e-16,,8.927e-1,,1.082e+0,2.799e-3,0,0,,0,,1.037e-13,
207.75,3.282e+0,,,3.646e-46,9.046e-12,,7.198e-37,,1.527e-2,4.615e-13,3.821e-12,2.002e-3,4.489e-13,,9.693e-8,,,,4.628e-16,,6.373e-1,,2.622e+0,4.705e-3,0,0,,0,,1.039e-13,
207.78,5.172e+0,,,1.164e-46,9.042e-12,,4.710e-36,,6.587e-3,1.836e-13,3.790e-12,6.354e-4,2.471e-13,,1.072e-7,,,,6.095e-16,,4.567e-1,,4.701e+0,6.411e-3,0,0,,0,,1.040e-13,
207.82,9.476e+0,,,2.282e-47,9.037e-12,,5.185e-35,,1.929e-3,4.824e-14,3.749e-12,1.237e-4,1.001e-13,,1.166e-7,,,,7.983e-16,,2.630e-1,,9.202e+0,8.703e-3,0,0,,0,,1.042e-13,
207.86,1.609e+1,,,3.955e-48,9.031e-12,,5.054e-34,,4.993e-4,1.121e-14,3.708e-12,2.132e-5,3.591e-14,,1.180e-7,,,,9.287e-16,,1.340e-1,,1.594e+1,1.045e-2,0,0,,0,,1.044e-13,
207.9,2.451e+1,,,6.060e-49,9.025e-12,,4.363e-33,,1.143e-4,2.306e-15,3.666e-12,3.253e-6,1.139e-14,,1.093e-7,,,,9.571e-16,,6.043e-2,,2.444e+1,1.111e-2,0,0,,0,,1.045e-13,
207.93,3.112e+1,,,1.369e-49,9.021e-12,,2.029e-32,,3.492e-5,6.495e-16,3.636e-12,7.329e-7,4.443e-15,,9.672e-8,,,,9.037e-16,,3.069e-2,,3.108e+1,1.074e-2,0,0,,0,,1.047e-13,
207.97,3.851e+1,,,1.692e-50,9.016e-12,,1.417e-31,,6.450e-6,1.078e-16,3.594e-12,9.029e-8,1.137e-15,,7.513e-8,,,,7.523e-16,,1.124e-2,,3.849e+1,9.217e-3,0,0,,0,,1.048e-13,
208.01,4.219e+1,,,1.849e-51,9.010e-12,,8.757e-31,,1.054e-6,1.581e-17,3.553e-12,9.841e-9,2.576e-16,,5.293e-8,,,,5.541e-16,,3.963e-3,,4.218e+1,7.001e-3,0,0,,0,,1.050e-13,
208.05,4.092e+1,,,1.786e-52,9.004e-12,,4.795e-30,,1.522e-7,2.053e-18,3.512e-12,9.490e-10,5.163e-17,,3.456e-8,,,,3.612e-16,,2.483e-3,,4.091e+1,4.706e-3,0,0,,0,,1.052e-13,
208.08,3.691e+1,,,2.856e-53,9.000e-12,,1.585e-29,,3.290e-8,4.111e-19,3.481e-12,1.515e-10,1.427e-17,,2.460e-8,,,,2.419e-16,,4.130e-3,,3.691e+1,3.225e-3,0,0,,0,,1.053e-13,
208.12,2.892e+1,,,2.225e-54,8.995e-12,,7.015e-29,,3.834e-9,6.098e-20,3.440e-12,1.179e-11,2.308e-18,,1.623e-8,,,,1.273e-16,,1.203e-2,,2.891e+1,1.754e-3,0,0,,0,,1.055e-13,
208.16,2.008e+1,,,1.533e-55,8.989e-12,,2.750e-28,,3.951e-10,1.957e-19,3.399e-12,8.115e-13,3.302e-19,,1.198e-8,,,,5.928e-17,,3.358e-2,,2.004e+1,8.510e-4,0,0,,0,,1.057e-13,
208.2,1.238e+1,,,9.338e-57,8.983e-12,,9.550e-28,,3.601e-11,1.800e-18,3.358e-12,4.921e-14,4.180e-20,,1.002e-8,,,,2.443e-17,,8.354e-2,,1.230e+1,3.799e-4,0,0,,0,,1.059e-13,
