Wavelength (nm),Sum(calc),Na I (6.5e-5),Na II (1.4e-3),Na III (4.9e-22),Mg I (3.8e-2),Mg II (3.2e-1),Mg III (1.9e-4),Al I (1.8e-2),Al II (1.2e-1),Al III (3.4e-6),Si I (4.3e-2),Si II (8.2e-2),Si III (3.8e-6),K I (1.0e-5),K II (3.2e-4),K III (9.0e-15),Ca I (1.3e-4),Ca II (3.3e-3),Ca III (4.5e-5),Mn I (1.1e-4),Mn II (8.9e-4),Fe I (1.4e-2),Fe II (7.7e-2),Fe III (1.0e-5),Cu I (0.0e+0),Cu II (0.0e+0),Zn I (0.0e+0),Zn II (0.0e+0),Mo I (0.0e+0),Pb I (8.8e-4),Pb II (5.5e-3)
564.31,2.321e-1,5.885e-27,,,5.380e-13,1.967e-15,,3.360e-12,1.417e-18,2.239e-22,4.225e-13,1.510e-5,3.175e-28,1.494e-17,1.365e-22,,1.836e-15,4.589e-16,3.587e-29,4.720e-16,5.392e-17,8.614e-2,1.460e-1,1.089e-18,,0,0,0,0,,
564.35,2.198e-1,2.287e-27,,,5.380e-13,1.967e-15,,3.359e-12,1.428e-18,2.240e-22,4.224e-13,9.836e-6,3.235e-28,1.494e-17,1.366e-22,,1.847e-15,4.591e-16,8.310e-29,4.720e-16,5.391e-17,5.826e-2,1.615e-1,2.297e-18,,0,0,0,0,,
564.39,2.149e-1,8.743e-28,,,5.379e-13,1.966e-15,,3.358e-12,1.440e-18,2.241e-22,4.223e-13,6.302e-6,3.294e-28,1.494e-17,1.367e-22,,1.859e-15,4.593e-16,1.894e-28,4.721e-16,5.389e-17,3.874e-2,1.762e-1,4.763e-18,,0,0,0,0,,
564.43,2.147e-1,3.286e-28,,,5.378e-13,1.966e-15,,3.357e-12,1.451e-18,2.242e-22,4.222e-13,3.972e-6,3.354e-28,1.494e-17,1.368e-22,,1.870e-15,4.595e-16,4.244e-28,4.721e-16,5.388e-17,2.534e-2,1.894e-1,9.717e-18,,0,0,0,0,,
564.46,2.163e-1,1.560e-28,,,5.377e-13,1.965e-15,,3.356e-12,1.460e-18,2.243e-22,4.221e-13,2.782e-6,3.399e-28,1.494e-17,1.369e-22,,1.879e-15,4.597e-16,7.692e-28,4.721e-16,5.386e-17,1.823e-2,1.981e-1,1.641e-17,,0,0,0,0,,
564.5,2.193e-1,5.697e-29,,,5.377e-13,1.965e-15,,3.355e-12,1.471e-18,2.245e-22,4.219e-13,1.711e-6,3.458e-28,1.494e-17,1.371e-22,,1.890e-15,4.599e-16,1.675e-27,4.722e-16,5.385e-17,1.158e-2,2.077e-1,3.253e-17,,0,0,0,0,,
564.54,2.222e-1,2.045e-29,,,5.376e-13,1.964e-15,,3.354e-12,1.483e-18,2.246e-22,4.218e-13,1.046e-6,3.518e-28,1.495e-17,1.372e-22,,1.902e-15,4.602e-16,3.589e-27,4.722e-16,5.383e-17,7.238e-3,2.149e-1,6.341e-17,,0,0,0,0,,
564.58,2.239e-1,7.220e-30,,,5.375e-13,1.964e-15,,3.353e-12,1.494e-18,2.247e-22,4.217e-13,6.488e-7,3.577e-28,1.495e-17,1.373e-22,,1.913e-15,4.604e-16,7.562e-27,4.723e-16,5.382e-17,4.448e-3,2.194e-1,1.216e-16,,0,0,0,0,,
564.61,2.240e-1,3.271e-30,,,5.374e-13,1.964e-15,,3.352e-12,1.503e-18,2.248e-22,4.216e-13,4.730e-7,3.622e-28,1.495e-17,1.374e-22,,1.922e-15,4.606e-16,1.308e-26,4.723e-16,5.381e-17,3.053e-3,2.210e-1,1.961e-16,,0,0,0,0,,
564.65,2.224e-1,1.121e-30,,,5.374e-13,1.963e-15,,3.351e-12,1.514e-18,2.249e-22,4.215e-13,3.575e-7,3.681e-28,1.495e-17,1.375e-22,,1.933e-15,4.608e-16,2.679e-26,4.723e-16,5.379e-17,1.823e-3,2.205e-1,3.653e-16,,0,0,0,0,,
564.69,2.184e-1,7.073e-17,,,5.373e-13,1.963e-15,,3.350e-12,1.526e-18,2.250e-22,4.213e-13,3.547e-7,3.741e-28,1.495e-17,1.376e-22,,1.945e-15,4.610e-16,5.395e-26,4.724e-16,5.378e-17,1.070e-3,2.174e-1,6.696e-16,,0,0,0,0,,
564.73,2.122e-1,1.415e-16,,,5.372e-13,1.962e-15,,3.349e-12,1.537e-18,2.252e-22,4.212e-13,4.645e-7,3.801e-28,1.495e-17,1.377e-22,,1.956e-15,4.613e-16,1.069e-25,4.724e-16,5.376e-17,6.177e-4,2.116e-1,1.207e-15,,0,0,0,0,,
564.76,2.062e-1,1.945e-16,,,5.371e-13,1.962e-15,,3.348e-12,1.546e-18,2.253e-22,4.211e-13,6.363e-7,3.845e-28,1.495e-17,1.378e-22,,1.965e-15,4.614e-16,1.765e-25,4.724e-16,5.375e-17,4.046e-4,2.058e-1,1.858e-15,,0,0,0,0,,
564.8,1.964e-1,2.652e-16,,,5.371e-13,1.961e-15,,3.347e-12,1.558e-18,2.254e-22,4.210e-13,1.029e-6,3.905e-28,1.496e-17,1.379e-22,,1.976e-15,4.617e-16,3.398e-25,4.725e-16,5.373e-17,2.269e-4,1.962e-1,3.254e-15,,0,0,0,0,,
564.84,1.850e-1,3.359e-16,,,5.370e-13,1.961e-15,,3.346e-12,1.569e-18,2.255e-22,4.209e-13,1.694e-6,3.964e-28,1.496e-17,1.380e-22,,1.988e-15,4.619e-16,6.433e-25,4.725e-16,5.372e-17,1.251e-4,1.849e-1,5.607e-15,,0,0,0,0,,
564.88,1.723e-1,4.067e-16,,,5.369e-13,1.960e-15,,3.345e-12,1.581e-18,2.256e-22,4.207e-13,2.775e-6,4.024e-28,1.496e-17,1.382e-22,,1.999e-15,4.621e-16,1.198e-24,4.726e-16,5.370e-17,6.787e-5,1.722e-1,9.502e-15,,0,0,0,0,,
564.91,1.622e-1,4.597e-16,,,5.368e-13,1.960e-15,,3.344e-12,1.589e-18,2.257e-22,4.206e-13,3.985e-6,4.069e-28,1.496e-17,1.383e-22,,2.008e-15,4.623e-16,1.889e-24,4.726e-16,5.369e-17,4.243e-5,1.621e-1,1.396e-14,,0,0,0,0,,
564.95,1.481e-1,5.304e-16,,,5.367e-13,1.960e-15,,3.343e-12,1.601e-18,2.259e-22,4.205e-13,6.370e-6,4.128e-28,1.496e-17,1.384e-22,,2.019e-15,4.625e-16,3.419e-24,4.726e-16,5.367e-17,2.235e-5,1.480e-1,2.299e-14,,0,0,0,0,,
564.99,1.337e-1,6.012e-16,,,5.367e-13,1.959e-15,,3.342e-12,1.612e-18,2.260e-22,4.204e-13,1.002e-5,4.188e-28,1.496e-17,1.385e-22,,2.031e-15,4.627e-16,6.085e-24,4.727e-16,5.366e-17,1.158e-5,1.337e-1,3.724e-14,,0,0,0,0,,
565.03,1.194e-1,6.719e-16,,,5.366e-13,1.959e-15,,3.341e-12,1.624e-18,2.261e-22,4.203e-13,1.552e-5,4.247e-28,1.496e-17,1.386e-22,,2.042e-15,4.630e-16,1.065e-23,4.727e-16,5.364e-17,5.902e-6,1.194e-1,5.932e-14,,0,0,0,0,,
565.06,1.088e-1,7.249e-16,,,5.365e-13,1.958e-15,,3.340e-12,1.632e-18,2.262e-22,4.202e-13,2.130e-5,4.292e-28,1.497e-17,1.387e-22,,2.051e-15,4.631e-16,1.604e-23,4.727e-16,5.363e-17,3.521e-6,1.088e-1,8.322e-14,,0,0,0,0,,
565.1,9.525e-2,7.957e-16,,,5.364e-13,1.958e-15,,3.339e-12,1.644e-18,2.263e-22,4.200e-13,3.204e-5,4.351e-28,1.497e-17,1.388e-22,,2.062e-15,4.634e-16,2.729e-23,4.728e-16,5.362e-17,1.743e-6,9.521e-2,1.288e-13,,0,0,0,0,,
565.14,8.239e-2,8.664e-16,,,5.364e-13,1.957e-15,,3.338e-12,1.655e-18,2.265e-22,4.199e-13,4.740e-5,4.411e-28,1.497e-17,1.389e-22,,2.074e-15,4.636e-16,4.566e-23,4.728e-16,5.360e-17,8.482e-7,8.235e-2,1.961e-13,,0,0,0,0,,
565.18,7.044e-2,9.371e-16,,,5.363e-13,1.957e-15,,3.337e-12,1.667e-18,2.266e-22,4.198e-13,6.897e-5,4.470e-28,1.497e-17,1.390e-22,,2.085e-15,4.638e-16,7.515e-23,4.728e-16,5.359e-17,4.061e-7,7.037e-2,2.937e-13,,0,0,0,0,,
565.21,6.215e-2,9.902e-16,,,5.362e-13,1.957e-15,,3.336e-12,1.675e-18,2.267e-22,4.197e-13,9.040e-5,4.515e-28,1.497e-17,1.391e-22,,2.094e-15,4.640e-16,1.080e-22,4.729e-16,5.357e-17,2.312e-7,6.205e-2,3.934e-13,,0,0,0,0,,
565.25,5.203e-2,1.061e-15,,,5.361e-13,1.956e-15,,3.335e-12,1.687e-18,2.268e-22,4.196e-13,1.278e-4,4.575e-28,1.497e-17,1.392e-22,,2.105e-15,4.642e-16,1.727e-22,4.729e-16,5.356e-17,1.075e-7,5.191e-2,5.724e-13,,0,0,0,0,,
565.29,4.305e-2,1.132e-15,,,5.361e-13,1.956e-15,,3.334e-12,1.698e-18,2.269e-22,4.194e-13,1.778e-4,4.634e-28,1.497e-17,1.394e-22,,2.117e-15,4.645e-16,2.717e-22,4.730e-16,5.354e-17,4.915e-8,4.287e-2,8.192e-13,,0,0,0,0,,
565.33,3.520e-2,1.202e-15,,,5.360e-13,1.955e-15,,3.332e-12,1.710e-18,2.270e-22,4.193e-13,2.432e-4,4.694e-28,1.498e-17,1.395e-22,,2.128e-15,4.647e-16,4.204e-22,4.730e-16,5.353e-17,2.211e-8,3.496e-2,1.153e-12,,0,0,0,0,,
565.36,3.004e-2,1.255e-15,,,5.359e-13,1.955e-15,,3.332e-12,1.719e-18,2.271e-22,4.192e-13,3.043e-4,4.738e-28,1.498e-17,1.396e-22,,2.137e-15,4.648e-16,5.770e-22,4.730e-16,5.352e-17,1.201e-8,2.973e-2,1.475e-12,,0,0,0,0,,
565.4,2.409e-2,1.326e-15,,,5.358e-13,1.954e-15,,3.331e-12,1.730e-18,2.273e-22,4.191e-13,4.045e-4,4.798e-28,1.498e-17,1.397e-22,,2.148e-15,4.651e-16,8.675e-22,4.731e-16,5.350e-17,5.246e-9,2.368e-2,2.017e-12,,0,0,0,0,,
565.44,1.914e-2,1.397e-15,,,5.358e-13,1.954e-15,,3.329e-12,1.742e-18,2.274e-22,4.190e-13,5.288e-4,4.858e-28,1.498e-17,1.398e-22,,2.160e-15,4.653e-16,1.283e-21,4.731e-16,5.349e-17,2.254e-9,1.861e-2,2.714e-12,,0,0,0,0,,
565.48,1.510e-2,1.468e-15,,,5.357e-13,1.953e-15,,3.328e-12,1.753e-18,2.275e-22,4.188e-13,6.802e-4,4.917e-28,1.498e-17,1.399e-22,,2.171e-15,4.655e-16,1.866e-21,4.731e-16,5.347e-17,9.524e-10,1.442e-2,3.592e-12,,0,0,0,0,,
565.51,1.261e-2,1.521e-15,,,5.356e-13,1.953e-15,,3.328e-12,1.762e-18,2.276e-22,4.187e-13,8.127e-4,4.962e-28,1.498e-17,1.400e-22,,2.180e-15,4.657e-16,2.445e-21,4.732e-16,5.346e-17,4.937e-10,1.179e-2,4.384e-12,,0,0,0,0,,
565.55,9.926e-3,1.591e-15,,,5.355e-13,1.953e-15,,3.326e-12,1.773e-18,2.277e-22,4.186e-13,1.016e-3,5.021e-28,1.498e-17,1.401e-22,,2.191e-15,4.659e-16,3.456e-21,4.732e-16,5.344e-17,2.026e-10,8.911e-3,5.637e-12,,0,0,0,0,,
565.59,7.883e-3,1.662e-15,,,5.355e-13,1.952e-15,,3.325e-12,1.785e-18,2.279e-22,4.185e-13,1.249e-3,5.081e-28,1.498e-17,1.402e-22,,2.203e-15,4.662e-16,4.804e-21,4.732e-16,5.343e-17,8.178e-11,6.634e-3,7.130e-12,,0,0,0,0,,
565.63,6.378e-3,1.733e-15,,,5.354e-13,1.952e-15,,3.324e-12,1.796e-18,2.280e-22,4.184e-13,1.511e-3,5.140e-28,1.499e-17,1.404e-22,,2.214e-15,4.664e-16,6.569e-21,4.733e-16,5.341e-17,3.247e-11,4.866e-3,8.871e-12,,0,0,0,0,,
565.66,5.544e-3,3.865e-15,,,5.353e-13,1.951e-15,,3.323e-12,1.805e-18,2.281e-22,4.183e-13,1.725e-3,5.185e-28,1.499e-17,1.404e-22,,2.223e-15,4.666e-16,8.218e-21,4.733e-16,5.340e-17,1.606e-11,3.819e-3,1.034e-11,,0,0,0,0,,
565.7,4.757e-3,1.111e-14,,,5.352e-13,1.951e-15,,3.322e-12,1.816e-18,2.282e-22,4.181e-13,2.029e-3,5.245e-28,1.499e-17,1.406e-22,,2.234e-15,4.668e-16,1.092e-20,4.734e-16,5.338e-17,6.192e-12,2.728e-3,1.250e-11,,0,0,0,0,,
565.74,4.269e-3,3.139e-14,,,5.352e-13,1.950e-15,,3.321e-12,1.828e-18,2.283e-22,4.180e-13,2.350e-3,5.304e-28,1.499e-17,1.407e-22,,2.245e-15,4.670e-16,1.427e-20,4.734e-16,5.337e-17,2.348e-12,1.919e-3,1.486e-11,,0,0,0,0,,
565.78,4.008e-3,8.728e-14,,,5.351e-13,1.950e-15,,3.320e-12,1.839e-18,2.285e-22,4.179e-13,2.679e-3,5.364e-28,1.499e-17,1.408e-22,,2.257e-15,4.672e-16,1.835e-20,4.734e-16,5.335e-17,8.757e-13,1.329e-3,1.738e-11,,0,0,0,0,,
565.81,3.926e-3,1.859e-13,,,5.350e-13,1.949e-15,,3.319e-12,1.848e-18,2.285e-22,4.178e-13,2.927e-3,5.408e-28,1.499e-17,1.409e-22,,2.266e-15,4.674e-16,2.191e-20,4.735e-16,5.334e-17,4.134e-13,9.990e-4,1.933e-11,,0,0,0,0,,
565.85,3.925e-3,5.024e-13,,,5.349e-13,1.949e-15,,3.318e-12,1.860e-18,2.287e-22,4.177e-13,3.252e-3,5.468e-28,1.499e-17,1.410e-22,,2.277e-15,4.676e-16,2.737e-20,4.735e-16,5.333e-17,1.497e-13,6.732e-4,2.197e-11,,0,0,0,0,,
565.89,4.010e-3,1.336e-12,,,5.349e-13,1.948e-15,,3.317e-12,1.871e-18,2.288e-22,4.175e-13,3.564e-3,5.528e-28,1.500e-17,1.411e-22,,2.288e-15,4.679e-16,3.362e-20,4.735e-16,5.331e-17,5.335e-14,4.465e-4,2.455e-11,,0,0,0,0,,
565.93,4.148e-3,3.493e-12,,,5.348e-13,1.948e-15,,3.316e-12,1.883e-18,2.289e-22,4.174e-13,3.857e-3,5.587e-28,1.500e-17,1.412e-22,,2.300e-15,4.681e-16,4.064e-20,4.736e-16,5.330e-17,1.869e-14,2.915e-4,2.699e-11,,0,0,0,0,,
565.96,4.272e-3,7.106e-12,,,5.347e-13,1.948e-15,,3.315e-12,1.891e-18,2.290e-22,4.173e-13,4.062e-3,5.632e-28,1.500e-17,1.413e-22,,2.308e-15,4.683e-16,4.634e-20,4.736e-16,5.328e-17,8.420e-15,2.095e-4,2.867e-11,,0,0,0,0,,
566,4.451e-3,1.806e-11,,,5.346e-13,1.947e-15,,3.314e-12,1.903e-18,2.291e-22,4.172e-13,4.318e-3,5.691e-28,1.500e-17,1.414e-22,,2.320e-15,4.685e-16,5.441e-20,4.736e-16,5.327e-17,5.217e-15,1.330e-4,3.063e-11,,0,0,0,0,,
566.04,4.641e-3,4.515e-11,,,5.346e-13,1.947e-15,,3.313e-12,1.914e-18,2.293e-22,4.171e-13,4.558e-3,5.751e-28,1.500e-17,1.416e-22,,2.331e-15,4.687e-16,6.285e-20,4.737e-16,5.325e-17,6.887e-15,8.306e-5,3.218e-11,,0,0,0,0,,
566.08,4.845e-3,1.110e-10,,,5.345e-13,1.946e-15,,3.312e-12,1.926e-18,2.294e-22,4.169e-13,4.794e-3,5.810e-28,1.500e-17,1.417e-22,,2.343e-15,4.690e-16,7.140e-20,4.737e-16,5.324e-17,1.984e-14,5.105e-5,3.326e-11,,0,0,0,0,,
566.11,5.014e-3,2.157e-10,,,5.344e-13,1.946e-15,,3.311e-12,1.934e-18,2.295e-22,4.168e-13,4.979e-3,5.855e-28,1.500e-17,1.418e-22,,2.351e-15,4.691e-16,7.773e-20,4.738e-16,5.323e-17,4.340e-14,3.506e-5,3.373e-11,,0,0,0,0,,
566.15,5.278e-3,5.156e-10,,,5.343e-13,1.945e-15,,3.310e-12,1.946e-18,2.296e-22,4.167e-13,5.257e-3,5.915e-28,1.501e-17,1.419e-22,,2.363e-15,4.694e-16,8.581e-20,4.738e-16,5.321e-17,1.215e-13,2.094e-5,3.388e-11,,0,0,0,0,,
566.19,5.609e-3,1.212e-9,,,5.343e-13,1.945e-15,,3.309e-12,1.957e-18,2.297e-22,4.166e-13,5.597e-3,5.974e-28,1.501e-17,1.420e-22,,2.374e-15,4.696e-16,9.318e-20,4.738e-16,5.320e-17,3.346e-13,1.231e-5,3.348e-11,,0,0,0,0,,
566.23,6.042e-3,2.804e-9,,,5.342e-13,1.944e-15,,3.308e-12,1.969e-18,2.299e-22,4.165e-13,6.034e-3,6.034e-28,1.501e-17,1.421e-22,,2.386e-15,4.698e-16,9.952e-20,4.739e-16,5.318e-17,9.067e-13,7.116e-6,3.255e-11,,0,0,0,0,,
566.26,6.455e-3,5.204e-9,,,5.341e-13,1.944e-15,,3.307e-12,1.978e-18,2.300e-22,4.164e-13,6.451e-3,6.078e-28,1.501e-17,1.422e-22,,2.394e-15,4.700e-16,1.034e-19,4.739e-16,5.317e-17,1.894e-12,4.668e-6,3.153e-11,,0,0,0,0,,
566.3,7.158e-3,1.170e-8,,,5.340e-13,1.944e-15,,3.306e-12,1.989e-18,2.301e-22,4.162e-13,7.155e-3,6.138e-28,1.501e-17,1.423e-22,,2.406e-15,4.702e-16,1.073e-19,4.739e-16,5.315e-17,4.988e-12,2.623e-6,2.981e-11,,0,0,0,0,,
566.34,8.068e-3,2.587e-8,,,5.340e-13,1.943e-15,,3.305e-12,2.001e-18,2.302e-22,4.161e-13,8.067e-3,6.197e-28,1.501e-17,1.424e-22,,2.417e-15,4.704e-16,1.096e-19,4.740e-16,5.314e-17,1.292e-11,1.449e-6,2.774e-11,,0,0,0,0,,
566.37,8.909e-3,4.641e-8,,,5.339e-13,1.943e-15,,3.304e-12,2.009e-18,2.303e-22,4.160e-13,8.908e-3,6.242e-28,1.501e-17,1.425e-22,,2.426e-15,4.706e-16,1.101e-19,4.740e-16,5.313e-17,2.610e-11,9.192e-7,2.602e-11,,0,0,0,0,,
566.41,1.026e-2,9.972e-8,,,5.338e-13,1.942e-15,,3.303e-12,2.021e-18,2.304e-22,4.159e-13,1.026e-2,6.302e-28,1.502e-17,1.426e-22,,2.437e-15,4.708e-16,1.092e-19,4.740e-16,5.311e-17,6.571e-11,4.936e-7,2.360e-11,,0,0,0,0,,
566.45,1.190e-2,2.108e-7,,,5.337e-13,1.942e-15,,3.302e-12,2.032e-18,2.305e-22,4.158e-13,1.190e-2,6.361e-28,1.502e-17,1.428e-22,,2.449e-15,4.711e-16,1.065e-19,4.741e-16,5.309e-17,1.627e-10,2.608e-7,2.112e-11,,0,0,0,0,,
566.49,1.383e-2,4.384e-7,,,5.337e-13,1.941e-15,,3.301e-12,2.044e-18,2.307e-22,4.156e-13,1.383e-2,6.421e-28,1.502e-17,1.429e-22,,2.460e-15,4.713e-16,1.022e-19,4.741e-16,5.308e-17,3.965e-10,1.355e-7,1.868e-11,,0,0,0,0,,
566.52,1.546e-2,7.512e-7,,,5.336e-13,1.941e-15,,3.300e-12,2.052e-18,2.308e-22,4.155e-13,1.546e-2,6.465e-28,1.502e-17,1.430e-22,,2.469e-15,4.715e-16,9.805e-20,4.742e-16,5.307e-17,7.650e-10,8.204e-8,1.693e-11,,0,0,0,0,,
566.56,1.785e-2,1.518e-6,,,5.335e-13,1.941e-15,,3.299e-12,2.064e-18,2.309e-22,4.154e-13,1.784e-2,6.525e-28,1.502e-17,1.431e-22,,2.480e-15,4.717e-16,9.142e-20,4.742e-16,5.305e-17,1.811e-9,4.142e-8,1.478e-11,,0,0,0,0,,
566.6,2.044e-2,3.018e-6,,,5.334e-13,1.940e-15,,3.298e-12,2.075e-18,2.310e-22,4.153e-13,2.043e-2,6.585e-28,1.502e-17,1.432e-22,,2.492e-15,4.719e-16,8.384e-20,4.742e-16,5.304e-17,4.219e-9,2.057e-8,1.290e-11,,0,0,0,0,,
566.64,2.317e-2,5.904e-6,,,5.333e-13,1.940e-15,,3.297e-12,2.087e-18,2.311e-22,4.152e-13,2.316e-2,6.644e-28,1.502e-17,1.433e-22,,2.503e-15,4.721e-16,7.564e-20,4.743e-16,5.302e-17,9.669e-9,1.005e-8,1.134e-11,,0,0,0,0,,
566.67,2.525e-2,9.661e-6,,,5.333e-13,1.939e-15,,3.296e-12,2.095e-18,2.312e-22,4.151e-13,2.524e-2,6.689e-28,1.502e-17,1.434e-22,,2.512e-15,4.723e-16,6.927e-20,4.743e-16,5.301e-17,1.782e-8,5.807e-9,1.039e-11,,0,0,0,0,,
566.71,2.800e-2,1.836e-5,,,5.332e-13,1.939e-15,,3.295e-12,2.107e-18,2.314e-22,4.149e-13,2.798e-2,6.748e-28,1.503e-17,1.435e-22,,2.523e-15,4.725e-16,6.072e-20,4.743e-16,5.299e-17,3.968e-8,2.756e-9,9.451e-12,,0,0,0,0,,
566.75,3.062e-2,3.434e-5,,,5.331e-13,1.938e-15,,3.294e-12,2.118e-18,2.315e-22,4.148e-13,3.059e-2,6.808e-28,1.503e-17,1.436e-22,,2.535e-15,4.728e-16,5.235e-20,4.744e-16,5.298e-17,8.694e-8,1.286e-9,8.881e-12,,0,0,0,0,,
566.79,3.301e-2,6.316e-5,,,5.330e-13,1.938e-15,,3.293e-12,2.130e-18,2.316e-22,4.147e-13,3.295e-2,6.867e-28,1.503e-17,1.437e-22,,2.546e-15,4.730e-16,4.440e-20,4.744e-16,5.296e-17,1.874e-7,5.905e-10,8.669e-12,,0,0,0,0,,
566.82,3.459e-2,9.871e-5,,,5.330e-13,1.937e-15,,3.292e-12,2.139e-18,2.317e-22,4.146e-13,3.449e-2,6.912e-28,1.503e-17,1.438e-22,,2.555e-15,4.732e-16,3.882e-20,4.744e-16,5.295e-17,3.298e-7,3.258e-10,8.733e-12,,0,0,0,0,,
566.86,3.634e-2,1.765e-4,,,5.329e-13,1.937e-15,,3.291e-12,2.150e-18,2.318e-22,4.145e-13,3.616e-2,6.972e-28,1.503e-17,1.440e-22,,2.566e-15,4.734e-16,3.199e-20,4.745e-16,5.294e-17,6.908e-7,1.453e-10,9.085e-12,,0,0,0,0,,
566.9,3.763e-2,3.103e-4,,,5.328e-13,1.937e-15,,3.290e-12,2.162e-18,2.320e-22,4.143e-13,3.732e-2,7.031e-28,1.503e-17,1.441e-22,,2.578e-15,4.736e-16,2.593e-20,4.745e-16,5.292e-17,1.424e-6,6.375e-11,9.705e-12,,0,0,0,0,,
566.94,3.844e-2,5.369e-4,,,5.327e-13,1.936e-15,,3.289e-12,2.173e-18,2.321e-22,4.142e-13,3.790e-2,7.091e-28,1.503e-17,1.442e-22,,2.589e-15,4.739e-16,2.067e-20,4.746e-16,5.291e-17,2.886e-6,2.751e-11,1.054e-11,,0,0,0,0,,
566.97,3.875e-2,8.013e-4,,,5.327e-13,1.936e-15,,3.288e-12,2.182e-18,2.322e-22,4.141e-13,3.794e-2,7.135e-28,1.504e-17,1.443e-22,,2.598e-15,4.740e-16,1.726e-20,4.746e-16,5.289e-17,4.851e-6,1.449e-11,1.127e-11,,0,0,0,0,,
567.01,3.882e-2,1.347e-3,,,5.326e-13,1.935e-15,,3.287e-12,2.193e-18,2.323e-22,4.140e-13,3.746e-2,7.195e-28,1.504e-17,1.444e-22,,2.609e-15,4.743e-16,1.337e-20,4.746e-16,5.288e-17,9.557e-6,6.073e-12,1.233e-11,,0,0,0,0,,
567.05,3.863e-2,2.228e-3,,,5.325e-13,1.935e-15,,3.286e-12,2.205e-18,6.776e-22,4.139e-13,3.639e-2,2.090e-27,1.504e-17,1.445e-22,,2.621e-15,4.745e-16,1.019e-20,4.747e-16,5.286e-17,1.852e-5,2.504e-12,1.343e-11,,0,0,0,0,,
567.09,3.844e-2,3.626e-3,,,5.324e-13,1.934e-15,,3.284e-12,2.216e-18,1.945e-21,4.137e-13,3.478e-2,5.980e-27,1.504e-17,1.446e-22,,2.632e-15,4.747e-16,7.635e-21,4.747e-16,5.285e-17,3.532e-5,1.016e-12,1.450e-11,,0,0,0,0,,
567.12,3.848e-2,5.169e-3,,,5.324e-13,1.934e-15,,3.284e-12,2.225e-18,4.243e-21,4.136e-13,3.326e-2,1.301e-26,1.504e-17,1.447e-22,,2.641e-15,4.749e-16,6.084e-21,4.747e-16,5.284e-17,5.671e-5,5.105e-13,1.525e-11,,0,0,0,0,,
567.16,3.917e-2,8.174e-3,,,5.323e-13,1.933e-15,,3.283e-12,2.236e-18,1.183e-20,4.135e-13,3.089e-2,3.613e-26,1.504e-17,1.448e-22,,2.652e-15,4.751e-16,4.431e-21,4.748e-16,5.282e-17,1.051e-4,2.011e-13,1.612e-11,,0,0,0,0,,
567.2,4.115e-2,1.272e-2,,,5.322e-13,1.933e-15,,3.281e-12,2.248e-18,3.248e-20,4.134e-13,2.824e-2,9.877e-26,1.504e-17,1.449e-22,,2.664e-15,4.753e-16,3.174e-21,4.748e-16,5.280e-17,1.916e-4,7.792e-14,1.680e-11,,0,0,0,0,,
567.24,4.521e-2,1.946e-2,,,5.321e-13,1.932e-15,,3.280e-12,2.259e-18,8.769e-20,4.133e-13,2.540e-2,2.656e-25,1.505e-17,1.451e-22,,2.675e-15,4.756e-16,2.237e-21,4.749e-16,5.279e-17,3.436e-4,2.970e-14,1.725e-11,,0,0,0,0,,
567.27,5.024e-2,2.650e-2,,,5.321e-13,1.932e-15,,3.280e-12,2.268e-18,1.827e-19,4.132e-13,2.321e-2,5.518e-25,1.505e-17,1.452e-22,,2.684e-15,4.757e-16,1.702e-21,4.749e-16,5.278e-17,5.268e-4,1.425e-14,1.742e-11,,0,0,0,0,,
567.31,6.065e-2,3.942e-2,,,5.320e-13,1.932e-15,,3.278e-12,2.280e-18,4.795e-19,4.130e-13,2.031e-2,1.442e-24,1.505e-17,1.453e-22,,2.695e-15,4.760e-16,1.165e-21,4.749e-16,5.276e-17,9.182e-4,5.277e-15,1.740e-11,,0,0,0,0,,
567.35,7.678e-2,5.770e-2,,,5.319e-13,1.931e-15,,3.277e-12,2.291e-18,1.238e-18,4.129e-13,1.751e-2,3.709e-24,1.505e-17,1.454e-22,,2.706e-15,4.762e-16,7.846e-22,4.750e-16,5.275e-17,1.574e-3,1.922e-15,1.711e-11,,0,0,0,0,,
567.39,1.006e-1,8.308e-2,,,5.318e-13,1.931e-15,,3.276e-12,2.303e-18,3.144e-18,4.128e-13,1.488e-2,9.383e-24,1.505e-17,1.455e-22,,2.718e-15,4.764e-16,5.198e-22,4.750e-16,5.273e-17,2.656e-3,6.884e-16,1.655e-11,,0,0,0,0,,
567.42,1.250e-1,1.081e-1,,,5.318e-13,1.930e-15,,3.275e-12,2.311e-18,6.259e-18,4.127e-13,1.306e-2,1.862e-23,1.505e-17,1.456e-22,,2.727e-15,4.766e-16,3.776e-22,4.750e-16,5.272e-17,3.889e-3,3.153e-16,1.597e-11,,0,0,0,0,,
567.46,1.685e-1,1.513e-1,,,5.317e-13,1.930e-15,,3.274e-12,2.323e-18,1.545e-17,4.126e-13,1.086e-2,4.579e-23,1.505e-17,1.457e-22,,2.738e-15,4.768e-16,2.430e-22,4.751e-16,5.270e-17,6.376e-3,1.097e-16,1.501e-11,,0,0,0,0,,
