idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[2, 5, 6, 8, 9]",5,"[415.608, 495.913, 524.9590000000001, 543.152, 562.054]","[0.42, 0.0413, 0.242, 0.054, 0.13]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.4030910657999995, 3.7499945446]","[14.0, 10.0, 16.0, 14.0, 18.0]","[-0.04111305769812079, -0.09317835216457195, 0.051632116961486674, 0.01340734170553174, 0.06925195119567444]",0.09317835216457195
"[2, 5, 6, 8, 10]",5,"[415.608, 495.913, 524.9590000000001, 543.152, 568.8520000000001]","[0.42, 0.0413, 0.242, 0.054, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.4030910657999995, 3.1645237905999997]","[14.0, 10.0, 16.0, 14.0, 14.0]","[0.0009829147556909001, -0.08706209064760782, 0.06943203684657548, 0.01652232196089027, 0.00012481708445118145]",0.08706209064760782
"[2, 5, 6, 9, 10]",5,"[415.608, 495.913, 524.9590000000001, 562.054, 568.8520000000001]","[0.42, 0.0413, 0.242, 0.13, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.3366439847999994, 3.7499945446, 3.1645237905999997]","[14.0, 10.0, 16.0, 18.0, 14.0]","[-0.030035661120830448, -0.08872247479475731, 0.05406337264908165, 0.06850889224255396, -0.0038141289760477703]",0.08872247479475731
"[2, 5, 7, 8, 9]",5,"[415.608, 495.913, 537.1930000000001, 543.152, 562.054]","[0.42, 0.0413, 0.115, 0.054, 0.13]","[3.1645237905999997, 2.5629852285999997, 3.7196863938, 3.4030910657999995, 3.7499945446]","[14.0, 10.0, 20.0, 14.0, 18.0]","[-0.06223565387425922, -0.11138002948530389, 0.07982776242261572, 0.014698835339322876, 0.07908908559762443]",0.11138002948530389
"[2, 5, 7, 8, 10]",5,"[415.608, 495.913, 537.1930000000001, 543.152, 568.8520000000001]","[0.42, 0.0413, 0.115, 0.054, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.7196863938, 3.4030910657999995, 3.1645237905999997]","[14.0, 10.0, 20.0, 14.0, 14.0]","[-0.004664795179453285, -0.10295059734986861, 0.08926106533409553, 0.018946694061722266, -0.0005923668664959414]",0.10295059734986861
"[2, 5, 7, 9, 10]",5,"[415.608, 495.913, 537.1930000000001, 562.054, 568.8520000000001]","[0.42, 0.0413, 0.115, 0.13, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.7196863938, 3.7499945446, 3.1645237905999997]","[14.0, 10.0, 20.0, 18.0, 14.0]","[-0.0462081673483512, -0.10513424528816265, 0.07902163530232686, 0.07818859923111143, -0.005867821896924419]",0.10513424528816265
"[2, 5, 8, 9, 10]",5,"[415.608, 495.913, 543.152, 562.054, 568.8520000000001]","[0.42, 0.0413, 0.054, 0.13, 0.073]","[3.1645237905999997, 2.5629852285999997, 3.4030910657999995, 3.7499945446, 3.1645237905999997]","[14.0, 10.0, 14.0, 18.0, 14.0]","[-0.003851077667824998, -0.10341806981801392, 0.019117388286944467, 0.0886407947777277, -0.0004890355788331607]",0.10341806981801392
"[2, 6, 7, 8, 9]",5,"[415.608, 524.9590000000001, 537.1930000000001, 543.152, 562.054]","[0.42, 0.242, 0.115, 0.054, 0.13]","[3.1645237905999997, 3.3366439847999994, 3.7196863938, 3.4030910657999995, 3.7499945446]","[14.0, 16.0, 20.0, 14.0, 18.0]","[-0.13541631464070492, 0.014145436779428366, 0.05709986145568089, 0.0069984894757268296, 0.0571725269298689]",0.13541631464070492
"[2, 6, 7, 8, 10]",5,"[415.608, 524.9590000000001, 537.1930000000001, 543.152, 568.8520000000001]","[0.42, 0.242, 0.115, 0.054, 0.073]","[3.1645237905999997, 3.3366439847999994, 3.7196863938, 3.4030910657999995, 3.1645237905999997]","[14.0, 16.0, 20.0, 14.0, 14.0]","[-0.09328970611712706, 0.031540527288834524, 0.06357956829243946, 0.010016160869367997, -0.011846550333514935]",0.09328970611712706
"[2, 6, 7, 9, 10]",5,"[415.608, 524.9590000000001, 537.1930000000001, 562.054, 568.8520000000001]","[0.42, 0.242, 0.115, 0.13, 0.073]","[3.1645237905999997, 3.3366439847999994, 3.7196863938, 3.7499945446, 3.1645237905999997]","[14.0, 16.0, 20.0, 18.0, 14.0]","[-0.11816608907918552, 0.0189235885747564, 0.057145032242190474, 0.05710298795198488, -0.01500551968974613]",0.11816608907918552
"[2, 6, 8, 9, 10]",5,"[415.608, 524.9590000000001, 543.152, 562.054, 568.8520000000001]","[0.42, 0.242, 0.054, 0.13, 0.073]","[3.1645237905999997, 3.3366439847999994, 3.4030910657999995, 3.7499945446, 3.1645237905999997]","[14.0, 16.0, 14.0, 18.0, 14.0]","[-0.09358406010625109, 0.03176862581548345, 0.01007841063012322, 0.06362095303085229, -0.01188392937020788]",0.09358406010625109
