Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
200.996,6.461e-1,,,9.633e-41,,,2.865e-41,,1.504e-18,,,6.193e-13,3.359e-12,,,,,,6.077e-40,,,7.631e-7,,6.461e-1,5.200e-8,,,,
201.006,7.526e-1,,,1.139e-40,,,9.114e-42,,5.694e-18,,,1.649e-12,2.999e-12,,,,,,1.272e-40,,,9.078e-7,,7.526e-1,4.397e-8,,,,
201.016,8.574e-1,,,1.460e-40,,,2.836e-42,,2.109e-17,,,4.698e-12,2.638e-12,,,,,,2.604e-41,,,1.057e-6,,8.574e-1,4.016e-8,,,,
201.026,9.555e-1,,,1.955e-40,,,8.630e-43,,7.644e-17,,,1.323e-11,2.286e-12,,,,,,2.859e-41,,,1.204e-6,,9.555e-1,3.999e-8,,,,
201.036,1.042e+0,,,2.656e-40,,,2.569e-43,,2.710e-16,,,3.650e-11,1.951e-12,,,,,,3.113e-41,,,1.342e-6,,1.042e+0,4.297e-8,,,,
201.046,1.111e+0,,,3.594e-40,,,7.477e-44,,9.403e-16,,,9.852e-11,1.639e-12,,,,,,3.368e-41,,,1.462e-6,,1.111e+0,4.871e-8,,,,
201.056,1.158e+0,,,4.802e-40,,,2.129e-44,,3.192e-15,,,2.601e-10,1.356e-12,,,,,,3.623e-41,,,1.559e-6,,1.158e+0,5.684e-8,,,,
201.066,1.181e+0,,,6.303e-40,,,5.927e-45,,1.060e-14,,,6.718e-10,1.104e-12,,,,,,3.878e-41,,,1.626e-6,,1.181e+0,6.703e-8,,,,
201.076,1.179e+0,,,8.110e-40,,,1.614e-45,,3.444e-14,,,1.697e-9,8.838e-13,,,,,,4.133e-41,,,1.659e-6,,1.179e+0,7.895e-8,,,,
201.086,1.151e+0,,,1.022e-39,,,4.298e-46,,1.095e-13,,,4.195e-9,6.957e-13,,,,,,4.388e-41,,,1.655e-6,,1.151e+0,9.224e-8,,,,
201.096,1.098e+0,,,1.260e-39,,,1.119e-46,,3.405e-13,,,1.014e-8,5.382e-13,,,,,,4.643e-41,,,1.615e-6,,1.098e+0,1.065e-7,,,,
201.106,1.026e+0,,,1.520e-39,,,2.851e-47,,1.036e-12,,,2.399e-8,4.090e-13,,,,,,4.898e-41,,,1.542e-6,,1.026e+0,1.212e-7,,,,
201.116,9.367e-1,,,1.793e-39,,,7.103e-48,,3.086e-12,,,5.550e-8,3.051e-13,,,,,,5.152e-41,,,1.440e-6,,9.367e-1,1.360e-7,,,,
201.126,8.368e-1,,,2.070e-39,,,1.731e-48,,8.991e-12,,,1.256e-7,2.234e-13,,,,,,5.407e-41,,,1.315e-6,,8.368e-1,1.504e-7,,,,
201.136,7.313e-1,,,2.337e-39,,,4.124e-49,,2.563e-11,,,2.781e-7,1.605e-13,,,,,,5.662e-41,,,1.175e-6,,7.313e-1,1.638e-7,,,,
201.145,6.356e-1,,,2.558e-39,,,1.113e-49,,6.459e-11,,,5.580e-7,1.172e-13,,,,,,5.892e-41,,,1.042e-6,,6.356e-1,1.748e-7,,,,
201.155,5.325e-1,,,2.770e-39,,,2.542e-50,,1.767e-10,,,1.185e-6,8.113e-14,,,,,,2.858e-40,,,8.923e-7,,5.325e-1,1.855e-7,,,,
201.165,4.365e-1,,,2.933e-39,,,5.680e-51,,4.728e-10,,,2.460e-6,5.503e-14,,,,,,1.356e-39,,,7.476e-7,,4.364e-1,1.942e-7,,,,
201.175,3.499e-1,,,3.039e-39,,,1.241e-51,,1.238e-9,,,4.999e-6,3.657e-14,,,,,,6.297e-39,,,6.128e-7,,3.499e-1,2.010e-7,,,,
201.185,2.744e-1,,,3.079e-39,,,2.652e-52,,3.173e-9,,,9.936e-6,2.381e-14,,,,,,2.860e-38,,,4.912e-7,,2.743e-1,2.057e-7,,,,
201.195,2.104e-1,,,3.052e-39,,,5.542e-53,,7.955e-9,,,1.932e-5,1.518e-14,,,,,,1.271e-37,,,3.852e-7,,2.104e-1,2.083e-7,,,,
201.205,1.579e-1,,,2.960e-39,,,5.585e-53,,1.952e-8,,,3.674e-5,9.480e-15,,,,,,5.525e-37,,,2.954e-7,,1.579e-1,2.090e-7,,,,
201.215,1.159e-1,,,2.807e-39,,,5.628e-53,,4.685e-8,,,6.835e-5,5.795e-15,,,,,,2.350e-36,,,2.217e-7,,1.158e-1,2.077e-7,,,,
201.225,8.328e-2,,,2.604e-39,,,5.670e-53,,1.101e-7,,,1.244e-4,3.468e-15,,,,,,9.776e-36,,,1.627e-7,,8.315e-2,2.046e-7,,,,
201.235,5.861e-2,,,2.363e-39,,,5.713e-53,,2.530e-7,,,2.215e-4,2.031e-15,,,,,,3.979e-35,,,1.168e-7,,5.839e-2,1.997e-7,,,,
201.245,4.050e-2,,,2.098e-39,,,5.756e-53,,5.692e-7,,,3.857e-4,1.164e-15,,,,,,1.584e-34,,,8.197e-8,,4.011e-2,1.932e-7,,,,
201.255,2.764e-2,,,1.822e-39,,,5.799e-53,,1.253e-6,,,6.571e-4,6.532e-16,,,,,,6.172e-34,,,5.629e-8,,2.698e-2,1.851e-7,,,,
201.265,1.889e-2,,,1.548e-39,,,5.841e-53,,2.699e-6,,,1.095e-3,3.586e-16,,,,,,2.352e-33,,,3.781e-8,,1.779e-2,1.755e-7,,,,
201.275,1.335e-2,,,1.286e-39,,,5.884e-53,,5.689e-6,,,1.785e-3,1.926e-16,,,,,,8.770e-33,,,2.485e-8,,1.156e-2,1.646e-7,,,,
201.285,1.034e-2,,,1.046e-39,,,5.927e-53,,1.173e-5,,,2.847e-3,1.012e-16,,,,,,3.199e-32,,,1.597e-8,,7.485e-3,1.526e-7,,,,
201.295,9.458e-3,,,8.332e-40,,,5.970e-53,,2.369e-5,,,4.442e-3,5.205e-17,,,,,,1.142e-31,,,1.004e-8,,4.993e-3,1.398e-7,,,,
201.305,1.050e-2,,,6.496e-40,,,6.012e-53,,4.680e-5,,,6.779e-3,2.618e-17,,,,,,3.985e-31,,,6.172e-9,,3.678e-3,1.266e-7,,,,
201.315,1.352e-2,,,4.964e-40,,,6.055e-53,,9.048e-5,,,1.012e-2,1.288e-17,,,,,,1.361e-30,,,3.712e-9,,3.307e-3,1.133e-7,,,,
201.325,1.874e-2,,,3.723e-40,,,6.098e-53,,1.712e-4,,,1.478e-2,6.203e-18,,,,,,4.547e-30,,,2.184e-9,,3.795e-3,1.005e-7,,,,
201.335,2.663e-2,,,2.745e-40,,,6.140e-53,,3.170e-4,,,2.111e-2,2.921e-18,,,,,,1.486e-29,,,1.257e-9,,5.200e-3,8.865e-8,,,,
201.345,3.780e-2,,,1.996e-40,,,6.183e-53,,5.744e-4,,,2.951e-2,1.346e-18,,,,,,4.753e-29,,,7.073e-10,,7.715e-3,7.815e-8,,,,
201.354,5.130e-2,,,1.487e-40,,,6.222e-53,,9.629e-4,,,3.914e-2,6.575e-19,,,,,,1.328e-28,,,4.137e-10,,1.120e-2,7.017e-8,,,,
201.364,7.099e-2,,,1.071e-40,,,6.264e-53,,1.675e-3,,,5.246e-2,2.905e-19,,,,,,4.073e-28,,,2.233e-10,,1.686e-2,6.320e-8,,,,
201.374,9.661e-2,,,7.765e-41,,,6.307e-53,,2.852e-3,,,6.879e-2,1.255e-19,,,,,,1.222e-27,,,1.179e-10,,2.497e-2,5.841e-8,,,,
201.384,1.293e-1,,,5.742e-41,,,6.350e-53,,4.751e-3,,,8.825e-2,5.307e-20,,,,,,3.588e-27,,,6.087e-11,,3.625e-2,5.587e-8,,,,
201.394,1.701e-1,,,4.382e-41,,,6.393e-53,,7.749e-3,,,1.108e-1,2.194e-20,,,,,,1.030e-26,,,3.074e-11,,5.153e-2,5.551e-8,,,,
201.404,2.201e-1,,,3.481e-41,,,6.435e-53,,1.237e-2,,,1.361e-1,8.876e-21,,,,,,2.895e-26,,,1.519e-11,,7.167e-2,5.716e-8,,,,
201.414,2.804e-1,,,2.884e-41,,,6.478e-53,,1.932e-2,,,1.635e-1,3.512e-21,,,,,,7.958e-26,,,7.339e-12,,9.752e-2,6.052e-8,,,,
201.424,3.517e-1,,,2.478e-41,,,6.521e-53,,2.955e-2,,,1.924e-1,1.359e-21,,,,,,2.140e-25,,,3.469e-12,,1.298e-1,6.522e-8,,,,
201.434,4.348e-1,,,2.183e-41,,,6.564e-53,,4.422e-2,,,2.216e-1,5.144e-22,,,,,,5.629e-25,,,1.604e-12,,1.690e-1,7.079e-8,,,,
201.444,5.300e-1,,,1.949e-41,,,6.606e-53,,6.478e-2,,,2.499e-1,1.905e-22,,,,,,1.449e-24,,,7.252e-13,,2.153e-1,7.676e-8,,,,
201.454,6.374e-1,,,1.744e-41,,,6.649e-53,,9.290e-2,,,2.762e-1,6.898e-23,,,,,,3.648e-24,,,3.208e-13,,2.683e-1,8.260e-8,,,,
201.464,7.568e-1,,,1.552e-41,,,6.692e-53,,1.304e-1,,,2.994e-1,2.444e-23,,,,,,8.985e-24,,,1.388e-13,,3.271e-1,8.783e-8,,,,
201.474,8.877e-1,,,1.367e-41,,,6.734e-53,,1.791e-1,,,3.185e-1,8.467e-24,,,,,,2.165e-23,,,5.874e-14,,3.900e-1,9.204e-8,,,,
201.484,1.029e+0,,,1.188e-41,,,6.777e-53,,2.409e-1,,,3.333e-1,2.870e-24,,,,,,5.104e-23,,,2.431e-14,,4.550e-1,9.489e-8,,,,
201.494,1.180e+0,,,1.020e-41,,,6.820e-53,,3.172e-1,,,3.435e-1,9.513e-25,,,,,,1.177e-22,,,9.845e-15,,5.192e-1,9.616e-8,,,,
201.504,1.338e+0,,,8.664e-42,,,6.863e-53,,4.087e-1,,,3.499e-1,3.085e-25,,,,,,2.656e-22,,,3.899e-15,,5.795e-1,9.575e-8,,,,
201.514,1.502e+0,,,7.336e-42,,,6.905e-53,,5.156e-1,,,3.535e-1,9.783e-26,,,,,,5.863e-22,,,1.510e-15,,6.329e-1,9.373e-8,,,,
201.524,1.669e+0,,,6.265e-42,,,6.948e-53,,6.368e-1,,,3.558e-1,3.035e-26,,,,,,1.266e-21,,,5.723e-16,,6.760e-1,9.027e-8,,,,
201.534,1.835e+0,,,5.497e-42,,,6.991e-53,,7.698e-1,,,3.587e-1,9.209e-27,,,,,,2.675e-21,,,2.121e-16,,7.065e-1,8.567e-8,,,,
201.544,1.997e+0,,,5.066e-42,,,7.034e-53,,9.109e-1,,,3.641e-1,2.733e-27,,,,,,5.528e-21,,,7.690e-17,,7.222e-1,8.029e-8,,,,
201.554,2.151e+0,,,5.000e-42,,,7.076e-53,,1.055e+0,,,3.736e-1,7.935e-28,,,,,,1.118e-20,,,2.727e-17,,7.222e-1,7.457e-8,,,,
201.563,2.279e+0,,,5.271e-42,,,7.115e-53,,1.183e+0,,,3.870e-1,2.558e-28,,,,,,2.067e-20,,,1.053e-17,,7.087e-1,6.946e-8,,,,
201.573,2.404e+0,,,5.949e-42,,,7.158e-53,,1.316e+0,,,4.080e-1,7.120e-29,,,,,,4.009e-20,,,3.579e-18,,6.797e-1,6.421e-8,,,,
201.583,2.507e+0,,,7.026e-42,,,7.200e-53,,1.434e+0,,,4.354e-1,1.939e-29,,,,,,7.606e-20,,,1.190e-18,,6.378e-1,5.971e-8,,,,
201.593,2.583e+0,,,8.493e-42,,,7.243e-53,,1.529e+0,,,4.685e-1,5.163e-30,,,,,,1.412e-19,,,3.872e-19,,5.854e-1,5.621e-8,,,,
201.603,2.627e+0,,,1.032e-41,,,7.286e-53,,1.596e+0,,,5.057e-1,1.345e-30,,,,,,2.564e-19,,,1.232e-19,,5.257e-1,5.385e-8,,,,
201.613,2.638e+0,,,1.247e-41,,,7.329e-53,,1.631e+0,,,5.449e-1,3.426e-31,,,,,,4.554e-19,,,3.835e-20,,4.620e-1,5.266e-8,,,,
201.623,2.612e+0,,,1.487e-41,,,7.371e-53,,1.632e+0,,,5.830e-1,8.538e-32,,,,,,7.915e-19,,,1.168e-20,,3.974e-1,5.256e-8,,,,
201.633,2.551e+0,,,1.743e-41,,,7.414e-53,,1.599e+0,,,6.172e-1,2.081e-32,,,,,,1.346e-18,,,3.477e-21,,3.349e-1,5.340e-8,,,,
201.643,2.454e+0,,,2.004e-41,,,7.457e-53,,1.533e+0,,,6.443e-1,4.962e-33,,,,,,2.239e-18,,,1.013e-21,,2.768e-1,5.496e-8,,,,
201.653,2.326e+0,,,2.258e-41,,,7.499e-53,,1.439e+0,,,6.617e-1,1.157e-33,,,,,,3.643e-18,,,2.885e-22,,2.250e-1,5.696e-8,,,,
201.663,2.171e+0,,,2.490e-41,,,7.542e-53,,1.323e+0,,,6.675e-1,2.639e-34,,,,,,5.799e-18,,,8.040e-23,,1.809e-1,5.913e-8,,,,
201.673,1.996e+0,,,2.688e-41,,,7.585e-53,,1.190e+0,,,6.605e-1,5.888e-35,,,,,,9.032e-18,,,2.192e-23,,1.455e-1,6.122e-8,,,,
201.683,1.809e+0,,,2.840e-41,,,7.628e-53,,1.049e+0,,,6.407e-1,1.285e-35,,,,,,1.376e-17,,,5.844e-24,,1.191e-1,6.299e-8,,,,
201.693,1.616e+0,,,2.936e-41,,,7.670e-53,,9.046e-1,,,6.087e-1,2.743e-36,,,,,,2.051e-17,,,1.524e-24,,1.023e-1,6.429e-8,,,,
201.703,1.425e+0,,,2.969e-41,,,7.713e-53,,7.638e-1,,,5.662e-1,5.726e-37,,,,,,2.991e-17,,,3.888e-25,,9.538e-2,6.501e-8,,,,
201.713,1.246e+0,,,2.938e-41,,,7.756e-53,,6.314e-1,,,5.156e-1,1.169e-37,,,,,,4.268e-17,,,9.700e-26,,9.865e-2,6.511e-8,,,,
201.723,1.083e+0,,,2.845e-41,,,7.799e-53,,5.110e-1,,,4.595e-1,4.315e-37,,,,,,5.956e-17,,,2.367e-26,,1.127e-1,6.463e-8,,,,
201.733,9.437e-1,,,2.695e-41,,,7.841e-53,,4.049e-1,,,4.007e-1,7.460e-37,,,,,,8.133e-17,,,5.652e-27,,1.380e-1,6.367e-8,,,,
201.743,8.315e-1,,,2.498e-41,,,7.884e-53,,3.141e-1,,,3.419e-1,1.061e-36,,,,,,1.086e-16,,,1.320e-27,,1.754e-1,6.235e-8,,,,
201.753,7.494e-1,,,2.266e-41,,,7.927e-53,,2.385e-1,,,2.855e-1,1.375e-36,,,,,,1.420e-16,,,3.014e-28,,2.254e-1,6.084e-8,,,,
201.763,6.988e-1,,,2.010e-41,,,7.970e-53,,1.773e-1,,,2.332e-1,1.690e-36,,,,,,1.815e-16,,,6.734e-29,,2.883e-1,5.928e-8,,,,
201.772,6.799e-1,,,1.772e-41,,,8.008e-53,,1.334e-1,,,1.907e-1,1.973e-36,,,,,,2.222e-16,,,1.715e-29,,3.558e-1,5.796e-8,,,,
201.782,6.867e-1,,,1.509e-41,,,8.051e-53,,9.523e-2,,,1.494e-1,2.287e-36,,,,,,2.725e-16,,,3.674e-30,,4.421e-1,5.665e-8,,,,
201.792,7.197e-1,,,1.257e-41,,,8.094e-53,,6.657e-2,,,1.145e-1,2.602e-36,,,,,,3.269e-16,,,7.698e-31,,5.386e-1,5.558e-8,,,,
201.802,7.741e-1,,,1.024e-41,,,8.136e-53,,4.555e-2,,,8.588e-2,2.916e-36,,,,,,3.836e-16,,,1.578e-31,,6.427e-1,5.471e-8,,,,
201.812,8.443e-1,,,8.170e-42,,,8.179e-53,,3.052e-2,,,6.299e-2,3.231e-36,,,,,,4.405e-16,,,1.597e-31,,7.508e-1,5.401e-8,,,,
201.822,9.235e-1,,,6.377e-42,,,8.222e-53,,2.001e-2,,,4.520e-2,3.545e-36,,,,,,4.948e-16,,,1.617e-31,,8.583e-1,5.334e-8,,,,
201.832,1.005e+0,,,4.873e-42,,,8.264e-53,,1.285e-2,,,3.173e-2,3.860e-36,,,,,,5.437e-16,,,1.636e-31,,9.602e-1,5.258e-8,,,,
201.842,1.081e+0,,,3.648e-42,,,8.307e-53,,8.075e-3,,,2.179e-2,4.175e-36,,,,,,5.845e-16,,,1.655e-31,,1.051e+0,5.159e-8,,,,
201.852,1.146e+0,,,2.679e-42,6.986e-25,,8.350e-53,,4.968e-3,,,1.464e-2,4.489e-36,,,,,,6.148e-16,,,1.675e-31,,1.126e+0,5.023e-8,,,,
201.862,1.194e+0,,,1.939e-42,3.388e-24,,8.393e-53,,2.992e-3,,,9.620e-3,4.804e-36,,,,,,6.325e-16,,,1.694e-31,,1.181e+0,4.839e-8,,,,
201.872,1.221e+0,,,1.397e-42,1.608e-23,,8.435e-53,,1.765e-3,,,6.185e-3,5.118e-36,,,,,,6.367e-16,,,1.714e-31,,1.213e+0,4.604e-8,,,,
201.882,1.226e+0,,,1.025e-42,7.466e-23,,8.478e-53,,1.021e-3,,,3.890e-3,5.433e-36,,,,,,6.270e-16,,,1.733e-31,,1.221e+0,4.315e-8,,,,
201.892,1.207e+0,,,8.016e-43,3.392e-22,,8.521e-53,,5.826e-4,,,2.393e-3,5.747e-36,,,,,,6.041e-16,,,1.753e-31,,1.204e+0,3.979e-8,,,,
201.902,1.167e+0,,,7.137e-43,1.508e-21,,8.564e-53,,3.331e-4,,,1.441e-3,6.062e-36,,,,,,5.693e-16,,,1.772e-31,,1.166e+0,3.605e-8,,,,
201.912,1.110e+0,,,7.601e-43,6.558e-21,,8.606e-53,,2.016e-4,,,8.482e-4,6.376e-36,,,,,,5.250e-16,,,1.792e-31,,1.109e+0,3.206e-8,,,,
201.922,1.041e+0,,,9.526e-43,2.791e-20,,8.649e-53,,1.470e-4,,,4.886e-4,6.691e-36,,,,,,4.735e-16,,,1.811e-31,,1.040e+0,2.796e-8,,,,
201.932,9.644e-1,,,1.317e-42,1.162e-19,,8.692e-53,,1.506e-4,,,2.753e-4,7.005e-36,,,,,,4.179e-16,,,1.830e-31,,9.640e-1,2.389e-8,,,,
201.942,8.880e-1,,,1.896e-42,4.736e-19,,8.735e-53,,2.108e-4,,,1.518e-4,7.320e-36,,,,,,3.608e-16,,,1.850e-31,,8.876e-1,2.001e-8,,,,
201.952,8.171e-1,,,2.747e-42,1.888e-18,,8.777e-53,,3.425e-4,,,8.184e-5,7.635e-36,,,,,,3.047e-16,,,1.869e-31,,8.167e-1,1.641e-8,,,,
201.962,7.570e-1,,,3.942e-42,7.365e-18,,8.820e-53,,5.780e-4,,,4.317e-5,7.949e-36,,,,,,2.518e-16,,,1.889e-31,,7.564e-1,1.319e-8,,,,
201.972,7.114e-1,,,5.569e-42,2.811e-17,,8.863e-53,,9.718e-4,,,2.228e-5,8.264e-36,,,,,,2.035e-16,,,1.908e-31,,7.105e-1,1.038e-8,,,,
201.981,6.848e-1,,,7.483e-42,9.211e-17,,8.901e-53,,1.529e-3,,,1.206e-5,8.547e-36,,,,,,1.649e-16,,,1.926e-31,,6.832e-1,8.223e-9,,,,
201.991,6.717e-1,,,1.021e-41,3.373e-16,,8.944e-53,,2.483e-3,,,5.967e-6,8.861e-36,,,,,,1.279e-16,,,1.945e-31,,6.693e-1,6.238e-9,,,,
202.001,6.753e-1,,,1.366e-41,1.209e-15,,8.987e-53,,3.946e-3,,,2.889e-6,9.176e-36,,,,,,9.701e-17,,,1.965e-31,,6.713e-1,4.660e-9,,,,
202.011,6.931e-1,,,1.795e-41,4.237e-15,,9.029e-53,,6.137e-3,,,1.369e-6,9.490e-36,,,,,,7.199e-17,,,1.984e-31,,6.869e-1,3.451e-9,,,,
202.021,7.216e-1,,,2.318e-41,1.454e-14,,9.072e-53,,9.337e-3,,,6.342e-7,9.805e-36,,,,,,5.226e-17,,,2.003e-31,,7.123e-1,2.567e-9,,,,
202.031,7.567e-1,,,2.943e-41,4.879e-14,,9.115e-53,,1.390e-2,,,2.875e-7,1.012e-35,,,,,,3.712e-17,,,2.023e-31,,7.428e-1,1.964e-9,,,,
202.041,7.938e-1,,,3.678e-41,1.602e-13,,9.158e-53,,2.024e-2,,,1.275e-7,1.043e-35,,,,,,2.579e-17,,,2.042e-31,,7.735e-1,1.603e-9,,,,
202.051,8.285e-1,,,4.529e-41,5.149e-13,,9.200e-53,,2.885e-2,,,5.530e-8,1.075e-35,,,,,,1.753e-17,,,2.062e-31,,7.997e-1,1.450e-9,,,,
202.061,8.572e-1,,,5.502e-41,1.619e-12,,9.243e-53,,4.021e-2,,,2.347e-8,1.106e-35,,,,,,1.166e-17,,,2.081e-31,,8.170e-1,1.479e-9,,,,
202.071,8.771e-1,,,6.604e-41,4.981e-12,,9.286e-53,,5.485e-2,,,9.744e-9,1.138e-35,,,,,,7.585e-18,,,2.101e-31,,8.223e-1,1.674e-9,,,,
202.081,8.866e-1,,,7.839e-41,1.499e-11,,9.329e-53,,7.320e-2,,,3.957e-9,1.169e-35,,,,,,4.828e-18,,,2.120e-31,,8.134e-1,2.022e-9,,,,
202.091,8.851e-1,,,9.215e-41,4.416e-11,,9.371e-53,,9.557e-2,,,1.572e-9,1.201e-35,,,,,,3.006e-18,,,2.140e-31,,7.895e-1,2.517e-9,,,,
202.101,8.733e-1,,,1.074e-40,1.273e-10,,9.414e-53,,1.221e-1,,,6.111e-10,1.232e-35,,,,,,1.831e-18,,,2.159e-31,,7.512e-1,3.155e-9,,,,
202.111,8.528e-1,,,1.241e-40,3.589e-10,,9.457e-53,,1.526e-1,,,2.324e-10,1.264e-35,,,,,,1.091e-18,,,2.178e-31,,7.002e-1,3.937e-9,,,,
202.121,8.257e-1,,,1.424e-40,9.902e-10,,9.500e-53,,1.866e-1,,,8.642e-11,1.295e-35,,,,,,6.362e-19,,,2.198e-31,,6.391e-1,4.861e-9,,,,
202.131,7.942e-1,,,1.622e-40,2.673e-9,,9.542e-53,,2.232e-1,,,3.145e-11,1.326e-35,,,,,,3.629e-19,,,2.217e-31,,5.710e-1,5.928e-9,,,,
202.141,7.606e-1,,,1.832e-40,7.061e-9,,9.585e-53,,2.612e-1,,,1.119e-11,1.358e-35,,,,,,2.025e-19,,,2.237e-31,,4.993e-1,7.142e-9,,,,
202.151,7.264e-1,,,2.053e-40,1.825e-8,,9.628e-53,,2.991e-1,,,3.898e-12,1.389e-35,,,,,,1.105e-19,,,2.256e-31,,4.273e-1,8.507e-9,,,,
202.161,6.929e-1,,,2.280e-40,4.615e-8,,9.670e-53,,3.352e-1,,,1.328e-12,1.421e-35,,,,,,5.903e-20,,,2.276e-31,,3.578e-1,1.004e-8,,,,
202.171,6.605e-1,,,2.508e-40,1.142e-7,,9.713e-53,,3.674e-1,,,4.425e-13,1.452e-35,,,,,,3.084e-20,,,2.295e-31,,2.931e-1,1.175e-8,,,,
202.181,6.289e-1,,,2.729e-40,2.765e-7,,9.756e-53,,3.940e-1,,,1.443e-13,1.484e-35,,,,,,1.576e-20,,,2.315e-31,,2.349e-1,1.368e-8,,,,
202.19,6.008e-1,,,2.915e-40,6.014e-7,,9.794e-53,,4.118e-1,,,5.163e-14,1.512e-35,,,,,,8.460e-21,,,2.332e-31,,1.890e-1,1.562e-8,,,,
202.2,5.690e-1,,,3.100e-40,1.397e-6,,9.837e-53,,4.237e-1,,,1.614e-14,1.544e-35,,,,,,4.156e-21,,,2.352e-31,,1.453e-1,1.804e-8,,,,
202.21,5.358e-1,,,3.256e-40,3.176e-6,,9.880e-53,,4.265e-1,,,4.938e-15,1.575e-35,,,,,,2.013e-21,,,2.371e-31,,1.093e-1,2.078e-8,,,,
202.22,5.005e-1,,,3.375e-40,7.062e-6,,9.923e-53,,4.200e-1,,,1.477e-15,1.606e-35,,,,,,9.910e-22,,,2.390e-31,,8.046e-2,2.386e-8,,,,
202.23,4.627e-1,,,3.451e-40,1.537e-5,,9.965e-53,,4.047e-1,,,4.325e-16,1.638e-35,,,,,,5.614e-22,,,2.410e-31,,5.794e-2,2.728e-8,,,,
202.24,4.224e-1,,,3.482e-40,3.272e-5,,1.001e-52,,3.815e-1,,,1.238e-16,1.669e-35,,,,,,4.910e-22,,,2.429e-31,,4.082e-2,3.102e-8,,,,
202.25,3.801e-1,,,3.467e-40,6.817e-5,,1.005e-52,,3.519e-1,,,3.469e-17,1.701e-35,,,,,,7.401e-22,,,2.449e-31,,2.814e-2,3.501e-8,,,,
202.26,3.366e-1,,,3.408e-40,1.390e-4,,1.009e-52,,3.175e-1,,,9.508e-18,1.732e-35,,,,,,1.444e-21,,,2.468e-31,,1.897e-2,3.916e-8,,,,
202.27,2.931e-1,,,3.308e-40,2.771e-4,,1.014e-52,,2.803e-1,,,2.549e-18,1.764e-35,,,,,,2.974e-21,,,2.488e-31,,1.252e-2,4.331e-8,,,,
202.28,2.507e-1,,,3.172e-40,5.408e-4,,1.018e-52,,2.421e-1,,,6.685e-19,1.795e-35,,,,,,6.091e-21,,,2.507e-31,,8.081e-3,4.729e-8,,,,
202.29,2.107e-1,,,3.006e-40,1.033e-3,,1.022e-52,,2.046e-1,,,1.715e-19,1.827e-35,,,,,,1.225e-20,,,2.526e-31,,5.103e-3,5.088e-8,,,,
202.3,1.743e-1,,,2.817e-40,1.930e-3,,1.026e-52,,1.692e-1,,,4.304e-20,1.858e-35,,,,,,2.411e-20,,,2.546e-31,,3.153e-3,5.389e-8,,,,
202.31,1.423e-1,,,2.610e-40,3.527e-3,,1.031e-52,,1.369e-1,,,1.057e-20,1.890e-35,,,,,,4.644e-20,,,2.565e-31,,1.906e-3,5.613e-8,,,,
202.32,1.157e-1,,,2.392e-40,6.309e-3,,1.035e-52,,1.083e-1,,,2.538e-21,1.921e-35,,,,,,8.753e-20,,,2.585e-31,,1.127e-3,5.744e-8,,,,
202.33,9.556e-2,,,2.168e-40,1.104e-2,,1.039e-52,,8.387e-2,,,5.965e-22,1.952e-35,,,,,,1.614e-19,,,2.604e-31,,6.520e-4,5.775e-8,,,,
202.34,8.282e-2,,,1.943e-40,1.891e-2,,1.044e-52,,6.354e-2,,,1.371e-22,1.984e-35,,,,,,2.914e-19,,,2.624e-31,,3.691e-4,5.705e-8,,,,
202.35,7.898e-2,,,1.720e-40,3.169e-2,,1.048e-52,,4.709e-2,,,3.083e-23,2.015e-35,,,,,,5.146e-19,,,2.643e-31,,2.044e-4,5.544e-8,,,,
202.36,8.621e-2,,,1.504e-40,5.195e-2,,1.052e-52,,3.415e-2,,,6.782e-24,2.047e-35,,,,,,8.892e-19,,,2.663e-31,,1.107e-4,5.307e-8,,,,
202.37,1.076e-1,,,1.298e-40,8.333e-2,,1.056e-52,,2.423e-2,,,1.459e-24,2.078e-35,,,,,,1.504e-18,,,2.682e-31,,5.869e-5,5.022e-8,,,,
202.38,1.477e-1,,,1.105e-40,1.308e-1,,1.061e-52,,1.682e-2,,,3.072e-25,2.110e-35,,,,,,2.488e-18,,,2.701e-31,,3.044e-5,4.720e-8,,,,
202.39,2.123e-1,,,9.266e-41,2.009e-1,,1.065e-52,,1.142e-2,,,6.327e-26,2.141e-35,,,,,,4.028e-18,,,2.721e-31,,1.544e-5,4.439e-8,,,,
202.399,2.980e-1,,,7.803e-41,2.901e-1,,1.069e-52,,7.915e-3,,,6.337e-26,2.169e-35,,,,,,6.101e-18,,,2.738e-31,,8.230e-6,4.238e-8,,,,
202.409,4.326e-1,,,6.349e-41,4.275e-1,,1.073e-52,,5.157e-3,,,6.347e-26,2.201e-35,,,,,,9.479e-18,,,2.758e-31,,4.005e-6,4.109e-8,,,,
