Wavelength (nm),Sum(calc),Na I (8.5e-3),Na II (1.8e-1),Na III (6.5e-20),Mg I (2.1e-5),Mg II (1.7e-4),Mg III (1.0e-7),Al I (2.6e-2),Al II (1.7e-1),Al III (5.0e-6),Si I (2.0e-1),Si II (3.8e-1),Si III (1.8e-5),K I (3.3e-5),K II (1.0e-3),K III (2.9e-14),Ca I (1.7e-4),Ca II (4.2e-3),Ca III (5.8e-5),Ti I (1.9e-5),Ti II (3.3e-4),Ti III (6.6e-7),Fe I (9.8e-5),Fe II (5.4e-4),Fe III (7.3e-8),Sm I (9.0e-5),Sm II (6.4e-3),Gd I (1.9e-4),Tb II (6.2e-3)
482.855,7.518e-6,1.691e-17,,,9.997e-20,6.478e-23,,3.953e-16,4.576e-19,1.434e-29,5.258e-17,6.715e-19,4.161e-10,1.087e-20,6.000e-6,,1.076e-18,1.368e-19,4.105e-38,1.518e-6,9.047e-20,9.105e-15,6.203e-20,6.611e-23,1.446e-31,1.742e-13,,,
482.865,7.257e-6,1.692e-17,,,1.000e-19,6.480e-23,,3.952e-16,4.574e-19,1.433e-29,5.258e-17,6.720e-19,4.218e-10,1.087e-20,6.149e-6,,1.076e-18,1.368e-19,4.109e-38,1.108e-6,9.031e-20,7.008e-15,6.205e-20,6.612e-23,1.446e-31,2.871e-13,,,
482.875,7.083e-6,1.692e-17,,,1.000e-19,6.483e-23,,3.952e-16,4.573e-19,1.432e-29,5.258e-17,6.724e-19,4.260e-10,1.087e-20,6.277e-6,,1.077e-18,1.368e-19,4.112e-38,8.054e-7,9.015e-20,5.373e-15,6.206e-20,6.613e-23,1.446e-31,4.713e-13,,,
482.885,6.968e-6,1.692e-17,,,1.001e-19,6.485e-23,,3.952e-16,4.571e-19,1.430e-29,5.258e-17,6.729e-19,4.286e-10,1.087e-20,6.384e-6,,1.078e-18,1.368e-19,4.115e-38,5.833e-7,9.000e-20,4.104e-15,6.207e-20,6.613e-23,1.446e-31,7.707e-13,,,
482.894,6.896e-6,1.692e-17,,,1.001e-19,6.488e-23,,3.952e-16,4.570e-19,1.429e-29,5.259e-17,6.733e-19,4.295e-10,1.087e-20,6.460e-6,,1.078e-18,1.368e-19,4.118e-38,4.348e-7,8.985e-20,3.209e-15,6.208e-20,6.614e-23,1.446e-31,1.196e-12,,,
482.904,6.835e-6,1.692e-17,,,1.001e-19,6.490e-23,,3.952e-16,4.568e-19,1.428e-29,5.259e-17,6.738e-19,4.290e-10,1.087e-20,6.522e-6,,1.079e-18,1.368e-19,4.122e-38,3.126e-7,8.970e-20,2.433e-15,6.209e-20,6.614e-23,1.446e-31,1.942e-12,,,
482.914,6.784e-6,1.693e-17,,,1.001e-19,6.493e-23,,3.952e-16,4.567e-19,1.427e-29,5.259e-17,6.742e-19,4.268e-10,1.087e-20,6.560e-6,,1.080e-18,1.369e-19,4.125e-38,2.239e-7,8.954e-20,1.838e-15,6.210e-20,6.615e-23,1.446e-31,3.140e-12,,,
482.924,6.733e-6,1.693e-17,,,1.002e-19,6.495e-23,,3.951e-16,4.565e-19,1.425e-29,5.259e-17,6.747e-19,4.230e-10,1.087e-20,6.573e-6,,1.080e-18,1.369e-19,4.128e-38,1.597e-7,8.938e-20,1.383e-15,6.211e-20,6.615e-23,1.446e-31,5.060e-12,,,
482.934,6.674e-6,1.693e-17,,,1.002e-19,6.498e-23,,3.951e-16,4.564e-19,1.424e-29,5.259e-17,6.752e-19,4.177e-10,1.087e-20,6.560e-6,,1.081e-18,1.369e-19,4.132e-38,1.135e-7,8.922e-20,1.036e-15,6.212e-20,6.616e-23,1.446e-31,8.122e-12,,,
482.944,6.603e-6,1.693e-17,,,1.002e-19,6.500e-23,,3.951e-16,4.562e-19,1.423e-29,5.259e-17,6.756e-19,4.108e-10,1.087e-20,6.522e-6,,1.082e-18,1.369e-19,4.135e-38,8.035e-8,8.906e-20,7.739e-16,6.214e-20,6.616e-23,1.446e-31,1.299e-11,,,
482.954,6.517e-6,1.693e-17,,,1.003e-19,6.503e-23,,3.951e-16,4.561e-19,1.421e-29,5.259e-17,6.761e-19,4.025e-10,1.088e-20,6.460e-6,,1.082e-18,1.369e-19,4.138e-38,5.668e-8,8.890e-20,5.756e-16,6.215e-20,6.617e-23,1.446e-31,2.069e-11,,,
482.964,6.414e-6,1.693e-17,,,1.003e-19,6.505e-23,,3.951e-16,4.559e-19,1.420e-29,5.259e-17,6.765e-19,3.929e-10,1.088e-20,6.374e-6,,1.083e-18,1.369e-19,4.142e-38,3.983e-8,8.875e-20,4.265e-16,6.216e-20,6.617e-23,1.446e-31,3.282e-11,,,
482.974,6.294e-6,1.694e-17,,,1.003e-19,6.508e-23,,3.951e-16,4.558e-19,1.419e-29,5.260e-17,6.770e-19,3.820e-10,1.088e-20,6.265e-6,,1.084e-18,1.370e-19,4.145e-38,2.790e-8,8.859e-20,3.148e-16,6.217e-20,6.618e-23,1.445e-31,5.189e-11,,,
482.984,6.154e-6,1.694e-17,,,1.004e-19,6.510e-23,,3.950e-16,4.556e-19,1.418e-29,5.260e-17,6.775e-19,3.700e-10,1.088e-20,6.135e-6,,1.084e-18,1.370e-19,4.148e-38,1.949e-8,8.843e-20,2.314e-16,6.218e-20,6.618e-23,1.445e-31,8.171e-11,,,
482.994,5.998e-6,1.694e-17,,,1.004e-19,6.513e-23,,3.950e-16,4.555e-19,1.416e-29,5.260e-17,6.779e-19,3.570e-10,1.088e-20,5.984e-6,,1.085e-18,1.370e-19,4.151e-38,1.360e-8,8.827e-20,1.695e-16,6.219e-20,6.619e-23,1.445e-31,1.282e-10,,,
483.004,5.824e-6,1.694e-17,,,1.004e-19,6.515e-23,,3.950e-16,4.553e-19,1.415e-29,5.260e-17,6.784e-19,3.432e-10,1.088e-20,5.814e-6,,1.086e-18,1.370e-19,4.155e-38,9.500e-9,8.811e-20,1.237e-16,6.220e-20,6.619e-23,1.445e-31,2.003e-10,,,
483.014,5.635e-6,1.694e-17,,,1.004e-19,6.518e-23,,3.950e-16,4.552e-19,1.414e-29,5.260e-17,6.788e-19,3.286e-10,1.088e-20,5.628e-6,,1.086e-18,1.370e-19,4.158e-38,6.687e-9,8.795e-20,8.989e-17,6.222e-20,6.620e-23,1.445e-31,3.119e-10,,,
483.024,5.432e-6,1.695e-17,,,1.005e-19,6.521e-23,,3.950e-16,4.550e-19,1.412e-29,5.260e-17,6.793e-19,3.135e-10,1.088e-20,5.426e-6,,1.087e-18,1.370e-19,4.161e-38,4.803e-9,8.780e-20,6.508e-17,6.223e-20,6.620e-23,1.445e-31,4.837e-10,,,
483.034,5.217e-6,1.695e-17,,,1.005e-19,6.523e-23,,3.949e-16,4.549e-19,1.411e-29,5.260e-17,6.798e-19,2.979e-10,1.088e-20,5.212e-6,,1.088e-18,1.371e-19,4.165e-38,3.602e-9,8.764e-20,4.694e-17,6.224e-20,6.621e-23,1.445e-31,7.473e-10,,,
483.044,4.992e-6,1.695e-17,,,1.005e-19,6.526e-23,,3.949e-16,4.547e-19,1.410e-29,5.261e-17,6.802e-19,2.820e-10,1.088e-20,4.988e-6,,1.088e-18,1.371e-19,4.168e-38,2.927e-9,8.748e-20,3.372e-17,6.225e-20,6.621e-23,1.445e-31,1.150e-9,,,
483.054,4.759e-6,1.695e-17,,,1.006e-19,6.528e-23,,3.949e-16,4.546e-19,1.408e-29,5.261e-17,6.807e-19,2.659e-10,1.088e-20,4.754e-6,,1.089e-18,1.371e-19,4.171e-38,2.690e-9,8.732e-20,2.414e-17,6.226e-20,6.622e-23,1.445e-31,1.764e-9,,,
483.064,4.520e-6,1.695e-17,,,1.006e-19,6.531e-23,,3.949e-16,4.544e-19,1.407e-29,5.261e-17,6.811e-19,2.498e-10,1.088e-20,4.515e-6,,1.090e-18,1.371e-19,4.175e-38,2.859e-9,8.716e-20,1.721e-17,6.227e-20,6.622e-23,1.445e-31,2.694e-9,,,
483.074,4.278e-6,1.695e-17,,,1.006e-19,6.533e-23,,3.949e-16,4.543e-19,1.406e-29,5.261e-17,6.816e-19,2.337e-10,1.088e-20,4.271e-6,,1.090e-18,1.371e-19,4.178e-38,3.461e-9,8.701e-20,1.222e-17,6.228e-20,6.623e-23,1.445e-31,4.099e-9,,,
483.084,4.035e-6,1.696e-17,,,1.007e-19,6.536e-23,,3.949e-16,4.541e-19,1.405e-29,5.261e-17,6.821e-19,2.179e-10,1.089e-20,4.024e-6,,1.091e-18,1.371e-19,4.181e-38,4.577e-9,8.685e-20,8.648e-18,6.230e-20,6.623e-23,1.445e-31,6.214e-9,,,
483.094,3.794e-6,1.696e-17,,,1.007e-19,6.538e-23,,3.948e-16,4.540e-19,1.403e-29,5.261e-17,6.825e-19,2.024e-10,1.089e-20,3.778e-6,,1.092e-18,1.372e-19,4.185e-38,6.358e-9,8.669e-20,6.095e-18,6.231e-20,6.624e-23,1.445e-31,9.383e-9,,,
483.103,3.580e-6,1.696e-17,,,1.007e-19,6.541e-23,,3.948e-16,4.538e-19,1.402e-29,5.261e-17,6.829e-19,1.887e-10,1.089e-20,3.557e-6,,1.092e-18,1.372e-19,4.188e-38,8.725e-9,8.655e-20,4.434e-18,6.232e-20,6.624e-23,1.445e-31,1.355e-8,,,
483.113,3.348e-6,1.696e-17,,,1.007e-19,6.543e-23,,3.948e-16,4.537e-19,1.401e-29,5.262e-17,6.834e-19,1.740e-10,1.089e-20,3.315e-6,,1.093e-18,1.372e-19,4.191e-38,1.252e-8,8.639e-20,3.103e-18,6.233e-20,6.625e-23,1.445e-31,2.032e-8,,,
483.123,3.126e-6,1.696e-17,,,1.008e-19,6.546e-23,,3.948e-16,4.535e-19,1.399e-29,5.262e-17,6.838e-19,1.598e-10,1.089e-20,3.077e-6,,1.094e-18,1.372e-19,4.194e-38,1.801e-8,8.623e-20,2.162e-18,6.234e-20,6.625e-23,1.445e-31,3.035e-8,,,
483.133,2.917e-6,1.697e-17,,,1.008e-19,6.548e-23,,3.948e-16,4.534e-19,1.398e-29,5.262e-17,6.843e-19,1.462e-10,1.089e-20,2.846e-6,,1.094e-18,1.372e-19,4.198e-38,2.590e-8,8.607e-20,1.501e-18,6.235e-20,6.626e-23,1.445e-31,4.515e-8,,,
483.143,2.726e-6,1.697e-17,,,1.008e-19,6.551e-23,,3.948e-16,4.532e-19,1.397e-29,5.262e-17,6.848e-19,1.332e-10,1.089e-20,2.622e-6,,1.095e-18,1.372e-19,4.201e-38,3.715e-8,8.591e-20,1.038e-18,6.236e-20,6.627e-23,1.445e-31,6.691e-8,,,
483.153,2.558e-6,1.697e-17,,,1.009e-19,6.553e-23,,3.947e-16,4.531e-19,1.396e-29,5.262e-17,6.852e-19,1.209e-10,1.089e-20,2.406e-6,,1.096e-18,1.372e-19,4.204e-38,5.312e-8,8.575e-20,7.155e-19,6.238e-20,6.627e-23,1.445e-31,9.880e-8,,,
483.163,2.421e-6,1.697e-17,,,1.009e-19,6.556e-23,,3.947e-16,4.529e-19,1.394e-29,5.262e-17,6.857e-19,1.094e-10,1.089e-20,2.200e-6,,1.096e-18,1.373e-19,4.207e-38,7.569e-8,8.560e-20,4.911e-19,6.239e-20,6.628e-23,1.444e-31,1.453e-7,,,
483.173,2.324e-6,1.697e-17,,,1.009e-19,6.558e-23,,3.947e-16,4.528e-19,1.393e-29,5.262e-17,6.861e-19,9.855e-11,1.089e-20,2.003e-6,,1.097e-18,1.373e-19,4.211e-38,1.075e-7,8.544e-20,3.358e-19,6.240e-20,6.628e-23,1.444e-31,2.129e-7,,,
483.183,2.280e-6,1.697e-17,,,1.010e-19,6.561e-23,,3.947e-16,4.526e-19,1.392e-29,5.263e-17,6.866e-19,8.845e-11,1.089e-20,1.818e-6,,1.098e-18,1.373e-19,4.214e-38,1.520e-7,8.528e-20,2.287e-19,6.241e-20,6.629e-23,1.444e-31,3.108e-7,,,
483.193,2.309e-6,1.698e-17,,,1.010e-19,6.563e-23,,3.947e-16,4.525e-19,1.390e-29,5.263e-17,6.871e-19,7.908e-11,1.089e-20,1.643e-6,,1.098e-18,1.373e-19,4.217e-38,2.141e-7,8.512e-20,1.552e-19,6.242e-20,6.629e-23,1.444e-31,4.520e-7,,,
483.203,2.434e-6,1.698e-17,,,1.010e-19,6.566e-23,,3.946e-16,4.523e-19,1.389e-29,5.263e-17,6.875e-19,7.043e-11,1.089e-20,1.479e-6,,1.099e-18,1.373e-19,4.221e-38,3.006e-7,8.496e-20,1.049e-19,6.243e-20,6.630e-23,1.444e-31,6.547e-7,,,
483.213,2.692e-6,1.698e-17,,,1.010e-19,6.568e-23,,3.946e-16,4.522e-19,1.388e-29,5.263e-17,6.880e-19,6.249e-11,1.090e-20,1.326e-6,,1.100e-18,1.373e-19,4.224e-38,4.203e-7,8.481e-20,7.061e-20,6.244e-20,6.630e-23,1.444e-31,9.449e-7,,,
483.223,3.129e-6,1.698e-17,,,1.011e-19,6.571e-23,,3.946e-16,4.520e-19,1.386e-29,5.263e-17,6.884e-19,5.524e-11,1.090e-20,1.185e-6,,1.100e-18,1.374e-19,4.227e-38,5.854e-7,8.465e-20,4.736e-20,6.246e-20,6.631e-23,1.444e-31,1.358e-6,,,
483.233,3.812e-6,1.698e-17,,,1.011e-19,6.574e-23,,3.946e-16,4.519e-19,1.385e-29,5.263e-17,6.889e-19,4.863e-11,1.090e-20,1.055e-6,,1.101e-18,1.374e-19,4.231e-38,8.124e-7,8.449e-20,3.164e-20,6.247e-20,6.631e-23,1.444e-31,1.945e-6,,,
483.243,4.834e-6,1.699e-17,,,1.011e-19,6.576e-23,,3.946e-16,4.517e-19,1.384e-29,5.263e-17,6.894e-19,4.266e-11,1.090e-20,9.351e-7,,1.102e-18,1.374e-19,4.234e-38,1.123e-6,8.433e-20,2.106e-20,6.248e-20,6.632e-23,1.444e-31,2.775e-6,,,
483.253,6.317e-6,1.699e-17,,,1.012e-19,6.579e-23,,3.946e-16,4.516e-19,1.383e-29,5.264e-17,6.898e-19,3.727e-11,1.090e-20,8.259e-7,,1.102e-18,1.374e-19,4.237e-38,1.547e-6,8.417e-20,1.396e-20,6.249e-20,6.632e-23,1.444e-31,3.944e-6,,,
483.263,8.433e-6,1.699e-17,,,1.012e-19,6.581e-23,,3.945e-16,4.514e-19,1.381e-29,5.264e-17,6.903e-19,3.244e-11,1.090e-20,7.267e-7,,1.103e-18,1.374e-19,4.241e-38,2.122e-6,8.401e-20,9.222e-21,6.250e-20,6.633e-23,1.444e-31,5.585e-6,,,
483.273,1.141e-5,1.699e-17,,,1.012e-19,6.584e-23,,3.945e-16,4.513e-19,1.380e-29,5.264e-17,6.907e-19,2.813e-11,1.090e-20,6.369e-7,,1.104e-18,1.374e-19,4.244e-38,2.900e-6,8.386e-20,6.067e-21,6.251e-20,6.633e-23,1.444e-31,7.877e-6,,,
483.283,1.557e-5,1.699e-17,,,1.013e-19,6.586e-23,,3.945e-16,4.511e-19,1.379e-29,5.264e-17,6.912e-19,2.430e-11,1.090e-20,5.561e-7,,1.104e-18,1.375e-19,4.247e-38,3.948e-6,8.370e-20,3.976e-21,6.252e-20,6.634e-23,1.444e-31,1.107e-5,,,
483.293,2.133e-5,1.699e-17,,,1.013e-19,6.589e-23,,3.945e-16,4.510e-19,1.377e-29,5.264e-17,6.917e-19,2.091e-11,1.090e-20,4.837e-7,,1.105e-18,1.375e-19,4.251e-38,5.354e-6,8.354e-20,2.596e-21,6.254e-20,6.634e-23,1.444e-31,1.549e-5,,,
483.303,2.926e-5,1.700e-17,,,1.013e-19,6.591e-23,,3.945e-16,4.508e-19,1.376e-29,5.264e-17,6.921e-19,1.792e-11,1.090e-20,4.191e-7,,1.106e-18,1.375e-19,4.254e-38,7.234e-6,8.338e-20,1.689e-21,6.255e-20,6.635e-23,1.444e-31,2.160e-5,,,
483.312,3.886e-5,1.700e-17,,,1.013e-19,6.594e-23,,3.945e-16,4.507e-19,1.375e-29,5.264e-17,6.925e-19,1.555e-11,1.090e-20,3.672e-7,,1.106e-18,1.375e-19,4.257e-38,9.454e-6,8.324e-20,1.143e-21,6.256e-20,6.635e-23,1.444e-31,2.904e-5,,,
483.322,5.320e-5,1.700e-17,,,1.014e-19,6.596e-23,,3.944e-16,4.505e-19,1.374e-29,5.265e-17,6.930e-19,1.323e-11,1.090e-20,3.158e-7,,1.107e-18,1.375e-19,4.260e-38,1.268e-5,8.308e-20,7.378e-22,6.257e-20,6.636e-23,1.444e-31,4.021e-5,,,
483.332,7.266e-5,1.700e-17,,,1.014e-19,6.599e-23,,3.944e-16,4.504e-19,1.372e-29,5.265e-17,6.935e-19,1.122e-11,1.090e-20,2.706e-7,,1.108e-18,1.375e-19,4.263e-38,1.695e-5,8.292e-20,4.745e-22,6.258e-20,6.636e-23,1.444e-31,5.545e-5,,,
483.342,9.896e-5,1.700e-17,,,1.014e-19,6.601e-23,,3.944e-16,4.502e-19,1.371e-29,5.265e-17,6.939e-19,9.474e-12,1.091e-20,2.310e-7,,1.108e-18,1.376e-19,4.267e-38,2.256e-5,8.276e-20,3.040e-22,6.259e-20,6.637e-23,1.444e-31,7.618e-5,,,
483.352,1.344e-4,1.700e-17,,,1.015e-19,6.604e-23,,3.944e-16,4.501e-19,1.370e-29,5.265e-17,6.944e-19,7.970e-12,1.091e-20,1.964e-7,,1.109e-18,1.376e-19,4.270e-38,2.991e-5,8.261e-20,1.941e-22,6.260e-20,6.637e-23,1.443e-31,1.043e-4,,,
483.362,1.818e-4,1.701e-17,,,1.015e-19,6.606e-23,,3.944e-16,4.499e-19,1.368e-29,5.265e-17,6.948e-19,6.679e-12,1.091e-20,1.664e-7,,1.110e-18,1.376e-19,4.273e-38,3.952e-5,8.245e-20,1.234e-22,6.261e-20,6.638e-23,1.443e-31,1.421e-4,,,
483.372,2.452e-4,1.701e-17,,,1.015e-19,6.609e-23,,3.943e-16,4.498e-19,1.367e-29,5.265e-17,6.953e-19,5.576e-12,1.091e-20,1.404e-7,,1.110e-18,1.376e-19,4.277e-38,5.200e-5,8.229e-20,7.815e-23,6.263e-20,6.638e-23,1.443e-31,1.931e-4,,,
483.382,3.295e-4,1.701e-17,,,1.015e-19,6.611e-23,,3.943e-16,4.496e-19,1.366e-29,5.265e-17,6.958e-19,4.637e-12,1.091e-20,1.180e-7,,1.111e-18,1.376e-19,4.280e-38,6.818e-5,8.213e-20,4.931e-23,6.264e-20,6.639e-23,1.443e-31,2.612e-4,,,
483.392,4.412e-4,1.701e-17,,,1.016e-19,6.614e-23,,3.943e-16,4.495e-19,1.364e-29,5.266e-17,6.962e-19,3.842e-12,1.091e-20,9.885e-8,,1.112e-18,1.376e-19,4.283e-38,8.904e-5,8.197e-20,3.099e-23,6.265e-20,6.639e-23,1.443e-31,3.521e-4,,,
483.402,5.887e-4,1.701e-17,,,1.016e-19,6.616e-23,,3.943e-16,4.493e-19,1.363e-29,5.266e-17,6.967e-19,3.171e-12,1.091e-20,8.246e-8,,1.112e-18,1.377e-19,4.287e-38,1.158e-4,8.181e-20,1.940e-23,6.266e-20,6.640e-23,1.443e-31,4.728e-4,,,
483.412,7.826e-4,1.702e-17,,,1.016e-19,6.619e-23,,3.943e-16,4.491e-19,1.362e-29,5.266e-17,6.971e-19,2.607e-12,1.091e-20,6.853e-8,,1.113e-18,1.377e-19,4.290e-38,1.502e-4,8.166e-20,1.210e-23,6.267e-20,6.641e-23,1.443e-31,6.324e-4,,,
483.422,1.037e-3,1.702e-17,,,1.017e-19,6.621e-23,,3.943e-16,4.490e-19,1.361e-29,5.266e-17,6.976e-19,2.135e-12,1.091e-20,5.673e-8,,1.114e-18,1.377e-19,4.293e-38,1.939e-4,8.150e-20,7.519e-24,6.268e-20,6.641e-23,1.443e-31,8.427e-4,,,
483.432,1.368e-3,1.702e-17,,,1.017e-19,6.624e-23,,3.942e-16,4.488e-19,1.359e-29,5.266e-17,6.980e-19,1.742e-12,1.091e-20,4.678e-8,,1.114e-18,1.377e-19,4.297e-38,2.494e-4,8.134e-20,4.653e-24,6.269e-20,6.642e-23,1.443e-31,1.119e-3,,,
483.442,1.799e-3,1.702e-17,,,1.017e-19,6.627e-23,,3.942e-16,4.487e-19,1.358e-29,5.266e-17,6.985e-19,1.416e-12,1.091e-20,3.843e-8,,1.115e-18,1.377e-19,4.300e-38,3.195e-4,8.118e-20,2.869e-24,6.271e-20,6.642e-23,1.443e-31,1.479e-3,,,
483.452,2.357e-3,1.702e-17,,,1.018e-19,6.629e-23,,3.942e-16,4.485e-19,1.357e-29,5.266e-17,6.990e-19,1.146e-12,1.091e-20,3.145e-8,,1.116e-18,1.377e-19,4.303e-38,4.079e-4,8.102e-20,1.762e-24,6.272e-20,6.643e-23,1.443e-31,1.949e-3,,,
483.462,3.077e-3,1.702e-17,,,1.018e-19,6.632e-23,,3.942e-16,4.484e-19,1.355e-29,5.266e-17,6.994e-19,9.244e-13,1.091e-20,2.564e-8,,1.116e-18,1.378e-19,4.306e-38,5.187e-4,8.087e-20,1.078e-24,6.273e-20,6.643e-23,1.443e-31,2.558e-3,,,
483.472,4.001e-3,1.703e-17,,,1.018e-19,6.634e-23,,3.942e-16,4.482e-19,1.354e-29,5.267e-17,6.999e-19,7.427e-13,1.092e-20,2.082e-8,,1.117e-18,1.378e-19,4.310e-38,6.570e-4,8.071e-20,6.571e-25,6.274e-20,6.644e-23,1.443e-31,3.344e-3,,,
483.482,5.185e-3,1.703e-17,,,1.018e-19,6.637e-23,,3.942e-16,4.481e-19,1.353e-29,5.267e-17,7.003e-19,5.945e-13,1.092e-20,1.685e-8,,1.118e-18,1.378e-19,4.313e-38,8.291e-4,8.055e-20,3.989e-25,6.275e-20,6.644e-23,1.443e-31,4.355e-3,,,
483.492,6.693e-3,1.703e-17,,,1.019e-19,6.639e-23,,3.941e-16,4.479e-19,1.351e-29,5.267e-17,7.008e-19,4.740e-13,1.092e-20,1.358e-8,,1.118e-18,1.378e-19,4.316e-38,1.042e-3,8.039e-20,2.413e-25,6.276e-20,6.645e-23,1.443e-31,5.651e-3,,,
483.502,8.610e-3,1.703e-17,,,1.019e-19,6.642e-23,,3.941e-16,4.478e-19,1.350e-29,5.267e-17,7.013e-19,3.765e-13,1.092e-20,1.090e-8,,1.119e-18,1.378e-19,4.320e-38,1.305e-3,8.023e-20,1.454e-25,6.277e-20,6.645e-23,1.443e-31,7.304e-3,,,
483.512,1.103e-2,1.703e-17,,,1.019e-19,6.644e-23,,3.941e-16,4.476e-19,1.349e-29,5.267e-17,7.017e-19,2.979e-13,1.092e-20,8.718e-9,,1.120e-18,1.378e-19,4.323e-38,1.629e-3,8.007e-20,8.725e-26,6.279e-20,6.646e-23,1.443e-31,9.405e-3,,,
483.521,1.375e-2,1.704e-17,,,1.020e-19,6.647e-23,,3.941e-16,4.475e-19,1.348e-29,5.267e-17,7.021e-19,2.405e-13,1.092e-20,7.106e-9,,1.120e-18,1.379e-19,4.326e-38,1.981e-3,7.993e-20,5.493e-26,6.280e-20,6.646e-23,1.443e-31,1.177e-2,,,
483.531,1.750e-2,1.704e-17,,,1.020e-19,6.649e-23,,3.941e-16,4.473e-19,1.346e-29,5.267e-17,7.026e-19,1.889e-13,1.092e-20,5.642e-9,,1.121e-18,1.379e-19,4.329e-38,2.453e-3,7.977e-20,3.273e-26,6.281e-20,6.647e-23,1.443e-31,1.504e-2,,,
483.541,2.219e-2,1.704e-17,,,1.020e-19,6.652e-23,,3.940e-16,4.472e-19,1.345e-29,5.268e-17,7.031e-19,1.478e-13,1.092e-20,4.463e-9,,1.122e-18,1.379e-19,4.333e-38,3.027e-3,7.962e-20,1.942e-26,6.282e-20,6.647e-23,1.442e-31,1.916e-2,,,
483.551,2.803e-2,1.704e-17,,,1.021e-19,6.654e-23,,3.940e-16,4.470e-19,1.344e-29,5.268e-17,7.035e-19,1.152e-13,1.092e-20,3.516e-9,,1.122e-18,1.379e-19,4.336e-38,3.721e-3,7.946e-20,1.148e-26,6.283e-20,6.648e-23,1.442e-31,2.431e-2,,,
483.561,3.527e-2,1.704e-17,,,1.021e-19,6.657e-23,,3.940e-16,4.469e-19,1.342e-29,5.268e-17,7.040e-19,8.948e-14,1.092e-20,2.760e-9,,1.123e-18,1.379e-19,4.339e-38,4.556e-3,7.930e-20,6.764e-27,6.284e-20,6.648e-23,1.442e-31,3.072e-2,,,
483.571,4.423e-2,1.704e-17,,,1.021e-19,6.659e-23,,3.940e-16,4.467e-19,1.341e-29,5.268e-17,7.044e-19,6.922e-14,1.092e-20,2.158e-9,,1.124e-18,1.379e-19,4.343e-38,5.558e-3,7.914e-20,3.968e-27,6.285e-20,6.649e-23,1.442e-31,3.867e-2,,,
483.581,5.525e-2,1.705e-17,,,1.021e-19,6.662e-23,,3.940e-16,4.466e-19,1.340e-29,5.268e-17,7.049e-19,5.334e-14,1.092e-20,1.681e-9,,1.124e-18,1.380e-19,4.346e-38,6.754e-3,7.898e-20,2.319e-27,6.287e-20,6.649e-23,1.442e-31,4.850e-2,,,
483.591,6.877e-2,1.705e-17,,,1.022e-19,6.664e-23,,3.940e-16,4.464e-19,1.339e-29,5.268e-17,7.054e-19,4.095e-14,1.092e-20,1.304e-9,,1.125e-18,1.380e-19,4.349e-38,8.176e-3,7.882e-20,1.350e-27,6.288e-20,6.650e-23,1.442e-31,6.060e-2,,,
483.601,8.528e-2,1.705e-17,,,1.022e-19,6.667e-23,,3.939e-16,4.463e-19,1.337e-29,5.268e-17,7.058e-19,3.131e-14,1.093e-20,1.008e-9,,1.126e-18,1.380e-19,4.353e-38,9.860e-3,7.867e-20,7.832e-28,6.289e-20,6.650e-23,1.442e-31,7.542e-2,,,
483.611,1.054e-1,1.705e-17,,,1.022e-19,6.669e-23,,3.939e-16,4.461e-19,1.336e-29,5.269e-17,7.063e-19,2.385e-14,1.093e-20,7.761e-10,,1.126e-18,1.380e-19,4.356e-38,1.185e-2,7.851e-20,4.525e-28,6.290e-20,6.651e-23,1.442e-31,9.352e-2,,,
483.621,1.297e-1,1.705e-17,,,1.023e-19,6.672e-23,,3.939e-16,4.460e-19,1.335e-29,5.269e-17,7.067e-19,1.810e-14,1.093e-20,5.953e-10,,1.127e-18,1.380e-19,4.359e-38,1.418e-2,7.835e-20,2.605e-28,6.291e-20,6.651e-23,1.442e-31,1.155e-1,,,
483.631,1.590e-1,1.706e-17,,,1.023e-19,6.675e-23,,3.939e-16,4.458e-19,1.333e-29,5.269e-17,7.072e-19,1.368e-14,1.093e-20,4.549e-10,,1.128e-18,1.380e-19,4.362e-38,1.690e-2,7.819e-20,1.493e-28,6.292e-20,6.652e-23,1.442e-31,1.421e-1,,,
483.641,1.943e-1,1.706e-17,,,1.023e-19,6.677e-23,,3.939e-16,4.457e-19,1.332e-29,5.269e-17,7.077e-19,1.031e-14,1.093e-20,3.463e-10,,1.128e-18,1.381e-19,4.366e-38,2.007e-2,7.803e-20,8.529e-29,6.293e-20,6.652e-23,1.442e-31,1.742e-1,,,
483.651,2.365e-1,1.706e-17,,,1.023e-19,6.680e-23,,3.938e-16,4.455e-19,1.331e-29,5.269e-17,7.081e-19,7.732e-15,1.093e-20,2.626e-10,,1.129e-18,1.381e-19,4.369e-38,2.375e-2,7.787e-20,4.852e-29,6.295e-20,6.653e-23,1.442e-31,2.128e-1,,,
483.661,2.868e-1,1.706e-17,,,1.024e-19,6.682e-23,,3.938e-16,4.454e-19,1.329e-29,5.269e-17,7.086e-19,5.778e-15,1.093e-20,1.983e-10,,1.130e-18,1.381e-19,4.372e-38,2.800e-2,7.772e-20,2.750e-29,6.296e-20,6.654e-23,1.442e-31,2.588e-1,,,
