Wavelength (nm),Sum(calc),Al I (1.2e-1),Al II (2.2e-1),Al III (1.7e-5),Ti I (5.1e-2),Ti II (2.8e-1),Ti III (6.0e-4),Fe I (1.0e-1),Fe II (2.3e-1),Fe III (5.1e-5)
491.88,3.980e+3,,1.291e-14,3.036e-12,9.795e+2,7.517e+1,3.426e-6,2.925e+3,8.309e-1,6.865e-24
491.92,3.931e+3,,1.288e-14,1.849e-12,8.429e+2,5.803e+1,2.932e-6,3.029e+3,6.864e-1,6.856e-24
491.97,3.850e+3,,1.285e-14,9.766e-13,6.992e+2,4.122e+1,2.369e-6,3.109e+3,5.308e-1,6.845e-24
492.02,3.745e+3,,1.282e-14,5.052e-13,5.878e+2,2.868e+1,1.875e-6,3.128e+3,4.023e-1,6.834e-24
492.07,3.615e+3,,1.279e-14,2.559e-13,5.099e+2,1.954e+1,1.453e-6,3.085e+3,2.987e-1,6.823e-24
492.12,3.461e+3,,1.275e-14,1.270e-13,4.655e+2,1.305e+1,1.103e-6,2.983e+3,2.173e-1,6.812e-24
492.17,3.289e+3,,1.272e-14,6.172e-14,4.535e+2,8.529e+0,8.206e-7,2.827e+3,1.549e-1,6.801e-24
492.22,3.103e+3,,1.269e-14,2.938e-14,4.721e+2,5.462e+0,5.978e-7,2.626e+3,1.082e-1,6.790e-24
492.27,2.913e+3,,1.265e-14,1.370e-14,5.189e+2,3.426e+0,4.266e-7,2.391e+3,7.401e-2,6.778e-24
492.32,2.727e+3,,1.262e-14,6.254e-15,5.906e+2,2.105e+0,2.982e-7,2.134e+3,4.960e-2,6.767e-24
492.36,2.585e+3,,1.259e-14,3.291e-15,6.634e+2,1.404e+0,2.206e-7,1.920e+3,3.548e-2,6.758e-24
492.41,2.424e+3,,1.256e-14,1.448e-15,7.698e+2,8.312e-1,1.485e-7,1.653e+3,2.291e-2,6.747e-24
492.46,2.284e+3,,1.253e-14,6.237e-16,8.882e+2,4.819e-1,9.797e-8,1.395e+3,1.449e-2,6.736e-24
492.51,2.166e+3,,1.250e-14,2.632e-16,1.013e+3,2.736e-1,6.329e-8,1.154e+3,8.979e-3,6.725e-24
492.56,2.072e+3,,1.246e-14,1.088e-16,1.136e+3,1.522e-1,4.005e-8,9.349e+2,5.449e-3,6.714e-24
492.61,1.996e+3,,1.243e-14,4.403e-17,1.253e+3,8.291e-2,2.483e-8,7.426e+2,3.240e-3,6.703e-24
492.66,1.933e+3,,1.240e-14,1.746e-17,1.355e+3,4.424e-2,1.508e-8,5.781e+2,1.887e-3,6.692e-24
492.71,1.878e+3,,1.236e-14,6.780e-18,1.437e+3,2.312e-2,8.965e-9,4.410e+2,1.076e-3,6.681e-24
492.75,1.834e+3,,1.234e-14,3.134e-18,1.484e+3,1.356e-2,5.828e-9,3.500e+2,6.767e-4,6.672e-24
492.80,1.775e+3,,1.230e-14,1.172e-18,1.518e+3,6.825e-3,3.340e-9,2.575e+2,3.720e-4,6.661e-24
492.85,1.706e+3,,1.227e-14,4.295e-19,1.521e+3,3.366e-3,1.874e-9,1.856e+2,2.005e-4,6.650e-24
492.90,1.624e+3,,1.224e-14,1.541e-19,1.493e+3,1.626e-3,1.030e-9,1.311e+2,1.063e-4,6.639e-24
492.95,1.526e+3,,1.221e-14,5.418e-20,1.435e+3,7.693e-4,5.548e-10,9.076e+1,5.617e-5,6.628e-24
493.00,1.414e+3,,1.217e-14,1.865e-20,1.352e+3,3.565e-4,2.926e-10,6.156e+1,3.114e-5,6.616e-24
493.05,1.289e+3,,1.214e-14,6.289e-21,1.248e+3,1.618e-4,1.512e-10,4.092e+1,2.113e-5,6.605e-24
493.10,1.156e+3,,1.211e-14,2.077e-21,1.129e+3,7.196e-5,7.650e-11,2.665e+1,2.195e-5,6.594e-24
493.15,1.018e+3,,1.207e-14,6.718e-22,1.001e+3,3.134e-5,3.792e-11,1.701e+1,3.399e-5,6.583e-24
493.19,9.075e+2,,1.205e-14,2.683e-22,8.958e+2,1.588e-5,2.131e-11,1.170e+1,5.490e-5,6.574e-24
493.24,7.734e+2,,1.201e-14,8.359e-23,7.662e+2,6.661e-6,1.017e-11,7.198e+0,1.040e-4,6.563e-24
493.29,6.474e+2,,1.198e-14,2.551e-23,6.430e+2,2.737e-6,4.759e-12,4.339e+0,1.968e-4,6.552e-24
493.34,5.327e+2,,1.195e-14,7.625e-24,5.301e+2,1.102e-6,2.180e-12,2.563e+0,3.665e-4,6.541e-24
493.39,4.316e+2,,1.192e-14,1.985e-23,4.301e+2,4.344e-7,9.786e-13,1.483e+0,6.699e-4,6.530e-24
493.44,3.454e+2,,1.188e-14,3.207e-23,3.446e+2,1.677e-7,4.302e-13,8.407e-1,1.200e-3,6.519e-24
493.49,2.745e+2,,1.185e-14,4.429e-23,2.740e+2,6.345e-8,1.852e-13,4.670e-1,2.109e-3,6.508e-24
493.54,2.182e+2,,1.182e-14,5.651e-23,2.180e+2,2.351e-8,7.811e-14,2.542e-1,3.631e-3,6.497e-24
493.58,1.831e+2,,1.179e-14,6.629e-23,1.830e+2,1.046e-8,3.857e-14,1.540e-1,5.530e-3,6.488e-24
493.63,1.504e+2,,1.176e-14,7.851e-23,1.503e+2,3.735e-9,1.567e-14,8.079e-2,9.191e-3,6.477e-24
493.68,1.283e+2,,1.172e-14,9.073e-23,1.283e+2,1.306e-9,6.238e-15,4.160e-2,1.498e-2,6.466e-24
493.73,1.152e+2,,1.169e-14,1.030e-22,1.151e+2,4.471e-10,2.432e-15,2.114e-2,2.393e-2,6.455e-24
493.78,1.090e+2,,1.166e-14,1.152e-22,1.089e+2,1.499e-10,9.286e-16,1.086e-2,3.749e-2,6.443e-24
493.83,1.080e+2,,1.163e-14,1.274e-22,1.079e+2,4.926e-11,3.473e-16,6.202e-3,5.760e-2,6.432e-24
493.88,1.105e+2,,1.159e-14,1.396e-22,1.104e+2,1.585e-11,1.273e-16,5.001e-3,8.681e-2,6.421e-24
493.93,1.151e+2,,1.156e-14,1.518e-22,1.150e+2,4.995e-12,4.567e-17,6.698e-3,1.283e-1,6.410e-24
493.97,1.194e+2,,1.153e-14,1.616e-22,1.192e+2,1.954e-12,1.982e-17,1.066e-2,1.730e-1,6.401e-24
494.02,1.245e+2,,1.150e-14,1.738e-22,1.243e+2,5.933e-13,6.852e-18,2.086e-2,2.471e-1,6.390e-24
494.07,1.287e+2,,1.147e-14,1.861e-22,1.283e+2,,2.320e-18,4.138e-2,3.462e-1,6.379e-24
494.12,1.311e+2,,1.143e-14,1.983e-22,1.306e+2,,7.774e-19,8.106e-2,4.760e-1,6.368e-24
494.17,1.315e+2,,1.140e-14,2.105e-22,1.307e+2,,2.759e-19,1.558e-1,6.424e-1,6.357e-24
494.22,1.296e+2,,1.137e-14,2.227e-22,1.285e+2,,1.640e-19,2.937e-1,8.510e-1,6.346e-24
494.27,1.255e+2,,1.134e-14,2.350e-22,1.238e+2,,2.950e-19,5.424e-1,1.107e+0,6.335e-24
494.32,1.195e+2,,1.130e-14,2.472e-22,1.171e+2,,8.549e-19,9.816e-1,1.414e+0,6.324e-24
494.37,1.120e+2,,1.127e-14,2.594e-22,1.085e+2,,2.605e-18,1.741e+0,1.773e+0,6.313e-24
494.41,1.054e+2,,1.124e-14,2.692e-22,1.006e+2,,6.303e-18,2.713e+0,2.098e+0,6.304e-24
494.46,9.701e+1,,1.121e-14,2.814e-22,8.982e+1,,1.868e-17,4.638e+0,2.549e+0,6.293e-24
494.51,8.943e+1,,1.118e-14,2.936e-22,7.862e+1,,5.426e-17,7.769e+0,3.042e+0,6.281e-24
494.56,8.375e+1,,1.114e-14,3.058e-22,6.742e+1,,1.544e-16,1.275e+1,3.569e+0,6.270e-24
494.61,8.128e+1,,1.111e-14,3.181e-22,5.665e+1,,4.308e-16,2.052e+1,4.116e+0,6.259e-24
494.66,8.364e+1,,1.108e-14,3.303e-22,4.664e+1,,1.177e-15,3.234e+1,4.666e+0,6.248e-24
494.71,9.276e+1,,1.105e-14,3.425e-22,3.761e+1,,3.154e-15,4.994e+1,5.202e+0,6.237e-24
494.76,1.110e+2,,1.101e-14,3.547e-22,2.972e+1,,8.279e-15,7.559e+1,5.703e+0,6.226e-24
494.80,1.341e+2,,1.099e-14,3.645e-22,2.426e+1,,1.766e-14,1.038e+2,6.065e+0,6.217e-24
494.85,1.763e+2,,1.095e-14,3.767e-22,1.848e+1,,4.470e-14,1.514e+2,6.454e+0,6.206e-24
494.90,2.370e+2,,1.092e-14,3.889e-22,1.380e+1,,1.109e-13,2.165e+2,6.756e+0,6.195e-24
494.95,3.203e+2,,1.089e-14,4.012e-22,1.010e+1,,2.695e-13,3.033e+2,6.958e+0,6.184e-24
495.00,4.306e+2,,1.085e-14,4.134e-22,7.256e+0,,6.420e-13,4.163e+2,7.049e+0,6.173e-24
495.05,5.722e+2,,1.082e-14,4.256e-22,5.134e+0,,1.499e-12,5.600e+2,7.025e+0,6.162e-24
495.10,7.487e+2,,1.079e-14,4.378e-22,3.604e+0,,3.428e-12,7.382e+2,6.886e+0,6.151e-24
495.15,9.627e+2,,1.076e-14,4.501e-22,2.556e+0,,7.686e-12,9.535e+2,6.640e+0,6.140e-24
495.19,1.161e+3,,1.073e-14,4.598e-22,2.006e+0,,1.445e-11,1.153e+3,6.373e+0,6.131e-24
495.24,1.443e+3,,1.070e-14,4.721e-22,1.630e+0,,3.123e-11,1.436e+3,5.964e+0,6.120e-24
495.29,1.759e+3,,1.066e-14,4.843e-22,1.572e+0,,6.616e-11,1.752e+3,5.487e+0,6.108e-24
495.34,2.102e+3,,1.063e-14,4.965e-22,1.839e+0,,1.373e-10,2.095e+3,4.963e+0,6.097e-24
495.39,2.461e+3,,1.060e-14,5.087e-22,2.473e+0,,2.794e-10,2.454e+3,4.413e+0,6.086e-24
495.44,2.825e+3,,1.056e-14,5.209e-22,3.562e+0,,5.570e-10,2.817e+3,3.856e+0,6.075e-24
495.49,3.178e+3,,1.053e-14,5.332e-22,5.237e+0,,1.088e-9,3.169e+3,3.311e+0,6.064e-24
495.54,3.504e+3,,1.050e-14,5.454e-22,7.678e+0,,2.083e-9,3.494e+3,2.793e+0,6.053e-24
495.59,3.787e+3,,1.047e-14,5.576e-22,1.112e+1,,3.909e-9,3.773e+3,2.313e+0,6.042e-24
495.63,3.972e+3,,1.044e-14,5.674e-22,1.477e+1,,6.373e-9,3.955e+3,1.964e+0,6.033e-24
495.68,4.141e+3,,1.041e-14,5.796e-22,2.074e+1,,1.153e-8,4.118e+3,1.575e+0,6.022e-24
495.73,4.232e+3,,1.037e-14,5.918e-22,2.859e+1,,2.044e-8,4.202e+3,1.239e+0,6.011e-24
495.78,4.241e+3,,1.034e-14,6.040e-22,3.869e+1,,3.551e-8,4.202e+3,9.575e-1,6.000e-24
495.83,4.169e+3,,1.031e-14,6.163e-22,5.142e+1,,6.045e-8,4.117e+3,7.259e-1,5.989e-24
495.88,4.020e+3,,1.027e-14,6.285e-22,6.712e+1,,1.009e-7,3.952e+3,5.400e-1,5.978e-24
495.93,3.804e+3,,1.024e-14,6.407e-22,8.609e+1,,1.649e-7,3.718e+3,3.941e-1,5.966e-24
495.98,3.536e+3,,1.021e-14,6.529e-22,1.085e+2,,2.642e-7,3.427e+3,2.822e-1,5.955e-24
496.02,3.293e+3,,1.018e-14,6.627e-22,1.290e+2,,3.797e-7,3.164e+3,2.130e-1,5.947e-24
496.07,2.970e+3,,1.015e-14,6.749e-22,1.579e+2,,5.866e-7,2.812e+3,1.473e-1,5.935e-24
496.12,2.639e+3,,1.012e-14,6.872e-22,1.901e+2,,8.881e-7,2.449e+3,9.995e-2,5.924e-24
496.17,2.315e+3,,1.008e-14,6.994e-22,2.253e+2,,1.318e-6,2.089e+3,6.656e-2,5.913e-24
496.22,2.010e+3,,1.005e-14,7.116e-22,2.631e+2,,1.916e-6,1.747e+3,4.360e-2,5.902e-24
496.27,1.734e+3,,1.002e-14,7.238e-22,3.029e+2,,2.730e-6,1.431e+3,2.822e-2,5.891e-24
496.32,1.493e+3,,9.985e-15,7.360e-22,3.441e+2,,3.812e-6,1.149e+3,1.832e-2,5.880e-24
496.37,1.290e+3,,9.952e-15,7.483e-22,3.857e+2,,5.216e-6,9.038e+2,1.235e-2,5.869e-24
496.42,1.124e+3,,9.919e-15,7.605e-22,4.271e+2,,6.994e-6,6.967e+2,9.291e-3,5.858e-24
496.46,1.017e+3,,9.893e-15,7.703e-22,4.596e+2,,8.717e-6,5.575e+2,8.536e-3,5.849e-24
496.51,9.130e+2,,9.860e-15,7.825e-22,4.987e+2,,1.127e-5,4.143e+2,9.508e-3,5.838e-24
496.56,8.374e+2,,9.827e-15,7.947e-22,5.357e+2,,1.428e-5,3.017e+2,1.269e-2,5.827e-24
496.61,7.853e+2,,9.794e-15,8.069e-22,5.700e+2,,1.773e-5,2.153e+2,1.850e-2,5.816e-24
496.66,7.520e+2,,9.761e-15,8.192e-22,6.015e+2,,2.158e-5,1.505e+2,2.768e-2,5.805e-24
496.71,7.331e+2,,9.728e-15,8.314e-22,6.300e+2,,2.573e-5,1.031e+2,4.128e-2,5.793e-24
496.76,7.250e+2,,9.695e-15,8.436e-22,6.557e+2,,3.007e-5,6.923e+1,6.074e-2,5.782e-24
496.81,7.249e+2,,9.662e-15,8.558e-22,6.792e+2,,3.443e-5,4.554e+1,8.779e-2,5.771e-24
496.85,7.294e+2,,9.636e-15,8.656e-22,6.972e+2,,3.782e-5,3.210e+1,1.162e-1,5.762e-24
496.90,7.402e+2,,9.603e-15,8.778e-22,7.197e+2,,4.176e-5,2.036e+1,1.622e-1,5.751e-24
496.95,7.573e+2,,9.570e-15,8.900e-22,7.444e+2,,4.519e-5,1.266e+1,2.219e-1,5.740e-24
497.00,7.825e+2,,9.537e-15,9.023e-22,7.745e+2,,4.792e-5,7.718e+0,2.974e-1,5.729e-24
497.05,8.192e+2,,9.504e-15,9.145e-22,8.142e+2,,4.980e-5,4.623e+0,3.909e-1,5.718e-24
497.10,8.726e+2,,9.471e-15,9.267e-22,8.694e+2,,5.072e-5,2.736e+0,5.036e-1,5.707e-24
497.15,9.500e+2,,9.438e-15,9.389e-22,9.477e+2,,5.061e-5,1.625e+0,6.360e-1,5.696e-24
497.20,1.061e+3,,9.405e-15,9.511e-22,1.059e+3,,4.950e-5,1.011e+0,7.876e-1,5.685e-24
497.24,1.181e+3,,9.379e-15,9.609e-22,1.179e+3,,4.792e-5,7.607e-1,9.214e-1,5.676e-24
497.29,1.382e+3,,9.346e-15,9.731e-22,1.381e+3,,4.519e-5,6.632e-1,1.102e+0,5.665e-24
497.34,1.655e+3,,9.313e-15,9.854e-22,1.653e+3,,4.176e-5,7.618e-1,1.292e+0,5.654e-24
497.39,2.016e+3,,9.280e-15,9.976e-22,2.014e+3,,3.782e-5,1.051e+0,1.488e+0,5.643e-24
497.44,2.482e+3,,9.247e-15,1.010e-21,2.478e+3,,3.357e-5,1.562e+0,1.682e+0,5.632e-24
497.49,3.067e+3,,9.214e-15,1.022e-21,3.063e+3,,2.919e-5,2.355e+0,1.868e+0,5.620e-24
497.54,3.785e+3,,9.181e-15,1.034e-21,3.780e+3,,2.488e-5,3.523e+0,2.041e+0,5.609e-24
497.59,4.643e+3,,9.148e-15,1.046e-21,4.635e+3,,2.078e-5,5.184e+0,2.194e+0,5.598e-24
497.64,5.639e+3,,9.115e-15,1.059e-21,5.629e+3,,1.701e-5,7.487e+0,2.326e+0,5.587e-24
497.68,6.529e+3,,9.089e-15,1.068e-21,6.517e+3,,1.428e-5,9.905e+0,2.415e+0,5.578e-24
497.73,7.742e+3,,9.056e-15,1.081e-21,7.725e+3,,1.127e-5,1.380e+1,2.507e+0,5.567e-24
497.78,9.037e+3,,9.023e-15,1.093e-21,9.016e+3,,8.717e-6,1.885e+1,2.580e+0,5.556e-24
497.83,1.037e+4,,8.990e-15,1.105e-21,1.035e+4,,6.606e-6,2.524e+1,2.641e+0,5.545e-24
497.88,1.170e+4,,8.957e-15,1.117e-21,1.167e+4,,4.907e-6,3.312e+1,2.695e+0,5.534e-24
497.93,1.297e+4,,8.924e-15,1.130e-21,1.292e+4,,3.571e-6,4.258e+1,2.750e+0,5.523e-24
497.98,1.411e+4,,8.891e-15,1.142e-21,1.406e+4,,2.547e-6,5.367e+1,2.813e+0,5.512e-24
498.03,1.508e+4,,8.858e-15,1.154e-21,1.501e+4,,1.781e-6,6.629e+1,2.889e+0,5.501e-24
498.07,1.570e+4,,8.832e-15,1.164e-21,1.562e+4,,1.318e-6,7.737e+1,2.962e+0,5.492e-24
498.12,1.625e+4,,8.799e-15,1.176e-21,1.616e+4,,8.881e-7,9.217e+1,3.071e+0,5.481e-24
498.17,1.654e+4,,8.766e-15,1.188e-21,1.643e+4,,5.866e-7,1.076e+2,3.197e+0,5.470e-24
498.22,1.656e+4,,8.733e-15,1.200e-21,1.644e+4,,3.797e-7,1.231e+2,3.339e+0,5.458e-24
498.27,1.634e+4,,8.700e-15,1.213e-21,1.620e+4,,2.408e-7,1.381e+2,3.493e+0,5.447e-24
498.32,1.592e+4,,8.667e-15,1.225e-21,1.577e+4,,1.497e-7,1.518e+2,3.652e+0,5.436e-24
498.37,1.536e+4,,8.634e-15,1.237e-21,1.519e+4,,9.119e-8,1.635e+2,3.813e+0,5.425e-24
498.42,1.471e+4,,8.601e-15,1.249e-21,1.453e+4,,5.444e-8,1.727e+2,3.970e+0,5.414e-24
498.46,1.417e+4,,8.575e-15,1.259e-21,1.399e+4,,3.551e-8,1.777e+2,4.089e+0,5.405e-24
498.51,1.354e+4,,8.542e-15,1.271e-21,1.336e+4,,2.044e-8,1.810e+2,4.230e+0,5.394e-24
498.56,1.301e+4,,8.509e-15,1.284e-21,1.282e+4,,1.153e-8,1.806e+2,4.359e+0,5.383e-24
498.61,1.261e+4,,8.476e-15,1.296e-21,1.243e+4,,6.373e-9,1.767e+2,4.475e+0,5.372e-24
498.66,1.238e+4,,8.443e-15,1.308e-21,1.221e+4,,3.452e-9,1.694e+2,4.577e+0,5.361e-24
498.71,1.233e+4,,8.410e-15,1.320e-21,1.216e+4,,1.833e-9,1.592e+2,4.664e+0,5.350e-24
498.76,1.243e+4,,8.377e-15,1.332e-21,1.227e+4,,9.533e-10,1.467e+2,4.732e+0,5.339e-24
498.81,1.265e+4,,8.344e-15,1.345e-21,1.252e+4,,4.860e-10,1.326e+2,4.779e+0,5.328e-24
498.86,1.296e+4,,8.311e-15,1.357e-21,1.284e+4,,2.428e-10,1.175e+2,4.801e+0,5.317e-24
498.90,1.324e+4,,8.285e-15,1.367e-21,1.313e+4,,1.373e-10,1.054e+2,4.797e+0,5.308e-24
498.95,1.357e+4,,8.252e-15,1.379e-21,1.347e+4,,6.616e-11,9.058e+1,4.763e+0,5.297e-24
499.00,1.384e+4,,8.219e-15,1.391e-21,1.376e+4,,3.123e-11,7.687e+1,4.695e+0,5.285e-24
499.05,1.401e+4,,8.186e-15,1.403e-21,1.394e+4,,1.445e-11,6.480e+1,4.594e+0,5.274e-24
499.10,1.405e+4,,8.153e-15,1.416e-21,1.399e+4,,6.550e-12,5.488e+1,4.466e+0,5.263e-24
499.15,1.395e+4,,8.120e-15,1.428e-21,1.390e+4,,2.910e-12,4.756e+1,4.322e+0,5.252e-24
499.20,1.372e+4,,8.087e-15,1.440e-21,1.367e+4,,1.267e-12,4.324e+1,4.180e+0,5.241e-24
499.25,1.337e+4,,8.054e-15,1.452e-21,1.333e+4,,5.406e-13,4.236e+1,4.062e+0,5.230e-24
499.29,1.304e+4,,8.028e-15,1.462e-21,1.299e+4,,2.695e-13,4.443e+1,4.005e+0,5.221e-24
499.34,1.259e+4,,7.995e-15,1.474e-21,1.254e+4,,1.109e-13,5.092e+1,4.009e+0,5.210e-24
499.39,1.214e+4,,7.962e-15,1.486e-21,1.207e+4,,4.470e-14,6.226e+1,4.129e+0,5.199e-24
499.44,1.174e+4,,7.929e-15,1.499e-21,1.166e+4,,1.766e-14,7.905e+1,4.406e+0,5.188e-24
499.49,1.142e+4,,7.896e-15,1.511e-21,1.131e+4,,6.837e-15,1.019e+2,4.876e+0,5.177e-24
499.54,1.121e+4,,7.863e-15,1.523e-21,1.108e+4,,2.594e-15,1.314e+2,5.573e+0,5.166e-24
499.59,1.113e+4,,7.830e-15,1.535e-21,1.095e+4,,9.645e-16,1.680e+2,6.525e+0,5.155e-24
499.64,1.116e+4,,7.797e-15,1.548e-21,1.094e+4,,3.514e-16,2.119e+2,7.748e+0,5.143e-24
499.69,1.130e+4,,7.764e-15,1.560e-21,1.102e+4,,1.255e-16,2.631e+2,9.246e+0,5.132e-24
499.73,1.146e+4,,7.738e-15,1.570e-21,1.114e+4,,5.426e-17,3.091e+2,1.063e+1,5.124e-24
499.78,1.171e+4,,7.705e-15,1.582e-21,1.132e+4,,1.868e-17,3.721e+2,1.258e+1,5.112e-24
499.83,1.196e+4,,7.672e-15,1.594e-21,1.151e+4,,6.303e-18,4.403e+2,1.472e+1,5.101e-24
499.88,1.219e+4,,7.639e-15,1.606e-21,1.166e+4,,2.084e-18,5.121e+2,1.698e+1,5.090e-24
499.93,1.236e+4,,7.606e-15,1.618e-21,1.176e+4,,6.753e-19,5.854e+2,1.929e+1,5.079e-24
499.98,1.245e+4,,7.573e-15,1.631e-21,1.177e+4,,2.144e-19,6.581e+2,2.155e+1,5.068e-24
500.03,1.244e+4,,7.540e-15,1.643e-21,1.169e+4,,6.672e-20,7.278e+2,2.365e+1,5.057e-24
500.08,1.234e+4,,7.507e-15,1.655e-21,1.153e+4,,2.035e-20,7.921e+2,2.551e+1,5.046e-24
500.12,1.220e+4,,7.481e-15,1.665e-21,1.134e+4,,2.021e-20,8.382e+2,2.675e+1,5.037e-24
500.17,1.196e+4,,7.448e-15,1.677e-21,1.105e+4,,2.004e-20,8.875e+2,2.794e+1,5.026e-24
500.22,1.168e+4,,7.415e-15,1.689e-21,1.072e+4,,1.986e-20,9.260e+2,2.866e+1,5.015e-24
500.27,1.137e+4,,7.382e-15,1.702e-21,1.039e+4,,1.969e-20,9.525e+2,2.888e+1,5.004e-24
500.32,1.106e+4,,7.349e-15,1.714e-21,1.007e+4,,1.952e-20,9.665e+2,2.859e+1,4.993e-24
500.37,1.078e+4,,7.316e-15,1.726e-21,9.788e+3,,1.935e-20,9.678e+2,2.781e+1,4.982e-24
500.42,1.054e+4,,7.283e-15,1.738e-21,9.558e+3,,1.918e-20,9.567e+2,2.658e+1,4.970e-24
500.47,1.035e+4,,7.250e-15,1.750e-21,9.387e+3,,1.900e-20,9.341e+2,2.499e+1,4.959e-24
500.51,1.023e+4,,7.224e-15,1.760e-21,9.293e+3,,1.887e-20,9.085e+2,2.349e+1,4.950e-24
500.56,1.012e+4,,7.191e-15,1.772e-21,9.225e+3,,1.869e-20,8.685e+2,2.143e+1,4.939e-24
500.61,1.005e+4,,7.158e-15,1.785e-21,9.205e+3,,1.852e-20,8.212e+2,1.924e+1,4.928e-24
500.66,1.001e+4,,7.125e-15,1.797e-21,9.226e+3,,1.835e-20,7.687e+2,1.701e+1,4.917e-24
500.71,1.001e+4,,7.092e-15,1.809e-21,9.279e+3,,1.818e-20,7.130e+2,1.483e+1,4.906e-24
500.76,1.003e+4,,7.059e-15,1.821e-21,9.360e+3,,1.801e-20,6.564e+2,1.275e+1,4.895e-24
500.81,1.008e+4,,7.026e-15,1.834e-21,9.467e+3,,1.784e-20,6.010e+2,1.083e+1,4.884e-24
500.86,1.016e+4,,6.993e-15,1.846e-21,9.602e+3,,1.766e-20,5.487e+2,9.105e+0,4.873e-24
500.91,1.028e+4,,6.960e-15,1.858e-21,9.767e+3,,1.749e-20,5.013e+2,7.603e+0,4.862e-24
500.95,1.040e+4,,6.934e-15,1.868e-21,9.923e+3,,1.735e-20,4.678e+2,6.566e+0,4.853e-24
501.00,1.059e+4,,6.901e-15,1.880e-21,1.015e+4,,1.718e-20,4.323e+2,5.474e+0,4.842e-24
501.05,1.082e+4,,6.868e-15,1.892e-21,1.041e+4,,1.701e-20,4.043e+2,4.600e+0,4.831e-24
501.10,1.108e+4,,6.835e-15,1.904e-21,1.069e+4,,1.684e-20,3.838e+2,3.928e+0,4.820e-24
501.15,1.135e+4,,6.802e-15,1.917e-21,1.098e+4,,1.667e-20,3.704e+2,3.435e+0,4.808e-24
501.20,1.163e+4,,6.769e-15,1.929e-21,1.127e+4,,1.649e-20,3.629e+2,3.100e+0,4.797e-24
501.25,1.188e+4,,6.736e-15,1.941e-21,1.152e+4,,1.632e-20,3.601e+2,2.897e+0,4.786e-24
501.30,1.209e+4,,6.703e-15,1.953e-21,1.172e+4,,1.615e-20,3.604e+2,2.804e+0,4.775e-24
501.34,1.220e+4,,6.677e-15,1.963e-21,1.183e+4,,1.601e-20,3.619e+2,2.795e+0,4.766e-24
501.39,1.225e+4,,6.644e-15,1.975e-21,1.188e+4,,1.584e-20,3.640e+2,2.847e+0,4.755e-24
501.44,1.220e+4,,6.611e-15,1.988e-21,1.183e+4,,1.567e-20,3.652e+2,2.956e+0,4.744e-24
501.49,1.204e+4,,6.578e-15,2.000e-21,1.168e+4,,1.550e-20,3.643e+2,3.109e+0,4.733e-24
501.54,1.178e+4,,6.545e-15,2.012e-21,1.141e+4,,1.532e-20,3.608e+2,3.295e+0,4.722e-24
501.59,1.141e+4,,6.512e-15,2.024e-21,1.105e+4,,1.515e-20,3.545e+2,3.508e+0,4.711e-24
501.64,1.097e+4,,6.479e-15,2.036e-21,1.062e+4,,1.498e-20,3.454e+2,3.743e+0,4.700e-24
501.69,1.048e+4,,6.446e-15,2.049e-21,1.015e+4,,1.481e-20,3.342e+2,3.998e+0,4.689e-24
501.74,9.971e+3,,6.413e-15,2.061e-21,9.645e+3,,1.464e-20,3.213e+2,4.270e+0,4.678e-24
501.78,9.562e+3,,6.387e-15,2.071e-21,9.247e+3,,1.450e-20,3.104e+2,4.499e+0,4.669e-24
501.83,9.075e+3,,6.354e-15,2.083e-21,8.774e+3,,1.433e-20,2.966e+2,4.794e+0,4.658e-24
501.88,8.635e+3,,6.321e-15,2.095e-21,8.347e+3,,1.416e-20,2.830e+2,5.093e+0,4.647e-24
501.93,8.256e+3,,6.288e-15,2.107e-21,7.980e+3,,1.398e-20,2.702e+2,5.390e+0,4.635e-24
501.98,7.946e+3,,6.255e-15,2.120e-21,7.682e+3,,1.381e-20,2.582e+2,5.673e+0,4.624e-24
502.03,7.707e+3,,6.222e-15,2.132e-21,7.454e+3,,1.364e-20,2.472e+2,5.933e+0,4.613e-24
502.08,7.531e+3,,6.189e-15,2.144e-21,7.289e+3,,1.347e-20,2.367e+2,6.158e+0,4.602e-24
502.13,7.408e+3,,6.156e-15,2.156e-21,7.176e+3,,1.330e-20,2.265e+2,6.340e+0,4.591e-24
502.17,7.337e+3,,6.130e-15,2.166e-21,7.113e+3,,1.316e-20,2.182e+2,6.451e+0,4.582e-24
502.22,7.266e+3,,6.097e-15,2.178e-21,7.052e+3,,1.299e-20,2.073e+2,6.547e+0,4.571e-24
502.27,7.197e+3,,6.064e-15,2.190e-21,6.995e+3,,1.281e-20,1.956e+2,6.598e+0,4.560e-24
502.32,7.112e+3,,6.031e-15,2.203e-21,6.923e+3,,1.264e-20,1.829e+2,6.616e+0,4.549e-24
502.37,6.994e+3,,5.998e-15,2.215e-21,6.818e+3,,1.247e-20,1.691e+2,6.617e+0,4.538e-24
502.42,6.830e+3,,5.965e-15,2.227e-21,6.669e+3,,1.230e-20,1.543e+2,6.623e+0,4.527e-24
502.47,6.612e+3,,5.932e-15,2.239e-21,6.466e+3,,1.213e-20,1.387e+2,6.656e+0,4.516e-24
502.52,6.336e+3,,5.899e-15,2.252e-21,6.207e+3,,1.195e-20,1.228e+2,6.743e+0,4.505e-24
