Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
236.88,3.554e-12,2.967e-13,,3.554e-12
236.9,2.005e-11,2.902e-13,,2.005e-11
236.93,2.416e-10,2.804e-13,,2.416e-10
236.95,1.183e-9,2.739e-13,,1.183e-9
236.98,1.152e-8,2.641e-13,,1.152e-8
237,4.897e-8,2.576e-13,,4.897e-8
237.03,3.856e-7,2.479e-13,,3.856e-7
237.05,1.422e-6,2.413e-13,,1.422e-6
237.08,9.050e-6,2.316e-13,,9.050e-6
237.1,2.896e-5,2.250e-13,,2.896e-5
237.12,8.753e-5,2.185e-13,,8.753e-5
237.15,4.137e-4,2.087e-13,,4.137e-4
237.17,1.085e-3,2.022e-13,,1.085e-3
237.2,4.145e-3,1.925e-13,,4.145e-3
237.22,9.437e-3,1.859e-13,,9.437e-3
237.25,2.914e-2,1.762e-13,,2.914e-2
237.27,5.757e-2,1.696e-13,,5.757e-2
237.3,1.437e-1,1.599e-13,,1.437e-1
237.32,2.463e-1,1.533e-13,,2.463e-1
237.35,4.971e-1,1.436e-13,,4.971e-1
237.37,7.394e-1,1.371e-13,,7.394e-1
237.4,1.206e+0,1.273e-13,,1.206e+0
237.42,1.557e+0,1.208e-13,,1.557e+0
237.45,2.053e+0,1.110e-13,,2.053e+0
237.47,2.300e+0,1.045e-13,,2.300e+0
237.49,2.434e+0,9.795e-14,,2.434e+0
237.52,2.383e+0,8.817e-14,,2.383e+0
237.54,2.188e+0,8.166e-14,,2.188e+0
237.57,1.732e+0,7.188e-14,,1.732e+0
237.59,1.380e+0,6.536e-14,,1.380e+0
237.62,8.829e-1,5.559e-14,,8.829e-1
237.64,6.106e-1,4.907e-14,,6.106e-1
237.67,3.157e-1,3.929e-14,,3.157e-1
237.69,1.895e-1,3.278e-14,,1.895e-1
237.72,7.921e-2,2.300e-14,,7.921e-2
237.74,4.125e-2,1.744e-13,,4.125e-2
237.77,1.394e-2,3.278e-12,,1.394e-2
237.79,6.299e-3,2.160e-11,,6.299e-3
237.82,1.721e-3,3.287e-10,,1.721e-3
237.84,6.748e-4,1.881e-9,,6.748e-4
237.87,1.490e-4,2.319e-8,,1.490e-4
237.89,5.082e-5,1.153e-7,,5.070e-5
237.91,1.684e-5,5.419e-7,,1.630e-5
237.94,7.642e-6,4.970e-6,,2.672e-6
237.96,2.104e-5,2.030e-5,,7.457e-7
237.99,1.508e-4,1.507e-4,,9.881e-8
238.01,5.347e-4,5.347e-4,,2.393e-8
238.04,3.215e-3,3.215e-3,,2.563e-9
238.06,9.908e-3,9.908e-3,,5.385e-10
238.09,4.824e-2,4.824e-2,,4.663e-11
238.11,1.292e-1,1.292e-1,,8.502e-12
238.14,5.092e-1,5.092e-1,,5.951e-13
238.16,1.185e+0,1.185e+0,,9.415e-14
238.19,3.781e+0,3.781e+0,,5.327e-15
238.21,7.641e+0,7.641e+0,,7.314e-16
238.24,1.975e+1,1.975e+1,,7.237e-16
238.26,3.468e+1,3.468e+1,,7.185e-16
238.28,5.755e+1,5.755e+1,,7.133e-16
238.31,1.107e+2,1.107e+2,,7.056e-16
238.33,1.596e+2,1.596e+2,,7.004e-16
238.36,2.486e+2,2.486e+2,,6.926e-16
238.38,3.114e+2,3.114e+2,,6.875e-16
238.41,3.927e+2,3.927e+2,,6.797e-16
238.43,4.273e+2,4.273e+2,,6.745e-16
238.46,4.364e+2,4.364e+2,,6.668e-16
238.48,4.126e+2,4.126e+2,,6.616e-16
238.51,3.412e+2,3.412e+2,,6.539e-16
238.53,2.802e+2,2.802e+2,,6.487e-16
238.56,1.876e+2,1.876e+2,,6.409e-16
238.58,1.339e+2,1.339e+2,,6.358e-16
238.61,7.258e+1,7.258e+1,,6.280e-16
238.63,4.499e+1,4.499e+1,,6.228e-16
238.65,2.636e+1,2.636e+1,,6.177e-16
238.68,1.064e+1,1.064e+1,,6.099e-16
238.7,5.413e+0,5.413e+0,,6.047e-16
238.73,1.769e+0,1.769e+0,,5.970e-16
238.75,7.821e-1,7.821e-1,,5.918e-16
238.78,2.069e-1,2.069e-1,,5.840e-16
238.8,7.949e-2,7.949e-2,,5.789e-16
238.83,1.703e-2,1.703e-2,,5.711e-16
238.85,5.684e-3,5.684e-3,,5.659e-16
238.88,9.860e-4,9.860e-4,,5.582e-16
238.9,2.859e-4,2.859e-4,,5.530e-16
238.93,4.016e-5,4.016e-5,,5.452e-16
238.95,1.011e-5,1.011e-5,,5.401e-16
238.98,1.150e-6,1.150e-6,,5.323e-16
239,2.517e-7,2.517e-7,,5.271e-16
239.02,5.207e-8,5.207e-8,,5.220e-16
239.05,4.407e-9,4.407e-9,,5.142e-16
239.07,7.920e-10,7.920e-10,,5.090e-16
239.1,5.428e-11,5.428e-11,,5.013e-16
239.12,8.474e-12,8.474e-12,,4.961e-16
239.15,4.703e-13,4.703e-13,,4.884e-16
239.17,6.378e-14,6.378e-14,,4.832e-16
240.65,1.005e-16,3.464e-14,,1.005e-16
240.68,2.073e-15,3.405e-14,,2.073e-15
240.7,1.456e-14,3.365e-14,,1.456e-14
240.73,2.446e-13,3.306e-14,,2.446e-13
240.75,1.498e-12,3.267e-14,,1.498e-12
240.78,2.048e-11,3.208e-14,,2.048e-11
240.8,1.093e-10,3.168e-14,,1.093e-10
240.83,1.216e-9,3.109e-14,,1.216e-9
240.85,5.660e-9,3.070e-14,,5.660e-9
240.88,5.125e-8,3.011e-14,,5.125e-8
240.9,2.079e-7,2.971e-14,,2.079e-7
240.93,1.532e-6,2.912e-14,,1.532e-6
240.95,5.419e-6,2.873e-14,,5.419e-6
240.97,1.814e-5,2.834e-14,,1.814e-5
241,1.002e-4,2.774e-14,,1.002e-4
241.02,2.923e-4,2.735e-14,,2.923e-4
241.05,1.314e-3,2.676e-14,,1.314e-3
241.07,3.343e-3,2.637e-14,,3.343e-3
241.1,1.224e-2,2.578e-14,,1.224e-2
241.12,2.713e-2,1.899e-13,,2.713e-2
241.15,8.080e-2,3.427e-12,,8.080e-2
241.17,1.562e-1,2.202e-11,,1.562e-1
241.2,3.786e-1,3.238e-10,,3.786e-1
241.22,6.378e-1,1.814e-9,,6.378e-1
241.25,1.258e+0,2.173e-8,,1.258e+0
241.27,1.848e+0,1.062e-7,,1.848e+0
241.3,2.968e+0,1.036e-6,,2.968e+0
241.32,3.800e+0,4.415e-6,,3.800e+0
241.34,4.605e+0,1.782e-5,,4.605e+0
241.37,5.543e+0,1.304e-4,,5.543e+0
241.39,5.856e+0,4.589e-4,,5.856e+0
241.42,5.739e+0,2.735e-3,,5.737e+0
241.44,5.291e+0,8.397e-3,,5.283e+0
241.47,4.253e+0,4.076e-2,,4.212e+0
241.49,3.491e+0,1.091e-1,,3.382e+0
241.52,2.626e+0,4.315e-1,,2.194e+0
241.54,2.543e+0,1.008e+0,,1.536e+0
241.57,4.056e+0,3.245e+0,,8.111e-1
241.59,7.104e+0,6.610e+0,,4.948e-1
241.62,1.755e+1,1.734e+1,,2.127e-1
241.64,3.091e+1,3.080e+1,,1.131e-1
241.67,6.584e+1,6.580e+1,,3.957e-2
241.69,1.019e+2,1.019e+2,,1.834e-2
241.71,1.495e+2,1.495e+2,,8.049e-3
241.74,2.397e+2,2.397e+2,,2.111e-3
241.76,3.066e+2,3.066e+2,,8.074e-4
241.79,4.005e+2,4.005e+2,,1.723e-4
241.81,4.472e+2,4.472e+2,,5.746e-5
241.84,4.772e+2,4.772e+2,,9.982e-6
241.86,4.670e+2,4.670e+2,,2.901e-6
241.89,4.142e+2,4.142e+2,,4.102e-7
241.91,3.657e+2,3.657e+2,,1.039e-7
241.94,2.999e+2,2.999e+2,,1.196e-8
241.96,2.758e+2,2.758e+2,,2.642e-9
241.99,2.876e+2,2.876e+2,,2.474e-10
242.01,3.305e+2,3.305e+2,,4.764e-11
242.04,4.377e+2,4.377e+2,,3.631e-12
242.06,5.236e+2,5.236e+2,,6.095e-13
242.08,6.057e+2,6.057e+2,,9.684e-14
242.11,6.924e+2,6.924e+2,,5.533e-15
242.13,7.111e+2,7.111e+2,,7.663e-16
242.16,6.735e+2,6.735e+2,,7.640e-16
242.18,6.129e+2,6.129e+2,,7.624e-16
242.21,5.000e+2,5.000e+2,,7.601e-16
242.23,4.336e+2,4.336e+2,,7.586e-16
242.26,3.854e+2,3.854e+2,,7.563e-16
242.28,4.030e+2,4.030e+2,,7.548e-16
242.31,5.126e+2,5.126e+2,,7.525e-16
242.33,6.331e+2,6.331e+2,,7.509e-16
242.36,8.496e+2,8.496e+2,,7.486e-16
242.38,9.878e+2,9.878e+2,,7.471e-16
242.41,1.131e+3,1.131e+3,,7.448e-16
242.43,1.161e+3,1.161e+3,,7.432e-16
242.46,1.091e+3,1.091e+3,,7.409e-16
242.48,9.782e+2,9.782e+2,,7.394e-16
242.5,8.310e+2,8.310e+2,,7.379e-16
242.53,5.884e+2,5.884e+2,,7.356e-16
242.55,4.381e+2,4.381e+2,,7.340e-16
242.58,2.594e+2,2.594e+2,,7.317e-16
242.6,1.785e+2,1.785e+2,,7.302e-16
242.63,1.138e+2,1.138e+2,,7.279e-16
242.65,1.043e+2,1.043e+2,,7.264e-16
242.68,1.316e+2,1.316e+2,,7.241e-16
242.7,1.720e+2,1.720e+2,,7.225e-16
242.73,2.538e+2,2.538e+2,,7.202e-16
242.75,3.133e+2,3.133e+2,,7.187e-16
242.78,3.908e+2,3.908e+2,,7.164e-16
242.8,4.238e+2,4.238e+2,,7.149e-16
242.83,4.324e+2,4.324e+2,,7.126e-16
242.85,4.095e+2,4.095e+2,,7.110e-16
242.87,3.674e+2,3.674e+2,,7.095e-16
242.9,2.820e+2,2.820e+2,,7.072e-16
242.92,2.209e+2,2.209e+2,,7.057e-16
242.95,1.383e+2,1.383e+2,,7.033e-16
242.97,9.460e+1,9.460e+1,,7.018e-16
243,4.833e+1,4.833e+1,,6.995e-16
243.02,2.886e+1,2.886e+1,,6.980e-16
243.05,1.203e+1,1.203e+1,,6.957e-16
243.07,6.272e+0,6.272e+0,,6.941e-16
243.1,2.133e+0,2.133e+0,,6.918e-16
243.12,9.709e-1,9.709e-1,,6.903e-16
243.15,2.694e-1,2.694e-1,,6.880e-16
243.17,1.071e-1,1.071e-1,,6.865e-16
243.2,2.423e-2,2.423e-2,,6.842e-16
243.22,8.410e-3,8.410e-3,,6.826e-16
243.24,2.764e-3,2.764e-3,,6.811e-16
243.27,4.706e-4,4.706e-4,1.823e-13,6.788e-16
243.29,1.351e-4,1.351e-4,1.331e-12,6.773e-16
243.32,1.876e-5,1.876e-5,2.376e-11,6.750e-16
243.34,4.701e-6,4.700e-6,1.517e-10,6.734e-16
243.37,5.348e-7,5.326e-7,2.214e-9,6.711e-16
243.39,1.289e-7,1.165e-7,1.236e-8,6.696e-16
243.42,1.582e-7,1.079e-8,1.474e-7,6.673e-16
243.44,7.218e-7,2.182e-9,7.196e-7,6.658e-16
243.47,7.018e-6,1.820e-9,7.017e-6,6.635e-16
243.49,2.995e-5,8.822e-9,2.994e-5,6.619e-16
243.52,2.388e-4,9.664e-8,2.387e-4,6.596e-16
243.54,8.909e-4,4.466e-7,8.905e-4,6.581e-16
243.57,5.806e-3,4.011e-6,5.802e-3,6.558e-16
243.59,1.894e-2,1.621e-5,1.893e-2,6.542e-16
243.61,5.857e-2,6.206e-5,5.851e-2,6.527e-16
243.64,2.879e-1,4.204e-4,2.875e-1,6.504e-16
243.66,7.784e-1,1.408e-3,7.770e-1,6.489e-16
243.69,3.129e+0,7.797e-3,3.121e+0,6.466e-16
243.71,7.398e+0,2.283e-2,7.375e+0,6.450e-16
243.74,2.432e+1,1.034e-1,2.422e+1,6.427e-16
243.76,5.030e+1,2.646e-1,5.003e+1,6.412e-16
243.79,1.353e+2,9.797e-1,1.343e+2,6.389e-16
243.81,2.448e+2,2.193e+0,2.426e+2,6.374e-16
243.84,5.390e+2,6.638e+0,5.324e+2,6.351e-16
243.86,8.536e+2,1.299e+1,8.406e+2,6.335e-16
243.89,1.540e+3,3.215e+1,1.508e+3,6.312e-16
243.91,2.137e+3,5.501e+1,2.082e+3,6.297e-16
243.94,3.164e+3,1.113e+2,3.053e+3,6.274e-16
243.96,3.851e+3,1.665e+2,3.685e+3,6.259e-16
243.99,4.693e+3,2.755e+2,4.418e+3,6.236e-16
244.01,5.022e+3,3.604e+2,4.662e+3,6.220e-16
244.03,5.108e+3,4.467e+2,4.662e+3,6.205e-16
244.06,4.772e+3,5.575e+2,4.215e+3,6.182e-16
244.08,4.289e+3,6.043e+2,3.685e+3,6.167e-16
244.11,3.340e+3,6.166e+2,2.724e+3,6.143e-16
244.13,2.666e+3,5.844e+2,2.082e+3,6.128e-16
244.16,1.745e+3,4.875e+2,1.258e+3,6.105e-16
244.18,1.245e+3,4.039e+2,8.406e+2,6.090e-16
244.21,6.907e+2,2.755e+2,4.152e+2,6.067e-16
244.23,4.422e+2,1.996e+2,2.426e+2,6.051e-16
244.26,2.093e+2,1.113e+2,9.795e+1,6.028e-16
244.28,1.205e+2,7.052e+1,5.003e+1,6.013e-16
244.31,4.866e+1,3.215e+1,1.651e+1,5.990e-16
244.33,2.518e+1,1.781e+1,7.375e+0,5.975e-16
244.36,8.628e+0,6.638e+0,1.990e+0,5.952e-16
244.38,3.992e+0,3.215e+0,7.770e-1,5.936e-16
244.4,1.763e+0,1.476e+0,2.875e-1,5.921e-16
244.43,4.734e-1,4.149e-1,5.851e-2,5.898e-16
244.45,1.854e-1,1.665e-1,1.893e-2,5.883e-16
244.48,4.143e-2,3.828e-2,3.154e-3,5.860e-16
244.5,1.434e-2,1.343e-2,9.133e-4,5.844e-16
244.53,2.831e-3,2.524e-3,3.069e-4,5.821e-16
244.55,1.509e-3,7.745e-4,7.343e-4,5.806e-16
244.58,4.824e-3,1.190e-4,4.705e-3,5.783e-16
244.6,1.563e-2,3.193e-5,1.560e-2,5.768e-16
244.63,8.527e-2,4.011e-6,8.527e-2,5.745e-16
244.65,2.476e-1,9.408e-7,2.476e-1,5.729e-16
244.68,1.108e+0,9.664e-8,1.108e+0,5.706e-16
244.7,2.816e+0,1.982e-8,2.816e+0,5.691e-16
244.73,1.032e+1,1.664e-9,1.032e+1,5.668e-16
244.75,2.296e+1,2.985e-10,2.296e+1,5.652e-16
244.77,4.841e+1,5.072e-11,4.841e+1,5.637e-16
244.8,1.342e+2,3.213e-12,1.342e+2,5.614e-16
244.82,2.476e+2,4.774e-13,2.476e+2,5.599e-16
244.85,5.619e+2,4.752e-13,5.619e+2,5.576e-16
244.87,9.077e+2,4.737e-13,9.077e+2,5.560e-16
244.9,1.686e+3,4.715e-13,1.686e+3,5.537e-16
244.92,2.385e+3,4.700e-13,2.385e+3,5.522e-16
244.95,3.628e+3,4.677e-13,3.628e+3,5.499e-16
244.97,4.490e+3,4.662e-13,4.490e+3,5.484e-16
245,5.594e+3,4.640e-13,5.594e+3,5.461e-16
245.02,6.060e+3,4.625e-13,6.060e+3,5.445e-16
245.05,6.182e+3,4.602e-13,6.182e+3,5.422e-16
245.07,5.861e+3,4.587e-13,5.861e+3,5.407e-16
245.1,4.896e+3,4.565e-13,4.896e+3,5.384e-16
245.12,4.063e+3,4.550e-13,4.063e+3,5.369e-16
245.14,3.197e+3,4.535e-13,3.197e+3,5.353e-16
245.17,2.019e+3,4.513e-13,2.019e+3,5.330e-16
245.19,1.390e+3,4.498e-13,1.390e+3,5.315e-16
245.22,7.189e+2,4.475e-13,7.189e+2,5.292e-16
245.24,4.333e+2,4.460e-13,4.333e+2,5.276e-16
245.27,1.835e+2,4.438e-13,1.835e+2,5.253e-16
245.29,9.680e+1,4.423e-13,9.680e+1,5.238e-16
245.32,3.356e+1,4.400e-13,3.356e+1,5.215e-16
245.34,1.550e+1,4.385e-13,1.550e+1,5.200e-16
245.37,4.400e+0,4.363e-13,4.400e+0,5.177e-16
245.39,1.778e+0,4.348e-13,1.778e+0,5.161e-16
245.42,4.135e-1,4.326e-13,4.135e-1,5.138e-16
245.44,1.463e-1,4.311e-13,1.463e-1,5.123e-16
245.47,2.784e-2,4.288e-13,2.784e-2,5.100e-16
245.49,8.621e-3,4.273e-13,8.621e-3,5.085e-16
245.52,1.344e-3,4.251e-13,1.344e-3,5.062e-16
245.54,3.642e-4,4.236e-13,3.642e-4,5.046e-16
245.56,9.358e-5,4.221e-13,9.358e-5,5.031e-16
245.59,1.103e-5,4.199e-13,1.103e-5,5.008e-16
245.61,2.480e-6,4.184e-13,2.480e-6,4.993e-16
245.64,2.393e-7,4.161e-13,2.393e-7,4.970e-16
245.66,4.711e-8,4.146e-13,4.711e-8,4.954e-16
245.69,3.722e-9,4.124e-13,3.722e-9,4.931e-16
245.71,6.413e-10,4.109e-13,6.413e-10,4.916e-16
245.74,4.150e-11,4.086e-13,4.150e-11,4.893e-16
245.76,6.257e-12,4.071e-13,6.257e-12,4.878e-16
245.79,3.315e-13,4.049e-13,3.315e-13,4.855e-16
250.82,9.953e-17,2.872e-14,3.170e-13,9.953e-17
250.85,1.879e-15,2.647e-14,3.169e-13,1.879e-15
250.87,1.251e-14,2.498e-14,3.168e-13,1.251e-14
250.89,7.915e-14,2.348e-14,3.168e-13,7.915e-14
250.92,1.146e-12,2.124e-14,3.167e-13,1.146e-12
250.94,6.392e-12,1.974e-14,3.166e-13,6.392e-12
250.97,7.688e-11,1.750e-14,3.165e-13,7.657e-11
250.99,3.785e-10,1.600e-14,2.156e-12,3.763e-10
251.02,3.764e-9,1.376e-14,3.488e-11,3.730e-9
251.04,1.636e-8,1.226e-14,2.094e-10,1.615e-8
251.07,1.353e-7,1.002e-14,2.803e-9,1.325e-7
251.09,5.205e-7,8.525e-15,1.484e-8,5.056e-7
251.12,3.594e-6,6.282e-15,1.643e-7,3.430e-6
251.14,1.231e-5,4.378e-14,7.665e-7,1.154e-5
251.17,7.178e-5,7.328e-13,7.025e-6,6.476e-5
251.19,2.209e-4,4.503e-12,2.888e-5,1.920e-4
251.22,1.111e-3,6.238e-11,2.191e-4,8.915e-4
251.24,3.123e-3,3.379e-10,7.939e-4,2.329e-3
251.26,8.521e-3,1.740e-9,2.735e-3,5.786e-3
251.29,3.652e-2,1.850e-8,1.591e-2,2.060e-2
251.31,9.343e-2,8.399e-8,4.833e-2,4.510e-2
251.34,3.656e-1,7.391e-7,2.327e-1,1.329e-1
251.36,8.792e-1,2.958e-6,6.229e-1,2.563e-1
251.39,3.106e+0,2.155e-5,2.481e+0,6.248e-1
251.41,6.917e+0,7.602e-5,5.854e+0,1.062e+0
251.44,2.144e+1,4.583e-4,1.930e+1,2.142e+0
251.46,4.335e+1,1.426e-3,4.014e+1,3.210e+0
251.49,1.149e+2,7.115e-3,1.095e+2,5.355e+0
251.51,2.078e+2,1.951e-2,2.007e+2,7.071e+0
251.54,4.629e+2,8.062e-2,4.530e+2,9.759e+0
251.56,7.434e+2,1.950e-1,7.319e+2,1.136e+1
251.59,1.381e+3,6.672e-1,1.367e+3,1.297e+1
251.61,1.962e+3,1.423e+0,1.947e+3,1.330e+1
251.64,3.026e+3,4.040e+0,3.009e+3,1.257e+1
251.66,3.796e+3,7.612e+0,3.777e+3,1.136e+1
251.68,4.530e+3,1.366e+1,4.507e+3,9.759e+0
251.71,5.381e+3,2.998e+1,5.344e+3,7.071e+0
251.73,5.674e+3,4.775e+1,5.621e+3,5.355e+0
251.76,5.607e+3,8.821e+1,5.516e+3,3.210e+0
251.78,5.242e+3,1.260e+2,5.113e+3,2.142e+0
251.81,4.353e+3,2.000e+2,4.152e+3,1.062e+0
251.83,3.654e+3,2.612e+2,3.393e+3,6.248e-1
251.86,2.651e+3,3.707e+2,2.280e+3,2.563e-1
251.88,2.098e+3,4.560e+2,1.642e+3,1.329e-1
251.91,1.516e+3,6.036e+2,9.128e+2,4.510e-2
251.93,1.293e+3,7.140e+2,5.795e+2,2.060e-2
251.96,1.155e+3,8.887e+2,2.666e+2,5.786e-3
251.98,1.149e+3,9.997e+2,1.492e+2,2.329e-3
252.01,1.186e+3,1.129e+3,5.681e+1,5.412e-4
252.03,1.201e+3,1.173e+3,2.807e+1,1.920e-4
252.05,1.185e+3,1.171e+3,1.332e+1,6.476e-5
252.08,1.083e+3,1.079e+3,4.689e+0,1.154e-5
252.1,9.684e+2,9.647e+2,3.764e+0,3.430e-6
252.13,7.554e+2,7.469e+2,8.503e+0,5.056e-7
252.15,6.114e+2,5.929e+2,1.854e+1,1.325e-7
252.18,4.400e+2,3.824e+2,5.757e+1,1.615e-8
252.2,3.846e+2,2.683e+2,1.163e+2,3.730e-9
252.23,4.517e+2,1.436e+2,3.081e+2,3.763e-10
252.25,6.486e+2,8.896e+1,5.596e+2,7.657e-11
252.28,1.310e+3,3.946e+1,1.271e+3,6.392e-12
252.3,2.115e+3,2.156e+1,2.094e+3,1.146e-12
252.33,4.141e+3,7.920e+0,4.133e+3,7.915e-14
252.35,6.227e+3,3.816e+0,6.223e+3,1.251e-14
252.38,1.078e+4,1.168e+0,1.078e+4,1.241e-14
252.4,1.488e+4,5.133e-1,1.488e+4,1.234e-14
252.42,1.984e+4,2.532e-1,1.984e+4,1.227e-14
252.45,2.850e+4,2.596e-1,2.850e+4,1.217e-14
252.47,3.460e+4,5.157e-1,3.460e+4,1.210e-14
252.5,4.293e+4,1.633e+0,4.293e+4,1.200e-14
252.52,4.704e+4,3.370e+0,4.704e+4,1.194e-14
252.55,4.972e+4,9.119e+0,4.971e+4,1.184e-14
252.57,4.877e+4,1.664e+1,4.876e+4,1.177e-14
252.6,4.346e+4,3.738e+1,4.342e+4,1.167e-14
252.62,3.796e+4,6.029e+1,3.790e+4,1.160e-14
252.65,2.836e+4,1.127e+2,2.824e+4,1.150e-14
252.67,2.202e+4,1.612e+2,2.186e+4,1.143e-14
252.7,1.386e+4,2.531e+2,1.361e+4,1.133e-14
252.72,9.693e+3,3.243e+2,9.369e+3,1.127e-14
252.75,5.445e+3,4.393e+2,5.006e+3,1.117e-14
252.77,3.786e+3,5.190e+2,3.267e+3,1.110e-14
252.79,2.875e+3,6.023e+2,2.273e+3,1.103e-14
252.82,2.571e+3,7.438e+2,1.828e+3,1.093e-14
252.84,2.906e+3,8.591e+2,2.047e+3,1.086e-14
252.87,4.034e+3,1.077e+3,2.958e+3,1.076e-14
252.89,5.157e+3,1.251e+3,3.906e+3,1.070e-14
252.92,7.389e+3,1.528e+3,5.861e+3,1.059e-14
252.94,9.276e+3,1.694e+3,7.582e+3,1.053e-14
252.97,1.281e+4,1.854e+3,1.096e+4,1.043e-14
252.99,1.568e+4,1.872e+3,1.381e+4,1.036e-14
253.02,2.069e+4,1.746e+3,1.894e+4,1.026e-14
253.04,2.428e+4,1.573e+3,2.271e+4,1.019e-14
253.07,2.935e+4,1.228e+3,2.812e+4,1.009e-14
253.09,3.196e+4,9.788e+2,3.098e+4,1.002e-14
253.12,3.377e+4,6.351e+2,3.314e+4,9.923e-15
253.14,3.324e+4,4.474e+2,3.280e+4,9.856e-15
253.17,2.987e+4,2.409e+2,2.963e+4,9.755e-15
253.19,2.630e+4,1.498e+2,2.615e+4,9.688e-15
253.21,2.219e+4,8.860e+1,2.210e+4,9.621e-15
253.24,1.609e+4,3.670e+1,1.606e+4,9.520e-15
253.26,1.273e+4,1.916e+1,1.271e+4,9.453e-15
253.29,9.475e+3,6.581e+0,9.469e+3,9.352e-15
253.31,8.682e+3,3.032e+0,8.679e+3,9.285e-15
253.34,9.475e+3,8.632e-1,9.475e+3,9.185e-15
253.36,1.109e+4,3.510e-1,1.109e+4,9.117e-15
253.39,1.455e+4,8.285e-2,1.455e+4,9.017e-15
253.41,1.712e+4,2.973e-2,1.712e+4,8.950e-15
253.44,2.070e+4,5.818e-3,2.070e+4,8.849e-15
253.46,2.258e+4,1.842e-3,2.258e+4,8.782e-15
253.49,2.434e+4,2.989e-4,2.434e+4,8.681e-15
253.51,2.473e+4,8.352e-5,2.473e+4,8.614e-15
253.54,2.419e+4,1.125e-5,2.419e+4,8.513e-15
253.56,2.314e+4,2.831e-6,2.314e+4,8.446e-15
253.58,2.160e+4,9.335e-7,2.160e+4,8.379e-15
253.61,1.851e+4,2.653e-6,1.851e+4,8.278e-15
253.63,1.608e+4,1.062e-5,1.608e+4,8.211e-15
253.66,1.219e+4,8.031e-5,1.219e+4,8.110e-15
253.68,9.660e+3,2.911e-4,9.660e+3,8.043e-15
253.71,6.305e+3,1.830e-3,6.305e+3,7.942e-15
253.73,4.492e+3,5.861e-3,4.492e+3,7.875e-15
253.76,2.478e+3,3.061e-2,2.478e+3,7.775e-15
253.78,1.572e+3,8.659e-2,1.572e+3,7.708e-15
253.81,7.266e+2,3.756e-1,7.262e+2,7.607e-15
253.83,4.094e+2,9.388e-1,4.085e+2,7.540e-15
253.86,1.606e+2,3.382e+0,1.572e+2,7.439e-15
253.88,8.567e+1,7.469e+0,7.820e+1,7.372e-15
253.91,4.736e+1,2.234e+1,2.502e+1,7.271e-15
253.93,5.460e+1,4.360e+1,1.100e+1,7.204e-15
253.95,8.558e+1,8.098e+1,4.602e+0,7.137e-15
253.98,1.879e+2,1.868e+2,1.135e+0,7.036e-15
254,3.069e+2,3.065e+2,4.194e-1,6.969e-15
254.03,5.872e+2,5.871e+2,8.584e-2,6.868e-15
254.05,8.512e+2,8.512e+2,2.801e-2,6.801e-15
254.08,1.354e+3,1.354e+3,4.758e-3,6.700e-15
254.1,1.735e+3,1.735e+3,1.371e-3,6.633e-15
254.13,2.292e+3,2.292e+3,1.933e-4,6.533e-15
254.15,2.594e+3,2.594e+3,4.919e-5,6.465e-15
254.18,2.846e+3,2.846e+3,5.753e-6,6.365e-15
254.2,2.846e+3,2.846e+3,1.293e-6,6.298e-15
254.23,2.594e+3,2.594e+3,1.255e-7,6.197e-15
254.25,2.292e+3,2.292e+3,2.490e-8,6.130e-15
254.28,1.735e+3,1.735e+3,2.005e-9,6.029e-15
254.3,1.354e+3,1.354e+3,3.513e-10,5.962e-15
254.32,1.006e+3,1.006e+3,5.857e-11,5.895e-15
254.35,5.871e+2,5.871e+2,3.632e-12,5.794e-15
254.37,3.854e+2,3.854e+2,3.543e-12,5.727e-15
254.4,1.868e+2,1.868e+2,3.410e-12,5.626e-15
254.42,1.083e+2,1.083e+2,3.321e-12,5.559e-15
254.45,4.360e+1,4.360e+1,3.188e-12,5.458e-15
254.47,2.234e+1,2.234e+1,3.099e-12,5.391e-15
254.5,7.469e+0,7.469e+0,2.966e-12,5.291e-15
254.52,3.382e+0,3.382e+0,2.878e-12,5.223e-15
254.55,9.388e-1,9.388e-1,2.744e-12,5.123e-15
254.57,3.756e-1,3.756e-1,2.656e-12,5.056e-15
254.6,8.659e-2,8.659e-2,2.523e-12,4.955e-15
254.62,3.061e-2,3.061e-2,2.434e-12,4.888e-15
254.65,5.861e-3,5.861e-3,2.301e-12,4.787e-15
254.67,1.830e-3,1.830e-3,2.212e-12,4.720e-15
254.7,2.911e-4,2.911e-4,2.079e-12,4.619e-15
254.72,8.031e-5,8.031e-5,1.990e-12,4.552e-15
254.74,2.109e-5,2.109e-5,1.901e-12,4.485e-15
254.77,2.586e-6,2.586e-6,1.768e-12,4.384e-15
254.79,6.000e-7,6.000e-7,1.680e-12,4.317e-15
254.82,6.110e-8,6.110e-8,1.547e-12,4.216e-15
254.84,1.253e-8,1.252e-8,1.019e-11,4.149e-15
254.87,1.217e-9,1.059e-9,1.574e-10,4.049e-15
254.89,1.110e-9,1.919e-10,9.178e-10,3.981e-15
254.92,1.181e-8,1.348e-11,1.179e-8,3.881e-15
254.94,6.085e-8,2.157e-12,6.084e-8,3.814e-15
254.97,6.505e-7,1.258e-13,6.505e-7,3.713e-15
254.99,2.970e-6,1.251e-13,2.970e-6,3.646e-15
