Wavelength (nm),Sum(calc),Ti I (5.4e-2),Ti II (9.4e-1),Ti III (1.9e-3)
684.23,8.487e-12,8.487e-12,,2.326e-21
684.25,1.619e-11,1.619e-11,,2.326e-21
684.28,4.210e-11,4.210e-11,,2.325e-21
684.3,7.895e-11,7.895e-11,,2.325e-21
684.33,2.002e-10,2.002e-10,,2.324e-21
684.35,3.690e-10,3.690e-10,,2.324e-21
684.38,9.121e-10,9.121e-10,,2.323e-21
684.4,1.653e-9,1.653e-9,,2.323e-21
684.43,3.983e-9,3.983e-9,,2.323e-21
684.45,7.098e-9,7.098e-9,,2.322e-21
684.48,1.667e-8,1.667e-8,,2.322e-21
684.5,2.921e-8,2.921e-8,,2.321e-21
684.53,6.687e-8,6.687e-8,,2.321e-21
684.55,1.152e-7,1.152e-7,,2.320e-21
684.57,1.971e-7,1.971e-7,,2.320e-21
684.6,4.354e-7,4.354e-7,,2.319e-21
684.62,7.323e-7,7.323e-7,,2.319e-21
684.65,1.577e-6,1.577e-6,,2.318e-21
684.67,2.608e-6,2.608e-6,,2.318e-21
684.7,5.476e-6,5.476e-6,,2.318e-21
684.72,8.903e-6,8.903e-6,,2.317e-21
684.75,1.822e-5,1.822e-5,,2.317e-21
684.77,2.913e-5,2.913e-5,,2.316e-21
684.8,5.811e-5,5.811e-5,,2.316e-21
684.82,9.132e-5,9.132e-5,,2.315e-21
684.85,1.776e-4,1.776e-4,,2.315e-21
684.87,2.744e-4,2.744e-4,,2.314e-21
684.9,5.203e-4,5.203e-4,,2.314e-21
684.92,7.903e-4,7.903e-4,,2.313e-21
684.94,1.192e-3,1.192e-3,,2.313e-21
684.97,2.181e-3,2.181e-3,,2.313e-21
684.99,3.236e-3,3.236e-3,,2.312e-21
685.02,5.771e-3,5.771e-3,,2.312e-21
685.04,8.415e-3,8.415e-3,,2.311e-21
685.07,1.463e-2,1.463e-2,,2.311e-21
685.09,2.098e-2,2.098e-2,,2.310e-21
685.12,3.555e-2,3.555e-2,,2.310e-21
685.14,5.011e-2,5.011e-2,,2.309e-21
685.17,8.280e-2,8.280e-2,,2.309e-21
685.19,1.147e-1,1.147e-1,,2.308e-21
685.22,1.848e-1,1.848e-1,,2.308e-21
685.24,2.518e-1,2.518e-1,,2.308e-21
685.27,3.953e-1,3.953e-1,,2.307e-21
685.29,5.295e-1,5.295e-1,,2.307e-21
685.31,7.045e-1,7.045e-1,,2.306e-21
685.34,1.067e+0,1.067e+0,,2.306e-21
685.36,1.396e+0,1.396e+0,,2.305e-21
685.39,2.062e+0,2.062e+0,,2.305e-21
685.41,2.651e+0,2.651e+0,,2.304e-21
685.44,3.817e+0,3.817e+0,,2.304e-21
685.46,4.826e+0,4.826e+0,,2.303e-21
685.49,6.774e+0,6.774e+0,,2.303e-21
685.51,8.420e+0,8.420e+0,,2.303e-21
685.54,1.152e+1,1.152e+1,,2.302e-21
685.56,1.408e+1,1.408e+1,,2.302e-21
685.59,1.878e+1,1.878e+1,,2.301e-21
685.61,2.256e+1,2.256e+1,,2.301e-21
685.64,2.933e+1,2.933e+1,,2.300e-21
685.66,3.465e+1,3.465e+1,,2.300e-21
685.69,4.392e+1,4.392e+1,,2.299e-21
685.71,5.100e+1,5.100e+1,,2.299e-21
685.73,5.882e+1,5.882e+1,,2.298e-21
685.76,7.195e+1,7.195e+1,,2.298e-21
685.78,8.159e+1,8.159e+1,,2.298e-21
685.81,9.727e+1,9.727e+1,,2.297e-21
685.83,1.084e+2,1.084e+2,,2.297e-21
685.86,1.260e+2,1.260e+2,,2.296e-21
685.88,1.382e+2,1.382e+2,,2.296e-21
685.91,1.565e+2,1.565e+2,,2.295e-21
685.93,1.687e+2,1.687e+2,,2.295e-21
685.96,1.863e+2,1.863e+2,,2.294e-21
685.98,1.974e+2,1.974e+2,,2.294e-21
686.01,2.126e+2,2.126e+2,,2.293e-21
686.03,2.214e+2,2.214e+2,,2.293e-21
686.06,2.324e+2,2.324e+2,,2.292e-21
686.08,2.380e+2,2.380e+2,,2.292e-21
686.1,2.421e+2,2.421e+2,,2.292e-21
686.13,2.452e+2,2.452e+2,,2.291e-21
686.15,2.452e+2,2.452e+2,,2.291e-21
686.18,2.421e+2,2.421e+2,,2.290e-21
686.2,2.380e+2,2.380e+2,,2.290e-21
686.23,2.291e+2,2.291e+2,,2.289e-21
686.25,2.214e+2,2.214e+2,,2.289e-21
686.28,2.077e+2,2.077e+2,,2.288e-21
686.3,1.974e+2,1.974e+2,,2.288e-21
686.33,1.806e+2,1.806e+2,,2.287e-21
686.35,1.687e+2,1.687e+2,,2.287e-21
686.38,1.504e+2,1.504e+2,,2.286e-21
686.4,1.382e+2,1.382e+2,,2.286e-21
686.43,1.201e+2,1.201e+2,,2.285e-21
686.45,1.084e+2,1.084e+2,,2.285e-21
686.47,9.727e+1,9.727e+1,,2.285e-21
686.5,8.159e+1,8.159e+1,,2.284e-21
686.52,7.195e+1,7.195e+1,,2.284e-21
686.55,5.882e+1,5.882e+1,,2.283e-21
686.57,5.100e+1,5.100e+1,,2.283e-21
686.6,4.065e+1,4.065e+1,,2.282e-21
686.62,3.465e+1,3.465e+1,,2.282e-21
686.65,2.692e+1,2.692e+1,,2.281e-21
686.67,2.256e+1,2.256e+1,,2.281e-21
686.7,1.709e+1,1.709e+1,,2.280e-21
686.72,1.408e+1,1.408e+1,,2.280e-21
686.75,1.039e+1,1.039e+1,,2.280e-21
686.77,8.420e+0,8.420e+0,,2.279e-21
686.8,6.060e+0,6.060e+0,,2.279e-21
686.82,4.826e+0,4.826e+0,,2.278e-21
686.84,3.817e+0,3.817e+0,,2.278e-21
686.87,2.651e+0,2.651e+0,,2.277e-21
686.89,2.062e+0,2.062e+0,,2.277e-21
686.92,1.396e+0,1.396e+0,,2.276e-21
686.94,1.067e+0,1.067e+0,,2.276e-21
686.97,7.045e-1,7.045e-1,,2.275e-21
686.99,5.295e-1,5.295e-1,,2.275e-21
687.02,3.407e-1,3.407e-1,,2.275e-21
687.04,2.518e-1,2.518e-1,,2.274e-21
687.07,1.579e-1,1.579e-1,,2.274e-21
687.09,1.147e-1,1.147e-1,,2.273e-21
687.12,7.015e-2,7.015e-2,,2.273e-21
687.14,5.011e-2,5.011e-2,,2.272e-21
687.17,2.987e-2,2.987e-2,,2.272e-21
687.19,2.098e-2,2.098e-2,,2.271e-21
687.22,1.219e-2,1.219e-2,,2.271e-21
687.24,8.415e-3,8.415e-3,,2.270e-21
687.26,5.771e-3,5.771e-3,,2.270e-21
687.29,3.236e-3,3.236e-3,,2.270e-21
687.31,2.181e-3,2.181e-3,,2.269e-21
687.34,1.192e-3,1.192e-3,,2.269e-21
687.36,7.903e-4,7.903e-4,,2.268e-21
687.39,4.211e-4,4.211e-4,,2.268e-21
687.41,2.744e-4,2.744e-4,,2.267e-21
687.44,1.425e-4,1.425e-4,,2.267e-21
687.46,9.132e-5,9.132e-5,,2.266e-21
687.49,4.624e-5,4.624e-5,,2.266e-21
687.51,2.913e-5,2.913e-5,,2.265e-21
687.54,1.438e-5,1.438e-5,,2.265e-21
687.56,8.903e-6,8.903e-6,,2.265e-21
687.59,4.284e-6,4.284e-6,,2.264e-21
687.61,2.608e-6,2.608e-6,,2.264e-21
687.63,1.577e-6,1.577e-6,,2.263e-21
687.66,7.323e-7,7.323e-7,,2.263e-21
687.68,4.354e-7,4.354e-7,,2.262e-21
687.71,1.971e-7,1.971e-7,,2.262e-21
687.73,1.152e-7,1.152e-7,,2.261e-21
687.76,5.083e-8,5.083e-8,,2.261e-21
687.78,2.921e-8,2.921e-8,,2.260e-21
687.81,1.256e-8,1.256e-8,,2.260e-21
687.83,7.098e-9,7.098e-9,,2.260e-21
687.86,2.976e-9,2.976e-9,,2.259e-21
687.88,1.653e-9,1.653e-9,,2.259e-21
687.91,6.757e-10,6.757e-10,,2.258e-21
687.93,3.690e-10,3.690e-10,,2.258e-21
687.96,1.470e-10,1.470e-10,,2.257e-21
687.98,7.895e-11,7.895e-11,,2.257e-21
688,4.210e-11,4.210e-11,,2.256e-21
688.03,1.619e-11,1.619e-11,,2.256e-21
688.05,8.487e-12,8.487e-12,,2.255e-21
688.08,3.181e-12,3.181e-12,,2.255e-21
688.1,1.640e-12,1.640e-12,,2.255e-21
688.13,5.991e-13,5.991e-13,,2.254e-21
688.15,3.036e-13,3.036e-13,,2.254e-21
688.18,1.081e-13,1.081e-13,,2.253e-21
688.2,5.388e-14,5.388e-14,,2.253e-21
699.41,2.045e-21,6.959e-14,,2.045e-21
699.43,4.074e-21,6.961e-14,,4.074e-21
699.46,1.132e-20,6.966e-14,,1.132e-20
699.48,2.218e-20,6.968e-14,,2.218e-20
699.5,4.319e-20,6.971e-14,,4.319e-20
699.53,1.160e-19,6.975e-14,,1.160e-19
699.55,2.222e-19,6.978e-14,,2.222e-19
699.58,5.820e-19,6.982e-14,,5.820e-19
699.6,1.097e-18,6.985e-14,,1.097e-18
699.63,2.805e-18,6.990e-14,,2.805e-18
699.65,5.202e-18,6.992e-14,,5.202e-18
699.68,1.298e-17,6.997e-14,,1.298e-17
699.7,2.369e-17,6.999e-14,,2.369e-17
699.73,5.768e-17,7.004e-14,,5.768e-17
699.75,1.036e-16,7.006e-14,,1.036e-16
699.78,2.461e-16,7.011e-14,,2.461e-16
699.8,4.347e-16,7.013e-14,,4.347e-16
699.83,1.008e-15,7.018e-14,,1.008e-15
699.85,1.752e-15,7.020e-14,,1.752e-15
699.87,3.025e-15,7.023e-14,,3.025e-15
699.9,6.780e-15,7.027e-14,,6.780e-15
699.92,1.152e-14,7.030e-14,,1.152e-14
699.95,2.519e-14,7.034e-14,,2.519e-14
699.97,4.211e-14,7.037e-14,,4.211e-14
700,8.988e-14,7.041e-14,,8.988e-14
700.02,1.478e-13,7.044e-14,,1.478e-13
700.05,3.079e-13,7.048e-14,,3.079e-13
700.07,4.982e-13,7.051e-14,,4.982e-13
700.1,1.013e-12,7.055e-14,,1.013e-12
700.12,1.612e-12,7.058e-14,,1.612e-12
700.15,3.199e-12,7.062e-14,,3.199e-12
700.17,5.010e-12,7.065e-14,,5.010e-12
700.2,9.701e-12,7.069e-14,,9.701e-12
700.22,1.495e-11,7.072e-14,,1.495e-11
700.24,2.288e-11,7.075e-14,,2.288e-11
700.27,4.282e-11,7.079e-14,,4.282e-11
700.29,6.451e-11,7.082e-14,,6.451e-11
700.32,1.178e-10,7.086e-14,,1.178e-10
700.34,1.746e-10,7.089e-14,,1.746e-10
700.37,3.111e-10,7.093e-14,,3.111e-10
700.39,4.537e-10,7.096e-14,,4.537e-10
700.42,7.891e-10,7.100e-14,,7.891e-10
700.44,1.132e-9,7.103e-14,,1.132e-9
700.47,1.921e-9,7.107e-14,,1.921e-9
700.49,2.712e-9,7.110e-14,,2.712e-9
700.52,4.492e-9,7.114e-14,,4.492e-9
700.54,6.239e-9,7.117e-14,,6.239e-9
700.57,1.009e-8,7.121e-14,,1.009e-8
700.59,1.378e-8,7.124e-14,,1.378e-8
700.61,1.870e-8,7.127e-14,,1.870e-8
700.64,2.922e-8,7.131e-14,,2.922e-8
700.66,3.903e-8,7.134e-14,,3.903e-8
700.69,5.951e-8,7.138e-14,,5.951e-8
700.71,7.820e-8,7.141e-14,,7.820e-8
700.74,1.164e-7,7.145e-14,,1.164e-7
700.76,1.504e-7,7.148e-14,,1.504e-7
700.79,2.184e-7,7.152e-14,,2.184e-7
700.81,2.779e-7,7.155e-14,,2.779e-7
700.84,3.938e-7,7.159e-14,,3.938e-7
700.86,4.928e-7,7.162e-14,,4.928e-7
700.89,6.816e-7,7.166e-14,,6.816e-7
700.91,8.392e-7,7.169e-14,,8.392e-7
700.94,1.133e-6,7.173e-14,,1.133e-6
700.96,1.372e-6,7.176e-14,,1.372e-6
700.99,1.808e-6,7.180e-14,,1.808e-6
701.01,2.154e-6,7.183e-14,,2.154e-6
701.03,2.551e-6,7.186e-14,,2.551e-6
701.06,3.248e-6,7.190e-14,,3.248e-6
701.08,3.784e-6,7.193e-14,,3.784e-6
701.11,4.701e-6,7.197e-14,,4.701e-6
701.13,5.389e-6,7.200e-14,,5.389e-6
701.16,6.533e-6,7.204e-14,,6.533e-6
701.18,7.368e-6,7.207e-14,,7.368e-6
701.21,8.719e-6,7.211e-14,,8.719e-6
701.23,9.674e-6,7.214e-14,,9.674e-6
701.26,1.117e-5,7.218e-14,,1.117e-5
701.28,1.220e-5,7.221e-14,,1.220e-5
701.31,1.374e-5,7.225e-14,,1.374e-5
701.33,1.476e-5,7.228e-14,,1.476e-5
701.36,1.624e-5,7.232e-14,,1.624e-5
701.38,1.716e-5,7.235e-14,,1.716e-5
701.4,1.802e-5,7.238e-14,,1.802e-5
701.43,1.915e-5,7.242e-14,,1.915e-5
701.45,1.978e-5,7.245e-14,,1.978e-5
701.48,2.052e-5,7.249e-14,,2.052e-5
701.5,2.085e-5,7.252e-14,,2.085e-5
701.53,2.111e-5,7.256e-14,,2.111e-5
701.55,2.111e-5,7.259e-14,,2.111e-5
701.58,2.085e-5,7.263e-14,,2.085e-5
701.6,2.052e-5,7.266e-14,,2.052e-5
701.63,1.978e-5,7.270e-14,,1.978e-5
701.65,1.915e-5,7.273e-14,,1.915e-5
701.68,1.802e-5,7.277e-14,,1.802e-5
701.7,1.716e-5,7.280e-14,,1.716e-5
701.73,1.575e-5,7.284e-14,,1.575e-5
701.75,1.476e-5,7.287e-14,,1.476e-5
701.77,1.374e-5,7.289e-14,,1.374e-5
701.8,1.220e-5,7.294e-14,,1.220e-5
701.82,1.117e-5,7.296e-14,,1.117e-5
701.85,9.674e-6,7.301e-14,,9.674e-6
701.87,8.719e-6,7.303e-14,,8.719e-6
701.9,7.368e-6,7.308e-14,,7.368e-6
701.92,6.533e-6,7.310e-14,,6.533e-6
701.95,5.389e-6,7.315e-14,,5.389e-6
701.97,4.701e-6,7.317e-14,,4.701e-6
702,3.784e-6,7.322e-14,,3.784e-6
702.02,3.248e-6,7.324e-14,,3.248e-6
702.05,2.551e-6,7.329e-14,,2.551e-6
702.07,2.154e-6,7.331e-14,,2.154e-6
702.1,1.652e-6,7.336e-14,,1.652e-6
702.12,1.372e-6,7.338e-14,,1.372e-6
702.14,1.133e-6,7.341e-14,,1.133e-6
702.17,8.392e-7,7.345e-14,,8.392e-7
702.19,6.816e-7,7.348e-14,,6.816e-7
702.22,4.928e-7,7.352e-14,,4.928e-7
702.24,3.938e-7,7.355e-14,,3.938e-7
702.27,2.779e-7,7.359e-14,,2.779e-7
702.29,2.184e-7,7.362e-14,,2.184e-7
702.32,1.504e-7,7.366e-14,,1.504e-7
702.34,1.164e-7,7.369e-14,,1.164e-7
702.37,7.820e-8,7.373e-14,,7.820e-8
702.39,5.951e-8,7.376e-14,,5.951e-8
702.42,3.903e-8,7.380e-14,,3.903e-8
702.44,2.922e-8,7.383e-14,,2.922e-8
702.47,1.870e-8,7.387e-14,,1.870e-8
702.49,1.378e-8,7.390e-14,,1.378e-8
702.52,8.607e-9,7.394e-14,,8.607e-9
702.54,6.239e-9,7.397e-14,,6.239e-9
702.56,4.492e-9,7.400e-14,,4.492e-9
702.59,2.712e-9,7.404e-14,,2.712e-9
702.61,1.921e-9,7.407e-14,,1.921e-9
702.64,1.132e-9,7.411e-14,,1.132e-9
702.66,7.891e-10,7.414e-14,,7.891e-10
702.69,4.537e-10,7.418e-14,,4.537e-10
702.71,3.111e-10,7.421e-14,,3.111e-10
702.74,1.746e-10,7.425e-14,,1.746e-10
702.76,1.178e-10,7.428e-14,,1.178e-10
702.79,6.451e-11,7.432e-14,,6.451e-11
702.81,4.282e-11,7.435e-14,,4.282e-11
702.84,2.288e-11,7.439e-14,,2.288e-11
702.86,1.495e-11,7.442e-14,,1.495e-11
702.89,7.796e-12,7.446e-14,,7.796e-12
702.91,5.010e-12,7.449e-14,,5.010e-12
702.93,3.199e-12,7.452e-14,,3.199e-12
702.96,1.612e-12,7.456e-14,,1.612e-12
702.98,1.013e-12,7.459e-14,,1.013e-12
703.01,4.982e-13,7.463e-14,,4.982e-13
703.03,3.079e-13,7.466e-14,,3.079e-13
703.06,1.478e-13,7.470e-14,,1.478e-13
703.08,8.988e-14,7.473e-14,,8.988e-14
703.11,4.211e-14,7.477e-14,,4.211e-14
703.13,2.519e-14,7.480e-14,,2.519e-14
703.16,1.152e-14,7.484e-14,,1.152e-14
703.18,6.780e-15,7.487e-14,,6.780e-15
703.21,3.025e-15,7.491e-14,,3.025e-15
703.23,1.752e-15,7.494e-14,,1.752e-15
703.26,7.628e-16,7.498e-14,,7.628e-16
703.28,4.347e-16,7.501e-14,,4.347e-16
703.3,2.461e-16,7.504e-14,,2.461e-16
703.33,1.036e-16,7.508e-14,,1.036e-16
703.35,5.768e-17,7.511e-14,,5.768e-17
703.38,2.369e-17,7.515e-14,,2.369e-17
703.4,1.298e-17,7.518e-14,,1.298e-17
703.43,5.202e-18,7.522e-14,,5.202e-18
703.45,2.805e-18,7.525e-14,,2.805e-18
703.48,1.097e-18,7.529e-14,,1.097e-18
703.5,5.820e-19,7.532e-14,,5.820e-19
703.53,2.222e-19,7.536e-14,,2.222e-19
703.55,1.160e-19,7.539e-14,,1.160e-19
703.58,4.319e-20,7.543e-14,,4.319e-20
703.6,2.218e-20,7.546e-14,,2.218e-20
703.63,8.063e-21,7.550e-14,,8.063e-21
703.65,4.074e-21,7.553e-14,,4.074e-21
705.11,2.853e-21,7.757e-14,,2.853e-21
705.13,5.657e-21,7.760e-14,,5.657e-21
705.16,1.561e-20,7.764e-14,,1.561e-20
705.18,3.045e-20,7.767e-14,,3.045e-20
705.2,5.904e-20,7.770e-14,,5.904e-20
705.23,1.575e-19,7.774e-14,,1.575e-19
705.25,3.005e-19,7.777e-14,,3.005e-19
705.28,7.827e-19,7.781e-14,,7.827e-19
705.3,1.470e-18,7.784e-14,,1.470e-18
705.33,3.737e-18,7.788e-14,,3.737e-18
705.35,6.906e-18,7.791e-14,,6.906e-18
705.38,1.714e-17,7.795e-14,,1.714e-17
705.4,3.118e-17,7.798e-14,,3.118e-17
705.43,7.556e-17,7.802e-14,,7.556e-17
705.45,1.352e-16,7.805e-14,,1.352e-16
705.48,3.200e-16,7.809e-14,,3.200e-16
705.5,5.637e-16,7.812e-14,,5.637e-16
705.53,1.302e-15,7.816e-14,,1.302e-15
705.55,2.257e-15,7.819e-14,,2.257e-15
705.58,5.090e-15,7.823e-14,,5.090e-15
705.6,8.684e-15,7.826e-14,,8.684e-15
705.62,1.472e-14,7.829e-14,,1.472e-14
705.65,3.210e-14,7.833e-14,,3.210e-14
705.67,5.355e-14,7.836e-14,,5.355e-14
705.7,1.140e-13,7.840e-14,,1.140e-13
705.72,1.872e-13,7.843e-14,,1.872e-13
705.75,3.891e-13,7.847e-14,,3.891e-13
705.77,6.287e-13,7.850e-14,,6.287e-13
705.8,1.276e-12,7.854e-14,,1.276e-12
705.82,2.029e-12,7.857e-14,,2.029e-12
705.85,4.019e-12,7.861e-14,,4.019e-12
705.87,6.289e-12,7.864e-14,,6.289e-12
705.9,1.216e-11,7.868e-14,,1.216e-11
705.92,1.873e-11,7.871e-14,,1.873e-11
705.95,3.538e-11,7.875e-14,,3.538e-11
705.97,5.362e-11,7.878e-14,,5.362e-11
705.99,8.075e-11,7.881e-14,,8.075e-11
706.02,1.474e-10,7.885e-14,,1.474e-10
706.04,2.185e-10,7.888e-14,,2.185e-10
706.07,3.896e-10,7.892e-14,,3.896e-10
706.09,5.682e-10,7.895e-14,,5.682e-10
706.12,9.889e-10,7.899e-14,,9.889e-10
706.14,1.419e-9,7.902e-14,,1.419e-9
706.17,2.412e-9,7.906e-14,,2.412e-9
706.19,3.407e-9,7.909e-14,,3.407e-9
706.22,5.652e-9,7.913e-14,,5.652e-9
706.24,7.858e-9,7.916e-14,,7.858e-9
706.27,1.273e-8,7.920e-14,,1.273e-8
706.29,1.741e-8,7.923e-14,,1.741e-8
706.32,2.753e-8,7.927e-14,,2.753e-8
706.34,3.707e-8,7.930e-14,,3.707e-8
706.36,4.960e-8,7.933e-14,,4.960e-8
706.39,7.583e-8,7.937e-14,,7.583e-8
706.41,9.984e-8,7.940e-14,,9.984e-8
706.44,1.490e-7,7.944e-14,,1.490e-7
706.46,1.931e-7,7.947e-14,,1.931e-7
706.49,2.814e-7,7.951e-14,,2.814e-7
706.51,3.589e-7,7.954e-14,,3.589e-7
706.54,5.106e-7,7.958e-14,,5.106e-7
706.56,6.408e-7,7.961e-14,,6.408e-7
706.59,8.902e-7,7.965e-14,,8.902e-7
706.61,1.099e-6,7.968e-14,,1.099e-6
706.64,1.491e-6,7.972e-14,,1.491e-6
706.66,1.812e-6,7.975e-14,,1.812e-6
706.69,2.399e-6,7.979e-14,,2.399e-6
706.71,2.870e-6,7.982e-14,,2.870e-6
706.73,3.411e-6,7.984e-14,,3.411e-6
706.76,4.367e-6,7.989e-14,,4.367e-6
706.78,5.109e-6,7.991e-14,,5.109e-6
706.81,6.385e-6,7.996e-14,,6.385e-6
706.83,7.350e-6,7.998e-14,,7.350e-6
706.86,8.970e-6,8.003e-14,,8.970e-6
706.88,1.016e-5,8.005e-14,,1.016e-5
706.91,1.211e-5,8.010e-14,,1.211e-5
706.93,1.350e-5,8.012e-14,,1.350e-5
706.96,1.570e-5,8.017e-14,,1.570e-5
706.98,1.723e-5,8.019e-14,,1.723e-5
707.01,1.956e-5,8.024e-14,,1.956e-5
707.03,2.112e-5,8.026e-14,,2.112e-5
707.06,2.342e-5,8.031e-14,,2.342e-5
707.08,2.488e-5,8.033e-14,,2.488e-5
707.11,2.693e-5,8.038e-14,,2.693e-5
707.13,2.817e-5,8.040e-14,,2.817e-5
707.15,2.927e-5,8.043e-14,,2.927e-5
707.18,3.063e-5,8.047e-14,,3.063e-5
707.2,3.133e-5,8.050e-14,,3.133e-5
707.23,3.201e-5,8.054e-14,,3.201e-5
707.25,3.222e-5,8.057e-14,,3.222e-5
707.28,3.214e-5,8.061e-14,,3.214e-5
707.3,3.183e-5,8.064e-14,,3.183e-5
707.33,3.100e-5,8.068e-14,,3.100e-5
707.35,3.022e-5,8.071e-14,,3.022e-5
707.38,2.874e-5,8.076e-14,,2.874e-5
707.4,2.757e-5,8.078e-14,,2.757e-5
707.43,2.559e-5,8.083e-14,,2.559e-5
707.45,2.416e-5,8.085e-14,,2.416e-5
707.48,2.190e-5,8.090e-14,,2.190e-5
707.5,2.034e-5,8.092e-14,,2.034e-5
707.52,1.878e-5,8.095e-14,,1.878e-5
707.55,1.646e-5,8.099e-14,,1.646e-5
707.57,1.495e-5,8.102e-14,,1.495e-5
707.6,1.279e-5,8.106e-14,,1.279e-5
707.62,1.144e-5,8.109e-14,,1.144e-5
707.65,9.555e-6,8.113e-14,,9.555e-6
707.67,8.407e-6,8.116e-14,,8.407e-6
707.7,6.856e-6,8.120e-14,,6.856e-6
707.72,5.937e-6,8.123e-14,,5.937e-6
707.75,4.727e-6,8.127e-14,,4.727e-6
707.77,4.029e-6,8.130e-14,,4.029e-6
707.8,3.132e-6,8.134e-14,,3.132e-6
707.82,2.626e-6,8.137e-14,,2.626e-6
707.85,1.993e-6,8.141e-14,,1.993e-6
707.87,1.645e-6,8.144e-14,,1.645e-6
707.89,1.349e-6,8.147e-14,,1.349e-6
707.92,9.901e-7,8.151e-14,,9.901e-7
707.94,7.991e-7,8.154e-14,,7.991e-7
707.97,5.725e-7,8.158e-14,,5.725e-7
707.99,4.547e-7,8.161e-14,,4.547e-7
708.02,3.181e-7,8.165e-14,,3.181e-7
708.04,2.486e-7,8.168e-14,,2.486e-7
708.07,1.698e-7,8.172e-14,,1.698e-7
708.09,1.306e-7,8.175e-14,,1.306e-7
708.12,8.708e-8,8.179e-14,,8.708e-8
708.14,6.593e-8,8.182e-14,,6.593e-8
708.17,4.291e-8,8.186e-14,,4.291e-8
708.19,3.197e-8,8.189e-14,,3.197e-8
708.22,2.032e-8,8.193e-14,,2.032e-8
708.24,1.490e-8,8.196e-14,,1.490e-8
708.26,1.085e-8,8.199e-14,,1.085e-8
708.29,6.670e-9,8.203e-14,,6.670e-9
708.31,4.782e-9,8.206e-14,,4.782e-9
708.34,2.869e-9,8.210e-14,,2.869e-9
708.36,2.025e-9,8.213e-14,,2.025e-9
708.39,1.186e-9,8.217e-14,,1.186e-9
708.41,8.234e-10,8.220e-14,,8.234e-10
708.44,4.708e-10,8.224e-14,,4.708e-10
708.46,3.218e-10,8.227e-14,,3.218e-10
708.49,1.796e-10,8.231e-14,,1.796e-10
708.51,1.208e-10,8.234e-14,,1.208e-10
708.54,6.585e-11,8.238e-14,,6.585e-11
708.56,4.359e-11,8.241e-14,,4.359e-11
708.59,2.319e-11,8.245e-14,,2.319e-11
708.61,1.511e-11,8.248e-14,,1.511e-11
708.64,7.849e-12,8.252e-14,,7.849e-12
708.66,5.032e-12,8.255e-14,,5.032e-12
708.68,3.205e-12,8.258e-14,,3.205e-12
708.71,1.610e-12,8.262e-14,,1.610e-12
708.73,1.009e-12,8.265e-14,,1.009e-12
708.76,4.950e-13,8.269e-14,,4.950e-13
708.78,3.054e-13,8.272e-14,,3.054e-13
708.81,1.462e-13,8.276e-14,,1.462e-13
708.83,8.877e-14,8.279e-14,,8.877e-14
708.86,4.150e-14,8.283e-14,,4.150e-14
708.88,2.479e-14,8.286e-14,,2.479e-14
708.91,1.132e-14,8.290e-14,,1.132e-14
708.93,6.654e-15,8.293e-14,,6.654e-15
708.96,2.965e-15,8.297e-14,,2.965e-15
708.98,1.716e-15,8.300e-14,,1.716e-15
709.01,7.463e-16,8.304e-14,,7.463e-16
709.03,4.250e-16,8.307e-14,,4.250e-16
709.05,2.405e-16,8.310e-14,,2.405e-16
709.08,1.012e-16,8.314e-14,,1.012e-16
709.1,5.634e-17,8.317e-14,,5.634e-17
709.13,2.314e-17,8.321e-14,,2.314e-17
709.15,1.268e-17,8.324e-14,,1.268e-17
709.18,5.084e-18,8.328e-14,,5.084e-18
709.2,2.742e-18,8.331e-14,,2.742e-18
709.23,1.073e-18,8.335e-14,,1.073e-18
709.25,5.698e-19,8.338e-14,,5.698e-19
709.28,2.177e-19,8.342e-14,,2.177e-19
709.3,1.137e-19,8.345e-14,,1.137e-19
709.33,4.244e-20,8.349e-14,,4.244e-20
709.35,2.182e-20,8.352e-14,,2.182e-20
709.38,7.947e-21,8.356e-14,,7.947e-21
709.4,4.021e-21,8.359e-14,,4.021e-21
718.75,9.669e-14,9.669e-14,,2.749e-21
718.78,2.640e-13,2.640e-13,,2.745e-21
718.8,5.117e-13,5.117e-13,,2.742e-21
718.83,1.365e-12,1.365e-12,,2.738e-21
718.85,2.605e-12,2.605e-12,,2.735e-21
718.88,6.792e-12,6.792e-12,,2.731e-21
718.9,1.277e-11,1.277e-11,,2.729e-21
718.93,3.252e-11,3.252e-11,,2.725e-21
718.95,6.019e-11,6.019e-11,,2.722e-21
718.97,1.107e-10,1.107e-10,,2.719e-21
719,2.731e-10,2.731e-10,,2.715e-21
719.02,4.946e-10,4.946e-10,,2.712e-21
719.05,1.192e-9,1.192e-9,,2.708e-21
719.07,2.126e-9,2.126e-9,,2.706e-21
719.1,5.008e-9,5.008e-9,,2.701e-21
719.12,8.796e-9,8.796e-9,,2.699e-21
719.15,2.024e-8,2.024e-8,,2.695e-21
719.17,3.501e-8,3.501e-8,,2.692e-21
719.2,7.874e-8,7.874e-8,,2.688e-21
719.22,1.341e-7,1.341e-7,,2.685e-21
719.25,2.947e-7,2.947e-7,,2.681e-21
719.27,4.943e-7,4.943e-7,,2.678e-21
719.3,1.061e-6,1.061e-6,,2.674e-21
719.32,1.753e-6,1.753e-6,,2.672e-21
719.35,3.678e-6,3.678e-6,,2.667e-21
719.37,5.982e-6,5.982e-6,,2.665e-21
