Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
300.15,7.092e+4,7.092e+4,,3.785e-24
300.18,9.224e+4,9.224e+4,,3.787e-24
300.2,1.057e+5,1.057e+5,,3.789e-24
300.23,1.227e+5,1.227e+5,,3.791e-24
300.25,1.306e+5,1.306e+5,,3.793e-24
300.28,1.360e+5,1.360e+5,,3.795e-24
300.3,1.350e+5,1.350e+5,,3.797e-24
300.33,1.270e+5,1.270e+5,,3.799e-24
300.35,1.179e+5,1.179e+5,,3.801e-24
300.38,1.006e+5,1.006e+5,,3.803e-24
300.4,8.754e+4,8.754e+4,,3.805e-24
300.43,6.768e+4,6.768e+4,,3.807e-24
300.45,5.513e+4,5.513e+4,,3.809e-24
300.48,3.849e+4,3.849e+4,,3.811e-24
300.5,2.924e+4,2.924e+4,,3.813e-24
300.53,1.832e+4,1.832e+4,,3.815e-24
300.55,1.292e+4,1.292e+4,,3.816e-24
300.58,7.225e+3,7.225e+3,,3.819e-24
300.6,4.712e+3,4.712e+3,,3.820e-24
300.63,2.336e+3,2.336e+3,,3.823e-24
300.65,1.404e+3,1.404e+3,,3.824e-24
300.68,6.150e+2,6.150e+2,,3.827e-24
300.7,3.408e+2,3.408e+2,,3.828e-24
300.73,1.352e+2,1.352e+2,,3.831e-24
300.75,7.603e+1,7.603e+1,,3.832e-24
300.77,5.349e+1,5.349e+1,,3.834e-24
300.8,7.331e+1,7.331e+1,,3.836e-24
300.82,1.297e+2,1.297e+2,,3.838e-24
300.85,3.298e+2,3.298e+2,,3.840e-24
300.87,5.988e+2,5.988e+2,,3.842e-24
300.9,1.377e+3,1.377e+3,,3.844e-24
300.92,2.296e+3,2.296e+3,,3.846e-24
300.95,4.628e+3,4.628e+3,,3.848e-24
300.97,7.066e+3,7.066e+3,,3.849e-24
301,1.248e+4,1.248e+4,,3.852e-24
301.02,1.745e+4,1.745e+4,,3.853e-24
301.05,2.700e+4,2.700e+4,,3.856e-24
301.07,3.456e+4,3.456e+4,,3.857e-24
301.1,4.684e+4,4.684e+4,,3.860e-24
301.12,5.490e+4,5.490e+4,,3.861e-24
301.15,6.520e+4,6.520e+4,,3.864e-24
301.17,6.997e+4,6.997e+4,,3.865e-24
301.2,7.280e+4,7.280e+4,,3.868e-24
301.22,7.153e+4,7.153e+4,,3.869e-24
301.25,6.520e+4,6.520e+4,,3.871e-24
301.27,5.866e+4,5.866e+4,,3.873e-24
301.3,4.684e+4,4.684e+4,,3.875e-24
301.32,3.858e+4,3.858e+4,,3.877e-24
301.35,2.700e+4,2.700e+4,,3.879e-24
301.37,2.036e+4,2.036e+4,,3.881e-24
301.4,1.248e+4,1.248e+4,,3.883e-24
301.42,8.617e+3,8.617e+3,,3.885e-24
301.45,4.628e+3,4.628e+3,,3.887e-24
301.47,2.927e+3,2.927e+3,,3.889e-24
301.5,1.382e+3,1.382e+3,,3.891e-24
301.52,8.072e+2,8.072e+2,,3.893e-24
301.54,4.656e+2,4.656e+2,,3.894e-24
301.57,2.259e+2,2.259e+2,,3.897e-24
301.59,1.816e+2,1.816e+2,,3.898e-24
301.62,2.371e+2,2.371e+2,,3.901e-24
301.64,3.520e+2,3.520e+2,,3.902e-24
301.67,6.652e+2,6.652e+2,,3.904e-24
301.69,9.915e+2,9.915e+2,,3.906e-24
301.72,1.698e+3,1.698e+3,,3.908e-24
301.74,2.329e+3,2.329e+3,,3.910e-24
301.77,3.502e+3,3.502e+3,,3.912e-24
301.79,4.400e+3,4.400e+3,,3.914e-24
301.82,5.801e+3,5.801e+3,,3.916e-24
301.84,6.676e+3,6.676e+3,,3.918e-24
301.87,7.716e+3,7.716e+3,,3.920e-24
301.89,8.133e+3,8.133e+3,,3.922e-24
301.92,8.241e+3,8.241e+3,,3.924e-24
301.94,7.957e+3,7.957e+3,,3.926e-24
301.97,7.068e+3,7.068e+3,,3.928e-24
301.99,6.251e+3,6.251e+3,,3.930e-24
302.02,4.867e+3,4.867e+3,,3.932e-24
302.04,3.943e+3,3.943e+3,,3.934e-24
302.07,2.692e+3,2.692e+3,,3.936e-24
302.09,1.997e+3,1.997e+3,,3.937e-24
302.12,1.195e+3,1.195e+3,,3.940e-24
302.14,8.123e+2,8.123e+2,,3.941e-24
302.17,4.262e+2,4.262e+2,,3.944e-24
302.19,2.653e+2,2.653e+2,,3.945e-24
302.22,1.220e+2,1.220e+2,,3.948e-24
302.24,6.958e+1,6.958e+1,,3.949e-24
302.27,2.805e+1,2.805e+1,,3.952e-24
302.29,1.465e+1,1.465e+1,,3.953e-24
302.32,5.179e+0,5.179e+0,,3.956e-24
302.34,2.478e+0,2.478e+0,,3.957e-24
302.36,1.145e+0,1.145e+0,,3.959e-24
302.39,3.365e-1,3.365e-1,,3.961e-24
302.41,1.424e-1,1.424e-1,,3.963e-24
302.44,3.669e-2,3.669e-2,,3.965e-24
302.46,1.422e-2,1.422e-2,,3.967e-24
302.49,3.214e-3,3.214e-3,,3.969e-24
302.51,1.146e-3,1.146e-3,,3.970e-24
302.54,2.556e-4,2.556e-4,,3.973e-24
302.56,1.641e-4,1.641e-4,,3.974e-24
302.59,4.644e-4,4.644e-4,,3.977e-24
302.61,1.265e-3,1.265e-3,,3.978e-24
302.64,5.514e-3,5.514e-3,,3.981e-24
302.66,1.411e-2,1.411e-2,,3.982e-24
302.69,5.415e-2,5.415e-2,,3.985e-24
302.71,1.271e-1,1.271e-1,,3.986e-24
302.74,4.278e-1,4.278e-1,,3.989e-24
302.76,9.202e-1,9.202e-1,,3.990e-24
302.79,2.719e+0,2.719e+0,,3.993e-24
302.81,5.361e+0,5.361e+0,,3.994e-24
302.84,1.390e+1,1.390e+1,,3.996e-24
302.86,2.513e+1,2.513e+1,,3.998e-24
302.89,5.719e+1,5.719e+1,,4.000e-24
302.91,9.474e+1,9.474e+1,,4.002e-24
302.94,1.893e+2,1.893e+2,,4.004e-24
302.96,2.874e+2,2.874e+2,,4.006e-24
302.99,5.038e+2,5.038e+2,,4.008e-24
303.01,7.013e+2,7.013e+2,,4.010e-24
303.04,1.079e+3,1.079e+3,,4.012e-24
303.06,1.377e+3,1.377e+3,,4.014e-24
303.09,1.859e+3,1.859e+3,,4.016e-24
303.11,2.174e+3,2.174e+3,,4.018e-24
303.13,2.456e+3,2.456e+3,,4.019e-24
303.16,2.762e+3,2.762e+3,,4.022e-24
303.18,2.860e+3,2.860e+3,,4.023e-24
303.21,2.822e+3,2.822e+3,,4.026e-24
303.23,2.679e+3,2.679e+3,,4.027e-24
303.26,2.321e+3,2.321e+3,,4.029e-24
303.28,2.019e+3,2.019e+3,,4.031e-24
303.31,1.536e+3,1.536e+3,,4.033e-24
303.33,1.228e+3,1.228e+3,,4.035e-24
303.36,8.285e+2,8.285e+2,,4.037e-24
303.38,6.216e+2,6.216e+2,,4.039e-24
303.41,4.184e+2,4.184e+2,,4.041e-24
303.43,3.651e+2,3.651e+2,,4.043e-24
303.46,4.413e+2,4.413e+2,,4.045e-24
303.48,6.328e+2,6.328e+2,,4.047e-24
303.51,1.237e+3,1.237e+3,,4.049e-24
303.53,1.941e+3,1.941e+3,,4.051e-24
303.56,3.642e+3,3.642e+3,,4.053e-24
303.58,5.326e+3,5.326e+3,,4.055e-24
303.61,8.839e+3,8.839e+3,,4.057e-24
303.63,1.187e+4,1.187e+4,,4.059e-24
303.66,1.730e+4,1.730e+4,,4.061e-24
303.68,2.130e+4,2.130e+4,,4.062e-24
303.71,2.727e+4,2.727e+4,,4.065e-24
303.73,3.079e+4,3.079e+4,,4.066e-24
303.76,3.461e+4,3.461e+4,,4.069e-24
303.78,3.583e+4,3.583e+4,,4.070e-24
303.81,3.537e+4,3.537e+4,,4.073e-24
303.83,3.358e+4,3.358e+4,,4.074e-24
303.86,2.910e+4,2.910e+4,,4.077e-24
303.88,2.533e+4,2.533e+4,,4.078e-24
303.91,1.928e+4,1.928e+4,,4.081e-24
303.93,1.539e+4,1.539e+4,,4.082e-24
303.95,1.187e+4,1.187e+4,,4.084e-24
303.98,7.528e+3,7.528e+3,,4.086e-24
304,5.322e+3,5.322e+3,,4.088e-24
304.03,2.965e+3,2.965e+3,,4.090e-24
304.05,1.922e+3,1.922e+3,,4.092e-24
304.08,9.401e+2,9.401e+2,,4.094e-24
304.1,5.588e+2,5.588e+2,,4.095e-24
304.13,2.400e+2,2.400e+2,,4.098e-24
304.15,1.308e+2,1.308e+2,,4.099e-24
304.18,4.934e+1,4.934e+1,,4.102e-24
304.2,2.466e+1,2.466e+1,,4.103e-24
304.23,8.167e+0,8.167e+0,,4.106e-24
304.25,3.743e+0,3.743e+0,,4.107e-24
304.28,1.088e+0,1.088e+0,,4.110e-24
304.3,4.574e-1,4.574e-1,,4.111e-24
304.33,1.168e-1,1.168e-1,,4.114e-24
304.35,4.502e-2,4.502e-2,,4.115e-24
304.38,1.016e-2,1.016e-2,,4.117e-24
304.4,3.802e-3,3.802e-3,,4.119e-24
304.43,2.013e-3,2.013e-3,,4.121e-24
304.45,4.166e-3,4.166e-3,,4.123e-24
304.48,1.927e-2,1.927e-2,,4.125e-24
304.5,5.304e-2,5.304e-2,,4.127e-24
304.53,2.276e-1,2.276e-1,,4.129e-24
304.55,5.759e-1,5.759e-1,,4.131e-24
304.58,2.173e+0,2.173e+0,,4.133e-24
304.6,5.046e+0,5.046e+0,,4.135e-24
304.63,1.674e+1,1.674e+1,,4.137e-24
304.65,3.566e+1,3.566e+1,,4.139e-24
304.68,1.040e+2,1.040e+2,,4.141e-24
304.7,2.033e+2,2.033e+2,,4.143e-24
304.73,5.210e+2,5.210e+2,,4.145e-24
304.75,9.346e+2,9.346e+2,,4.147e-24
304.77,1.620e+3,1.620e+3,,4.148e-24
304.8,3.467e+3,3.467e+3,,4.150e-24
304.82,5.514e+3,5.514e+3,,4.152e-24
304.85,1.037e+4,1.037e+4,,4.154e-24
304.87,1.514e+4,1.514e+4,,4.156e-24
304.9,2.503e+4,2.503e+4,,4.158e-24
304.92,3.353e+4,3.353e+4,,4.160e-24
304.95,4.873e+4,4.873e+4,,4.162e-24
304.97,5.989e+4,5.989e+4,,4.164e-24
305,7.652e+4,7.652e+4,,4.166e-24
305.02,8.632e+4,8.632e+4,,4.168e-24
305.05,9.698e+4,9.698e+4,,4.170e-24
305.07,1.004e+5,1.004e+5,,4.172e-24
305.1,9.934e+4,9.934e+4,,4.174e-24
305.12,9.459e+4,9.459e+4,,4.176e-24
305.15,8.279e+4,8.279e+4,,4.178e-24
305.17,7.299e+4,7.299e+4,,4.180e-24
305.2,5.777e+4,5.777e+4,,4.182e-24
305.22,4.852e+4,4.852e+4,,4.183e-24
305.25,3.757e+4,3.757e+4,,4.186e-24
305.27,3.269e+4,3.269e+4,,4.187e-24
305.3,2.906e+4,2.906e+4,,4.190e-24
305.32,2.872e+4,2.872e+4,,4.191e-24
305.35,3.026e+4,3.026e+4,,4.194e-24
305.37,3.191e+4,3.191e+4,,4.195e-24
305.4,3.412e+4,3.412e+4,,4.198e-24
305.42,3.487e+4,3.487e+4,,4.199e-24
305.45,3.444e+4,3.444e+4,,4.202e-24
305.47,3.313e+4,3.313e+4,,4.203e-24
305.5,3.012e+4,3.012e+4,,4.206e-24
305.52,2.791e+4,2.791e+4,,4.207e-24
305.54,2.597e+4,2.597e+4,,4.209e-24
305.57,2.436e+4,2.436e+4,,4.211e-24
305.59,2.453e+4,2.453e+4,,4.213e-24
305.62,2.686e+4,2.686e+4,,4.215e-24
305.64,2.965e+4,2.965e+4,,4.217e-24
305.67,3.498e+4,3.498e+4,,4.219e-24
305.69,3.869e+4,3.869e+4,,4.220e-24
305.72,4.332e+4,4.332e+4,,4.223e-24
305.74,4.518e+4,4.518e+4,,4.224e-24
305.77,4.545e+4,4.545e+4,,4.227e-24
305.79,4.382e+4,4.382e+4,,4.228e-24
305.82,3.897e+4,3.897e+4,,4.231e-24
305.84,3.455e+4,3.455e+4,,4.232e-24
305.87,2.706e+4,2.706e+4,,4.235e-24
305.89,2.204e+4,2.204e+4,,4.236e-24
305.92,1.519e+4,1.519e+4,,4.239e-24
305.94,1.135e+4,1.135e+4,,4.240e-24
305.97,6.882e+3,6.882e+3,,4.242e-24
305.99,4.723e+3,4.723e+3,,4.244e-24
306.02,2.521e+3,2.521e+3,,4.246e-24
306.04,1.593e+3,1.593e+3,,4.248e-24
306.07,7.641e+2,7.641e+2,,4.250e-24
306.09,4.690e+2,4.690e+2,,4.252e-24
306.12,2.738e+2,2.738e+2,,4.254e-24
306.14,2.633e+2,2.633e+2,,4.256e-24
306.17,4.029e+2,4.029e+2,,4.258e-24
306.19,6.108e+2,6.108e+2,,4.260e-24
306.22,1.145e+3,1.145e+3,,4.262e-24
306.24,1.689e+3,1.689e+3,,4.264e-24
306.27,2.849e+3,2.849e+3,,4.266e-24
306.29,3.871e+3,3.871e+3,,4.268e-24
306.32,5.751e+3,5.751e+3,,4.270e-24
306.34,7.177e+3,7.177e+3,,4.272e-24
306.36,8.656e+3,8.656e+3,,4.273e-24
306.39,1.076e+4,1.076e+4,,4.275e-24
306.41,1.191e+4,1.191e+4,,4.277e-24
306.44,1.303e+4,1.303e+4,,4.279e-24
306.46,1.325e+4,1.325e+4,,4.281e-24
306.49,1.275e+4,1.275e+4,,4.283e-24
306.51,1.191e+4,1.191e+4,,4.285e-24
306.54,1.009e+4,1.009e+4,,4.287e-24
306.56,8.656e+3,8.656e+3,,4.289e-24
306.59,6.452e+3,6.452e+3,,4.291e-24
306.61,5.083e+3,5.083e+3,,4.293e-24
306.64,3.334e+3,3.334e+3,,4.295e-24
306.66,2.412e+3,2.412e+3,,4.297e-24
306.69,1.393e+3,1.393e+3,,4.299e-24
306.71,9.252e+2,9.252e+2,,4.301e-24
306.74,4.701e+2,4.701e+2,,4.303e-24
306.76,2.868e+2,2.868e+2,,4.305e-24
306.79,1.282e+2,1.282e+2,,4.307e-24
306.81,7.186e+1,7.186e+1,,4.308e-24
306.84,2.827e+1,2.827e+1,,4.311e-24
306.86,1.455e+1,1.455e+1,,4.312e-24
306.89,5.038e+0,5.038e+0,,4.315e-24
306.91,2.381e+0,2.381e+0,,4.316e-24
306.94,7.256e-1,7.256e-1,,4.319e-24
306.96,3.149e-1,3.149e-1,,4.320e-24
306.99,8.445e-2,8.445e-2,,4.323e-24
307.01,3.366e-2,3.366e-2,,4.324e-24
307.04,7.944e-3,7.944e-3,,4.327e-24
307.06,2.908e-3,2.908e-3,,4.328e-24
307.09,6.040e-4,6.040e-4,,4.330e-24
307.11,2.030e-4,2.030e-4,,4.332e-24
307.14,3.711e-5,3.711e-5,,4.334e-24
307.16,1.145e-5,1.145e-5,,4.336e-24
307.18,3.417e-6,3.417e-6,,4.338e-24
307.21,5.225e-7,5.225e-7,,4.340e-24
307.23,1.435e-7,1.435e-7,,4.341e-24
307.26,2.259e-8,2.259e-8,,4.344e-24
307.28,1.792e-8,1.792e-8,,4.345e-24
307.31,9.574e-8,9.574e-8,,4.348e-24
307.33,3.428e-7,3.428e-7,,4.349e-24
307.36,2.198e-6,2.198e-6,,4.352e-24
307.38,7.276e-6,7.276e-6,,4.353e-24
307.41,4.113e-5,4.113e-5,,4.356e-24
307.43,1.251e-4,1.251e-4,,4.357e-24
307.46,6.233e-4,6.233e-4,,4.360e-24
307.48,1.743e-3,1.743e-3,,4.361e-24
307.51,7.652e-3,7.652e-3,,4.363e-24
307.53,1.967e-2,1.967e-2,,4.365e-24
307.56,7.609e-2,7.609e-2,,4.367e-24
307.58,1.798e-1,1.798e-1,,4.369e-24
307.61,6.128e-1,6.128e-1,,4.371e-24
307.63,1.331e+0,1.331e+0,,4.373e-24
307.66,3.998e+0,3.998e+0,,4.375e-24
307.68,7.980e+0,7.980e+0,,4.377e-24
307.71,2.113e+1,2.113e+1,,4.379e-24
307.73,3.876e+1,3.876e+1,,4.381e-24
307.76,9.042e+1,9.042e+1,,4.383e-24
307.78,1.525e+2,1.525e+2,,4.385e-24
307.81,3.135e+2,3.135e+2,,4.387e-24
307.83,4.859e+2,4.859e+2,,4.389e-24
307.86,8.803e+2,8.803e+2,,4.391e-24
307.88,1.254e+3,1.254e+3,,4.393e-24
307.91,2.002e+3,2.002e+3,,4.395e-24
307.93,2.622e+3,2.622e+3,,4.396e-24
307.95,3.321e+3,3.321e+3,,4.398e-24
307.98,4.441e+3,4.441e+3,,4.400e-24
308,5.169e+3,5.169e+3,,4.402e-24
308.03,6.092e+3,6.092e+3,,4.404e-24
308.05,6.517e+3,6.517e+3,,4.406e-24
308.08,6.769e+3,6.769e+3,,4.408e-24
308.1,6.656e+3,6.656e+3,,4.410e-24
308.13,6.092e+3,6.092e+3,,4.412e-24
308.15,5.506e+3,5.506e+3,,4.414e-24
308.18,4.441e+3,4.441e+3,,4.416e-24
308.2,3.689e+3,3.689e+3,,4.418e-24
308.23,2.622e+3,2.622e+3,,4.420e-24
308.25,2.002e+3,2.002e+3,,4.422e-24
308.28,1.254e+3,1.254e+3,,4.424e-24
308.3,8.803e+2,8.803e+2,,4.426e-24
308.33,4.859e+2,4.859e+2,,4.428e-24
308.35,3.135e+2,3.135e+2,,4.430e-24
308.38,1.525e+2,1.525e+2,,4.432e-24
308.4,9.042e+1,9.042e+1,,4.433e-24
308.43,3.876e+1,3.876e+1,,4.436e-24
308.45,2.113e+1,2.113e+1,,4.437e-24
308.48,7.980e+0,7.980e+0,,4.440e-24
308.5,3.998e+0,3.998e+0,,4.441e-24
308.53,1.331e+0,1.331e+0,,4.444e-24
308.55,6.128e-1,6.128e-1,,4.445e-24
308.58,1.798e-1,1.798e-1,,4.448e-24
308.6,7.609e-2,7.609e-2,,4.449e-24
308.63,1.967e-2,1.967e-2,,4.452e-24
308.65,7.652e-3,7.652e-3,,4.453e-24
308.68,1.743e-3,1.743e-3,,4.455e-24
308.7,6.233e-4,6.233e-4,,4.457e-24
308.73,1.251e-4,1.251e-4,,4.459e-24
308.75,4.113e-5,4.113e-5,,4.461e-24
308.77,1.307e-5,1.307e-5,,4.463e-24
308.8,2.198e-6,2.198e-6,,4.465e-24
308.82,6.421e-7,6.421e-7,,4.466e-24
308.85,9.528e-8,9.528e-8,,4.469e-24
308.87,2.601e-8,2.601e-8,,4.470e-24
308.9,6.964e-9,6.964e-9,,4.473e-24
308.92,1.460e-8,1.460e-8,,4.474e-24
308.95,9.586e-8,9.586e-8,,4.477e-24
308.97,3.346e-7,3.346e-7,,4.478e-24
309,2.053e-6,2.053e-6,,4.481e-24
309.02,6.598e-6,6.598e-6,,4.482e-24
309.05,3.572e-5,3.572e-5,,4.485e-24
309.07,1.056e-4,1.056e-4,,4.486e-24
309.1,5.046e-4,5.046e-4,,4.488e-24
309.12,1.373e-3,1.373e-3,,4.490e-24
309.15,5.786e-3,5.786e-3,,4.492e-24
309.17,1.448e-2,1.448e-2,,4.494e-24
309.2,5.387e-2,5.387e-2,,4.496e-24
309.22,1.240e-1,1.240e-1,,4.498e-24
309.25,4.071e-1,4.071e-1,,4.500e-24
309.27,8.624e-1,8.624e-1,,4.502e-24
309.3,2.498e+0,2.498e+0,,4.504e-24
309.32,4.868e+0,4.868e+0,,4.506e-24
309.35,1.244e+1,1.244e+1,,4.508e-24
309.37,2.231e+1,2.231e+1,,4.510e-24
309.4,5.034e+1,5.034e+1,,4.512e-24
309.42,8.308e+1,8.308e+1,,4.514e-24
309.45,1.655e+2,1.655e+2,,4.516e-24
309.47,2.514e+2,2.514e+2,,4.518e-24
309.5,4.426e+2,4.426e+2,,4.520e-24
309.52,6.194e+2,6.194e+2,,4.521e-24
309.55,9.654e+2,9.654e+2,,4.524e-24
309.57,1.247e+3,1.247e+3,,4.525e-24
309.59,1.562e+3,1.562e+3,,4.527e-24
309.62,2.069e+3,2.069e+3,,4.529e-24
309.64,2.408e+3,2.408e+3,,4.531e-24
309.67,2.880e+3,2.880e+3,,4.533e-24
309.69,3.153e+3,3.153e+3,,4.535e-24
309.72,3.490e+3,3.490e+3,,4.537e-24
309.74,3.678e+3,3.678e+3,,4.539e-24
309.77,3.954e+3,3.954e+3,,4.541e-24
309.79,4.184e+3,4.184e+3,,4.543e-24
309.82,4.729e+3,4.729e+3,,4.545e-24
309.84,5.342e+3,5.342e+3,,4.547e-24
309.87,6.931e+3,6.931e+3,,4.549e-24
309.89,8.683e+3,8.683e+3,,4.551e-24
309.92,1.290e+4,1.290e+4,,4.553e-24
309.94,1.715e+4,1.715e+4,,4.554e-24
309.97,2.631e+4,2.631e+4,,4.557e-24
309.99,3.451e+4,3.451e+4,,4.558e-24
310.02,4.997e+4,4.997e+4,,4.561e-24
310.04,6.200e+4,6.200e+4,,4.562e-24
310.07,8.129e+4,8.129e+4,,4.565e-24
310.09,9.380e+4,9.380e+4,,4.566e-24
310.12,1.097e+5,1.097e+5,,4.569e-24
310.14,1.170e+5,1.170e+5,,4.570e-24
310.17,1.213e+5,1.213e+5,,4.573e-24
310.19,1.194e+5,1.194e+5,,4.574e-24
310.22,1.097e+5,1.097e+5,,4.576e-24
310.24,9.950e+4,9.950e+4,,4.578e-24
310.27,8.094e+4,8.094e+4,,4.580e-24
310.29,6.776e+4,6.776e+4,,4.582e-24
310.32,4.894e+4,4.894e+4,,4.584e-24
310.34,3.795e+4,3.795e+4,,4.586e-24
310.36,2.863e+4,2.863e+4,,4.587e-24
310.39,1.801e+4,1.801e+4,,4.590e-24
310.41,1.304e+4,1.304e+4,,4.591e-24
310.44,8.154e+3,8.154e+3,,4.594e-24
310.46,6.217e+3,6.217e+3,,4.595e-24
310.49,4.607e+3,4.607e+3,,4.598e-24
310.51,4.064e+3,4.064e+3,,4.599e-24
310.54,3.620e+3,3.620e+3,,4.602e-24
310.56,3.408e+3,3.408e+3,,4.603e-24
310.59,3.062e+3,3.062e+3,,4.606e-24
310.61,2.779e+3,2.779e+3,,4.607e-24
310.64,2.283e+3,2.283e+3,,4.609e-24
310.66,1.928e+3,1.928e+3,,4.611e-24
310.69,1.410e+3,1.410e+3,,4.613e-24
310.71,1.098e+3,1.098e+3,,4.615e-24
310.74,7.103e+2,7.103e+2,,4.617e-24
310.76,5.097e+2,5.097e+2,,4.619e-24
310.79,2.911e+2,2.911e+2,,4.621e-24
310.81,1.923e+2,1.923e+2,,4.623e-24
310.84,9.699e+1,9.699e+1,,4.625e-24
310.86,5.897e+1,5.897e+1,,4.627e-24
310.89,2.630e+1,2.630e+1,,4.629e-24
310.91,1.480e+1,1.480e+1,,4.631e-24
310.94,6.129e+0,6.129e+0,,4.633e-24
310.96,3.725e+0,3.725e+0,,4.635e-24
310.99,3.231e+0,3.231e+0,,4.637e-24
311.01,4.812e+0,4.812e+0,,4.639e-24
311.04,1.136e+1,1.136e+1,,4.641e-24
311.06,2.037e+1,2.037e+1,,4.642e-24
311.09,4.653e+1,4.653e+1,,4.645e-24
311.11,7.757e+1,7.757e+1,,4.646e-24
311.14,1.570e+2,1.570e+2,,4.649e-24
311.16,2.412e+2,2.412e+2,,4.650e-24
311.18,3.583e+2,3.583e+2,,4.652e-24
311.21,6.100e+2,6.100e+2,,4.654e-24
311.23,8.346e+2,8.346e+2,,4.656e-24
311.26,1.255e+3,1.255e+3,,4.658e-24
311.28,1.582e+3,1.582e+3,,4.660e-24
311.31,2.102e+3,2.102e+3,,4.662e-24
311.33,2.439e+3,2.439e+3,,4.664e-24
311.36,2.865e+3,2.865e+3,,4.666e-24
311.38,3.060e+3,3.060e+3,,4.668e-24
311.41,3.176e+3,3.176e+3,,4.670e-24
311.43,3.124e+3,3.124e+3,,4.672e-24
311.46,2.865e+3,2.865e+3,,4.674e-24
311.48,2.595e+3,2.595e+3,,4.676e-24
311.51,2.102e+3,2.102e+3,,4.678e-24
311.53,1.754e+3,1.754e+3,,4.679e-24
311.56,1.255e+3,1.255e+3,,4.682e-24
311.58,9.642e+2,9.642e+2,,4.683e-24
311.61,6.100e+2,6.100e+2,,4.686e-24
311.63,4.314e+2,4.314e+2,,4.687e-24
311.66,2.412e+2,2.412e+2,,4.690e-24
311.68,1.570e+2,1.570e+2,,4.691e-24
311.71,7.757e+1,7.757e+1,,4.694e-24
311.73,4.651e+1,4.651e+1,,4.695e-24
311.76,2.030e+1,2.030e+1,,4.698e-24
311.78,1.121e+1,1.121e+1,,4.699e-24
311.81,4.323e+0,4.323e+0,,4.701e-24
311.83,2.198e+0,2.198e+0,,4.703e-24
311.86,7.489e-1,7.489e-1,,4.705e-24
311.88,3.506e-1,3.506e-1,,4.707e-24
311.91,1.056e-1,1.056e-1,,4.709e-24
311.93,4.551e-2,4.551e-2,,4.711e-24
311.95,1.898e-2,1.898e-2,,4.712e-24
311.98,4.807e-3,4.807e-3,,4.715e-24
312,1.846e-3,1.846e-3,,4.716e-24
312.03,4.131e-4,4.131e-4,,4.719e-24
312.05,1.461e-4,1.461e-4,,4.720e-24
312.08,2.888e-5,2.888e-5,,4.723e-24
312.1,9.406e-6,9.406e-6,,4.724e-24
312.13,1.643e-6,1.643e-6,,4.727e-24
312.15,4.927e-7,4.927e-7,,4.728e-24
312.18,7.606e-8,7.606e-8,,4.731e-24
312.2,2.100e-8,2.100e-8,,4.732e-24
312.23,2.864e-9,2.864e-9,,4.734e-24
312.25,7.283e-10,7.283e-10,,4.736e-24
312.28,8.778e-11,8.778e-11,,4.738e-24
312.3,2.055e-11,2.055e-11,,4.740e-24
312.33,2.189e-12,2.189e-12,,4.742e-24
312.35,4.718e-13,4.718e-13,,4.744e-24
312.38,4.440e-14,4.440e-14,,4.746e-24
312.45,3.037e-12,3.037e-12,,4.752e-24
312.48,3.057e-11,3.057e-11,,4.754e-24
312.5,1.368e-10,1.368e-10,,4.756e-24
312.53,1.218e-9,1.218e-9,,4.758e-24
312.55,5.027e-9,5.027e-9,,4.760e-24
312.58,3.962e-8,3.962e-8,,4.762e-24
312.6,1.507e-7,1.507e-7,,4.764e-24
312.63,1.051e-6,1.051e-6,,4.766e-24
312.65,3.684e-6,3.684e-6,,4.767e-24
312.68,2.274e-5,2.274e-5,,4.770e-24
312.7,7.349e-5,7.349e-5,,4.771e-24
312.73,4.015e-4,4.015e-4,,4.774e-24
312.75,1.196e-3,1.196e-3,,4.775e-24
312.77,3.447e-3,3.447e-3,,4.777e-24
312.8,1.587e-2,1.587e-2,,4.779e-24
312.82,4.218e-2,4.218e-2,,4.781e-24
312.85,1.719e-1,1.719e-1,,4.783e-24
312.87,4.211e-1,4.211e-1,,4.785e-24
312.9,1.519e+0,1.519e+0,,4.787e-24
312.92,3.429e+0,3.429e+0,,4.789e-24
312.95,1.094e+1,1.094e+1,,4.791e-24
312.97,2.278e+1,2.278e+1,,4.793e-24
313,6.435e+1,6.435e+1,,4.795e-24
313.02,1.235e+2,1.235e+2,,4.797e-24
313.05,3.086e+2,3.086e+2,,4.799e-24
313.07,5.458e+2,5.458e+2,,4.800e-24
313.1,1.208e+3,1.208e+3,,4.803e-24
313.12,1.968e+3,1.968e+3,,4.804e-24
313.15,3.854e+3,3.854e+3,,4.807e-24
313.17,5.791e+3,5.791e+3,,4.808e-24
313.2,1.004e+4,1.004e+4,,4.811e-24
313.22,1.390e+4,1.390e+4,,4.812e-24
313.25,2.132e+4,2.132e+4,,4.815e-24
313.27,2.722e+4,2.722e+4,,4.816e-24
313.3,3.694e+4,3.694e+4,,4.819e-24
313.32,4.347e+4,4.347e+4,,4.820e-24
313.35,5.222e+4,5.222e+4,,4.822e-24
313.37,5.665e+4,5.665e+4,,4.824e-24
313.4,6.021e+4,6.021e+4,,4.826e-24
313.42,6.021e+4,6.021e+4,,4.828e-24
313.45,5.665e+4,5.665e+4,,4.830e-24
313.47,5.222e+4,5.222e+4,,4.832e-24
313.5,4.347e+4,4.347e+4,,4.834e-24
