Wavelength (nm),Sum(calc),Ni I (2.4e-1),Ni II (7.6e-1),Ni III (2.5e-5)
251.68,1.189e-5,6.743e-13,1.189e-5,
251.71,1.188e-6,6.736e-13,1.188e-6,
251.73,2.402e-7,6.732e-13,2.402e-7,
251.76,1.985e-8,6.724e-13,1.985e-8,
251.78,3.534e-9,6.720e-13,3.534e-9,
251.81,2.413e-10,6.712e-13,2.413e-10,
251.83,3.785e-11,6.708e-13,3.785e-11,
251.85,5.642e-12,6.703e-13,5.642e-12,
253.79,6.088e-14,6.240e-13,6.088e-14,
253.82,1.114e-12,6.233e-13,1.114e-12,
253.84,7.271e-12,6.229e-13,7.271e-12,
253.87,1.105e-10,6.221e-13,1.105e-10,
253.89,6.379e-10,6.217e-13,6.379e-10,
253.92,8.059e-9,6.209e-13,8.059e-9,
253.94,4.110e-8,6.205e-13,4.110e-8,
253.97,4.315e-7,6.198e-13,4.315e-7,
253.99,1.945e-6,6.193e-13,1.945e-6,
254.02,1.697e-5,6.186e-13,1.697e-5,
254.04,6.761e-5,6.181e-13,6.761e-5,
254.07,4.902e-4,6.174e-13,4.902e-4,
254.09,1.726e-3,6.169e-13,1.726e-3,
254.12,1.040e-2,6.162e-13,1.040e-2,
254.14,3.237e-2,6.157e-13,3.237e-2,
254.17,1.621e-1,6.150e-13,1.621e-1,
254.19,4.459e-1,6.145e-13,4.459e-1,
254.21,1.168e+0,6.140e-13,1.168e+0,
254.24,4.512e+0,6.133e-13,4.512e+0,
254.26,1.044e+1,6.128e-13,1.044e+1,
254.29,3.353e+1,6.121e-13,3.353e+1,
254.31,6.859e+1,6.116e-13,6.859e+1,
254.34,1.830e+2,6.109e-13,1.830e+2,
254.36,3.309e+2,6.105e-13,3.309e+2,
254.39,7.336e+2,6.097e-13,7.336e+2,
254.41,1.173e+3,6.093e-13,1.173e+3,
254.44,2.160e+3,6.085e-13,2.160e+3,
254.46,3.052e+3,6.081e-13,3.052e+3,
254.49,4.672e+3,6.074e-13,4.672e+3,
254.51,5.835e+3,6.069e-13,5.835e+3,
254.54,7.422e+3,6.062e-13,7.422e+3,
254.56,8.193e+3,6.057e-13,8.193e+3,
254.59,8.660e+3,6.050e-13,8.660e+3,
254.61,8.449e+3,6.045e-13,8.449e+3,
254.64,7.422e+3,6.038e-13,7.422e+3,
254.66,6.400e+3,6.033e-13,6.400e+3,
254.69,4.672e+3,6.026e-13,4.672e+3,
254.71,3.561e+3,6.021e-13,3.561e+3,
254.74,2.160e+3,6.014e-13,2.160e+3,
254.76,1.455e+3,6.009e-13,1.455e+3,
254.79,7.336e+2,6.002e-13,7.336e+2,
254.81,4.369e+2,5.997e-13,4.369e+2,
254.84,1.830e+2,5.990e-13,1.830e+2,
254.86,9.632e+1,5.985e-13,9.632e+1,
254.89,3.353e+1,5.978e-13,3.353e+1,
254.91,1.560e+1,5.973e-13,1.560e+1,
254.94,4.512e+0,5.966e-13,4.512e+0,
254.96,1.855e+0,5.962e-13,1.855e+0,
254.99,4.459e-1,5.954e-13,4.459e-1,
255.01,1.621e-1,5.950e-13,1.621e-1,
255.03,5.607e-2,5.945e-13,5.607e-2,
255.06,1.040e-2,5.938e-13,1.040e-2,
255.08,3.180e-3,5.933e-13,3.180e-3,
255.11,4.902e-4,5.926e-13,4.902e-4,
255.13,1.325e-4,5.921e-13,1.325e-4,
255.16,1.697e-5,5.914e-13,1.697e-5,
255.18,4.054e-6,5.909e-13,4.054e-6,
255.21,4.315e-7,5.902e-13,4.315e-7,
255.23,9.111e-8,5.897e-13,9.111e-8,
255.26,8.059e-9,5.890e-13,8.059e-9,
255.28,1.504e-9,5.885e-13,1.504e-9,
255.31,1.105e-10,5.878e-13,1.105e-10,
255.33,1.824e-11,5.873e-13,1.824e-11,
255.36,1.114e-12,5.866e-13,1.114e-12,
258.86,9.104e-25,5.032e-13,,9.104e-25
258.89,1.489e-23,5.025e-13,,1.489e-23
258.91,9.037e-23,5.020e-13,,9.037e-23
258.94,1.237e-21,5.013e-13,,1.237e-21
258.96,6.668e-21,5.008e-13,,6.668e-21
258.99,7.638e-20,5.001e-13,,7.638e-20
259.01,3.657e-19,4.996e-13,,3.657e-19
259.03,1.670e-18,4.991e-13,,1.670e-18
259.06,1.491e-17,4.984e-13,,1.491e-17
259.08,6.047e-17,4.979e-13,,6.047e-17
259.11,4.518e-16,4.972e-13,,4.518e-16
259.13,1.627e-15,4.968e-13,,1.627e-15
259.16,1.018e-14,4.960e-13,,1.018e-14
259.18,3.256e-14,4.956e-13,,3.256e-14
259.21,1.704e-13,4.948e-13,,1.704e-13
259.23,4.842e-13,4.944e-13,,4.842e-13
259.26,2.121e-12,4.937e-13,,2.121e-12
259.28,5.351e-12,4.932e-13,,5.351e-12
259.31,1.962e-11,4.925e-13,,1.962e-11
259.33,4.397e-11,4.920e-13,,4.397e-11
259.36,1.349e-10,4.913e-13,,1.349e-10
259.38,2.685e-10,4.908e-13,,2.685e-10
259.41,6.897e-10,4.901e-13,,6.897e-10
259.43,1.219e-9,4.896e-13,,1.219e-9
259.46,2.620e-9,4.889e-13,,2.620e-9
259.48,4.113e-9,4.884e-13,,4.113e-9
259.51,7.400e-9,4.877e-13,,7.400e-9
259.53,1.032e-8,4.872e-13,,1.032e-8
259.56,1.554e-8,4.865e-13,,1.554e-8
259.58,1.923e-8,4.860e-13,,1.923e-8
259.61,2.424e-8,4.853e-13,,2.424e-8
259.63,2.666e-8,4.848e-13,,2.666e-8
259.66,2.812e-8,4.841e-13,,2.812e-8
259.68,2.746e-8,4.836e-13,,2.746e-8
259.71,2.424e-8,4.829e-13,,2.424e-8
259.73,2.102e-8,4.824e-13,,2.102e-8
259.76,1.554e-8,4.817e-13,,1.554e-8
259.78,1.197e-8,4.813e-13,,1.197e-8
259.81,7.400e-9,4.805e-13,,7.400e-9
259.83,5.062e-9,4.801e-13,,5.062e-9
259.85,3.303e-9,4.796e-13,,3.303e-9
259.88,1.592e-9,4.789e-13,,1.592e-9
259.9,9.224e-10,4.784e-13,,9.224e-10
259.93,3.721e-10,4.777e-13,,3.721e-10
259.95,1.915e-10,4.772e-13,,1.915e-10
259.98,6.466e-11,4.765e-13,,6.466e-11
260,2.955e-11,4.760e-13,,2.955e-11
260.03,8.350e-12,4.753e-13,,8.350e-12
260.05,3.389e-12,4.748e-13,,3.389e-12
260.08,8.017e-13,4.741e-13,,8.017e-13
260.1,2.890e-13,4.736e-13,,2.890e-13
260.13,5.720e-14,4.729e-13,,5.720e-14
260.15,1.831e-14,4.724e-13,,1.831e-14
260.18,3.034e-15,4.717e-13,,3.034e-15
260.2,8.626e-16,4.712e-13,,8.626e-16
260.23,1.196e-16,4.705e-13,,1.196e-16
260.25,3.021e-17,4.701e-13,,3.021e-17
260.28,3.506e-18,4.693e-13,,3.506e-18
260.3,7.862e-19,4.689e-13,,7.862e-19
260.33,7.638e-20,4.681e-13,,7.638e-20
260.35,1.521e-20,4.677e-13,,1.521e-20
260.38,1.237e-21,4.670e-13,,1.237e-21
260.4,2.187e-22,4.665e-13,,2.187e-22
260.43,1.489e-23,4.658e-13,,1.489e-23
260.45,2.338e-24,4.653e-13,,2.338e-24
277.84,1.431e-25,5.074e-14,,1.431e-25
277.87,1.948e-24,5.003e-14,,1.948e-24
277.89,1.055e-23,4.955e-14,,1.055e-23
277.92,1.230e-22,4.884e-14,,1.230e-22
277.94,6.009e-22,4.836e-14,,6.009e-22
277.97,6.006e-21,4.765e-14,,6.006e-21
277.99,2.647e-20,4.717e-14,,2.647e-20
278.02,2.266e-19,4.645e-14,,2.266e-19
278.04,9.009e-19,4.598e-14,,9.009e-19
278.07,6.611e-18,4.526e-14,,6.611e-18
278.09,2.371e-17,4.478e-14,,2.371e-17
278.12,1.490e-16,4.407e-14,,1.490e-16
278.14,4.822e-16,4.359e-14,,4.822e-16
278.17,2.598e-15,4.288e-14,,2.598e-15
278.19,7.582e-15,4.240e-14,,7.582e-15
278.22,3.500e-14,4.169e-14,,3.500e-14
278.24,9.215e-14,4.121e-14,,9.215e-14
278.27,3.645e-13,4.049e-14,,3.645e-13
278.29,8.658e-13,4.002e-14,,8.658e-13
278.31,1.974e-12,3.954e-14,,1.974e-12
278.34,6.287e-12,3.883e-14,,6.287e-12
278.36,1.293e-11,3.835e-14,,1.293e-11
278.39,3.529e-11,3.763e-14,,3.529e-11
278.41,6.548e-11,3.716e-14,,6.548e-11
278.44,1.531e-10,3.644e-14,,1.531e-10
278.46,2.563e-10,3.596e-14,,2.563e-10
278.49,5.137e-10,3.525e-14,,5.137e-10
278.51,7.756e-10,3.477e-14,,7.756e-10
278.54,1.332e-9,3.406e-14,,1.332e-9
278.56,1.814e-9,3.358e-14,,1.814e-9
278.59,2.669e-9,3.287e-14,,2.669e-9
278.61,3.280e-9,3.239e-14,,3.280e-9
278.64,4.135e-9,3.167e-14,,4.135e-9
278.66,4.584e-9,3.120e-14,,4.584e-9
278.69,4.952e-9,3.048e-14,,4.952e-9
278.71,4.952e-9,3.001e-14,,4.952e-9
278.74,4.584e-9,2.929e-14,,4.584e-9
278.76,4.135e-9,2.881e-14,,4.135e-9
278.79,3.280e-9,2.810e-14,,3.280e-9
278.81,2.669e-9,2.762e-14,,2.669e-9
278.84,1.814e-9,2.691e-14,,1.814e-9
278.86,1.332e-9,2.643e-14,,1.332e-9
278.89,7.756e-10,2.571e-14,,7.756e-10
278.91,5.137e-10,2.524e-14,,5.137e-10
278.94,2.563e-10,2.452e-14,,2.563e-10
278.96,1.531e-10,2.405e-14,,1.531e-10
278.99,6.550e-11,2.333e-14,,6.548e-11
279.01,3.543e-11,1.380e-13,,3.529e-11
279.04,1.477e-11,1.838e-12,,1.293e-11
279.06,1.610e-11,9.811e-12,,6.287e-12
279.08,5.322e-11,5.029e-11,,2.934e-12
279.11,5.414e-10,5.405e-10,,8.658e-13
279.13,2.502e-9,2.501e-9,,3.645e-13
279.16,2.307e-8,2.307e-8,,9.215e-14
279.18,9.638e-8,9.638e-8,,3.500e-14
279.21,7.625e-7,7.625e-7,,7.582e-15
279.23,2.877e-6,2.877e-6,,2.598e-15
279.26,1.953e-5,1.953e-5,,4.822e-16
279.28,6.652e-5,6.652e-5,,1.490e-16
279.31,3.874e-4,3.874e-4,,2.371e-17
279.33,1.191e-3,1.191e-3,,6.611e-18
279.36,5.953e-3,5.953e-3,,9.009e-19
279.38,1.653e-2,1.653e-2,,2.266e-19
279.41,7.086e-2,7.086e-2,,2.647e-20
279.43,1.777e-1,1.777e-1,,6.006e-21
279.46,6.534e-1,6.534e-1,,6.009e-22
279.48,1.479e+0,1.479e+0,,1.230e-22
279.51,4.668e+0,4.668e+0,,1.055e-23
279.53,9.541e+0,9.541e+0,,1.948e-24
279.56,2.583e+1,2.583e+1,,1.431e-25
279.58,4.767e+1,4.767e+1,,1.412e-25
279.61,1.107e+2,1.107e+2,,1.383e-25
279.63,1.845e+2,1.845e+2,,1.364e-25
279.66,3.676e+2,3.676e+2,,1.336e-25
279.68,5.532e+2,5.532e+2,,1.317e-25
279.71,9.457e+2,9.457e+2,,1.288e-25
279.73,1.285e+3,1.285e+3,,1.269e-25
279.76,1.884e+3,1.884e+3,,1.241e-25
279.78,2.311e+3,2.311e+3,,1.222e-25
279.81,2.909e+3,2.909e+3,,1.193e-25
279.83,3.221e+3,3.221e+3,,1.174e-25
279.86,3.478e+3,3.478e+3,,1.145e-25
279.88,3.478e+3,3.478e+3,,1.126e-25
279.9,3.339e+3,3.339e+3,,1.107e-25
279.93,2.909e+3,2.909e+3,,1.079e-25
279.95,2.521e+3,2.521e+3,,1.060e-25
279.98,1.884e+3,1.884e+3,,1.031e-25
280,1.475e+3,1.475e+3,,1.012e-25
280.03,9.457e+2,9.457e+2,,9.836e-26
280.05,6.682e+2,6.682e+2,,9.645e-26
280.08,3.676e+2,3.676e+2,,9.359e-26
280.1,2.346e+2,2.346e+2,,9.169e-26
280.13,1.107e+2,1.107e+2,,8.883e-26
280.15,6.378e+1,6.378e+1,,8.693e-26
280.18,2.583e+1,2.583e+1,,8.407e-26
280.2,1.343e+1,1.343e+1,,8.217e-26
280.23,4.668e+0,4.668e+0,,7.931e-26
280.25,2.192e+0,2.192e+0,,7.741e-26
280.28,6.534e-1,6.534e-1,,7.455e-26
280.3,2.771e-1,2.771e-1,,7.265e-26
280.33,7.086e-2,7.086e-2,,1.004e-24
280.35,2.713e-2,2.713e-2,,5.494e-24
280.38,5.953e-3,5.953e-3,,6.521e-23
280.4,2.058e-3,2.058e-3,,3.226e-22
280.43,3.874e-4,3.874e-4,,3.290e-21
280.45,1.209e-4,1.209e-4,,1.471e-20
280.48,1.953e-5,1.953e-5,,1.289e-19
280.5,5.503e-6,5.503e-6,,5.208e-19
280.53,7.625e-7,7.625e-7,,3.921e-18
280.55,1.940e-7,1.940e-7,,1.432e-17
280.58,2.307e-8,2.307e-8,,9.261e-17
280.6,5.299e-9,5.299e-9,,3.056e-16
280.63,5.405e-10,5.405e-10,,1.699e-15
280.65,1.121e-10,1.121e-10,,5.066e-15
280.68,9.836e-12,9.811e-12,,2.419e-14
280.7,1.903e-12,1.838e-12,,6.521e-14
280.72,4.992e-13,3.304e-13,,1.688e-13
280.75,6.517e-13,3.150e-13,,6.517e-13
280.77,1.525e-12,3.048e-13,,1.525e-12
280.8,5.058e-12,2.895e-13,,5.058e-12
280.82,1.069e-11,2.792e-13,,1.069e-11
280.85,3.048e-11,2.639e-13,,3.048e-11
280.87,5.824e-11,2.536e-13,,5.824e-11
280.9,1.426e-10,2.383e-13,,1.426e-10
280.92,2.463e-10,2.280e-13,,2.463e-10
280.95,5.181e-10,2.127e-13,,5.181e-10
280.97,8.087e-10,2.025e-13,,8.087e-10
281,1.462e-9,1.871e-13,,1.462e-9
281.02,2.062e-9,1.769e-13,,2.062e-9
281.05,3.202e-9,1.615e-13,,3.202e-9
281.07,4.083e-9,1.513e-13,,4.083e-9
281.1,5.447e-9,1.359e-13,,5.447e-9
281.12,6.276e-9,1.257e-13,,6.276e-9
281.15,7.195e-9,1.103e-13,,7.195e-9
281.17,7.492e-9,1.001e-13,,7.492e-9
281.2,7.379e-9,8.475e-14,,7.379e-9
281.22,6.944e-9,7.452e-14,,6.944e-9
281.25,5.877e-9,5.917e-14,,5.877e-9
281.27,4.999e-9,3.401e-13,,4.998e-9
281.3,3.638e-9,4.346e-12,,3.634e-9
281.32,2.816e-9,2.259e-11,,2.793e-9
281.35,1.993e-9,2.483e-10,,1.745e-9
281.37,2.380e-9,1.167e-9,,1.212e-9
281.4,1.169e-8,1.103e-8,,6.506e-10
281.42,4.732e-8,4.691e-8,,4.085e-10
281.45,3.816e-7,3.814e-7,,1.884e-10
281.47,1.467e-6,1.467e-6,,1.069e-10
281.49,5.417e-6,5.417e-6,,5.824e-11
281.52,3.566e-5,3.566e-5,,2.172e-11
281.54,1.191e-4,1.191e-4,,1.069e-11
281.57,6.744e-4,6.744e-4,,3.426e-12
281.59,2.037e-3,2.037e-3,,1.525e-12
281.62,9.921e-3,9.921e-3,,4.197e-13
281.64,2.710e-2,2.710e-2,,1.688e-13
281.67,1.135e-1,1.135e-1,,3.992e-14
281.69,2.805e-1,2.805e-1,,1.451e-14
281.72,1.010e+0,1.010e+0,,2.948e-15
281.74,2.257e+0,2.257e+0,,9.687e-16
281.77,6.993e+0,6.993e+0,,1.691e-16
281.79,1.413e+1,1.413e+1,,5.021e-17
281.82,3.765e+1,3.765e+1,,7.530e-18
281.84,6.882e+1,6.882e+1,,2.021e-18
281.87,1.577e+2,1.577e+2,,2.604e-19
281.89,2.606e+2,2.606e+2,,6.315e-20
281.92,5.137e+2,5.137e+2,,6.992e-21
281.94,7.678e+2,7.678e+2,,1.533e-21
281.97,1.301e+3,1.301e+3,,1.458e-22
281.99,1.759e+3,1.759e+3,,2.888e-23
282.02,2.565e+3,2.565e+3,,2.360e-24
282.04,3.136e+3,3.136e+3,,2.362e-24
282.07,3.932e+3,3.932e+3,,2.364e-24
282.09,4.347e+3,4.347e+3,,2.366e-24
282.12,4.688e+3,4.688e+3,,2.368e-24
282.14,4.688e+3,4.688e+3,,2.369e-24
282.17,4.347e+3,4.347e+3,,2.372e-24
282.19,3.932e+3,3.932e+3,,2.373e-24
282.22,3.136e+3,3.136e+3,,2.376e-24
282.24,2.565e+3,2.565e+3,,2.377e-24
282.27,1.759e+3,1.759e+3,,2.380e-24
282.29,1.301e+3,1.301e+3,,2.381e-24
282.31,9.247e+2,9.247e+2,,2.383e-24
282.34,5.137e+2,5.137e+2,,2.385e-24
282.36,3.301e+2,3.301e+2,,2.387e-24
282.39,1.577e+2,1.577e+2,,2.389e-24
282.41,9.164e+1,9.164e+1,,2.391e-24
282.44,3.765e+1,3.765e+1,,2.393e-24
282.46,1.979e+1,1.979e+1,,2.395e-24
282.49,6.993e+0,6.993e+0,,2.397e-24
282.51,3.324e+0,3.324e+0,,2.399e-24
282.54,1.010e+0,1.010e+0,,2.401e-24
282.56,4.343e-1,4.343e-1,,2.402e-24
282.59,1.135e-1,1.135e-1,,2.405e-24
282.61,4.413e-2,4.413e-2,,2.406e-24
282.64,9.921e-3,9.921e-3,,2.409e-24
282.66,3.488e-3,3.488e-3,,2.410e-24
282.69,6.744e-4,6.744e-4,,2.413e-24
282.71,2.144e-4,2.144e-4,,2.414e-24
282.74,3.566e-5,3.566e-5,,2.417e-24
282.76,1.025e-5,1.025e-5,,2.418e-24
282.79,1.467e-6,1.467e-6,,2.421e-24
282.81,3.814e-7,3.814e-7,,2.422e-24
282.84,4.691e-8,4.691e-8,,2.425e-24
282.86,1.103e-8,1.103e-8,,2.426e-24
282.89,1.167e-9,1.167e-9,,2.428e-24
282.91,2.483e-10,2.483e-10,,2.430e-24
282.94,2.259e-11,2.259e-11,,2.432e-24
282.96,4.346e-12,4.346e-12,,2.434e-24
282.99,3.401e-13,3.401e-13,,2.436e-24
293.5,1.188e-12,1.188e-12,,3.262e-24
293.52,6.032e-12,6.032e-12,,3.264e-24
293.54,2.951e-11,2.951e-11,,3.265e-24
293.57,2.980e-10,2.980e-10,,3.268e-24
293.59,1.329e-9,1.329e-9,,3.269e-24
293.62,1.169e-8,1.169e-8,,3.272e-24
293.64,4.755e-8,4.755e-8,,3.273e-24
293.67,3.640e-7,3.640e-7,,3.276e-24
293.69,1.350e-6,1.350e-6,,3.277e-24
293.72,8.999e-6,8.999e-6,,3.280e-24
293.74,3.043e-5,3.043e-5,,3.281e-24
293.77,1.766e-4,1.766e-4,,3.284e-24
293.79,5.447e-4,5.447e-4,,3.285e-24
293.82,2.752e-3,2.752e-3,,3.287e-24
293.84,7.739e-3,7.739e-3,,3.289e-24
293.87,3.405e-2,3.405e-2,,3.291e-24
293.89,8.730e-2,8.730e-2,,3.293e-24
293.92,3.344e-1,3.344e-1,,3.295e-24
293.94,7.819e-1,7.819e-1,,3.297e-24
293.97,2.608e+0,2.608e+0,,3.299e-24
293.99,5.559e+0,5.559e+0,,3.301e-24
294.02,1.615e+1,1.615e+1,,3.303e-24
294.04,3.138e+1,3.138e+1,,3.305e-24
294.07,7.936e+1,7.936e+1,,3.307e-24
294.09,1.406e+2,1.406e+2,,3.309e-24
294.12,3.097e+2,3.097e+2,,3.311e-24
294.14,5.005e+2,5.005e+2,,3.313e-24
294.17,9.594e+2,9.594e+2,,3.315e-24
294.19,1.414e+3,1.414e+3,,3.317e-24
294.22,2.360e+3,2.360e+3,,3.319e-24
294.24,3.171e+3,3.171e+3,,3.321e-24
294.27,4.608e+3,4.608e+3,,3.323e-24
294.29,5.645e+3,5.645e+3,,3.324e-24
294.31,6.666e+3,6.666e+3,,3.326e-24
294.34,7.980e+3,7.980e+3,,3.328e-24
294.36,8.592e+3,8.592e+3,,3.330e-24
294.39,8.957e+3,8.957e+3,,3.332e-24
294.41,8.793e+3,8.793e+3,,3.334e-24
294.44,7.980e+3,7.980e+3,,3.336e-24
294.46,7.144e+3,7.144e+3,,3.338e-24
294.49,5.645e+3,5.645e+3,,3.340e-24
294.51,4.608e+3,4.608e+3,,3.342e-24
294.54,3.171e+3,3.171e+3,,3.344e-24
294.56,2.360e+3,2.360e+3,,3.346e-24
294.59,1.414e+3,1.414e+3,,3.348e-24
294.61,9.594e+2,9.594e+2,,3.350e-24
294.64,5.005e+2,5.005e+2,,3.352e-24
294.66,3.097e+2,3.097e+2,,3.354e-24
294.69,1.406e+2,1.406e+2,,3.356e-24
294.71,7.936e+1,7.936e+1,,3.357e-24
294.74,3.138e+1,3.138e+1,,3.360e-24
294.76,1.615e+1,1.615e+1,,3.361e-24
294.79,5.559e+0,5.559e+0,,3.364e-24
294.81,2.608e+0,2.608e+0,,3.365e-24
294.84,7.819e-1,7.819e-1,,3.368e-24
294.86,3.344e-1,3.344e-1,,3.369e-24
294.89,8.730e-2,8.730e-2,,3.372e-24
294.91,3.405e-2,3.405e-2,,3.373e-24
294.94,7.739e-3,7.739e-3,,3.376e-24
294.96,2.752e-3,2.752e-3,,3.377e-24
294.99,5.447e-4,5.447e-4,,3.379e-24
295.01,1.766e-4,1.766e-4,,3.381e-24
295.04,3.043e-5,3.043e-5,,3.383e-24
295.06,8.999e-6,8.999e-6,,3.385e-24
295.09,1.350e-6,1.350e-6,,3.387e-24
295.11,3.640e-7,3.640e-7,,3.389e-24
295.13,9.458e-8,9.458e-8,,3.390e-24
295.16,1.169e-8,1.169e-8,,3.393e-24
295.18,2.769e-9,2.769e-9,,3.394e-24
295.21,2.980e-10,2.980e-10,,3.397e-24
295.23,6.438e-11,6.438e-11,,3.398e-24
295.26,6.032e-12,6.032e-12,,3.401e-24
295.28,1.188e-12,1.188e-12,,3.402e-24
295.31,9.694e-14,9.694e-14,,3.405e-24
297.25,8.586e-13,8.586e-13,,3.557e-24
297.27,4.338e-12,4.338e-12,,3.559e-24
297.3,4.604e-11,4.604e-11,,3.561e-24
297.32,2.126e-10,2.126e-10,,3.563e-24
297.35,1.971e-9,1.971e-9,,3.565e-24
297.37,8.318e-9,8.318e-9,,3.567e-24
297.4,6.740e-8,6.740e-8,,3.569e-24
297.42,2.599e-7,2.599e-7,,3.570e-24
297.45,1.840e-6,1.840e-6,,3.573e-24
297.47,6.487e-6,6.487e-6,,3.574e-24
297.5,4.012e-5,4.012e-5,,3.577e-24
297.52,1.293e-4,1.293e-4,,3.578e-24
297.54,4.017e-4,4.017e-4,,3.580e-24
297.57,2.057e-3,2.057e-3,,3.582e-24
297.59,5.841e-3,5.841e-3,,3.584e-24
297.62,2.613e-2,2.613e-2,,3.586e-24
297.64,6.784e-2,6.784e-2,,3.588e-24
297.67,2.652e-1,2.652e-1,,3.590e-24
297.69,6.291e-1,6.291e-1,,3.592e-24
297.72,2.149e+0,2.149e+0,,3.594e-24
297.74,4.659e+0,4.659e+0,,3.596e-24
297.77,1.390e+1,1.390e+1,,3.598e-24
297.79,2.755e+1,2.755e+1,,3.600e-24
297.82,7.183e+1,7.183e+1,,3.602e-24
297.84,1.301e+2,1.301e+2,,3.603e-24
297.87,2.964e+2,2.964e+2,,3.606e-24
297.89,4.906e+2,4.906e+2,,3.607e-24
297.92,9.766e+2,9.766e+2,,3.610e-24
297.94,1.478e+3,1.478e+3,,3.611e-24
297.97,2.570e+3,2.570e+3,,3.614e-24
297.99,3.555e+3,3.555e+3,,3.615e-24
298.02,5.406e+3,5.406e+3,,3.618e-24
298.04,6.837e+3,6.837e+3,,3.619e-24
298.07,9.100e+3,9.100e+3,,3.622e-24
298.09,1.054e+4,1.054e+4,,3.623e-24
298.12,1.232e+4,1.232e+4,,3.625e-24
298.14,1.311e+4,1.311e+4,,3.627e-24
298.17,1.359e+4,1.359e+4,,3.629e-24
298.19,1.345e+4,1.345e+4,,3.631e-24
298.22,1.270e+4,1.270e+4,,3.633e-24
298.24,1.200e+4,1.200e+4,,3.635e-24
298.27,1.095e+4,1.095e+4,,3.637e-24
298.29,1.037e+4,1.037e+4,,3.639e-24
298.32,9.796e+3,9.796e+3,,3.641e-24
298.34,9.587e+3,9.587e+3,,3.643e-24
298.36,9.454e+3,9.454e+3,,3.644e-24
298.39,9.227e+3,9.227e+3,,3.647e-24
298.41,8.949e+3,8.949e+3,,3.648e-24
298.44,8.225e+3,8.225e+3,,3.651e-24
298.46,7.526e+3,7.526e+3,,3.652e-24
298.49,6.223e+3,6.223e+3,,3.655e-24
298.51,5.264e+3,5.264e+3,,3.656e-24
298.54,3.842e+3,3.842e+3,,3.658e-24
298.56,2.982e+3,2.982e+3,,3.660e-24
298.59,1.908e+3,1.908e+3,,3.662e-24
298.61,1.356e+3,1.356e+3,,3.664e-24
298.64,7.591e+2,7.591e+2,,3.666e-24
298.66,4.931e+2,4.931e+2,,3.668e-24
298.69,2.414e+2,2.414e+2,,3.670e-24
298.71,1.433e+2,1.433e+2,,3.672e-24
298.74,6.135e+1,6.135e+1,,3.674e-24
298.76,3.336e+1,3.336e+1,,3.676e-24
298.79,1.269e+1,1.269e+1,,3.678e-24
298.81,6.730e+0,6.730e+0,,3.680e-24
298.84,3.793e+0,3.793e+0,,3.682e-24
298.86,4.608e+0,4.608e+0,,3.684e-24
298.89,1.063e+1,1.063e+1,,3.686e-24
298.91,1.984e+1,1.984e+1,,3.688e-24
298.94,4.849e+1,4.849e+1,,3.690e-24
298.96,8.442e+1,8.442e+1,,3.691e-24
298.99,1.816e+2,1.816e+2,,3.694e-24
299.01,2.897e+2,2.897e+2,,3.695e-24
299.04,5.467e+2,5.467e+2,,3.698e-24
299.06,8.001e+2,8.001e+2,,3.699e-24
299.09,1.330e+3,1.330e+3,,3.702e-24
299.11,1.793e+3,1.793e+3,,3.703e-24
299.13,2.343e+3,2.343e+3,,3.705e-24
299.16,3.316e+3,3.316e+3,,3.707e-24
299.18,4.046e+3,4.046e+3,,3.709e-24
299.21,5.232e+3,5.232e+3,,3.711e-24
299.23,6.071e+3,6.071e+3,,3.713e-24
299.26,7.404e+3,7.404e+3,,3.715e-24
299.28,8.352e+3,8.352e+3,,3.717e-24
299.31,9.868e+3,9.868e+3,,3.719e-24
299.33,1.093e+4,1.093e+4,,3.721e-24
299.36,1.248e+4,1.248e+4,,3.723e-24
299.38,1.340e+4,1.340e+4,,3.724e-24
299.41,1.439e+4,1.439e+4,,3.727e-24
299.43,1.466e+4,1.466e+4,,3.728e-24
299.46,1.434e+4,1.434e+4,,3.731e-24
299.48,1.362e+4,1.362e+4,,3.732e-24
299.51,1.188e+4,1.188e+4,,3.735e-24
299.53,1.041e+4,1.041e+4,,3.736e-24
299.56,8.020e+3,8.020e+3,,3.739e-24
299.58,6.455e+3,6.455e+3,,3.740e-24
299.61,4.365e+3,4.365e+3,,3.743e-24
299.63,3.219e+3,3.219e+3,,3.744e-24
299.66,1.908e+3,1.908e+3,,3.746e-24
299.68,1.288e+3,1.288e+3,,3.748e-24
299.71,6.682e+2,6.682e+2,,3.750e-24
299.73,4.131e+2,4.131e+2,,3.752e-24
299.76,1.896e+2,1.896e+2,,3.754e-24
299.78,1.112e+2,1.112e+2,,3.756e-24
299.81,6.038e+1,6.038e+1,,3.758e-24
299.83,6.115e+1,6.115e+1,,3.760e-24
299.86,1.237e+2,1.237e+2,,3.762e-24
299.88,2.319e+2,2.319e+2,,3.764e-24
299.91,5.905e+2,5.905e+2,,3.766e-24
299.93,1.062e+3,1.062e+3,,3.768e-24
299.95,1.846e+3,1.846e+3,,3.769e-24
299.98,3.965e+3,3.965e+3,,3.772e-24
300,6.321e+3,6.321e+3,,3.773e-24
300.03,1.193e+4,1.193e+4,,3.776e-24
300.05,1.745e+4,1.745e+4,,3.777e-24
300.08,2.899e+4,2.899e+4,,3.780e-24
300.1,3.900e+4,3.900e+4,,3.781e-24
300.13,5.720e+4,5.720e+4,,3.783e-24
