idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 1, 3, 4, 5]",5,"[350.91460000000006, 365.88910000000004, 370.28560000000004, 384.874, 387.41720000000004]","[0.537, 1.71, 0.619, 0.543, 1.0]","[3.5320426638, 3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 17.0, 17.0, 15.0]","[0.010104903597796394, 0.018998235254531926, 0.006564515322046632, -0.012390218027981209, -0.02327743614639377]",0.02327743614639377
"[0, 1, 3, 4, 6]",5,"[350.91460000000006, 365.88910000000004, 370.28560000000004, 384.874, 403.3027]","[0.537, 1.71, 0.619, 0.543, 0.374]","[3.5320426638, 3.5135045543, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 13.0, 17.0, 17.0, 15.0]","[0.009263745210742275, 0.016658803024964752, 0.004838297432086136, -0.018534543677192955, -0.012226301990600083]",0.018534543677192955
"[0, 1, 3, 5, 6]",5,"[350.91460000000006, 365.88910000000004, 370.28560000000004, 387.41720000000004, 403.3027]","[0.537, 1.71, 0.619, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.4732842024999995, 3.199260507, 3.199260507]","[19.0, 13.0, 17.0, 15.0, 15.0]","[0.01019308395126467, 0.01900355027339856, 0.00637202641688997, -0.026167497932454098, -0.009401162709099006]",0.026167497932454098
"[0, 1, 4, 5, 6]",5,"[350.91460000000006, 365.88910000000004, 384.874, 387.41720000000004, 403.3027]","[0.537, 1.71, 0.543, 1.0, 0.374]","[3.5320426638, 3.5135045543, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 13.0, 17.0, 15.0, 15.0]","[0.01280264250608451, 0.024639459266904196, -0.01030941104834393, -0.019961241599567192, -0.007171449125077556]",0.024639459266904196
"[0, 2, 3, 4, 5]",5,"[350.91460000000006, 367.6363, 370.28560000000004, 384.874, 387.41720000000004]","[0.537, 1.19, 0.619, 0.543, 1.0]","[3.5320426638, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 15.0, 17.0, 17.0, 15.0]","[0.011487760939278197, 0.01582798950039177, 0.00778631393555973, -0.012118538152248948, -0.022983526222980666]",0.022983526222980666
"[0, 2, 3, 4, 6]",5,"[350.91460000000006, 367.6363, 370.28560000000004, 384.874, 403.3027]","[0.537, 1.19, 0.619, 0.543, 0.374]","[3.5320426638, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[19.0, 15.0, 17.0, 17.0, 15.0]","[0.010899449614047235, 0.013871329778180952, 0.006215925758607771, -0.01862416217337695, -0.012362542977459007]",0.01862416217337695
"[0, 2, 3, 5, 6]",5,"[350.91460000000006, 367.6363, 370.28560000000004, 387.41720000000004, 403.3027]","[0.537, 1.19, 0.619, 1.0, 0.374]","[3.5320426638, 3.4974051314, 3.4732842024999995, 3.199260507, 3.199260507]","[19.0, 15.0, 17.0, 15.0, 15.0]","[0.01170960981479982, 0.01590173520042054, 0.007699588635773386, -0.02597789083533686, -0.009333042815657083]",0.02597789083533686
"[0, 2, 4, 5, 6]",5,"[350.91460000000006, 367.6363, 384.874, 387.41720000000004, 403.3027]","[0.537, 1.19, 0.543, 1.0, 0.374]","[3.5320426638, 3.4974051314, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 15.0, 17.0, 15.0, 15.0]","[0.01459886975157626, 0.02103431325299715, -0.009681230059487178, -0.019092584954979563, -0.006859367990106682]",0.02103431325299715
"[0, 3, 4, 5, 6]",5,"[350.91460000000006, 370.28560000000004, 384.874, 387.41720000000004, 403.3027]","[0.537, 0.619, 0.543, 1.0, 0.374]","[3.5320426638, 3.4732842024999995, 3.2204003367999996, 3.199260507, 3.199260507]","[19.0, 17.0, 17.0, 15.0, 15.0]","[0.018207652614846276, 0.014099812853257399, -0.008509803288586582, -0.017507695388233324, -0.006289966791283796]",0.018207652614846276
"[1, 2, 3, 4, 5]",5,"[365.88910000000004, 367.6363, 370.28560000000004, 384.874, 387.41720000000004]","[1.71, 1.19, 0.619, 0.543, 1.0]","[3.5135045543, 3.4974051314, 3.4732842024999995, 3.2204003367999996, 3.199260507]","[13.0, 15.0, 17.0, 17.0, 15.0]","[0.01641866538885456, 0.011710012614784493, 0.0055501417995189595, -0.011736111347163652, -0.021942708455994442]",0.021942708455994442
