Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
200.817,5.719e-5,,4.904e-31,5.719e-5
200.819,6.561e-5,,3.333e-32,6.561e-5
200.82,7.964e-5,,8.539e-33,7.964e-5
200.822,1.307e-4,,5.416e-34,1.307e-4
200.824,2.208e-4,,3.281e-35,2.208e-4
200.825,2.846e-4,,7.938e-36,2.846e-4
200.827,4.592e-4,,4.488e-37,4.592e-4
200.829,7.096e-4,,2.424e-38,7.096e-4
200.83,8.673e-4,,5.536e-39,8.673e-4
200.832,1.252e-3,,2.791e-40,1.252e-3
200.834,1.726e-3,,1.343e-41,1.726e-3
200.835,1.993e-3,,2.897e-42,1.993e-3
200.837,2.565e-3,,1.302e-43,2.565e-3
200.839,3.153e-3,,5.586e-45,3.153e-3
200.84,3.437e-3,,1.138e-45,3.437e-3
200.842,3.944e-3,,4.556e-47,3.944e-3
200.844,4.323e-3,,1.743e-48,4.323e-3
200.845,4.449e-3,,3.351e-49,4.449e-3
200.847,4.552e-3,,1.197e-50,4.552e-3
200.849,4.449e-3,,4.081e-52,4.449e-3
200.85,4.323e-3,,7.407e-53,4.323e-3
200.852,3.944e-3,,2.358e-54,3.944e-3
200.854,3.437e-3,,7.168e-56,3.437e-3
200.855,3.153e-3,,1.228e-56,3.153e-3
200.857,2.565e-3,,3.486e-58,2.565e-3
200.859,1.993e-3,,9.447e-60,1.993e-3
200.86,1.726e-3,,1.529e-60,1.726e-3
200.862,1.252e-3,,3.867e-62,1.252e-3
200.864,8.672e-4,,9.341e-64,8.672e-4
200.865,7.095e-4,,1.427e-64,7.095e-4
200.867,4.587e-4,,3.218e-66,4.587e-4
200.869,2.833e-4,,6.931e-68,2.833e-4
200.87,2.188e-4,,9.997e-69,2.188e-4
200.872,1.262e-4,,1.059e-68,1.262e-4
200.874,6.947e-5,,1.118e-68,6.947e-5
200.875,5.067e-5,,1.147e-68,5.067e-5
200.877,2.605e-5,,1.206e-68,2.605e-5
200.879,1.279e-5,,1.265e-68,1.279e-5
200.88,8.807e-6,,1.295e-68,8.807e-6
200.882,4.036e-6,,1.354e-68,4.036e-6
200.884,1.767e-6,,1.413e-68,1.767e-6
200.885,1.149e-6,,1.442e-68,1.149e-6
200.887,4.695e-7,,1.501e-68,4.695e-7
200.889,1.832e-7,,1.561e-68,1.832e-7
200.89,1.125e-7,,1.590e-68,1.125e-7
200.892,4.099e-8,,1.649e-68,4.099e-8
200.894,1.426e-8,,1.708e-68,1.426e-8
200.895,8.270e-9,,1.738e-68,8.270e-9
200.897,2.686e-9,,1.797e-68,2.686e-9
200.899,8.334e-10,,1.856e-68,8.334e-10
200.9,4.563e-10,,1.885e-68,4.563e-10
200.902,1.321e-10,,9.036e-67,1.321e-10
200.904,3.655e-11,,4.137e-65,3.655e-11
200.905,1.890e-11,,2.752e-64,1.890e-11
200.907,4.880e-12,,1.176e-62,4.880e-12
200.909,1.203e-12,,4.803e-61,1.203e-12
200.91,5.875e-13,,3.017e-60,5.875e-13
200.912,1.352e-13,,1.150e-58,1.352e-13
200.914,2.974e-14,,4.188e-57,2.974e-14
200.915,1.371e-14,,2.484e-56,1.371e-14
200.917,2.814e-15,,8.445e-55,2.814e-15
200.919,5.516e-16,,2.743e-53,5.516e-16
200.92,2.401e-16,,1.536e-52,2.401e-16
200.922,4.394e-17,,4.658e-51,4.394e-17
200.924,7.681e-18,,1.349e-49,7.681e-18
200.925,3.156e-18,,7.137e-49,3.156e-18
200.927,5.150e-19,,1.930e-47,5.150e-19
200.929,8.027e-20,,4.984e-46,8.027e-20
200.93,3.115e-20,,2.490e-45,3.115e-20
200.932,4.532e-21,,6.005e-44,4.532e-21
200.934,6.297e-22,,1.383e-42,6.297e-22
200.935,2.307e-22,,6.525e-42,2.307e-22
200.937,2.993e-23,,1.403e-40,2.993e-23
200.939,3.708e-24,,2.883e-39,3.708e-24
200.94,1.283e-24,,1.284e-38,1.283e-24
200.942,1.484e-25,,2.463e-37,1.484e-25
200.944,1.639e-26,,4.513e-36,1.639e-26
200.945,5.354e-27,,1.899e-35,5.354e-27
200.947,5.521e-28,,3.248e-34,5.521e-28
200.949,5.438e-29,,5.307e-33,5.438e-29
200.95,1.679e-29,,2.109e-32,1.677e-29
200.952,1.864e-30,,3.216e-31,1.542e-30
200.954,4.822e-30,,4.687e-30,1.354e-31
200.955,1.763e-29,,1.759e-29,3.944e-32
200.957,2.392e-28,,2.392e-28,3.233e-33
200.959,3.109e-27,,3.109e-27,2.536e-34
200.96,1.102e-26,,1.102e-26,7.144e-35
200.962,1.337e-25,,1.337e-25,2.874e-35
200.964,1.549e-24,,1.549e-24,2.940e-34
200.965,5.183e-24,,5.183e-24,1.017e-33
200.967,5.608e-23,,5.608e-23,1.178e-32
200.969,5.797e-22,,5.797e-22,1.304e-31
200.97,1.832e-21,,1.832e-21,4.266e-31
200.972,1.768e-20,,1.768e-20,4.409e-30
200.974,1.629e-19,,1.629e-19,4.353e-29
200.975,4.862e-19,,4.862e-19,1.344e-28
200.977,4.184e-18,,4.184e-18,1.239e-27
200.979,3.440e-17,,3.440e-17,1.091e-26
200.98,9.694e-17,,9.694e-17,3.182e-26
200.982,7.440e-16,,7.440e-16,2.615e-25
200.984,5.454e-15,,5.454e-15,2.053e-24
200.985,1.452e-14,,1.452e-14,5.656e-24
200.987,9.935e-14,,9.935e-14,4.146e-23
200.989,6.496e-13,,6.496e-13,2.903e-22
200.99,1.633e-12,,1.633e-12,7.552e-22
200.992,9.966e-12,,9.966e-12,4.937e-21
200.994,5.811e-11,,5.811e-11,3.083e-20
200.995,1.379e-10,,1.379e-10,7.574e-20
200.997,7.508e-10,,7.508e-10,4.416e-19
200.999,3.904e-9,,3.904e-9,2.459e-18
201,8.751e-9,,8.751e-9,5.705e-18
201.002,4.248e-8,,4.248e-8,2.967e-17
201.004,1.970e-7,,1.970e-7,1.474e-16
201.005,4.171e-7,,4.171e-7,3.228e-16
201.007,1.806e-6,,1.806e-6,1.497e-15
201.009,7.468e-6,,7.468e-6,6.631e-15
201.01,1.493e-5,,1.493e-5,1.372e-14
201.012,5.764e-5,,5.764e-5,5.673e-14
201.014,2.126e-4,,2.126e-4,2.241e-13
201.015,4.014e-4,,4.014e-4,4.379e-13
201.017,1.382e-3,,1.382e-3,1.615e-12
201.019,4.546e-3,,4.546e-3,5.690e-12
201.02,8.105e-3,,8.105e-3,1.050e-11
201.022,2.489e-2,,2.489e-2,3.453e-11
201.023,4.287e-2,,4.287e-2,6.156e-11
201.025,1.229e-1,,1.229e-1,1.890e-10
201.027,3.367e-1,,3.367e-1,5.545e-10
201.028,5.477e-1,,5.477e-1,9.335e-10
201.03,1.400e+0,,1.400e+0,2.557e-9
201.032,3.420e+0,,3.420e+0,6.689e-9
201.033,5.254e+0,,5.254e+0,1.063e-8
201.035,1.198e+1,,1.198e+1,2.597e-8
201.037,2.610e+1,,2.610e+1,6.060e-8
201.038,3.786e+1,,3.786e+1,9.098e-8
201.04,7.700e+1,,7.700e+1,1.982e-7
201.042,1.496e+2,,1.496e+2,4.124e-7
201.043,2.049e+2,,2.049e+2,5.847e-7
201.045,3.717e+2,,3.717e+2,1.136e-6
201.047,6.440e+2,,6.440e+2,2.108e-6
201.048,8.332e+2,,8.332e+2,2.822e-6
201.05,1.348e+3,,1.348e+3,4.889e-6
201.052,2.082e+3,,2.082e+3,8.091e-6
201.053,2.544e+3,,2.544e+3,1.023e-5
201.055,3.670e+3,,3.670e+3,1.581e-5
201.057,5.057e+3,,5.057e+3,2.333e-5
201.058,5.835e+3,,5.835e+3,2.786e-5
201.06,7.506e+3,,7.506e+3,3.839e-5
201.062,9.224e+3,,9.224e+3,5.053e-5
201.063,1.005e+4,,1.005e+4,5.698e-5
201.065,1.153e+4,,1.153e+4,7.002e-5
201.067,1.264e+4,,1.264e+4,8.220e-5
201.068,1.300e+4,,1.300e+4,8.754e-5
201.07,1.331e+4,,1.331e+4,9.593e-5
201.072,1.300e+4,,1.300e+4,1.004e-4
201.073,1.264e+4,,1.264e+4,1.010e-4
201.075,1.153e+4,,1.153e+4,9.872e-5
201.077,1.005e+4,,1.005e+4,9.217e-5
201.078,9.224e+3,,9.224e+3,8.754e-5
201.08,7.506e+3,,7.506e+3,7.630e-5
201.082,5.835e+3,,5.835e+3,6.353e-5
201.083,5.057e+3,,5.057e+3,5.698e-5
201.085,3.670e+3,,3.670e+3,4.430e-5
201.087,2.544e+3,,2.544e+3,3.289e-5
201.088,2.082e+3,,2.082e+3,2.786e-5
201.09,1.348e+3,,1.348e+3,1.931e-5
201.092,8.332e+2,,8.332e+2,1.279e-5
201.093,6.440e+2,,6.440e+2,1.023e-5
201.095,3.717e+2,,3.717e+2,6.326e-6
201.097,2.049e+2,,2.049e+2,3.736e-6
201.098,1.496e+2,,1.496e+2,2.822e-6
201.1,7.700e+1,,7.700e+1,1.556e-6
201.102,3.786e+1,,3.786e+1,8.197e-7
201.103,2.610e+1,,2.610e+1,5.849e-7
201.105,1.198e+1,,1.198e+1,2.883e-7
201.107,5.254e+0,,5.254e+0,1.374e-7
201.108,3.420e+0,,3.420e+0,9.499e-8
201.11,1.400e+0,,1.400e+0,5.138e-8
201.112,5.477e-1,,5.477e-1,4.812e-8
201.113,3.367e-1,,3.367e-1,6.169e-8
201.115,1.229e-1,,1.229e-1,1.346e-7
201.117,4.287e-2,,4.287e-2,3.200e-7
201.118,2.489e-2,,2.489e-2,4.899e-7
201.12,8.106e-3,,8.105e-3,1.115e-6
201.122,2.523e-3,,2.521e-3,2.426e-6
201.123,1.386e-3,,1.382e-3,3.518e-6
201.125,4.085e-4,,4.014e-4,7.150e-6
201.127,1.252e-4,,1.113e-4,1.388e-5
201.128,7.665e-5,,5.764e-5,1.901e-5
201.13,4.939e-5,,1.493e-5,3.447e-5
201.132,6.338e-5,,3.693e-6,5.968e-5
201.133,7.901e-5,,1.806e-6,7.720e-5
201.135,1.252e-4,,4.171e-7,1.248e-4
201.137,1.929e-4,,9.201e-8,1.928e-4
201.138,2.356e-4,,4.248e-8,2.355e-4
201.14,3.396e-4,,8.751e-9,3.396e-4
201.142,4.678e-4,,1.722e-9,4.678e-4
201.143,5.398e-4,,7.508e-10,5.398e-4
201.145,6.942e-4,,1.379e-10,6.942e-4
201.147,8.530e-4,,2.420e-11,8.530e-4
201.148,9.294e-4,,9.966e-12,9.294e-4
201.15,1.066e-3,,1.633e-12,1.066e-3
201.152,1.168e-3,,2.555e-13,1.168e-3
201.153,1.202e-3,,9.935e-14,1.202e-3
201.155,1.231e-3,,1.452e-14,1.231e-3
201.157,1.204e-3,,2.026e-15,1.204e-3
201.158,1.170e-3,,7.440e-16,1.170e-3
201.16,1.070e-3,,9.694e-17,1.070e-3
201.162,9.377e-4,,1.207e-17,9.377e-4
201.163,8.642e-4,,4.184e-18,8.642e-4
201.165,7.142e-4,,4.862e-19,7.142e-4
201.167,5.736e-4,,5.397e-20,5.736e-4
201.168,5.111e-4,,1.768e-20,5.111e-4
201.17,4.080e-4,,1.832e-21,4.080e-4
201.172,3.388e-4,,1.813e-22,3.388e-4
201.173,3.175e-4,,5.608e-23,3.175e-4
201.175,3.006e-4,,5.183e-24,3.006e-4
201.177,3.138e-4,,4.576e-25,3.138e-4
201.178,3.296e-4,,1.337e-25,3.296e-4
201.18,3.737e-4,,1.102e-26,3.737e-4
201.182,4.264e-4,,8.674e-28,4.264e-4
201.183,4.527e-4,,2.392e-28,4.527e-4
201.185,4.991e-4,,1.759e-29,4.991e-4
201.187,5.304e-4,,1.235e-30,5.304e-4
201.188,5.385e-4,,3.216e-31,5.385e-4
201.19,5.371e-4,,2.109e-32,5.371e-4
201.192,5.126e-4,,1.320e-33,5.126e-4
201.193,4.923e-4,,3.248e-34,4.923e-4
201.195,4.389e-4,,1.899e-35,4.389e-4
201.197,3.739e-4,,1.060e-36,3.739e-4
201.198,3.393e-4,,2.463e-37,3.393e-4
201.2,2.699e-4,,1.284e-38,2.699e-4
201.202,2.051e-4,,6.397e-40,2.051e-4
201.203,1.758e-4,,1.403e-40,1.758e-4
201.205,1.247e-4,,6.525e-42,1.247e-4
201.207,8.455e-5,,2.898e-43,8.455e-5
201.208,6.843e-5,,6.005e-44,6.843e-5
201.21,4.331e-5,,2.490e-45,4.331e-5
201.212,2.619e-5,,9.864e-47,2.619e-5
201.213,2.002e-5,,1.930e-47,2.002e-5
201.215,1.130e-5,,7.137e-49,1.130e-5
201.217,6.094e-6,,2.521e-50,6.094e-6
201.218,4.400e-6,,4.658e-51,4.400e-6
201.22,2.218e-6,,1.536e-52,2.218e-6
201.222,1.073e-6,,4.840e-54,1.073e-6
201.223,7.392e-7,,8.445e-55,7.392e-7
201.225,3.613e-7,,2.484e-56,3.613e-7
201.227,2.316e-7,,6.979e-58,2.316e-7
201.228,2.357e-7,,1.150e-58,2.357e-7
201.23,3.911e-7,,3.017e-60,3.911e-7
201.232,8.407e-7,,7.559e-62,8.407e-7
201.233,1.249e-6,,1.176e-62,1.249e-6
201.235,2.701e-6,,2.752e-64,2.701e-6
201.237,5.607e-6,,6.149e-66,5.607e-6
201.238,7.944e-6,,9.036e-67,7.944e-6
201.24,1.541e-5,,8.933e-67,1.541e-5
201.242,2.856e-5,,8.830e-67,2.856e-5
201.243,3.823e-5,,8.779e-67,3.823e-5
201.245,6.615e-5,,8.676e-67,6.615e-5
201.247,1.094e-4,,8.574e-67,1.094e-4
201.248,1.382e-4,,8.522e-67,1.382e-4
201.25,2.134e-4,,8.420e-67,2.134e-4
201.252,3.147e-4,,8.317e-67,3.147e-4
201.253,3.757e-4,,8.266e-67,3.757e-4
201.255,5.174e-4,,8.163e-67,5.174e-4
201.257,6.806e-4,,8.060e-67,6.806e-4
201.258,7.673e-4,,8.009e-67,7.673e-4
201.26,9.426e-4,,7.906e-67,9.426e-4
201.262,1.106e-3,,7.804e-67,1.106e-3
201.263,1.178e-3,,7.752e-67,1.178e-3
201.265,1.291e-3,,7.650e-67,1.291e-3
201.267,1.351e-3,,7.547e-67,1.351e-3
201.268,1.359e-3,,7.496e-67,1.359e-3
201.27,1.328e-3,,7.393e-67,1.328e-3
201.272,1.240e-3,,7.290e-67,1.240e-3
201.273,1.178e-3,,7.239e-67,1.178e-3
201.275,1.027e-3,,7.136e-67,1.027e-3
201.277,8.553e-4,,7.034e-67,8.553e-4
201.278,7.673e-4,,6.982e-67,7.673e-4
201.28,5.968e-4,,6.880e-67,5.968e-4
201.282,4.434e-4,,6.777e-67,4.434e-4
201.283,3.757e-4,,6.726e-67,3.757e-4
201.285,2.606e-4,,6.623e-67,2.606e-4
201.287,1.727e-4,,6.520e-67,1.727e-4
201.288,1.382e-4,,6.469e-67,1.382e-4
201.29,8.555e-5,,6.366e-67,8.555e-5
201.292,5.057e-5,,6.263e-67,5.057e-5
201.293,3.823e-5,,6.212e-67,3.823e-5
201.295,2.110e-5,,6.109e-67,2.110e-5
201.297,1.113e-5,,6.007e-67,1.113e-5
201.298,7.944e-6,,5.955e-67,7.944e-6
201.3,3.912e-6,,5.853e-67,3.912e-6
201.302,1.840e-6,,5.750e-67,1.840e-6
201.303,1.241e-6,,5.699e-67,1.241e-6
201.305,5.449e-7,,5.596e-67,5.449e-7
201.307,2.287e-7,,5.493e-67,2.287e-7
201.308,1.456e-7,,5.442e-67,1.456e-7
201.31,5.705e-8,,5.339e-67,5.705e-8
201.312,2.135e-8,,5.237e-67,2.135e-8
201.313,1.284e-8,,5.185e-67,1.284e-8
201.315,4.489e-9,,5.083e-67,4.489e-9
201.317,1.499e-9,,4.980e-67,1.499e-9
201.318,8.513e-10,,4.929e-67,8.513e-10
201.32,2.654e-10,,4.826e-67,2.654e-10
201.322,7.905e-11,,4.723e-67,7.905e-11
201.323,4.241e-11,,4.672e-67,4.241e-11
201.325,1.179e-11,,4.569e-67,1.179e-11
201.327,3.133e-12,,4.467e-67,3.133e-12
201.328,1.588e-12,,4.415e-67,1.588e-12
201.33,3.939e-13,,4.313e-67,3.939e-13
201.332,9.334e-14,,4.210e-67,9.334e-14
201.333,4.467e-14,,4.159e-67,4.467e-14
201.335,9.885e-15,,4.056e-67,9.885e-15
201.337,2.090e-15,,3.953e-67,2.090e-15
201.338,9.445e-16,,3.902e-67,9.445e-16
201.34,1.864e-16,,3.799e-67,1.864e-16
201.342,3.516e-17,,3.696e-67,3.516e-17
201.343,1.501e-17,,3.645e-67,1.501e-17
201.345,2.643e-18,,3.542e-67,2.643e-18
201.347,4.445e-19,,3.440e-67,4.445e-19
201.348,1.792e-19,,3.388e-67,1.792e-19
201.35,2.815e-20,,3.286e-67,2.815e-20
201.352,4.224e-21,,3.183e-67,4.224e-21
201.353,1.610e-21,,3.132e-67,1.610e-21
201.355,2.402e-22,,3.029e-67,2.402e-22
201.357,1.361e-22,,2.926e-67,1.361e-22
201.358,2.887e-22,,2.875e-67,2.887e-22
201.36,1.847e-21,,2.772e-67,1.847e-21
201.362,1.171e-20,,2.670e-67,1.171e-20
201.363,2.901e-20,,2.618e-67,2.901e-20
201.365,1.719e-19,,2.516e-67,1.719e-19
201.367,9.733e-19,,2.413e-67,9.733e-19
201.368,2.277e-18,,2.362e-67,2.277e-18
201.37,1.204e-17,,2.259e-67,1.204e-17
201.372,6.082e-17,,2.156e-67,6.082e-17
201.373,1.344e-16,,2.105e-67,1.344e-16
201.375,6.340e-16,,2.002e-67,6.340e-16
201.377,2.857e-15,,1.900e-67,2.857e-15
201.378,5.963e-15,,1.848e-67,5.963e-15
201.38,2.510e-14,,1.746e-67,2.510e-14
201.382,1.009e-13,,8.029e-66,1.009e-13
201.383,1.990e-13,,5.353e-65,1.990e-13
201.385,7.472e-13,,2.300e-63,7.472e-13
201.387,2.681e-12,,9.438e-62,2.681e-12
201.388,4.992e-12,,5.944e-61,4.992e-12
201.39,1.673e-11,,2.279e-59,1.673e-11
201.392,5.354e-11,,8.345e-58,5.354e-11
201.393,9.416e-11,,4.965e-57,9.416e-11
201.395,2.815e-10,,1.698e-55,2.815e-10
201.397,8.039e-10,,5.549e-54,8.039e-10
201.398,1.336e-9,,3.118e-53,1.336e-9
201.4,3.562e-9,,9.518e-52,3.562e-9
201.402,9.076e-9,,2.775e-50,9.076e-9
201.403,1.424e-8,,1.473e-49,1.424e-8
201.405,3.389e-8,,4.012e-48,3.389e-8
201.407,7.704e-8,,1.044e-46,7.704e-8
201.408,1.142e-7,,5.235e-46,1.142e-7
201.41,2.424e-7,,1.272e-44,2.424e-7
201.412,4.917e-7,,2.954e-43,4.917e-7
201.413,6.885e-7,,1.399e-42,6.885e-7
201.415,1.304e-6,,3.034e-41,1.304e-6
201.417,2.360e-6,,6.285e-40,2.360e-6
201.418,3.121e-6,,2.812e-39,3.121e-6
201.42,5.274e-6,,5.441e-38,5.274e-6
201.422,8.515e-6,,1.006e-36,8.515e-6
201.423,1.064e-5,,4.251e-36,1.064e-5
201.425,1.604e-5,,7.340e-35,1.604e-5
201.427,2.310e-5,,1.211e-33,2.310e-5
201.428,2.726e-5,,4.834e-33,2.726e-5
201.43,3.667e-5,,7.447e-32,3.667e-5
201.432,4.713e-5,,1.096e-30,4.713e-5
201.433,5.252e-5,,4.134e-30,5.252e-5
201.435,6.304e-5,,5.683e-29,6.304e-5
201.437,7.229e-5,,7.463e-28,7.229e-5
201.438,7.611e-5,,2.659e-27,7.611e-5
201.44,8.152e-5,,3.261e-26,8.152e-5
201.442,8.345e-5,,3.822e-25,8.345e-5
201.443,8.302e-5,,1.286e-24,8.302e-5
201.445,7.950e-5,,1.408e-23,7.950e-5
201.447,7.295e-5,,1.472e-22,7.295e-5
201.448,6.886e-5,,4.680e-22,6.886e-5
201.45,5.983e-5,,4.570e-21,5.983e-5
201.452,5.092e-5,,4.265e-20,5.092e-5
201.453,4.700e-5,,1.281e-19,4.700e-5
201.455,4.119e-5,,1.116e-18,4.119e-5
201.457,3.934e-5,,9.292e-18,3.934e-5
201.458,4.035e-5,,2.636e-17,4.035e-5
201.46,4.702e-5,,2.050e-16,4.702e-5
201.462,6.078e-5,,1.523e-15,6.078e-5
201.463,7.055e-5,,4.080e-15,7.055e-5
201.465,9.601e-5,,2.831e-14,9.601e-5
201.467,1.289e-4,,1.877e-13,1.289e-4
201.468,1.477e-4,,4.750e-13,1.477e-4
201.47,1.887e-4,,2.941e-12,1.887e-4
201.472,2.312e-4,,1.740e-11,2.312e-4
201.473,2.520e-4,,4.160e-11,2.520e-4
201.475,2.896e-4,,2.298e-10,2.896e-4
201.477,3.190e-4,,1.213e-9,3.190e-4
201.478,3.297e-4,,2.739e-9,3.297e-4
201.48,3.423e-4,,1.350e-8,3.423e-4
201.482,3.436e-4,,6.360e-8,3.436e-4
201.483,3.409e-4,,1.357e-7,3.408e-4
201.485,3.317e-4,,5.969e-7,3.311e-4
201.487,3.237e-4,,2.509e-6,3.212e-4
201.488,3.233e-4,,5.055e-6,3.183e-4
201.49,3.401e-4,,1.984e-5,3.203e-4
201.492,4.116e-4,,7.441e-5,3.372e-4
201.493,4.939e-4,,1.417e-4,3.522e-4
201.495,8.916e-4,,4.961e-4,3.955e-4
201.497,2.114e-3,,1.660e-3,4.540e-4
201.498,3.472e-3,,2.985e-3,4.870e-4
201.5,9.885e-3,,9.329e-3,5.557e-4
201.502,2.847e-2,,2.786e-2,6.192e-4
201.503,4.796e-2,,4.732e-2,6.460e-4
201.505,1.326e-1,,1.319e-1,6.837e-4
201.507,3.522e-1,,3.515e-1,6.951e-4
201.508,5.648e-1,,5.641e-1,6.897e-4
201.51,1.404e+0,,1.404e+0,6.573e-4
201.512,3.337e+0,,3.337e+0,5.992e-4
201.513,5.058e+0,,5.058e+0,5.626e-4
201.515,1.123e+1,,1.123e+1,4.793e-4
201.517,2.382e+1,,2.382e+1,3.903e-4
201.518,3.411e+1,,3.411e+1,3.462e-4
201.52,6.757e+1,,6.757e+1,2.633e-4
201.522,1.279e+2,,1.279e+2,1.914e-4
201.523,1.730e+2,,1.730e+2,1.604e-4
201.525,3.058e+2,,3.058e+2,1.088e-4
201.527,5.165e+2,,5.165e+2,7.057e-5
201.528,6.599e+2,,6.599e+2,5.587e-5
201.53,1.041e+3,,1.041e+3,3.383e-5
201.532,1.569e+3,,1.569e+3,1.957e-5
201.533,1.893e+3,,1.893e+3,1.464e-5
201.535,2.665e+3,,2.665e+3,7.909e-6
201.537,3.584e+3,,3.584e+3,4.083e-6
201.538,4.086e+3,,4.086e+3,2.884e-6
201.54,5.131e+3,,5.131e+3,1.390e-6
201.542,6.158e+3,,6.158e+3,6.405e-7
201.543,6.631e+3,,6.631e+3,4.273e-7
201.545,7.431e+3,,7.431e+3,1.838e-7
201.547,7.957e+3,,7.957e+3,7.555e-8
201.548,8.094e+3,,8.094e+3,4.762e-8
201.55,8.094e+3,,8.094e+3,1.828e-8
201.552,7.734e+3,,7.734e+3,6.702e-9
201.553,7.431e+3,,7.431e+3,3.990e-9
201.555,6.631e+3,,6.631e+3,1.367e-9
201.557,5.653e+3,,5.653e+3,4.472e-10
201.558,5.131e+3,,5.131e+3,2.514e-10
201.56,4.086e+3,,4.086e+3,7.684e-11
201.562,3.108e+3,,3.108e+3,2.243e-11
201.563,2.665e+3,,2.665e+3,1.192e-11
201.565,1.893e+3,,1.893e+3,3.249e-12
201.567,1.285e+3,,1.285e+3,8.464e-13
201.568,1.041e+3,,1.041e+3,4.247e-13
201.57,6.599e+2,,6.599e+2,1.033e-13
201.572,3.997e+2,,3.997e+2,2.402e-14
201.573,3.058e+2,,3.058e+2,1.138e-14
201.575,1.730e+2,,1.730e+2,2.471e-15
201.577,9.350e+1,,9.350e+1,5.125e-16
201.578,6.757e+1,,6.757e+1,2.294e-16
201.58,3.411e+1,,3.411e+1,4.444e-17
201.582,1.645e+1,,1.645e+1,8.224e-18
201.583,1.123e+1,,1.123e+1,3.478e-18
201.585,5.058e+0,,5.058e+0,6.012e-19
201.587,2.176e+0,,2.176e+0,1.006e-19
201.588,1.404e+0,,1.404e+0,4.312e-20
201.59,5.641e-1,,5.641e-1,2.863e-20
201.592,2.166e-1,,2.166e-1,1.400e-19
201.593,1.319e-1,,1.319e-1,3.402e-19
201.595,4.732e-2,,4.732e-2,1.961e-18
201.597,1.621e-2,,1.621e-2,1.081e-17
201.598,9.329e-3,,9.329e-3,2.495e-17
201.6,2.985e-3,,2.985e-3,1.285e-16
201.602,9.127e-4,,9.127e-4,6.321e-16
201.603,4.961e-4,,4.961e-4,1.378e-15
201.605,1.417e-4,,1.417e-4,6.334e-15
201.607,3.864e-5,,3.864e-5,2.781e-14
201.608,1.984e-5,,1.984e-5,5.729e-14
201.61,5.055e-6,,5.055e-6,2.349e-13
201.612,1.231e-6,,1.231e-6,9.206e-13
201.613,5.969e-7,,5.969e-7,1.792e-12
201.615,1.357e-7,,1.357e-7,6.557e-12
201.617,2.950e-8,,2.948e-8,2.293e-11
201.618,1.355e-8,,1.350e-8,4.215e-11
201.62,2.877e-9,,2.739e-9,1.377e-10
201.622,9.606e-10,,5.310e-10,4.296e-10
201.623,9.759e-10,,2.298e-10,7.461e-10
201.625,2.216e-9,,4.160e-11,2.175e-9
201.627,6.064e-9,,7.194e-12,6.057e-9
201.628,9.940e-9,,2.941e-12,9.937e-9
201.63,2.585e-8,,4.750e-13,2.585e-8
201.632,6.425e-8,,7.331e-14,6.425e-8
201.633,9.957e-8,,2.831e-14,9.957e-8
201.635,2.311e-7,,4.080e-15,2.311e-7
201.637,5.127e-7,,5.618e-16,5.127e-7
201.638,7.507e-7,,2.050e-16,7.507e-7
201.64,1.555e-6,,2.636e-17,1.555e-6
201.642,3.078e-6,,3.239e-18,3.078e-6
201.643,4.258e-6,,1.116e-18,4.258e-6
201.645,7.872e-6,,1.281e-19,7.872e-6
201.647,1.391e-5,,1.404e-20,1.391e-5
201.648,1.817e-5,,4.570e-21,1.817e-5
201.65,2.998e-5,,4.680e-22,2.998e-5
201.652,4.727e-5,,4.578e-23,4.727e-5
201.653,5.835e-5,,1.408e-23,5.835e-5
201.655,8.591e-5,,1.286e-24,8.591e-5
201.657,1.209e-4,,1.123e-25,1.209e-4
201.658,1.409e-4,,3.261e-26,1.409e-4
201.66,1.852e-4,,2.659e-27,1.852e-4
201.662,2.326e-4,,2.071e-28,2.326e-4
201.663,2.562e-4,,5.683e-29,2.562e-4
201.665,3.004e-4,,4.134e-30,3.004e-4
201.667,3.366e-4,,2.873e-31,3.366e-4
201.668,3.503e-4,,7.447e-32,3.503e-4
201.67,3.666e-4,,4.834e-33,3.666e-4
201.672,3.666e-4,,2.998e-34,3.666e-4
201.673,3.604e-4,,7.340e-35,3.604e-4
201.675,3.366e-4,,4.251e-36,3.366e-4
201.677,3.004e-4,,2.353e-37,3.004e-4
201.678,2.790e-4,,5.441e-38,2.790e-4
201.68,2.326e-4,,2.812e-39,2.326e-4
201.682,1.852e-4,,1.389e-40,1.852e-4
201.683,1.625e-4,,3.034e-41,1.625e-4
201.685,1.209e-4,,1.399e-42,1.209e-4
201.687,8.592e-5,,6.165e-44,8.592e-5
201.688,7.122e-5,,1.272e-44,7.122e-5
201.69,4.731e-5,,5.235e-46,4.731e-5
201.692,3.009e-5,,2.058e-47,3.009e-5
201.693,2.363e-5,,4.012e-48,2.363e-5
201.695,1.427e-5,,1.473e-49,1.427e-5
201.697,8.659e-6,,5.169e-51,8.659e-6
201.698,6.961e-6,,9.518e-52,6.961e-6
201.7,5.382e-6,,3.118e-53,5.382e-6
201.702,6.011e-6,,9.763e-55,6.011e-6
201.703,7.179e-6,,1.698e-55,7.179e-6
201.705,1.152e-5,,4.965e-57,1.152e-5
201.707,1.923e-5,,1.387e-58,1.923e-5
201.708,2.469e-5,,2.279e-59,2.469e-5
