Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
557.362,7.045e+1,7.045e+1,1.528e-30,5.584e-40
557.363,6.267e+1,6.267e+1,1.528e-30,5.584e-40
557.365,4.937e+1,4.937e+1,1.529e-30,5.585e-40
557.367,3.867e+1,3.867e+1,1.530e-30,5.585e-40
557.368,3.414e+1,3.414e+1,1.530e-30,5.586e-40
557.37,2.650e+1,2.650e+1,1.531e-30,5.586e-40
557.372,2.045e+1,2.045e+1,1.532e-30,5.587e-40
557.373,1.792e+1,1.792e+1,1.532e-30,5.587e-40
557.375,1.370e+1,1.370e+1,1.533e-30,5.588e-40
557.377,1.042e+1,1.042e+1,1.534e-30,5.588e-40
557.378,9.061e+0,9.061e+0,1.534e-30,5.589e-40
557.38,6.827e+0,6.827e+0,1.535e-30,5.589e-40
557.382,5.113e+0,5.113e+0,1.536e-30,5.590e-40
557.383,4.415e+0,4.415e+0,1.536e-30,5.590e-40
557.385,3.277e+0,3.277e+0,1.537e-30,5.591e-40
557.387,2.418e+0,2.418e+0,1.538e-30,5.592e-40
557.388,2.072e+0,2.072e+0,1.538e-30,5.592e-40
557.39,1.515e+0,1.515e+0,1.539e-30,5.593e-40
557.392,1.101e+0,1.101e+0,1.540e-30,5.593e-40
557.393,9.370e-1,9.370e-1,1.540e-30,5.594e-40
557.395,6.750e-1,6.750e-1,1.541e-30,5.594e-40
557.397,4.834e-1,4.834e-1,1.542e-30,5.595e-40
557.398,4.082e-1,4.082e-1,1.542e-30,5.595e-40
557.4,2.897e-1,2.897e-1,1.543e-30,5.596e-40
557.402,2.044e-1,2.044e-1,1.544e-30,5.597e-40
557.403,1.713e-1,1.713e-1,1.544e-30,5.597e-40
557.405,1.198e-1,1.198e-1,1.545e-30,5.598e-40
557.407,8.328e-2,8.328e-2,1.546e-30,5.598e-40
557.408,6.928e-2,6.928e-2,1.546e-30,5.599e-40
557.41,4.773e-2,4.773e-2,1.547e-30,5.599e-40
557.412,3.269e-2,3.269e-2,1.548e-30,5.600e-40
557.413,2.699e-2,2.699e-2,1.548e-30,5.600e-40
557.415,1.832e-2,1.832e-2,1.549e-30,5.601e-40
557.417,1.236e-2,1.236e-2,1.549e-30,5.602e-40
557.418,1.013e-2,1.013e-2,1.550e-30,5.602e-40
557.42,6.774e-3,6.774e-3,1.551e-30,5.603e-40
557.422,4.503e-3,4.503e-3,1.551e-30,5.603e-40
557.423,3.663e-3,3.663e-3,1.552e-30,5.604e-40
557.425,2.413e-3,2.413e-3,1.553e-30,5.604e-40
557.427,1.580e-3,1.580e-3,1.553e-30,5.605e-40
557.428,1.276e-3,1.276e-3,1.554e-30,5.605e-40
557.43,8.283e-4,8.283e-4,1.555e-30,5.606e-40
557.432,5.344e-4,5.344e-4,1.555e-30,5.607e-40
557.433,4.283e-4,4.283e-4,1.556e-30,5.607e-40
557.435,2.739e-4,2.739e-4,1.557e-30,5.608e-40
557.437,1.741e-4,1.741e-4,1.557e-30,5.608e-40
557.438,1.385e-4,1.385e-4,1.558e-30,5.609e-40
557.44,8.726e-5,8.726e-5,1.559e-30,5.609e-40
557.442,5.465e-5,5.465e-5,1.559e-30,5.610e-40
557.443,4.315e-5,4.315e-5,1.560e-30,5.610e-40
557.445,2.678e-5,2.678e-5,1.560e-30,5.611e-40
557.447,1.652e-5,1.652e-5,1.561e-30,5.612e-40
557.448,1.295e-5,1.295e-5,1.562e-30,5.612e-40
557.45,7.919e-6,7.919e-6,1.562e-30,5.612e-40
557.452,4.814e-6,4.814e-6,1.563e-30,5.613e-40
557.453,3.745e-6,3.745e-6,1.564e-30,5.613e-40
557.455,2.256e-6,2.256e-6,1.564e-30,5.614e-40
557.457,1.351e-6,1.351e-6,1.565e-30,5.615e-40
557.458,1.043e-6,1.043e-6,1.566e-30,5.615e-40
557.46,6.192e-7,6.192e-7,1.566e-30,5.616e-40
557.462,3.653e-7,3.653e-7,1.567e-30,5.616e-40
557.463,2.800e-7,2.800e-7,1.568e-30,5.617e-40
557.465,1.637e-7,1.637e-7,1.568e-30,5.617e-40
557.467,9.518e-8,9.518e-8,1.569e-30,5.618e-40
557.468,7.240e-8,7.240e-8,1.570e-30,5.618e-40
557.47,4.171e-8,4.171e-8,1.570e-30,5.619e-40
557.472,2.389e-8,2.389e-8,1.571e-30,5.620e-40
557.473,1.804e-8,1.804e-8,1.571e-30,5.620e-40
557.475,1.024e-8,1.024e-8,1.572e-30,5.621e-40
557.477,5.776e-9,5.776e-9,1.573e-30,5.621e-40
557.478,4.329e-9,4.329e-9,1.573e-30,5.622e-40
557.48,2.421e-9,2.421e-9,1.574e-30,5.622e-40
557.482,1.346e-9,1.346e-9,1.575e-30,5.623e-40
557.483,1.001e-9,1.001e-9,2.492e-30,5.623e-40
557.485,5.515e-10,5.515e-10,6.213e-30,5.624e-40
557.487,3.020e-10,3.020e-10,1.540e-29,5.625e-40
557.488,2.230e-10,2.230e-10,2.418e-29,5.625e-40
557.49,1.210e-10,1.210e-10,5.940e-29,5.626e-40
557.492,6.531e-11,6.531e-11,1.450e-28,5.626e-40
557.493,4.786e-11,4.786e-11,2.261e-28,5.627e-40
557.495,2.559e-11,2.559e-11,5.471e-28,5.627e-40
557.497,1.361e-11,1.361e-11,1.316e-27,5.628e-40
557.498,9.897e-12,9.897e-12,2.037e-27,5.628e-40
557.5,5.214e-12,5.214e-12,4.855e-27,5.629e-40
557.502,2.731e-12,2.731e-12,1.151e-26,5.630e-40
557.503,1.972e-12,1.972e-12,1.768e-26,5.630e-40
557.505,1.023e-12,1.023e-12,4.152e-26,5.631e-40
557.507,5.280e-13,5.280e-13,9.694e-26,5.631e-40
557.508,3.784e-13,3.784e-13,1.478e-25,5.632e-40
557.51,1.935e-13,1.935e-13,3.420e-25,5.632e-40
557.512,9.836e-14,9.836e-14,7.869e-25,5.633e-40
557.513,6.997e-14,6.997e-14,1.191e-24,5.633e-40
557.515,3.525e-14,3.525e-14,2.715e-24,5.634e-40
557.517,1.765e-14,1.765e-14,6.154e-24,5.635e-40
557.518,1.247e-14,1.247e-14,9.244e-24,5.635e-40
557.52,6.187e-15,6.187e-15,2.076e-23,5.636e-40
557.522,3.053e-15,3.053e-15,4.637e-23,5.636e-40
557.523,2.139e-15,2.139e-15,6.913e-23,5.637e-40
557.525,1.046e-15,1.046e-15,1.530e-22,5.637e-40
557.527,5.085e-16,5.085e-16,3.366e-22,5.638e-40
557.528,3.538e-16,3.538e-16,4.982e-22,5.638e-40
557.53,1.704e-16,1.704e-16,1.086e-21,5.639e-40
557.532,8.162e-17,8.162e-17,2.355e-21,5.639e-40
557.533,5.636e-17,5.636e-17,3.459e-21,5.640e-40
557.535,2.676e-17,2.675e-17,7.431e-21,5.640e-40
557.537,1.264e-17,1.262e-17,1.587e-20,5.641e-40
557.538,8.673e-18,8.650e-18,2.314e-20,5.641e-40
557.54,4.094e-18,4.045e-18,4.897e-20,5.642e-40
557.542,1.983e-18,1.880e-18,1.030e-19,5.643e-40
557.543,1.428e-18,1.279e-18,1.491e-19,5.643e-40
557.545,9.002e-19,5.892e-19,3.110e-19,5.644e-40
557.547,9.145e-19,2.698e-19,6.447e-19,5.644e-40
557.548,1.108e-18,1.822e-19,9.261e-19,5.645e-40
557.55,1.985e-18,8.270e-20,1.903e-18,5.645e-40
557.552,3.923e-18,3.731e-20,3.886e-18,5.646e-40
557.553,5.566e-18,2.501e-20,5.541e-18,5.646e-40
557.555,1.123e-17,1.118e-20,1.122e-17,5.647e-40
557.557,2.257e-17,4.970e-21,2.257e-17,5.648e-40
557.558,3.195e-17,3.306e-21,3.194e-17,5.648e-40
557.56,6.371e-17,1.457e-21,6.371e-17,5.649e-40
557.562,1.263e-16,6.379e-22,1.263e-16,5.649e-40
557.563,1.774e-16,4.212e-22,1.774e-16,5.650e-40
557.565,3.486e-16,1.828e-22,3.486e-16,5.650e-40
557.567,6.809e-16,7.888e-23,6.809e-16,5.651e-40
557.568,9.495e-16,5.170e-23,9.495e-16,5.651e-40
557.57,1.838e-15,2.211e-23,1.838e-15,5.652e-40
557.572,3.537e-15,9.397e-24,3.537e-15,5.653e-40
557.573,4.896e-15,6.113e-24,4.896e-15,5.653e-40
557.575,9.337e-15,2.575e-24,9.337e-15,5.654e-40
557.577,1.770e-14,1.078e-24,1.770e-14,5.654e-40
557.578,2.432e-14,6.964e-25,2.432e-14,5.655e-40
557.58,4.570e-14,2.890e-25,4.570e-14,5.655e-40
557.582,8.537e-14,1.192e-25,8.537e-14,5.656e-40
557.583,1.164e-13,7.643e-26,1.164e-13,5.656e-40
557.585,2.155e-13,3.125e-26,2.155e-13,5.657e-40
557.587,3.966e-13,1.270e-26,3.966e-13,5.658e-40
557.588,5.369e-13,8.081e-27,5.369e-13,5.658e-40
557.59,9.793e-13,3.256e-27,9.793e-13,5.659e-40
557.592,1.776e-12,1.304e-27,1.776e-12,5.659e-40
557.593,2.386e-12,8.232e-28,2.386e-12,5.660e-40
557.595,4.287e-12,8.228e-28,4.287e-12,5.660e-40
557.597,7.659e-12,8.223e-28,7.659e-12,5.661e-40
557.598,1.021e-11,8.221e-28,1.021e-11,5.661e-40
557.6,1.808e-11,8.217e-28,1.808e-11,5.662e-40
557.602,3.183e-11,8.212e-28,3.183e-11,5.662e-40
557.603,4.213e-11,8.210e-28,4.213e-11,5.663e-40
557.605,7.349e-11,8.206e-28,7.349e-11,5.663e-40
557.607,1.274e-10,8.201e-28,1.274e-10,5.664e-40
557.608,1.674e-10,8.199e-28,1.674e-10,5.664e-40
557.61,2.878e-10,8.195e-28,2.878e-10,5.665e-40
557.612,4.916e-10,8.190e-28,4.916e-10,5.666e-40
557.613,6.411e-10,8.188e-28,6.411e-10,5.666e-40
557.615,1.086e-9,8.184e-28,1.086e-9,5.667e-40
557.617,1.827e-9,8.179e-28,1.827e-9,5.667e-40
557.618,2.365e-9,8.177e-28,2.365e-9,5.668e-40
557.62,3.946e-9,8.172e-28,3.946e-9,5.668e-40
557.622,6.544e-9,8.168e-28,6.544e-9,5.669e-40
557.623,8.408e-9,8.166e-28,8.408e-9,5.669e-40
557.625,1.382e-8,8.161e-28,1.382e-8,5.670e-40
557.626,1.768e-8,8.159e-28,1.768e-8,5.670e-40
557.628,2.880e-8,8.155e-28,2.880e-8,5.671e-40
557.63,4.663e-8,8.150e-28,4.663e-8,5.672e-40
557.631,5.921e-8,8.148e-28,5.921e-8,5.672e-40
557.633,9.503e-8,8.144e-28,9.503e-8,5.673e-40
557.635,1.516e-7,8.139e-28,1.516e-7,5.673e-40
557.636,1.911e-7,8.137e-28,1.911e-7,5.674e-40
557.638,3.021e-7,8.133e-28,3.021e-7,5.674e-40
557.64,4.749e-7,8.128e-28,4.749e-7,5.675e-40
557.641,5.941e-7,8.126e-28,5.941e-7,5.675e-40
557.643,9.255e-7,8.122e-28,9.255e-7,5.676e-40
557.645,1.433e-6,8.117e-28,1.433e-6,5.677e-40
557.646,1.780e-6,8.115e-28,1.780e-6,5.677e-40
557.648,2.732e-6,8.111e-28,2.732e-6,5.678e-40
557.65,4.168e-6,8.106e-28,4.168e-6,5.678e-40
557.651,5.137e-6,8.104e-28,5.137e-6,5.679e-40
557.653,7.768e-6,8.099e-28,7.768e-6,5.679e-40
557.655,1.168e-5,8.095e-28,1.168e-5,5.680e-40
557.656,1.429e-5,8.093e-28,1.429e-5,5.680e-40
557.658,2.128e-5,8.088e-28,2.128e-5,5.681e-40
557.66,3.152e-5,8.084e-28,3.152e-5,5.682e-40
557.661,3.828e-5,8.082e-28,3.828e-5,5.682e-40
557.663,5.619e-5,8.077e-28,5.619e-5,5.683e-40
557.665,8.198e-5,8.073e-28,8.198e-5,5.683e-40
557.666,9.881e-5,8.071e-28,9.881e-5,5.684e-40
557.668,1.429e-4,8.066e-28,1.429e-4,5.684e-40
557.67,2.054e-4,8.062e-28,2.054e-4,5.685e-40
557.671,2.458e-4,8.060e-28,2.458e-4,5.685e-40
557.673,3.502e-4,8.055e-28,3.502e-4,5.686e-40
557.675,4.960e-4,8.051e-28,4.960e-4,5.686e-40
557.676,5.890e-4,8.049e-28,5.890e-4,5.687e-40
557.678,8.269e-4,8.044e-28,8.269e-4,5.687e-40
557.68,1.154e-3,8.040e-28,1.154e-3,5.688e-40
557.681,1.360e-3,8.038e-28,1.360e-3,5.688e-40
557.683,1.881e-3,8.033e-28,1.881e-3,5.689e-40
557.685,2.586e-3,8.029e-28,2.586e-3,5.690e-40
557.686,3.026e-3,8.026e-28,3.026e-3,5.690e-40
557.688,4.123e-3,8.022e-28,4.123e-3,5.691e-40
557.69,5.585e-3,8.018e-28,5.585e-3,5.691e-40
557.691,6.486e-3,8.015e-28,6.486e-3,5.692e-40
557.693,8.708e-3,8.011e-28,8.708e-3,5.692e-40
557.695,1.162e-2,8.007e-28,1.162e-2,5.693e-40
557.696,1.340e-2,8.004e-28,1.340e-2,5.693e-40
557.698,1.772e-2,8.000e-28,1.772e-2,5.694e-40
557.7,2.330e-2,7.996e-28,2.330e-2,5.695e-40
557.701,2.665e-2,7.993e-28,2.665e-2,5.695e-40
557.703,3.474e-2,7.989e-28,3.474e-2,5.696e-40
557.705,4.500e-2,7.984e-28,4.500e-2,5.696e-40
557.706,5.110e-2,7.982e-28,5.110e-2,5.697e-40
557.708,6.561e-2,7.978e-28,6.561e-2,5.697e-40
557.71,8.374e-2,7.973e-28,8.374e-2,5.698e-40
557.711,9.440e-2,7.971e-28,9.440e-2,5.698e-40
557.713,1.194e-1,7.967e-28,1.194e-1,5.699e-40
557.715,1.502e-1,7.962e-28,1.502e-1,5.700e-40
557.716,1.680e-1,7.960e-28,1.680e-1,5.700e-40
557.718,2.094e-1,7.956e-28,2.094e-1,5.701e-40
557.72,2.594e-1,7.951e-28,2.594e-1,5.701e-40
557.721,2.881e-1,7.949e-28,2.881e-1,5.702e-40
557.723,3.538e-1,7.945e-28,3.538e-1,5.702e-40
557.725,4.318e-1,7.940e-28,4.318e-1,5.703e-40
557.726,4.760e-1,7.938e-28,4.760e-1,5.703e-40
557.728,5.758e-1,7.934e-28,5.758e-1,5.704e-40
557.73,6.925e-1,7.929e-28,6.925e-1,5.705e-40
557.731,7.577e-1,7.927e-28,7.577e-1,5.705e-40
557.733,9.031e-1,7.923e-28,9.031e-1,5.706e-40
557.735,1.070e+0,7.918e-28,1.070e+0,5.706e-40
557.736,1.162e+0,7.916e-28,1.162e+0,5.707e-40
557.738,1.365e+0,7.911e-28,1.365e+0,5.707e-40
557.74,1.593e+0,7.907e-28,1.593e+0,5.708e-40
557.741,1.717e+0,7.905e-28,1.717e+0,5.708e-40
557.743,1.987e+0,7.900e-28,1.987e+0,5.709e-40
557.745,2.285e+0,7.896e-28,2.285e+0,5.710e-40
557.746,2.445e+0,7.894e-28,2.445e+0,5.710e-40
557.748,2.787e+0,7.889e-28,2.787e+0,5.710e-40
557.75,3.158e+0,7.885e-28,3.158e+0,5.711e-40
557.751,3.354e+0,7.883e-28,3.354e+0,5.711e-40
557.753,3.767e+0,7.878e-28,3.767e+0,5.712e-40
557.755,4.205e+0,7.874e-28,4.205e+0,5.713e-40
557.756,4.434e+0,7.872e-28,4.434e+0,5.713e-40
557.758,4.905e+0,7.867e-28,4.905e+0,5.714e-40
557.76,5.396e+0,7.863e-28,5.396e+0,5.714e-40
557.761,5.646e+0,7.861e-28,5.646e+0,5.715e-40
557.763,6.155e+0,7.856e-28,6.155e+0,5.715e-40
557.765,6.670e+0,7.852e-28,6.670e+0,5.716e-40
557.766,6.928e+0,7.850e-28,6.928e+0,5.716e-40
557.768,7.440e+0,7.845e-28,7.440e+0,5.717e-40
557.77,7.944e+0,7.841e-28,7.944e+0,5.718e-40
557.771,8.190e+0,7.838e-28,8.190e+0,5.718e-40
557.773,8.666e+0,7.834e-28,8.666e+0,5.719e-40
557.775,9.116e+0,7.830e-28,9.116e+0,5.719e-40
557.776,9.328e+0,7.827e-28,9.328e+0,5.720e-40
557.778,9.725e+0,7.823e-28,9.725e+0,5.720e-40
557.78,1.008e+1,7.819e-28,1.008e+1,5.721e-40
557.781,1.024e+1,7.816e-28,1.024e+1,5.721e-40
557.783,1.051e+1,7.812e-28,1.051e+1,5.722e-40
557.785,1.074e+1,7.807e-28,1.074e+1,5.723e-40
557.786,1.082e+1,7.805e-28,1.082e+1,5.723e-40
557.788,1.095e+1,7.801e-28,1.095e+1,5.724e-40
557.79,1.102e+1,7.796e-28,1.102e+1,5.724e-40
557.791,1.103e+1,7.794e-28,1.103e+1,5.725e-40
557.793,1.099e+1,7.790e-28,1.099e+1,5.725e-40
557.795,1.090e+1,7.785e-28,1.090e+1,5.726e-40
557.796,1.082e+1,7.783e-28,1.082e+1,5.726e-40
557.798,1.063e+1,7.779e-28,1.063e+1,5.727e-40
557.8,1.038e+1,7.774e-28,1.038e+1,5.728e-40
557.801,1.024e+1,7.772e-28,1.024e+1,5.728e-40
557.803,9.908e+0,7.768e-28,9.908e+0,5.729e-40
557.805,9.532e+0,7.763e-28,9.532e+0,5.729e-40
557.806,9.328e+0,7.761e-28,9.328e+0,5.730e-40
557.808,8.895e+0,7.757e-28,8.895e+0,5.730e-40
557.81,8.431e+0,7.752e-28,8.431e+0,5.731e-40
557.811,8.190e+0,7.750e-28,8.190e+0,5.731e-40
557.813,7.694e+0,7.746e-28,7.694e+0,5.732e-40
557.815,7.185e+0,7.741e-28,7.185e+0,5.733e-40
557.816,6.928e+0,7.739e-28,6.928e+0,5.733e-40
557.818,6.412e+0,7.734e-28,6.412e+0,5.734e-40
557.82,5.899e+0,7.730e-28,5.899e+0,5.734e-40
557.821,5.646e+0,7.728e-28,5.646e+0,5.734e-40
557.823,5.148e+0,7.723e-28,5.148e+0,5.735e-40
557.825,4.667e+0,7.719e-28,4.667e+0,5.736e-40
557.826,4.434e+0,7.717e-28,4.434e+0,5.736e-40
557.828,3.983e+0,7.712e-28,3.983e+0,5.737e-40
557.83,3.557e+0,7.708e-28,3.557e+0,5.737e-40
557.831,3.354e+0,7.706e-28,3.354e+0,5.738e-40
557.833,2.969e+0,7.701e-28,2.969e+0,5.738e-40
557.835,2.613e+0,7.697e-28,2.613e+0,5.739e-40
557.836,2.445e+0,7.695e-28,2.445e+0,5.739e-40
557.838,2.132e+0,7.690e-28,2.132e+0,5.740e-40
557.84,1.849e+0,7.686e-28,1.849e+0,5.741e-40
557.841,1.717e+0,7.684e-28,1.717e+0,5.741e-40
557.843,1.476e+0,7.679e-28,1.476e+0,5.742e-40
557.845,1.260e+0,7.675e-28,1.260e+0,5.742e-40
557.846,1.162e+0,7.673e-28,1.162e+0,5.743e-40
557.848,9.838e-1,7.668e-28,9.838e-1,5.743e-40
557.85,8.278e-1,7.664e-28,8.278e-1,5.744e-40
557.851,7.577e-1,7.661e-28,7.577e-1,5.744e-40
557.853,6.319e-1,7.657e-28,6.319e-1,5.745e-40
557.855,5.239e-1,7.653e-28,5.239e-1,5.746e-40
557.856,4.760e-1,7.650e-28,4.760e-1,5.746e-40
557.858,3.911e-1,7.646e-28,3.911e-1,5.747e-40
557.86,3.195e-1,7.642e-28,3.195e-1,5.747e-40
557.861,2.881e-1,7.639e-28,2.881e-1,5.748e-40
557.863,2.332e-1,7.635e-28,2.332e-1,5.748e-40
557.865,1.877e-1,7.630e-28,1.877e-1,5.749e-40
557.866,1.680e-1,7.628e-28,1.680e-1,5.749e-40
557.868,1.340e-1,7.624e-28,1.340e-1,5.750e-40
557.87,1.062e-1,7.619e-28,1.062e-1,5.751e-40
557.871,9.440e-2,7.617e-28,9.440e-2,5.751e-40
557.873,7.418e-2,7.613e-28,7.418e-2,5.752e-40
557.875,5.795e-2,7.608e-28,5.795e-2,5.752e-40
557.876,5.110e-2,7.606e-28,5.110e-2,5.753e-40
557.878,3.957e-2,7.602e-28,3.957e-2,5.753e-40
557.88,3.045e-2,7.597e-28,3.045e-2,5.754e-40
557.881,2.665e-2,7.595e-28,2.665e-2,5.754e-40
557.883,2.033e-2,7.591e-28,2.033e-2,5.755e-40
557.885,1.542e-2,7.586e-28,1.542e-2,5.756e-40
557.886,1.340e-2,7.584e-28,1.340e-2,5.756e-40
557.888,1.007e-2,7.580e-28,1.007e-2,5.757e-40
557.89,7.521e-3,7.575e-28,7.521e-3,5.757e-40
557.891,6.486e-3,7.573e-28,6.486e-3,5.758e-40
557.893,4.802e-3,7.569e-28,4.802e-3,5.758e-40
557.895,3.535e-3,7.564e-28,3.535e-3,5.759e-40
557.896,3.026e-3,7.562e-28,3.026e-3,5.759e-40
557.898,2.207e-3,7.557e-28,2.207e-3,5.760e-40
557.9,1.601e-3,7.553e-28,1.601e-3,5.760e-40
557.901,1.360e-3,7.551e-28,1.360e-3,5.761e-40
557.903,9.775e-4,7.546e-28,9.775e-4,5.761e-40
557.905,6.984e-4,7.542e-28,6.984e-4,5.762e-40
557.906,5.890e-4,7.540e-28,5.890e-4,5.762e-40
557.908,4.171e-4,7.535e-28,4.171e-4,5.763e-40
557.91,2.936e-4,7.531e-28,2.936e-4,5.764e-40
557.911,2.458e-4,7.529e-28,2.458e-4,5.764e-40
557.913,1.715e-4,7.524e-28,1.715e-4,5.765e-40
557.915,1.189e-4,7.520e-28,1.189e-4,5.765e-40
557.916,9.881e-5,7.518e-28,9.881e-5,5.766e-40
557.918,6.792e-5,7.513e-28,6.792e-5,5.766e-40
557.92,4.641e-5,7.509e-28,4.641e-5,5.767e-40
557.921,3.828e-5,7.507e-28,3.828e-5,5.767e-40
557.923,2.592e-5,7.502e-28,2.592e-5,5.768e-40
557.925,1.745e-5,7.498e-28,1.745e-5,5.769e-40
557.926,1.429e-5,7.496e-28,1.429e-5,5.769e-40
557.928,9.531e-6,7.491e-28,9.531e-6,5.770e-40
557.93,6.322e-6,7.487e-28,6.322e-6,5.770e-40
557.931,5.137e-6,7.484e-28,5.137e-6,5.771e-40
557.933,3.377e-6,7.480e-28,3.377e-6,5.771e-40
557.935,2.207e-6,7.476e-28,2.207e-6,5.772e-40
557.936,1.780e-6,7.473e-28,1.780e-6,5.772e-40
557.938,1.153e-6,7.469e-28,1.153e-6,5.773e-40
557.94,7.421e-7,7.465e-28,7.421e-7,5.774e-40
557.941,5.941e-7,7.462e-28,5.941e-7,5.774e-40
557.943,3.791e-7,7.458e-28,3.791e-7,5.775e-40
557.945,2.404e-7,7.454e-28,2.404e-7,5.775e-40
557.946,1.911e-7,7.451e-28,1.911e-7,5.776e-40
557.948,1.201e-7,7.447e-28,1.201e-7,5.776e-40
557.95,7.507e-8,7.442e-28,7.507e-8,5.777e-40
557.951,5.921e-8,7.440e-28,5.921e-8,5.777e-40
557.953,3.667e-8,7.436e-28,3.667e-8,5.778e-40
557.955,2.258e-8,7.431e-28,2.258e-8,5.779e-40
557.956,1.768e-8,7.429e-28,1.768e-8,5.779e-40
557.958,1.079e-8,7.425e-28,1.079e-8,5.780e-40
557.96,6.544e-9,7.420e-28,6.544e-9,5.780e-40
557.961,5.085e-9,7.418e-28,5.085e-9,5.781e-40
557.963,3.057e-9,7.414e-28,3.057e-9,5.781e-40
557.965,1.827e-9,7.409e-28,1.827e-9,5.782e-40
557.966,1.409e-9,7.407e-28,1.409e-9,5.782e-40
557.968,8.349e-10,7.403e-28,8.349e-10,5.783e-40
557.97,4.916e-10,7.398e-28,4.916e-10,5.783e-40
557.971,3.764e-10,7.396e-28,3.764e-10,5.784e-40
557.973,2.197e-10,7.392e-28,2.197e-10,5.784e-40
557.975,1.274e-10,7.387e-28,1.274e-10,5.785e-40
557.976,9.684e-11,7.385e-28,9.684e-11,5.785e-40
557.978,5.568e-11,7.381e-28,5.568e-11,5.786e-40
557.98,3.183e-11,7.376e-28,3.183e-11,5.787e-40
557.981,2.401e-11,7.374e-28,2.401e-11,5.787e-40
557.983,1.360e-11,7.369e-28,1.360e-11,5.788e-40
557.985,7.659e-12,7.365e-28,7.659e-12,5.788e-40
557.986,5.734e-12,7.363e-28,5.734e-12,5.789e-40
557.988,3.200e-12,7.358e-28,3.200e-12,5.789e-40
557.99,1.776e-12,7.354e-28,1.776e-12,5.790e-40
557.991,1.320e-12,7.352e-28,1.320e-12,5.790e-40
557.993,7.256e-13,7.347e-28,7.256e-13,5.791e-40
557.995,3.966e-13,7.343e-28,3.966e-13,5.792e-40
557.996,2.926e-13,7.341e-28,2.926e-13,5.792e-40
557.998,1.585e-13,7.336e-28,1.585e-13,5.793e-40
558,8.537e-14,7.332e-28,8.537e-14,5.793e-40
558.001,6.251e-14,7.330e-28,6.251e-14,5.794e-40
558.003,3.337e-14,7.325e-28,3.337e-14,5.794e-40
558.005,1.770e-14,7.321e-28,1.770e-14,5.795e-40
558.006,1.287e-14,7.319e-28,1.287e-14,5.795e-40
558.008,6.766e-15,7.314e-28,6.766e-15,5.796e-40
558.01,3.537e-15,7.310e-28,3.537e-15,5.797e-40
558.011,2.552e-15,7.308e-28,2.552e-15,5.797e-40
558.013,1.322e-15,7.303e-28,1.322e-15,5.798e-40
558.015,6.809e-16,7.299e-28,6.809e-16,5.798e-40
558.016,4.876e-16,7.296e-28,4.876e-16,5.799e-40
558.018,2.489e-16,7.292e-28,2.489e-16,5.799e-40
558.02,1.263e-16,7.288e-28,1.263e-16,5.800e-40
558.021,8.976e-17,7.285e-28,8.976e-17,5.800e-40
558.023,4.514e-17,7.281e-28,4.514e-17,5.801e-40
558.025,2.257e-17,7.277e-28,2.257e-17,5.802e-40
558.026,1.592e-17,7.274e-28,1.592e-17,5.802e-40
558.028,7.889e-18,7.270e-28,7.889e-18,5.803e-40
558.03,3.886e-18,7.265e-28,3.886e-18,5.803e-40
558.031,2.721e-18,7.263e-28,2.721e-18,5.804e-40
558.033,1.328e-18,7.259e-28,1.328e-18,5.804e-40
558.035,6.447e-19,7.254e-28,6.447e-19,5.805e-40
558.036,4.481e-19,7.252e-28,4.481e-19,5.805e-40
558.038,2.155e-19,7.248e-28,2.155e-19,5.806e-40
558.04,1.030e-19,7.243e-28,1.030e-19,5.807e-40
558.041,7.109e-20,7.241e-28,7.109e-20,5.807e-40
558.043,3.369e-20,7.237e-28,3.369e-20,5.808e-40
558.045,1.587e-20,7.232e-28,1.587e-20,5.808e-40
558.046,1.087e-20,7.230e-28,1.087e-20,5.808e-40
558.048,5.074e-21,7.226e-28,5.074e-21,5.809e-40
558.05,2.355e-21,7.221e-28,2.355e-21,5.810e-40
558.051,1.601e-21,7.219e-28,1.601e-21,5.810e-40
558.053,7.362e-22,7.215e-28,7.362e-22,5.811e-40
558.055,3.366e-22,7.210e-28,3.366e-22,5.811e-40
558.056,2.271e-22,7.208e-28,2.271e-22,5.812e-40
558.058,1.029e-22,7.204e-28,1.029e-22,5.812e-40
558.06,4.637e-23,7.199e-28,4.637e-23,5.813e-40
558.061,3.105e-23,7.197e-28,3.105e-23,5.813e-40
558.063,1.386e-23,7.192e-28,1.386e-23,5.814e-40
558.065,6.154e-24,7.188e-28,6.154e-24,5.815e-40
558.066,4.090e-24,7.186e-28,4.090e-24,5.815e-40
558.068,1.799e-24,7.181e-28,1.799e-24,5.816e-40
558.07,7.869e-25,7.177e-28,7.869e-25,5.816e-40
558.071,5.192e-25,7.175e-28,5.192e-25,5.817e-40
558.073,2.250e-25,7.170e-28,2.250e-25,5.817e-40
558.075,9.694e-26,7.166e-28,9.694e-26,5.818e-40
558.076,6.349e-26,7.164e-28,6.349e-26,5.818e-40
558.078,2.711e-26,7.159e-28,2.711e-26,5.819e-40
558.08,1.151e-26,7.155e-28,1.151e-26,5.820e-40
558.081,7.480e-27,7.153e-28,7.480e-27,5.820e-40
558.083,3.147e-27,7.148e-28,3.147e-27,5.821e-40
558.085,1.316e-27,7.144e-28,1.316e-27,5.821e-40
